"","id","observado","usuario","nivel","ranking","latitude","longitude","departamento","clase","familia","especie","distribucion","distribucion_2","largo_cm","tamaño","status_regional","status_global"
"1",25394,"2010-05-14","iris","visitante",104,-34.8836111,-56.1819444,"Montevideo","Aves","Thraupidae","Paroaria coronata",19,"Alta",17,"Pequeño","LC","LC"
"2",29269,"2010-05-13","iris","visitante",104,-34.8432699046,-56.1886241301,"Montevideo","Aves","Laridae","Larus atlanticus",6,"Media",48,"Mediano","EN","NT"
"3",29270,"2011-05-16","iris","visitante",104,-34.9321044628,-56.1622810364,"Montevideo","Aves","Haematopodidae","Haematopus palliatus",8,"Media",35,"Mediano","LC","LC"
"4",29274,"2010-05-14","iris","visitante",104,-34.913525558,-56.1667442322,"Montevideo","Aves","Rallidae","Aramides cajaneus",19,"Alta",36,"Mediano","LC","LC"
"5",87220,"2011-01-06","guille","visitante",42,-34.0379800402,-53.5438978672,"Rocha","Amphibia","Bufonidae","Rhinella dorbignyi",10,"Media",7,"Mediano","LC","LC"
"6",87221,"2011-01-06","guille","visitante",42,-34.0379800402,-53.5438978672,"Rocha","Amphibia","Hylidae","Scinax granulatus",19,"Alta",4,"Pequeño","LC","LC"
"7",87222,"2011-01-08","guille","visitante",42,-34.1866718618,-53.7563180923,"Rocha","Mammalia","Procyonidae","Procyon cancrivorus",19,"Alta",107,"Mediano","LC","LC"
"8",87225,"2011-01-10","guille","visitante",42,-34.4061860207,-53.7776952982,"Rocha","Mammalia","Otariidae","Otaria byronia",5,"Baja",210,"Grande","LC","LC"
"9",87228,"2011-01-12","guille","visitante",42,-34.2420492886,-53.881727457,"Rocha","Aves","Psittacidae","Myiopsitta monachus",19,"Alta",27,"Mediano","LC","LC"
"10",87229,"2011-01-12","guille","visitante",42,-34.2594865145,-53.8831248879,"Rocha","Aves","Picidae","Colaptes campestris",19,"Alta",27,"Mediano","LC","LC"
"11",87232,"2011-01-12","guille","visitante",42,-34.2828642395,-53.9022195339,"Rocha","Aves","Thraupidae","Sicalis flaveola",19,"Alta",12,"Pequeño","LC","LC"
"12",87233,"2011-01-12","guille","visitante",42,-34.2132594318,-53.8846805692,"Rocha","Aves","Anatidae","Amazonetta brasiliensis",19,"Alta",36,"Mediano","LC","LC"
"13",87234,"2011-01-12","guille","visitante",42,-34.2132128526,-53.8846886158,"Rocha","Aves","Rallidae","Porphyriops melanops",19,"Alta",20,"Mediano","LC","LC"
"14",87235,"2011-01-12","guille","visitante",42,-34.2396878353,-53.8822317123,"Rocha","Aves","Falconidae","Milvago chimango",19,"Alta",37,"Mediano","LC","LC"
"15",87236,"2011-01-12","guille","visitante",42,-34.2400514813,-53.882060051,"Rocha","Aves","Picidae","Colaptes campestris",19,"Alta",27,"Mediano","LC","LC"
"16",87238,"2011-01-13","guille","visitante",42,-33.9016017535,-53.5102200508,"Rocha","Aves","Phalacrocoracidae","Nannopterum brasilianum",19,"Alta",63,"Grande","LC","LC"
"17",87239,"2011-01-13","guille","visitante",42,-33.9016017535,-53.5102200508,"Rocha","Aves","Laridae","Larus dominicanus",16,"Media",55,"Grande","LC","LC"
"18",87240,"2011-01-13","guille","visitante",42,-33.900993992,-53.5116711259,"Rocha","Aves","Mimidae","Mimus saturninus",19,"Alta",25,"Mediano","LC","LC"
"19",87241,"2011-01-13","guille","visitante",42,-33.9017642678,-53.5102334619,"Rocha","Aves","Ardeidae","Egretta thula",19,"Alta",39,"Mediano","LC","LC"
"20",121716,"2010-05-17","iris","visitante",104,-34.5168752562,-53.6440393386,"Rocha","Aves","Spheniscidae","Spheniscus magellanicus",6,"Media",47,"Mediano","NT","NT"
"21",121995,"2010-05-14","iris","visitante",104,-34.9157777705,-56.1720657349,"Montevideo","Aves","Ardeidae","Egretta thula",19,"Alta",39,"Mediano","LC","LC"
"23",411870,"2013-09-13","jonathan","visitante",130,-34.913675,-56.17664,"Montevideo","Aves","Charadriidae","Vanellus chilensis",19,"Alta",32,"Mediano","LC","LC"
"24",413458,"2013-09-13","jonathan","visitante",130,-34.924194,-56.150624,"Montevideo","Aves","Rallidae","Fulica armillata",19,"Alta",35,"Mediano","LC","LC"
"25",414272,"2013-09-13","jonathan","visitante",130,-34.924218,-56.150898,"Montevideo","Aves","Podicipedidae","Rollandia rolland",19,"Alta",25,"Mediano","LC","LC"
"26",435389,"2013-09-13","jonathan","visitante",130,-34.924556,-56.151807,"Montevideo","Aves","Haematopodidae","Haematopus palliatus",8,"Media",35,"Mediano","LC","LC"
"29",644794,"2014-04-23","gantproductions","visitante",29,-34.2613638889,-55.9728861111,"Florida","Aves","Threskiornithidae","Theristicus caerulescens",19,"Alta",62,"Grande","LC","LC"
"30",645397,"2014-04-24","gantproductions","visitante",29,-32.0747194444,-55.7520305556,"Tacuarembó","Aves","Strigidae","Athene cunicularia",19,"Alta",25,"Mediano","NT","LC"
"31",645531,"2014-04-24","gantproductions","visitante",29,-32.188075,-55.7126416667,"Tacuarembó","Aves","Accipitridae","Buteogallus meridionalis",19,"Alta",51,"Grande","LC","LC"
"32",645539,"2014-04-24","gantproductions","visitante",29,-32.1880638889,-55.7126194444,"Tacuarembó","Aves","Rheidae","Rhea americana",19,"Alta",140,"Grande","LC","NT"
"33",645610,"2014-04-24","gantproductions","visitante",29,-31.8274638889,-56.00265,"Tacuarembó","Aves","Rallidae","Aramides ypecaha",19,"Alta",45,"Mediano","LC","LC"
"34",645622,"2014-04-24","gantproductions","visitante",29,-31.7568475668,-55.8011366481,"Tacuarembó","Aves","Tyrannidae","Heteroxolmis dominicana",17,"Alta",19,"Pequeño","VU","VU"
"35",646149,"2014-04-27","gantproductions","visitante",29,-34.957405,-54.9442966667,"Maldonado","Aves","Haematopodidae","Haematopus palliatus",8,"Media",35,"Mediano","LC","LC"
"36",646189,"2012-12-23","gantproductions","visitante",29,-34.039,-53.5413333333,"Rocha","Amphibia","Bufonidae","Rhinella arenarum",10,"Media",11.5,"Grande","LC","LC"
"37",646219,"2012-12-23","gantproductions","visitante",29,-34.401368,-53.782657,"Rocha","Amphibia","Bufonidae","Rhinella arenarum",10,"Media",11.5,"Grande","LC","LC"
"38",646232,"2013-11-10","gantproductions","visitante",29,-34.964212,-54.949528,"Maldonado","Mammalia","Otariidae","Otaria byronia",5,"Baja",210,"Grande","LC","LC"
"39",646278,"2012-12-23","gantproductions","visitante",29,-34.406078,-53.778441,"Rocha","Mammalia","Otariidae","Arctocephalus australis",7,"Media",150,"Mediano","LC","LC"
"40",912590,"2013-03-03","nicoolejnik","visitante",108,-34.074275,-57.366486,"Colonia","Aves","Tyrannidae","Elaenia parvirostris",19,"Alta",13,"Pequeño","LC","LC"
"41",912647,"2013-03-02","nicoolejnik","visitante",108,-34.112942,-57.374725,"Colonia","Aves","Thraupidae","Embernagra platensis",19,"Alta",20,"Mediano","LC","LC"
"42",917562,"2013-03-03","nicoolejnik","visitante",108,-34.073137,-57.415924,"Colonia","Aves","Picidae","Colaptes melanochloros",19,"Alta",23,"Mediano","LC","LC"
"43",1140305,"2013-03-02","nicoolejnik","visitante",108,-34.065552,-57.356071,"Colonia","Mammalia","Dasypodidae","Dasypus novemcinctus",19,"Alta",70,"Mediano","LC","LC"
"44",1266639,"2011-01-10","guille","visitante",42,-34.182589,-53.752885,"Rocha","Mammalia","Canidae","Cerdocyon thous",19,"Alta",110,"Mediano","LC","LC"
"45",1266655,"2011-01-10","guille","visitante",42,-34.402732,-53.776639,"Rocha","Aves","Motacillidae","Anthus lutescens",19,"Alta",12,"Pequeño","LC","LC"
"46",1266665,"2011-01-12","guille","visitante",42,-34.241271,-53.881717,"Rocha","Aves","Tyrannidae","Tyrannus savana",19,"Alta",38,"Mediano","LC","LC"
"47",1266670,"2011-01-12","guille","visitante",42,-34.28346,-53.90606,"Rocha","Aves","Phalacrocoracidae","Nannopterum brasilianum",19,"Alta",63,"Grande","LC","LC"
"48",1266676,"2011-01-12","guille","visitante",42,-34.283478,-53.90325,"Rocha","Aves","Passerellidae","Zonotrichia capensis",19,"Alta",12,"Pequeño","LC","LC"
"49",1266686,"2011-01-12","guille","visitante",42,-34.283815,-53.903722,"Rocha","Aves","Charadriidae","Pluvialis dominica",19,"Alta",23,"Mediano","LC","LC"
"50",1266702,"2011-01-13","guille","visitante",42,-33.90097,-53.511631,"Rocha","Mammalia","Caviidae","Cavia aperea",19,"Alta",24,"Pequeño","LC","LC"
"51",1527823,"2015-01-26","pipoca1730","visitante",36,-31.642915,-57.936037,"Paysandú","Aves","Cathartidae","Cathartes aura",19,"Alta",60,"Grande","LC","LC"
"52",1527861,"2015-01-30","pipoca1730","visitante",36,-33.968278,-53.549166,"Rocha","Aves","Picidae","Colaptes melanochloros",19,"Alta",23,"Mediano","LC","LC"
"55",1544374,"2015-02-01","pipoca1730","visitante",36,-34.66667,-54.16667,"Rocha","Aves","Haematopodidae","Haematopus palliatus",8,"Media",35,"Mediano","LC","LC"
"56",1544379,"2015-01-29","pipoca1730","visitante",36,-32.371842743,-54.2477416992,"Cerro Largo","Aves","Rheidae","Rhea americana",19,"Alta",140,"Grande","LC","NT"
"57",1544385,"2015-01-28","pipoca1730","visitante",36,-32.36667,-54.18333,"Cerro Largo","Aves","Tyrannidae","Pyrocephalus rubinus",19,"Alta",13,"Pequeño","LC","LC"
"58",1544389,"2015-01-27","pipoca1730","visitante",36,-31.73333,-55.98333,"Tacuarembó","Aves","Tyrannidae","Xolmis irupero",19,"Alta",17,"Pequeño","LC","LC"
"59",1544425,"2015-01-26","pipoca1730","visitante",36,-34.04583,-53.5405,"Rocha","Aves","Strigidae","Athene cunicularia",19,"Alta",25,"Mediano","NT","LC"
"60",1544458,"2015-01-26","pipoca1730","visitante",36,-31.66667,-57.91667,"Paysandú","Aves","Cathartidae","Cathartes aura",19,"Alta",60,"Grande","LC","LC"
"61",1544467,"2015-01-26","pipoca1730","visitante",36,-31.66667,-57.91667,"Paysandú","Aves","Cathartidae","Cathartes aura",19,"Alta",60,"Grande","LC","LC"
"62",1544492,"2015-01-26","pipoca1730","visitante",36,-31.95,-57.88333,"Paysandú","Aves","Passerellidae","Zonotrichia capensis",19,"Alta",12,"Pequeño","LC","LC"
"63",1544494,"2015-01-26","pipoca1730","visitante",36,-31.95,-57.88333,"Paysandú","Aves","Charadriidae","Vanellus chilensis",19,"Alta",32,"Mediano","LC","LC"
"64",1544513,"2015-01-30","pipoca1730","visitante",36,-34.04583,-53.5405,"Rocha","Aves","Falconidae","Milvago chimango",19,"Alta",37,"Mediano","LC","LC"
"65",1544517,"2015-01-28","pipoca1730","visitante",36,-32.36667,-54.18333,"Cerro Largo","Aves","Aramidae","Aramus guarauna",19,"Alta",55,"Grande","LC","LC"
"66",1544523,"2015-01-30","pipoca1730","visitante",36,-34.04583,-53.5405,"Rocha","Aves","Ciconiidae","Ciconia maguari",19,"Alta",85,"Grande","LC","LC"
"67",1544526,"2015-01-30","pipoca1730","visitante",36,-34.04583,-53.5405,"Rocha","Aves","Hirundinidae","Progne tapera",19,"Alta",16,"Pequeño","LC","LC"
"68",1544530,"2015-02-01","pipoca1730","visitante",36,-34.66667,-54.16667,"Rocha","Aves","Charadriidae","Charadrius semipalmatus",5,"Baja",15,"Pequeño","LC","LC"
"69",1544537,"2015-02-01","pipoca1730","visitante",36,-34.66667,-54.16667,"Rocha","Aves","Charadriidae","Charadrius semipalmatus",5,"Baja",15,"Pequeño","LC","LC"
"70",1544545,"2015-02-01","pipoca1730","visitante",36,-34.66667,-54.16667,"Rocha","Aves","Laridae","Chroicocephalus maculipennis",19,"Alta",35,"Mediano","LC","LC"
"71",1544548,"2015-02-01","pipoca1730","visitante",36,-34.66667,-54.16667,"Rocha","Aves","Laridae","Chroicocephalus maculipennis",19,"Alta",35,"Mediano","LC","LC"
"72",1544549,"2015-02-01","pipoca1730","visitante",36,-34.66667,-54.16667,"Rocha","Aves","Haematopodidae","Haematopus palliatus",8,"Media",35,"Mediano","LC","LC"
"73",1544552,"2015-02-01","pipoca1730","visitante",36,-34.66667,-54.16667,"Rocha","Aves","Scolopacidae","Tringa flavipes",19,"Alta",25,"Mediano","LC","LC"
"74",1544562,"2015-02-01","pipoca1730","visitante",36,-34.66667,-54.16667,"Rocha","Aves","Scolopacidae","Tringa flavipes",19,"Alta",25,"Mediano","LC","LC"
"75",1544567,"2015-02-01","pipoca1730","visitante",36,-34.66667,-54.16667,"Rocha","Aves","Charadriidae","Pluvialis dominica",19,"Alta",23,"Mediano","LC","LC"
"76",1544572,"2015-02-01","pipoca1730","visitante",36,-34.66667,-54.16667,"Rocha","Aves","Scolopacidae","Tringa flavipes",19,"Alta",25,"Mediano","LC","LC"
"77",1544626,"2015-01-29","pipoca1730","visitante",36,-32.36667,-54.18333,"Cerro Largo","Aves","Picidae","Colaptes melanochloros",19,"Alta",23,"Mediano","LC","LC"
"78",1544628,"2015-01-30","pipoca1730","visitante",36,-34.04583,-53.5405,"Rocha","Aves","Picidae","Colaptes campestris",19,"Alta",27,"Mediano","LC","LC"
"79",1544633,"2015-01-30","pipoca1730","visitante",36,-34.04583,-53.5405,"Rocha","Aves","Cuculidae","Guira guira",19,"Alta",36,"Mediano","LC","LC"
"80",1544641,"2015-02-01","pipoca1730","visitante",36,-34.66667,-54.16667,"Rocha","Aves","Scolopacidae","Calidris fuscicollis",19,"Alta",16,"Pequeño","LC","LC"
"81",1544691,"2015-01-25","pipoca1730","visitante",36,-31.95,-57.88333,"Paysandú","Aves","Ardeidae","Syrigma sibilatrix",19,"Alta",48,"Mediano","LC","LC"
"82",1686079,"2015-01-30","pipoca1730","visitante",36,-34.00372,-53.543696,"Rocha","Aves","Hirundinidae","Progne chalybea",19,"Alta",18,"Pequeño","LC","LC"
"83",1777640,"2015-07-14","lzgd","visitante",266,-34.472358,-57.851689,"Colonia","Aves","Psittacidae","Myiopsitta monachus",19,"Alta",27,"Mediano","LC","LC"
"84",1777657,"2015-07-14","lzgd","visitante",266,-34.472204,-57.851617,"Colonia","Aves","Psittacidae","Myiopsitta monachus",19,"Alta",27,"Mediano","LC","LC"
"92",2355601,"2015-11-03","mattclark72","visitante",459,-34.472607,-57.841463,"Colonia","Aves","Tyrannidae","Hymenops perspicillatus",19,"Alta",13,"Pequeño","LC","LC"
"102",3036766,"2015-01-28","pipoca1730","visitante",36,-32.384796,-54.17273,"Cerro Largo","Aves","Icteridae","Icterus pyrrhopterus",19,"Alta",19,"Pequeño","LC","LC"
"103",3036802,"2015-01-26","pipoca1730","visitante",36,-31.610466,-57.981699,"Paysandú","Aves","Cathartidae","Cathartes aura",19,"Alta",60,"Grande","LC","LC"
"118",3962720,"2015-01-25","pipoca1730","visitante",36,-31.839572,-57.885349,"Paysandú","Aves","Anhimidae","Chauna torquata",19,"Alta",85,"Grande","LC","LC"
"135",4832847,"2015-01-26","pipoca1730","visitante",36,-31.8404514129,-57.8845274448,"Paysandú","Aves","Alcedinidae","Chloroceryle amazona",19,"Alta",26,"Mediano","LC","LC"
"149",5454193,"2017-03-09","susan57","visitante",165,-34.3781152958,-57.8466442713,"Colonia","Aves","Strigidae","Athene cunicularia",19,"Alta",25,"Mediano","NT","LC"
"150",5485649,"2017-03-09","susan57","visitante",165,-34.4019962689,-57.8538010244,"Colonia","Aves","Accipitridae","Rupornis magnirostris",19,"Alta",38,"Mediano","LC","LC"
"151",5485696,"2017-03-09","susan57","visitante",165,-34.2529466298,-57.8756709224,"Colonia","Aves","Picidae","Colaptes campestris",19,"Alta",27,"Mediano","LC","LC"
"152",5505927,"2017-03-09","susan57","visitante",165,-34.2541175986,-57.8799114918,"Colonia","Aves","Cuculidae","Guira guira",19,"Alta",36,"Mediano","LC","LC"
"153",5535388,"2015-01-12","drtupps","visitante",363,-34.468851,-57.852556,"Colonia","Aves","Charadriidae","Vanellus chilensis",19,"Alta",32,"Mediano","LC","LC"
"154",5565526,"2012-02-25","carancho","visitante",11,-34.9368789,-54.9281496,"Maldonado","Aves","Threskiornithidae","Phimosus infuscatus",19,"Alta",40,"Mediano","LC","LC"
"155",5565527,"2012-02-26","carancho","visitante",11,-34.9368789,-54.9281496,"Maldonado","Aves","Laridae","Larus dominicanus",16,"Media",55,"Grande","LC","LC"
"156",5565528,"2012-02-26","carancho","visitante",11,-34.8531859678,-54.9847788931,"Maldonado","Reptilia","Cheloniidae","Chelonia mydas",5,"Baja",92,"Mediano","VU","EN"
"157",5565529,"2012-02-26","carancho","visitante",11,-34.9368789,-54.9281496,"Maldonado","Aves","Laridae","Chroicocephalus maculipennis",19,"Alta",35,"Mediano","LC","LC"
"158",5565530,"2012-02-26","carancho","visitante",11,-34.9368789,-54.9281496,"Maldonado","Aves","Laridae","Rynchops niger",13,"Media",40,"Mediano","LC","LC"
"159",6290222,"2017-01-30","craftybirder","visitante",68,-34.8463883199,-56.0222482681,"Canelones","Aves","Rallidae","Aramides ypecaha",19,"Alta",45,"Mediano","LC","LC"
"160",6290553,"2017-01-30","craftybirder","visitante",68,-34.9295712235,-54.9271559715,"Maldonado","Aves","Furnariidae","Furnarius rufus",19,"Alta",18,"Pequeño","LC","LC"
"161",6290949,"2017-01-30","craftybirder","visitante",68,-34.9294462,-54.9271454,"Maldonado","Aves","Columbidae","Zenaida auriculata",19,"Alta",23,"Mediano","LC","LC"
"162",6291517,"2017-01-30","craftybirder","visitante",68,-34.9278119839,-56.1633110046,"Montevideo","Aves","Columbidae","Patagioenas picazuro",19,"Alta",35,"Mediano","LC","LC"
"163",6291959,"2017-01-30","craftybirder","visitante",68,-34.9448398418,-54.9319839478,"Maldonado","Aves","Threskiornithidae","Phimosus infuscatus",19,"Alta",40,"Mediano","LC","LC"
"164",6292137,"2017-01-30","craftybirder","visitante",68,-34.9315415275,-54.9532699585,"Maldonado","Aves","Mimidae","Mimus saturninus",19,"Alta",25,"Mediano","LC","LC"
"165",6295941,"2017-01-30","craftybirder","visitante",68,-34.9180297809,-56.172064403,"Montevideo","Aves","Laridae","Larus dominicanus",16,"Media",55,"Grande","LC","LC"
"166",6295942,"2017-01-30","craftybirder","visitante",68,-34.9180297809,-56.172064403,"Montevideo","Aves","Laridae","Chroicocephalus maculipennis",19,"Alta",35,"Mediano","LC","LC"
"167",6295943,"2017-01-30","craftybirder","visitante",68,-34.9180297809,-56.172064403,"Montevideo","Aves","Laridae","Chroicocephalus maculipennis",19,"Alta",35,"Mediano","LC","LC"
"168",6295944,"2017-01-30","craftybirder","visitante",68,-34.9180297809,-56.172064403,"Montevideo","Aves","Phalacrocoracidae","Nannopterum brasilianum",19,"Alta",63,"Grande","LC","LC"
"169",6295945,"2017-01-30","craftybirder","visitante",68,-34.9180297809,-56.172064403,"Montevideo","Aves","Laridae","Sterna trudeaui",13,"Media",32,"Mediano","LC","LC"
"170",6296524,"2017-01-30","craftybirder","visitante",68,-34.7821781223,-55.9891172432,"Canelones","Aves","Accipitridae","Geranoaetus albicaudatus",19,"Alta",53,"Grande","LC","LC"
"183",6970136,"2017-07-08","weleaf","visitante",59,-32.37997905,-53.92697861,"Cerro Largo","Mammalia","Didelphidae","Didelphis albiventris",19,"Alta",90,"Mediano","LC","LC"
"184",6970137,"2017-07-08","weleaf","visitante",59,-32.37826382,-54.00389455,"Cerro Largo","Mammalia","Canidae","Cerdocyon thous",19,"Alta",110,"Mediano","LC","LC"
"185",6970138,"2017-07-08","weleaf","visitante",59,-32.38082107,-54.01652109,"Cerro Largo","Mammalia","Canidae","Lycalopex gymnocercus",19,"Alta",97,"Mediano","NT","LC"
"186",7036602,"2017-07-11","weleaf","visitante",59,-32.56051339,-54.57835282,"Cerro Largo","Mammalia","Mephitidae","Conepatus chinga",19,"Alta",57,"Mediano","NT","LC"
"187",7036604,"2017-07-11","weleaf","visitante",59,-32.57085939,-54.58295678,"Cerro Largo","Mammalia","Canidae","Lycalopex gymnocercus",19,"Alta",97,"Mediano","NT","LC"
"188",7036607,"2017-07-12","weleaf","visitante",59,-32.69825666,-54.6179552,"Cerro Largo","Aves","Tinamidae","Nothura maculosa",19,"Alta",25,"Mediano","LC","LC"
"189",7036609,"2017-07-12","weleaf","visitante",59,-32.86673689,-54.861358,"Cerro Largo","Reptilia","Colubridae","Erythrolamprus poecilogyrus",19,"Alta",70,"Mediano","LC","NE"
"190",7036618,"2017-07-12","weleaf","visitante",59,-32.88746866,-54.88225339,"Cerro Largo","Mammalia","Canidae","Cerdocyon thous",19,"Alta",110,"Mediano","LC","LC"
"191",7191892,"2015-02-11","megtc","visitante",275,-34.8860942707,-56.0591125488,"Montevideo","Reptilia","Amphisbaenidae","Amphisbaena munoai",12,"Media",15,"Pequeño","LC","NE"
"192",7253680,"2017-07-14","weleaf","visitante",59,-33.10663975,-55.38830267,"Durazno","Mammalia","Mephitidae","Conepatus chinga",19,"Alta",57,"Mediano","NT","LC"
"193",7253681,"2017-07-14","weleaf","visitante",59,-33.1185303,-55.5745283,"Durazno","Mammalia","Mephitidae","Conepatus chinga",19,"Alta",57,"Mediano","NT","LC"
"194",7253682,"2017-07-15","weleaf","visitante",59,-33.28268062,-56.10787207,"Durazno","Mammalia","Mephitidae","Conepatus chinga",19,"Alta",57,"Mediano","NT","LC"
"195",7253683,"2017-07-15","weleaf","visitante",59,-33.3044841,-56.16382869,"Durazno","Mammalia","Canidae","Lycalopex gymnocercus",19,"Alta",97,"Mediano","NT","LC"
"196",7253684,"2017-07-15","weleaf","visitante",59,-33.30429745,-56.16987501,"Durazno","Mammalia","Mephitidae","Conepatus chinga",19,"Alta",57,"Mediano","NT","LC"
"197",7253685,"2017-07-15","weleaf","visitante",59,-33.30718358,-56.20851461,"Durazno","Mammalia","Procyonidae","Procyon cancrivorus",19,"Alta",107,"Mediano","LC","LC"
"198",7253686,"2017-07-15","weleaf","visitante",59,-33.30896779,-56.22036774,"Durazno","Mammalia","Mephitidae","Conepatus chinga",19,"Alta",57,"Mediano","NT","LC"
"199",7253687,"2017-07-15","weleaf","visitante",59,-33.30060065,-56.34503548,"Durazno","Mammalia","Mephitidae","Conepatus chinga",19,"Alta",57,"Mediano","NT","LC"
"200",7253689,"2017-07-18","weleaf","visitante",59,-34.0341177,-57.36615078,"Colonia","Mammalia","Procyonidae","Procyon cancrivorus",19,"Alta",107,"Mediano","LC","LC"
"201",7306287,"2006-09-24","prodenazas","visitante",281,-34.8964912006,-56.1037015915,"Montevideo","Aves","Scolopacidae","Tringa melanoleuca",19,"Alta",33,"Mediano","LC","LC"
"202",7306288,"2006-09-26","prodenazas","visitante",281,-34.8835370932,-56.1439990997,"Montevideo","Aves","Passerellidae","Zonotrichia capensis",19,"Alta",12,"Pequeño","LC","LC"
"209",7589697,"2017-08-08","jessicarr415","visitante",129,-34.9139216667,-56.1766133333,"Montevideo","Aves","Psittacidae","Myiopsitta monachus",19,"Alta",27,"Mediano","LC","LC"
"210",7593324,"2017-08-08","jessicarr415","visitante",129,-34.9139533333,-56.1760866667,"Montevideo","Aves","Charadriidae","Vanellus chilensis",19,"Alta",32,"Mediano","LC","LC"
"211",7595198,"2017-08-09","jessicarr415","visitante",129,-34.8608166667,-56.19972,"Montevideo","Aves","Turdidae","Turdus rufiventris",19,"Alta",23,"Mediano","LC","LC"
"212",7595344,"2017-08-08","jessicarr415","visitante",129,-34.91502,-56.17062,"Montevideo","Aves","Charadriidae","Vanellus chilensis",19,"Alta",32,"Mediano","LC","LC"
"213",7674412,"2013-02-25","aurelien_miralles","visitante",82,-34.2642474,-57.6106775,"Colonia","Amphibia","Leptodactylidae","Leptodactylus mystacinus",19,"Alta",6,"Mediano","LC","LC"
"214",7674447,"2013-03-02","aurelien_miralles","visitante",82,-34.2750352,-53.783028,"Rocha","Reptilia","Viperidae","Bothrops alternatus",19,"Alta",150,"Grande","LC","NE"
"215",7674458,"2013-03-08","aurelien_miralles","visitante",82,-34.402302,-53.794941,"Rocha","Reptilia","Amphisbaenidae","Amphisbaena darwinii",13,"Media",28,"Pequeño","LC","NE"
"216",7674481,"2013-03-02","aurelien_miralles","visitante",82,-34.2685099813,-53.7790797238,"Rocha","Reptilia","Colubridae","Erythrolamprus poecilogyrus",19,"Alta",70,"Mediano","LC","NE"
"217",7674504,"2013-03-09","aurelien_miralles","visitante",82,-34.9011127,-56.1645314,"Montevideo","Amphibia","Bufonidae","Rhinella arenarum",10,"Media",11.5,"Grande","LC","LC"
"218",7674567,"2013-03-01","aurelien_miralles","visitante",82,-34.2750352,-53.783028,"Rocha","Amphibia","Leptodactylidae","Physalaemus biligonigerus",12,"Media",4,"Pequeño","LC","LC"
"219",7674578,"2013-03-02","aurelien_miralles","visitante",82,-34.2750352,-53.783028,"Rocha","Amphibia","Bufonidae","Rhinella arenarum",10,"Media",11.5,"Grande","LC","LC"
"220",7674589,"2013-03-06","aurelien_miralles","visitante",82,-34.9368789,-54.9281496,"Maldonado","Reptilia","Teiidae","Teius oculatus",19,"Alta",12,"Pequeño","LC","NE"
"221",7674617,"2013-03-04","aurelien_miralles","visitante",82,-34.0037425716,-53.5486644153,"Rocha","Reptilia","Teiidae","Salvator merianae",19,"Alta",140,"Grande","LC","LC"
"222",7674661,"2013-03-05","aurelien_miralles","visitante",82,-34.8513281,-55.0191916,"Maldonado","Reptilia","Teiidae","Salvator merianae",19,"Alta",140,"Grande","LC","LC"
"225",8135881,"2010-01-01","gabriel_moulatlet","visitante",381,-34.4034350715,-53.7695351888,"Rocha","Mammalia","Otariidae","Arctocephalus australis",7,"Media",150,"Mediano","LC","LC"
"229",8411584,"2017-10-14","ezequielvera","visitante",60,-32.2276377027,-58.1284616143,"","Aves","Charadriidae","Charadrius collaris",19,"Alta",14,"Pequeño","LC","LC"
"252",9135289,"2017-12-12","danielt","visitante",24,-34.9113225529,-56.2003211972,"Montevideo","Aves","Laridae","Chroicocephalus cirrocephalus",15,"Media",38,"Mediano","LC","LC"
"253",9135290,"2017-12-12","danielt","visitante",24,-34.9110480529,-56.2001903056,"Montevideo","Aves","Columbidae","Columba livia",19,"Alta",33,"Mediano","NE","LC"
"254",9135291,"2017-12-12","danielt","visitante",24,-34.9114879563,-56.2000615596,"Montevideo","Aves","Passeridae","Passer domesticus",19,"Alta",13,"Pequeño","NE","LC"
"255",9135292,"2017-12-12","danielt","visitante",24,-34.9116396343,-56.2000830173,"Montevideo","Aves","Passeridae","Passer domesticus",19,"Alta",13,"Pequeño","NE","LC"
"256",9135293,"2017-12-12","danielt","visitante",24,-34.9117804027,-56.1976583003,"Montevideo","Aves","Charadriidae","Vanellus chilensis",19,"Alta",32,"Mediano","LC","LC"
"257",9135294,"2017-12-12","danielt","visitante",24,-34.9116748264,-56.1977334022,"Montevideo","Aves","Mimidae","Mimus saturninus",19,"Alta",25,"Mediano","LC","LC"
"258",9135295,"2017-12-12","danielt","visitante",24,-34.9124782581,-56.1950941086,"Montevideo","Aves","Psittacidae","Myiopsitta monachus",19,"Alta",27,"Mediano","LC","LC"
"259",9135296,"2017-12-12","danielt","visitante",24,-34.9115192773,-56.1972506046,"Montevideo","Aves","Icteridae","Molothrus bonariensis",19,"Alta",19,"Pequeño","LC","LC"
"260",9135297,"2017-12-12","danielt","visitante",24,-34.911748026,-56.1972720622,"Montevideo","Aves","Psittacidae","Myiopsitta monachus",19,"Alta",27,"Mediano","LC","LC"
"261",9135298,"2017-12-12","danielt","visitante",24,-34.9106380611,-56.2023146149,"Montevideo","Aves","Columbidae","Columba livia",19,"Alta",33,"Mediano","NE","LC"
"262",9135299,"2017-12-12","danielt","visitante",24,-34.9111993804,-56.2015142439,"Montevideo","Aves","Laridae","Larus dominicanus",16,"Media",55,"Grande","LC","LC"
"263",9135300,"2017-12-12","danielt","visitante",24,-34.9110938034,-56.2022008895,"Montevideo","Aves","Laridae","Larus dominicanus",16,"Media",55,"Grande","LC","LC"
