"","id","observado","usuario","nivel","ranking","latitude","longitude","departamento","clase","familia","especie","distribucion","distribucion_2","largo_cm","tamaño","status_regional","status_global"
"664",18383956,"2018-10-02","dianafr","visitante",13,-34.4736716667,-57.8524933333,"Colonia","Aves","Icteridae","Molothrus bonariensis",19,"Alta",19,"Pequeño","LC","LC"
"679",18555433,"2018-11-22","mstrimas","visitante",469,-33.9082333333,-53.7314033333,"Rocha","Reptilia","Emydidae","Trachemys dorbigni",19,"Alta",26,"Pequeño","LC","NE"
"685",18766510,"2018-11-28","ccanet","visitante",67,-33.2804967555,-57.1451155124,"Flores","Aves","Furnariidae","Furnarius rufus",19,"Alta",18,"Pequeño","LC","LC"
"686",18766595,"2018-11-29","ccanet","visitante",67,-33.4764824639,-57.0137729962,"Flores","Aves","Charadriidae","Vanellus chilensis",19,"Alta",32,"Mediano","LC","LC"
"687",18766637,"2018-11-29","ccanet","visitante",67,-33.476959,-57.013486,"Flores","Aves","Mimidae","Mimus saturninus",19,"Alta",25,"Mediano","LC","LC"
"688",18766705,"2018-11-29","ccanet","visitante",67,-33.476959,-57.013486,"Flores","Aves","Thraupidae","Sicalis flaveola",19,"Alta",12,"Pequeño","LC","LC"
"689",18766773,"2018-11-29","ccanet","visitante",67,-33.4776301728,-57.0134752712,"Flores","Reptilia","Teiidae","Salvator merianae",19,"Alta",140,"Grande","LC","LC"
"690",18766787,"2018-11-29","ccanet","visitante",67,-33.476959,-57.013486,"Flores","Aves","Passerellidae","Zonotrichia capensis",19,"Alta",12,"Pequeño","LC","LC"
"691",18766818,"2018-11-29","ccanet","visitante",67,-33.476959,-57.013486,"Flores","Aves","Mimidae","Mimus saturninus",19,"Alta",25,"Mediano","LC","LC"
"692",18766853,"2018-11-29","ccanet","visitante",67,-33.4776122749,-57.0133894405,"Flores","Reptilia","Teiidae","Salvator merianae",19,"Alta",140,"Grande","LC","LC"
"693",18766879,"2018-11-29","ccanet","visitante",67,-33.4761267377,-57.0133357964,"Flores","Aves","Thraupidae","Paroaria coronata",19,"Alta",17,"Pequeño","LC","LC"
"694",18766896,"2018-11-29","ccanet","visitante",67,-33.4772274697,-57.015438648,"Flores","Aves","Tyrannidae","Pyrocephalus rubinus",19,"Alta",13,"Pequeño","LC","LC"
"695",18766930,"2018-11-29","ccanet","visitante",67,-33.4773080104,-57.0141619157,"Flores","Aves","Psittacidae","Myiopsitta monachus",19,"Alta",27,"Mediano","LC","LC"
"696",18766943,"2018-11-29","ccanet","visitante",67,-33.5073089906,-56.9361794414,"Flores","Aves","Columbidae","Zenaida auriculata",19,"Alta",23,"Mediano","LC","LC"
"697",18768997,"2018-11-29","ccanet","visitante",67,-33.476959,-57.013486,"Flores","Aves","Cuculidae","Guira guira",19,"Alta",36,"Mediano","LC","LC"
"698",18817282,"2013-10-13","goncrisdi","visitante",9,-34.2642474,-57.6106775,"Colonia","Amphibia","Hylidae","Scinax granulatus",19,"Alta",4,"Pequeño","LC","LC"
"700",18833358,"2013-10-12","goncrisdi","visitante",9,-34.2642474,-57.6106775,"Colonia","Amphibia","Hylidae","Pseudis minuta",19,"Alta",5,"Mediano","LC","LC"
"708",19007852,"2010-07-29","bradmoon","visitante",57,-34.9502936122,-54.9372523008,"Maldonado","Aves","Charadriidae","Vanellus chilensis",19,"Alta",32,"Mediano","LC","LC"
"709",19007853,"2010-07-29","bradmoon","visitante",57,-34.9449698269,-54.9103985478,"Maldonado","Aves","Spheniscidae","Spheniscus magellanicus",6,"Media",47,"Mediano","NT","NT"
"710",19007854,"2010-07-29","bradmoon","visitante",57,-34.956454086,-54.9424474254,"Maldonado","Aves","Podicipedidae","Podiceps major",19,"Alta",51,"Grande","LC","LC"
"711",19007924,"2010-07-31","bradmoon","visitante",57,-34.9645663268,-54.949477277,"Maldonado","Mammalia","Otariidae","Otaria byronia",5,"Baja",210,"Grande","LC","LC"
"712",19007933,"2010-07-31","bradmoon","visitante",57,-34.9645663268,-54.949477277,"Maldonado","Aves","Laridae","Larus dominicanus",16,"Media",55,"Grande","LC","LC"
"713",19008001,"2010-07-29","bradmoon","visitante",57,-34.9566671936,-54.9422571888,"Maldonado","Aves","Laridae","Chroicocephalus maculipennis",19,"Alta",35,"Mediano","LC","LC"
"714",19008036,"2010-07-31","bradmoon","visitante",57,-34.9684110299,-54.9485196765,"Maldonado","Aves","Laridae","Chroicocephalus maculipennis",19,"Alta",35,"Mediano","LC","LC"
"715",19008037,"2010-07-31","bradmoon","visitante",57,-34.9674404507,-54.9465210955,"Maldonado","Aves","Haematopodidae","Haematopus palliatus",8,"Media",35,"Mediano","LC","LC"
"716",19008041,"2010-07-31","bradmoon","visitante",57,-34.9674404507,-54.9465210955,"Maldonado","Aves","Laridae","Larus dominicanus",16,"Media",55,"Grande","LC","LC"
"717",19008091,"2010-07-31","bradmoon","visitante",57,-34.9653660135,-54.9425090692,"Maldonado","Mammalia","Otariidae","Arctocephalus australis",7,"Media",150,"Mediano","LC","LC"
"718",19008136,"2010-07-31","bradmoon","visitante",57,-34.9189184769,-54.9583740272,"Maldonado","Aves","Spheniscidae","Spheniscus magellanicus",6,"Media",47,"Mediano","NT","NT"
"719",19008137,"2010-08-07","bradmoon","visitante",57,-34.900169709,-54.9749641922,"Maldonado","Aves","Spheniscidae","Spheniscus magellanicus",6,"Media",47,"Mediano","NT","NT"
"720",19008527,"2010-08-01","bradmoon","visitante",57,-34.7161765525,-54.4027316458,"Rocha","Aves","Tyrannidae","Xolmis irupero",19,"Alta",17,"Pequeño","LC","LC"
"721",19008528,"2010-08-01","bradmoon","visitante",57,-34.5960126544,-54.416115271,"Rocha","Aves","Anhimidae","Chauna torquata",19,"Alta",85,"Grande","LC","LC"
"722",19008529,"2010-08-01","bradmoon","visitante",57,-34.6713409515,-54.2486552397,"Rocha","Aves","Ciconiidae","Ciconia maguari",19,"Alta",85,"Grande","LC","LC"
"723",19008530,"2010-08-01","bradmoon","visitante",57,-34.6737595357,-54.2560648195,"Rocha","Aves","Tinamidae","Nothura maculosa",19,"Alta",25,"Mediano","LC","LC"
"724",19008531,"2010-08-02","bradmoon","visitante",57,-34.9098091326,-55.0126918504,"Maldonado","Aves","Tyrannidae","Machetornis rixosa",19,"Alta",17,"Pequeño","LC","LC"
"727",19037633,"2010-03-13","skycladtrvlr","visitante",211,-34.9564733333,-54.93458,"Maldonado","Aves","Laridae","Larus dominicanus",16,"Media",55,"Grande","LC","LC"
"728",19037634,"2010-03-14","skycladtrvlr","visitante",211,-34.955865,-54.9345333333,"Maldonado","Aves","Haematopodidae","Haematopus palliatus",8,"Media",35,"Mediano","LC","LC"
"730",19063496,"2018-02-12","arnel","visitante",22,-34.9066528709,-56.2030720046,"Montevideo","Aves","Columbidae","Zenaida auriculata",19,"Alta",23,"Mediano","LC","LC"
"731",19085474,"2018-02-17","arnel","visitante",22,-34.8593241283,-56.1992243488,"Montevideo","Aves","Tyrannidae","Myiodynastes maculatus",19,"Alta",19,"Pequeño","LC","LC"
"732",19101880,"2018-02-17","arnel","visitante",22,-34.8582201445,-56.2007169943,"Montevideo","Aves","Falconidae","Caracara plancus",19,"Alta",55,"Grande","LC","LC"
"733",19117094,"2018-12-19","hoppyacre","visitante",156,-34.405655,-53.7774383333,"Rocha","Mammalia","Otariidae","Arctocephalus australis",7,"Media",150,"Mediano","LC","LC"
"735",19135611,"2018-02-17","arnel","visitante",22,-34.8593332094,-56.1992880369,"Montevideo","Aves","Thraupidae","Sicalis flaveola",19,"Alta",12,"Pequeño","LC","LC"
"736",19148475,"2018-02-18","arnel","visitante",22,-34.9145755291,-56.1756088586,"Montevideo","Aves","Charadriidae","Vanellus chilensis",19,"Alta",32,"Mediano","LC","LC"
"739",19186544,"2018-02-18","arnel","visitante",22,-34.9156666354,-56.1832917349,"Montevideo","Aves","Laridae","Chroicocephalus maculipennis",19,"Alta",35,"Mediano","LC","LC"
"740",19204157,"2018-02-15","arnel","visitante",22,-34.915887446,-56.1841074775,"Montevideo","Aves","Phalacrocoracidae","Nannopterum brasilianum",19,"Alta",63,"Grande","LC","LC"
"741",19208683,"2018-02-18","arnel","visitante",22,-34.9104083769,-56.1993453957,"Montevideo","Aves","Mimidae","Mimus saturninus",19,"Alta",25,"Mediano","LC","LC"
"742",19223377,"2018-02-10","arnel","visitante",22,-34.9066396559,-56.1997050523,"Montevideo","Aves","Furnariidae","Furnarius rufus",19,"Alta",18,"Pequeño","LC","LC"
"743",19231927,"2018-02-11","arnel","visitante",22,-34.912014535,-56.1984922,"Montevideo","Aves","Psittacidae","Myiopsitta monachus",19,"Alta",27,"Mediano","LC","LC"
"744",19298522,"2018-12-29","questagame","visitante",89,-34.8532814544,-56.1157162478,"Montevideo","Aves","Charadriidae","Vanellus chilensis",19,"Alta",32,"Mediano","LC","LC"
"746",19311273,"2018-12-27","casolari","visitante",237,-34.7351971316,-54.4324691827,"Rocha","Amphibia","Bufonidae","Melanophryniscus montevidensis",4,"Baja",3,"Pequeño","CR","VU"
"751",19531377,"2010-08-02","diogoprov","visitante",362,-34.9076247786,-56.2156281157,"Montevideo","Mammalia","Otariidae","Otaria byronia",5,"Baja",210,"Grande","LC","LC"
"752",19537134,"2019-01-05","esoojins","visitante",247,-34.4703508765,-57.8384162486,"Colonia","Aves","Psittacidae","Myiopsitta monachus",19,"Alta",27,"Mediano","LC","LC"
"753",19537206,"2019-01-05","esoojins","visitante",247,-34.469716794,-57.8419346362,"Colonia","Aves","Psittacidae","Myiopsitta monachus",19,"Alta",27,"Mediano","LC","LC"
"755",19701177,"2019-01-16","andycaruso","visitante",92,-33.9718633333,-53.5307716667,"Rocha","Reptilia","Teiidae","Salvator merianae",19,"Alta",140,"Grande","LC","LC"
"760",19841806,"2019-01-24","phviny","visitante",12,-34.95532876,-54.934894273,"Maldonado","Aves","Charadriidae","Vanellus chilensis",19,"Alta",32,"Mediano","LC","LC"
"761",19849497,"2019-01-24","phviny","visitante",12,-34.9470873254,-54.9203071805,"Maldonado","Aves","Laridae","Larus dominicanus",16,"Media",55,"Grande","LC","LC"
"762",19860677,"2019-01-25","phviny","visitante",12,-34.9613450135,-54.9391912019,"Maldonado","Aves","Laridae","Larus dominicanus",16,"Media",55,"Grande","LC","LC"
"763",19861538,"2019-01-25","phviny","visitante",12,-34.96362,-54.9501033333,"Maldonado","Aves","Laridae","Larus dominicanus",16,"Media",55,"Grande","LC","LC"
"764",19861570,"2019-01-25","phviny","visitante",12,-34.9638283333,-54.9505966667,"Maldonado","Mammalia","Otariidae","Otaria byronia",5,"Baja",210,"Grande","LC","LC"
"765",19867049,"2019-01-25","phviny","visitante",12,-34.9485404158,-54.9339366647,"Maldonado","Aves","Picidae","Colaptes melanochloros",19,"Alta",23,"Mediano","LC","LC"
"767",19885091,"2019-01-26","phviny","visitante",12,-34.4001389802,-53.7841991888,"Rocha","Aves","Charadriidae","Vanellus chilensis",19,"Alta",32,"Mediano","LC","LC"
"768",19914360,"2019-01-27","yotaut","visitante",53,-30.7766333333,-56.7415366667,"Artigas","Aves","Threskiornithidae","Theristicus caudatus",19,"Alta",57,"Grande","LC","LC"
"769",19927672,"2019-01-27","phviny","visitante",12,-34.4064366667,-53.77985,"Rocha","Mammalia","Otariidae","Otaria byronia",5,"Baja",210,"Grande","LC","LC"
"770",19935009,"2019-01-28","phviny","visitante",12,-34.40527,-53.7776133333,"Rocha","Aves","Phalacrocoracidae","Nannopterum brasilianum",19,"Alta",63,"Grande","LC","LC"
"771",19935018,"2019-01-28","phviny","visitante",12,-34.40592,-53.78258,"Rocha","Mammalia","Otariidae","Otaria byronia",5,"Baja",210,"Grande","LC","LC"
"772",19966830,"2019-01-29","phviny","visitante",12,-34.3782340566,-53.7794057813,"Rocha","Amphibia","Leptodactylidae","Leptodactylus luctator",19,"Alta",12,"Grande","LC","LC"
"773",19966871,"2019-01-29","phviny","visitante",12,-34.3896625196,-53.7828338716,"Rocha","Mammalia","Phocidae","Mirounga leonina",5,"Baja",450,"Grande","NE","LC"
"774",19966959,"2019-01-29","phviny","visitante",12,-34.4169151614,-53.8195504356,"Rocha","Amphibia","Bufonidae","Rhinella arenarum",10,"Media",11.5,"Grande","LC","LC"
"775",19967451,"2019-01-30","phviny","visitante",12,-34.3991949156,-53.7865651176,"Rocha","Amphibia","Leptodactylidae","Leptodactylus luctator",19,"Alta",12,"Grande","LC","LC"
"776",19984963,"2018-09-29","dianafr","visitante",13,-34.150709278,-53.7019969043,"Rocha","Amphibia","Hylidae","Pseudis minuta",19,"Alta",5,"Mediano","LC","LC"
"777",19985138,"2018-09-29","dianafr","visitante",13,-34.1511828578,-53.7013657693,"Rocha","Amphibia","Bufonidae","Rhinella dorbignyi",10,"Media",7,"Mediano","LC","LC"
"778",19985139,"2018-09-29","dianafr","visitante",13,-34.1511784444,-53.7013667778,"Rocha","Amphibia","Leptodactylidae","Leptodactylus luctator",19,"Alta",12,"Grande","LC","LC"
"779",19985140,"2018-09-29","dianafr","visitante",13,-34.1511800702,-53.7013707114,"Rocha","Amphibia","Bufonidae","Rhinella arenarum",10,"Media",11.5,"Grande","LC","LC"
"780",19985141,"2018-09-29","dianafr","visitante",13,-34.1511806251,-53.7013696237,"Rocha","Amphibia","Leptodactylidae","Leptodactylus luctator",19,"Alta",12,"Grande","LC","LC"
"781",19991058,"2019-01-31","phviny","visitante",12,-34.8628383333,-55.2801583333,"Maldonado","Aves","Furnariidae","Furnarius rufus",19,"Alta",18,"Pequeño","LC","LC"
"782",19995259,"2019-01-22","patriciovillalba","visitante",482,-34.0442916667,-53.5401466667,"Rocha","Reptilia","Teiidae","Salvator merianae",19,"Alta",140,"Grande","LC","LC"
"783",20012768,"2019-02-01","phviny","visitante",12,-34.8520532834,-55.2759206559,"Maldonado","Amphibia","Leptodactylidae","Leptodactylus luctator",19,"Alta",12,"Grande","LC","LC"
"784",20015565,"2019-02-01","yotaut","visitante",53,-30.77699502,-56.7415482458,"Artigas","Aves","Cracidae","Penelope obscura",19,"Alta",69,"Grande","LC","LC"
"785",20015717,"2019-02-01","phviny","visitante",12,-34.8279333333,-55.2516466667,"Maldonado","Aves","Psittacidae","Myiopsitta monachus",19,"Alta",27,"Mediano","LC","LC"
"786",20039569,"2019-02-02","phviny","visitante",12,-34.8150635169,-55.251553947,"Maldonado","Reptilia","Teiidae","Salvator merianae",19,"Alta",140,"Grande","LC","LC"
"788",20047239,"2019-02-02","phviny","visitante",12,-34.8212384313,-55.2530552037,"Maldonado","Aves","Trochilidae","Hylocharis chrysura",19,"Alta",8,"Pequeño","LC","LC"
"789",20047904,"2019-02-02","phviny","visitante",12,-34.8134325918,-55.2482556835,"Maldonado","Aves","Cracidae","Penelope obscura",19,"Alta",69,"Grande","LC","LC"
"790",20047954,"2019-02-02","phviny","visitante",12,-34.8140000579,-55.2486227598,"Maldonado","Aves","Anhimidae","Chauna torquata",19,"Alta",85,"Grande","LC","LC"
"795",20289666,"2019-02-11","verocrespoperez","visitante",215,-34.9137562924,-56.1875714583,"Montevideo","Aves","Furnariidae","Furnarius rufus",19,"Alta",18,"Pequeño","LC","LC"
"799",20308804,"2002-03-22","kristofz","visitante",66,-32.452,-54.111,"Cerro Largo","Reptilia","Viperidae","Bothrops alternatus",19,"Alta",150,"Grande","LC","NE"
"800",20308811,"2002-03-20","kristofz","visitante",66,-33.907,-53.722,"Rocha","Reptilia","Colubridae","Thamnodynastes hypoconia",19,"Alta",65,"Mediano","LC","NE"
"801",20308812,"2002-03-21","kristofz","visitante",66,-32.921,-54.457,"Treinta y Tres","Reptilia","Teiidae","Salvator merianae",19,"Alta",140,"Grande","LC","LC"
"802",20308813,"2002-03-17","kristofz","visitante",66,-34.431,-53.877,"Rocha","Reptilia","Liolaemidae","Liolaemus wiegmannii",7,"Media",6,"Pequeño","VU","LC"
"803",20308815,"2002-03-20","kristofz","visitante",66,-33.907,-53.722,"Rocha","Reptilia","Chelidae","Hydromedusa tectifera",19,"Alta",30,"Pequeño","LC","NE"
"804",20308821,"2002-03-17","kristofz","visitante",66,-34.4250184489,-53.8293751042,"Rocha","Amphibia","Bufonidae","Melanophryniscus montevidensis",4,"Baja",3,"Pequeño","CR","VU"
"805",20308824,"2002-03-21","kristofz","visitante",66,-32.921,-54.457,"Treinta y Tres","Amphibia","Hylidae","Scinax granulatus",19,"Alta",4,"Pequeño","LC","LC"
"807",20404251,"2019-02-14","verocrespoperez","visitante",215,-34.8909187137,-56.1866369257,"Montevideo","Aves","Mimidae","Mimus saturninus",19,"Alta",25,"Mediano","LC","LC"
"815",20742348,"2019-01-31","yotaut","visitante",53,-30.7833892581,-56.6679517435,"Artigas","Aves","Cuculidae","Piaya cayana",19,"Alta",44,"Mediano","LC","LC"
"816",20742349,"2019-01-31","yotaut","visitante",53,-30.7774534632,-56.7241278494,"Artigas","Aves","Cuculidae","Piaya cayana",19,"Alta",44,"Mediano","LC","LC"
"817",20780315,"2019-02-25","bob15noble","visitante",38,-34.923829456,-54.9339347783,"Maldonado","Aves","Furnariidae","Furnarius rufus",19,"Alta",18,"Pequeño","LC","LC"
"835",21133155,"2019-03-10","emilialongoihlenfeld","visitante",101,-33.4376626673,-56.6623866682,"Flores","Aves","Strigidae","Bubo virginianus",19,"Alta",51,"Grande","LC","LC"
"848",21420074,"2019-02-25","bob15noble","visitante",38,-34.9568433405,-54.9419344489,"Maldonado","Aves","Laridae","Chroicocephalus maculipennis",19,"Alta",35,"Mediano","LC","LC"
"849",21420075,"2019-02-25","bob15noble","visitante",38,-34.9568433405,-54.9419344489,"Maldonado","Aves","Phalacrocoracidae","Nannopterum brasilianum",19,"Alta",63,"Grande","LC","LC"
"850",21420076,"2019-02-25","bob15noble","visitante",38,-34.9568433405,-54.9419344489,"Maldonado","Aves","Podicipedidae","Podiceps major",19,"Alta",51,"Grande","LC","LC"
"851",21420079,"2019-02-25","bob15noble","visitante",38,-34.9351657295,-54.9177423008,"Maldonado","Aves","Charadriidae","Vanellus chilensis",19,"Alta",32,"Mediano","LC","LC"
"852",21420080,"2019-02-25","bob15noble","visitante",38,-34.9568433405,-54.9419344489,"Maldonado","Aves","Scolopacidae","Calidris fuscicollis",19,"Alta",16,"Pequeño","LC","LC"
"853",21420083,"2019-02-25","bob15noble","visitante",38,-34.9568433405,-54.9419344489,"Maldonado","Aves","Laridae","Larus dominicanus",16,"Media",55,"Grande","LC","LC"
"854",21420084,"2019-02-25","bob15noble","visitante",38,-34.9568433405,-54.9419344489,"Maldonado","Mammalia","Otariidae","Otaria byronia",5,"Baja",210,"Grande","LC","LC"
"861",21608849,"2019-02-26","kenchamberlain","visitante",80,-34.79253,-56.3484466667,"Montevideo","Aves","Trochilidae","Hylocharis chrysura",19,"Alta",8,"Pequeño","LC","LC"
"862",21608875,"2019-02-26","kenchamberlain","visitante",80,-34.793305,-56.3458683333,"Montevideo","Aves","Parulidae","Geothlypis aequinoctialis",19,"Alta",13,"Pequeño","LC","LC"
"863",21608916,"2019-02-26","kenchamberlain","visitante",80,-34.7932,-56.3458433333,"Montevideo","Aves","Thamnophilidae","Thamnophilus ruficapillus",19,"Alta",16,"Pequeño","LC","LC"
"864",21608936,"2019-02-26","kenchamberlain","visitante",80,-34.714465,-56.5222983333,"San José","Aves","Cuculidae","Guira guira",19,"Alta",36,"Mediano","LC","LC"
"865",21608946,"2019-02-26","kenchamberlain","visitante",80,-34.717975,-56.5246883333,"San José","Aves","Strigidae","Athene cunicularia",19,"Alta",25,"Mediano","NT","LC"
"866",21608973,"2019-02-26","kenchamberlain","visitante",80,-34.7557683333,-56.5617883333,"San José","Aves","Thraupidae","Paroaria coronata",19,"Alta",17,"Pequeño","LC","LC"
"867",21609057,"2019-02-26","kenchamberlain","visitante",80,-34.79386,-56.3452116667,"Montevideo","Aves","Thraupidae","Poospiza nigrorufa",19,"Alta",13,"Pequeño","LC","LC"
"868",21609068,"2019-02-26","kenchamberlain","visitante",80,-34.761275,-56.4294616667,"San José","Aves","Recurvirostridae","Himantopus mexicanus",19,"Alta",38,"Mediano","LC","LC"
"869",21609087,"2019-02-26","kenchamberlain","visitante",80,-34.74397,-56.5535783333,"San José","Aves","Rallidae","Aramides ypecaha",19,"Alta",45,"Mediano","LC","LC"
"870",21609156,"2019-02-26","kenchamberlain","visitante",80,-34.74397,-56.5535783333,"San José","Aves","Picidae","Colaptes campestris",19,"Alta",27,"Mediano","LC","LC"
"871",21621621,"2015-01-02","rogerio-gribel","visitante",123,-34.904975,-56.1248083333,"Montevideo","Aves","Scolopacidae","Tringa melanoleuca",19,"Alta",33,"Mediano","LC","LC"
"872",21621700,"2015-01-03","rogerio-gribel","visitante",123,-34.8246736964,-56.0731036966,"Montevideo","Aves","Psittacidae","Myiopsitta monachus",19,"Alta",27,"Mediano","LC","LC"
"873",21621854,"2015-01-07","rogerio-gribel","visitante",123,-34.2676916667,-57.9289366667,"Colonia","Aves","Strigidae","Athene cunicularia",19,"Alta",25,"Mediano","NT","LC"
"874",21621889,"2015-01-07","rogerio-gribel","visitante",123,-34.3248312501,-57.4278222787,"Colonia","Aves","Falconidae","Milvago chimango",19,"Alta",37,"Mediano","LC","LC"
"875",21640062,"2015-02-10","jbar82","visitante",69,-34.6832990584,-54.4178208267,"Rocha","Aves","Recurvirostridae","Himantopus mexicanus",19,"Alta",38,"Mediano","LC","LC"
"876",21676705,"2019-02-26","kenchamberlain","visitante",80,-34.7595416667,-56.4328666667,"San José","Aves","Laridae","Sterna trudeaui",13,"Media",32,"Mediano","LC","LC"
"879",21865014,"2019-03-23","bwessling","visitante",332,-34.6243813281,-56.2042985206,"Montevideo","Aves","Furnariidae","Limnoctites rectirostris",13,"Media",15,"Pequeño","VU","NT"
"904",22037774,"2008-01-24","igmi","visitante",78,-34.6640317098,-55.3039410372,"Maldonado","Mammalia","Felidae","Leopardus geoffroyi",19,"Alta",90,"Mediano","NT","LC"
"930",22607917,"2018-05-03","chuck47","visitante",45,-34.864364,-55.271628,"Maldonado","Aves","Picidae","Colaptes campestris",19,"Alta",27,"Mediano","LC","LC"
"931",22608163,"2018-05-04","chuck47","visitante",45,-34.864364,-55.271628,"Maldonado","Aves","Columbidae","Patagioenas maculosa",19,"Alta",33,"Mediano","LC","LC"
"932",22608478,"2018-05-04","chuck47","visitante",45,-34.8785220681,-55.1830097438,"Maldonado","Aves","Icteridae","Pseudoleistes virescens",19,"Alta",21,"Mediano","LC","LC"
"933",22608479,"2018-05-04","chuck47","visitante",45,-34.8785220681,-55.1830097438,"Maldonado","Aves","Icteridae","Pseudoleistes virescens",19,"Alta",21,"Mediano","LC","LC"
"934",22608672,"2018-05-04","chuck47","visitante",45,-34.8823268402,-55.1742635843,"Maldonado","Aves","Falconidae","Caracara plancus",19,"Alta",55,"Grande","LC","LC"
"935",22608673,"2018-05-04","chuck47","visitante",45,-34.8823268402,-55.1742635843,"Maldonado","Aves","Falconidae","Caracara plancus",19,"Alta",55,"Grande","LC","LC"
"936",22608674,"2018-05-04","chuck47","visitante",45,-34.8823268402,-55.1742635843,"Maldonado","Aves","Falconidae","Caracara plancus",19,"Alta",55,"Grande","LC","LC"
"937",22608945,"2018-05-05","chuck47","visitante",45,-34.79785839,-55.3754550219,"Maldonado","Mammalia","Caviidae","Hydrochoerus hydrochaeris",19,"Alta",115,"Mediano","NT","LC"
"938",22608946,"2018-05-05","chuck47","visitante",45,-34.79785839,-55.3754550219,"Maldonado","Mammalia","Caviidae","Hydrochoerus hydrochaeris",19,"Alta",115,"Mediano","NT","LC"
"939",22608947,"2018-05-05","chuck47","visitante",45,-34.79785839,-55.3754550219,"Maldonado","Mammalia","Caviidae","Hydrochoerus hydrochaeris",19,"Alta",115,"Mediano","NT","LC"
"940",22609282,"2018-05-05","chuck47","visitante",45,-34.8488699078,-55.2238354255,"Maldonado","Aves","Accipitridae","Rupornis magnirostris",19,"Alta",38,"Mediano","LC","LC"
"941",22609283,"2018-05-05","chuck47","visitante",45,-34.8488699078,-55.2238354255,"Maldonado","Aves","Accipitridae","Rupornis magnirostris",19,"Alta",38,"Mediano","LC","LC"
"942",22609385,"2018-05-05","chuck47","visitante",45,-34.8601986527,-55.1659335553,"Maldonado","Aves","Thraupidae","Paroaria coronata",19,"Alta",17,"Pequeño","LC","LC"
"943",22609386,"2018-05-05","chuck47","visitante",45,-34.8601986527,-55.1659335553,"Maldonado","Aves","Thraupidae","Paroaria coronata",19,"Alta",17,"Pequeño","LC","LC"
"944",22609387,"2018-05-05","chuck47","visitante",45,-34.8601986527,-55.1659335553,"Maldonado","Aves","Thraupidae","Paroaria coronata",19,"Alta",17,"Pequeño","LC","LC"
"945",22609541,"2018-05-07","chuck47","visitante",45,-34.6309350712,-54.4174191676,"Rocha","Aves","Accipitridae","Geranoaetus melanoleucus",19,"Alta",65,"Grande","VU","LC"
"946",22609628,"2018-05-07","chuck47","visitante",45,-34.6916864521,-54.3333017462,"Rocha","Aves","Threskiornithidae","Theristicus caerulescens",19,"Alta",62,"Grande","LC","LC"
"947",22609629,"2018-05-07","chuck47","visitante",45,-34.6916864521,-54.3333017462,"Rocha","Aves","Threskiornithidae","Theristicus caerulescens",19,"Alta",62,"Grande","LC","LC"
"948",22609714,"2018-05-07","chuck47","visitante",45,-34.7990186613,-54.5332202443,"Rocha","Aves","Rheidae","Rhea americana",19,"Alta",140,"Grande","LC","NT"
"949",22609715,"2018-05-07","chuck47","visitante",45,-34.6135204205,-54.4820582519,"Rocha","Aves","Rheidae","Rhea americana",19,"Alta",140,"Grande","LC","NT"
"950",22609716,"2018-05-07","chuck47","visitante",45,-34.6655999461,-54.525700406,"Rocha","Aves","Rheidae","Rhea americana",19,"Alta",140,"Grande","LC","NT"
"951",22609787,"2018-05-07","chuck47","visitante",45,-34.7863951213,-54.3239996975,"Rocha","Aves","Phoenicopteridae","Phoenicopterus chilensis",7,"Media",75,"Grande","VU","NT"
"952",22609788,"2018-05-07","chuck47","visitante",45,-34.7502493928,-54.3260072062,"Rocha","Aves","Phoenicopteridae","Phoenicopterus chilensis",7,"Media",75,"Grande","VU","NT"
"953",22610116,"2018-05-09","chuck47","visitante",45,-34.8539777239,-55.2211162451,"Maldonado","Aves","Ardeidae","Syrigma sibilatrix",19,"Alta",48,"Mediano","LC","LC"
"954",22610117,"2018-05-09","chuck47","visitante",45,-34.8539777239,-55.2211162451,"Maldonado","Aves","Ardeidae","Syrigma sibilatrix",19,"Alta",48,"Mediano","LC","LC"
"956",22743142,"2018-04-28","dragonajuli","visitante",76,-34.3352315478,-53.7937044368,"Rocha","Amphibia","Hylidae","Boana pulchella",19,"Alta",5,"Mediano","LC","LC"
"975",23924179,"2019-04-29","vegapaez","visitante",26,-34.7915466667,-56.2763666667,"Montevideo","Aves","Charadriidae","Vanellus chilensis",19,"Alta",32,"Mediano","LC","LC"
"977",24274119,"2019-05-01","vegapaez","visitante",26,-34.951275,-54.9398583333,"Maldonado","Aves","Furnariidae","Furnarius rufus",19,"Alta",18,"Pequeño","LC","LC"
"978",24274181,"2019-05-01","vegapaez","visitante",26,-34.9513033333,-54.9399116667,"Maldonado","Aves","Icteridae","Molothrus bonariensis",19,"Alta",19,"Pequeño","LC","LC"
"979",24275229,"2019-05-01","vegapaez","visitante",26,-34.9546783333,-54.9401033333,"Maldonado","Aves","Furnariidae","Furnarius rufus",19,"Alta",18,"Pequeño","LC","LC"
"980",24275531,"2019-05-01","vegapaez","visitante",26,-34.953975,-54.9408133333,"Maldonado","Aves","Charadriidae","Vanellus chilensis",19,"Alta",32,"Mediano","LC","LC"
"981",24275588,"2019-04-29","vegapaez","visitante",26,-34.9052083333,-56.2114133333,"Montevideo","Aves","Passeridae","Passer domesticus",19,"Alta",13,"Pequeño","NE","LC"
