"","observed_on","quality_grade","place_admin1_name","taxon_species_name","taxon_kingdom_name","taxon_phylum_name","taxon_class_name","taxon_order_name","taxon_family_name","taxon_genus_name","scientific_name","geometry"
"2495",2020-02-06,"research","Montevideo","Dryobates spilogaster","Animalia","Chordata","Aves","Piciformes","Picidae","Dryobates","Dryobates spilogaster",c(564320.28274285, 6140897.59903862)
"2496",2020-02-12,"research","Maldonado","Oxyrhopus rhombifer","Animalia","Chordata","Reptilia","Squamata","Colubridae","Oxyrhopus","Oxyrhopus rhombifer",c(695849.989754069, 6134670.34192397)
"2497",2020-02-12,"research","Maldonado","Otaria byronia","Animalia","Chordata","Mammalia","Carnivora","Otariidae","Otaria","Otaria byronia",c(687022.950645829, 6129047.03192858)
"2498",2020-02-08,"research","Tacuarembó","Rhea americana","Animalia","Chordata","Aves","Rheiformes","Rheidae","Rhea","Rhea americana",c(575465.947448892, 6464749.77844832)
"2499",2020-01-16,"research","Rocha","Spinus magellanicus","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus","Spinus magellanicus",c(795067.651944684, 6195718.87663451)
"2500",2020-01-14,"research","Rocha","Scinax squalirostris","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","Scinax squalirostris",c(787496.00207131, 6187949.01517198)
"2501",2020-01-16,"research","Rocha","Guira guira","Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Guira","Guira guira",c(788014.945759847, 6186847.83265955)
"2502",2017-02-05,"research","Paysandú","Sporophila cinnamomea","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Sporophila","Sporophila cinnamomea",c(408621.639864108, 6475718.66189086)
"2503",2020-02-11,"research","Paysandú","Sporophila cinnamomea","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Sporophila","Sporophila cinnamomea",c(413063.141505225, 6447467.85083214)
"2504",2019-12-09,"research","Colonia","Caracara plancus","Animalia","Chordata","Aves","Falconiformes","Falconidae","Caracara","Caracara plancus",c(370842.567684947, 6245045.18542236)
"2505",2020-02-14,"research","Montevideo","Leptodactylus luctator","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Leptodactylus","Leptodactylus luctator",c(582858.225781638, 6139778.27926647)
"2506",2020-02-13,"research","Montevideo","Leptodactylus luctator","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Leptodactylus","Leptodactylus luctator",c(582729.81786293, 6138417.19220695)
"2507",2020-02-14,"research","Montevideo","Furnarius rufus","Animalia","Chordata","Aves","Passeriformes","Furnariidae","Furnarius","Furnarius rufus",c(577030.821651412, 6136465.79219713)
"2508",2020-01-22,"research","Paysandú","Ciconia maguari","Animalia","Chordata","Aves","Ciconiiformes","Ciconiidae","Ciconia","Ciconia maguari",c(410498.443020105, 6451678.19020707)
"2509",2019-12-08,"research","Colonia","Zonotrichia capensis","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Zonotrichia","Zonotrichia capensis",c(375167.40436669, 6242625.41660213)
"2510",2020-02-14,"research","Canelones","Oxyrhopus rhombifer","Animalia","Chordata","Reptilia","Squamata","Colubridae","Oxyrhopus","Oxyrhopus rhombifer",c(632387.948542585, 6150541.59255491)
"2511",2013-10-22,"research","Treinta y Tres","Serpophaga nigricans","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Serpophaga","Serpophaga nigricans",c(676695.48721979, 6318488.94693652)
"2512",2015-06-04,"research","San José","Mimus triurus","Animalia","Chordata","Aves","Passeriformes","Mimidae","Mimus","Mimus triurus",c(523659.404036294, 6162782.4362406)
"2513",2019-12-31,"research","Rocha","Agelaioides badius","Animalia","Chordata","Aves","Passeriformes","Icteridae","Agelaioides","Agelaioides badius",c(757065.316878234, 6163463.92479275)
"2514",2020-02-15,"research","Rocha","Conepatus chinga","Animalia","Chordata","Mammalia","Carnivora","Mephitidae","Conepatus","Conepatus chinga",c(728586.36501032, 6150075.82943769)
"2515",2019-12-06,"research","Colonia","Colaptes melanochloros","Animalia","Chordata","Aves","Piciformes","Picidae","Colaptes","Colaptes melanochloros",c(418949.782982224, 6191809.69221395)
"2516",2020-02-14,"research","Paysandú","Rhinella diptycha","Animalia","Chordata","Amphibia","Anura","Bufonidae","Rhinella","Rhinella diptycha",c(415717.831250597, 6497213.35244041)
"2517",2020-02-14,"research","Paysandú","Leptodactylus luctator","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Leptodactylus","Leptodactylus luctator",c(411476.994112402, 6489391.74673042)
"2518",2020-02-14,"research","Paysandú","Scinax nasicus","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","Scinax nasicus",c(407421.005967701, 6501641.68737647)
"2519",2020-02-14,"research","Paysandú","Scinax nasicus","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","Scinax nasicus",c(407300.418047973, 6501665.01153263)
"2520",2020-01-16,"research","Rocha","Leucochloris albicollis","Animalia","Chordata","Aves","Caprimulgiformes","Trochilidae","Leucochloris","Leucochloris albicollis",c(794714.02838086, 6195663.36569715)
"2521",2020-01-16,"research","Rocha","Hylocharis chrysura","Animalia","Chordata","Aves","Caprimulgiformes","Trochilidae","Hylocharis","Hylocharis chrysura",c(794714.02838086, 6195663.36569715)
"2522",2020-02-11,"research","Paysandú","Xenodon dorbignyi","Animalia","Chordata","Reptilia","Squamata","Colubridae","Xenodon","Xenodon dorbignyi",c(403750.099948074, 6421194.83184274)
"2523",2020-02-09,"research","Paysandú","Sicalis flaveola","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Sicalis","Sicalis flaveola",c(415718.03578866, 6497207.75466922)
"2524",2020-02-07,"research","Montevideo","Paroaria coronata","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Paroaria","Paroaria coronata",c(583019.807316545, 6138643.53033623)
"2525",2020-02-16,"research","Tacuarembó","Lasiurus ega","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Lasiurus","Lasiurus ega",c(595370.886281785, 6490040.05605255)
"2526",2020-02-16,"research","Maldonado","Furnarius rufus","Animalia","Chordata","Aves","Passeriformes","Furnariidae","Furnarius","Furnarius rufus",c(655402.809258105, 6143598.46398897)
"2527",2018-09-29,"research","Rocha","Megascops choliba","Animalia","Chordata","Aves","Strigiformes","Strigidae","Megascops","Megascops choliba",c(805189.53339498, 6215582.31096751)
"2528",2020-02-17,"research","Maldonado","Paraphimophis rusticus","Animalia","Chordata","Reptilia","Squamata","Colubridae","Paraphimophis","Paraphimophis rusticus",c(721054.401546172, 6145940.84073271)
"2529",2020-02-09,"research","Paysandú","Nannopterum brasilianum","Animalia","Chordata","Aves","Suliformes","Phalacrocoracidae","Nannopterum","Nannopterum brasilianum",c(417502.029209233, 6494988.42729454)
"2530",2020-02-09,"research","Paysandú","Tyrannus savana","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Tyrannus","Tyrannus savana",c(418357.125345061, 6494358.43057245)
"2531",2020-02-09,"research","Paysandú","Rhea americana","Animalia","Chordata","Aves","Rheiformes","Rheidae","Rhea","Rhea americana",c(420965.101770194, 6482094.25549776)
"2532",2019-12-06,"research","Colonia","Nannopterum brasilianum","Animalia","Chordata","Aves","Suliformes","Phalacrocoracidae","Nannopterum","Nannopterum brasilianum",c(369429.401484599, 6246661.03307723)
"2533",2019-12-09,"research","Colonia","Zenaida auriculata","Animalia","Chordata","Aves","Columbiformes","Columbidae","Zenaida","Zenaida auriculata",c(369084.781311181, 6246473.59648456)
"2534",2020-02-02,"research","Rocha","Tringa flavipes","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Tringa flavipes",c(758833.470349409, 6160619.25075783)
"2535",2020-02-02,"research","Rocha","Vanellus chilensis","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Vanellus","Vanellus chilensis",c(758812.634051821, 6160648.34585062)
"2536",2020-02-02,"research","Rocha","Tringa flavipes","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Tringa flavipes",c(758837.45080377, 6160638.34188314)
"2537",2020-02-02,"research","Rocha","Haematopus palliatus","Animalia","Chordata","Aves","Charadriiformes","Haematopodidae","Haematopus","Haematopus palliatus",c(758882.235670808, 6160620.91920839)
"2538",2020-02-04,"research","Rocha","Tyrannus savana","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Tyrannus","Tyrannus savana",c(754793.451585753, 6162129.40789631)
"2539",2020-02-14,"research","Rocha","Caracara plancus","Animalia","Chordata","Aves","Falconiformes","Falconidae","Caracara","Caracara plancus",c(752640.816087879, 6161003.52488671)
"2540",2020-02-12,"research","Rocha","Guira guira","Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Guira","Guira guira",c(818678.60301952, 6236438.4219289)
"2541",2020-02-18,"research","Rocha","Setophaga pitiayumi","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Setophaga pitiayumi",c(788098.331867534, 6193593.57673981)
"2542",2019-12-06,"research","Colonia","Tyrannus savana","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Tyrannus","Tyrannus savana",c(390234.29995118, 6231973.82226318)
"2543",2020-02-16,"research","Rocha","Spatula platalea","Animalia","Chordata","Aves","Anseriformes","Anatidae","Spatula","Spatula platalea",c(725103.379017258, 6150894.04403363)
"2544",2020-02-12,"research","Paysandú","Myiothlypis leucoblephara","Animalia","Chordata","Aves","Passeriformes","Parulidae","Myiothlypis","Myiothlypis leucoblephara",c(407050.744597506, 6502194.21129854)
"2545",2020-02-12,"research","Paysandú","Cathartes aura","Animalia","Chordata","Aves","Cathartiformes","Cathartidae","Cathartes","Cathartes aura",c(406692.880452015, 6502077.35564111)
"2546",2020-02-12,"research","Paysandú","Thamnophilus caerulescens","Animalia","Chordata","Aves","Passeriformes","Thamnophilidae","Thamnophilus","Thamnophilus caerulescens",c(406754.081697325, 6502226.62548149)
"2547",2020-02-12,"research","Paysandú","Syndactyla rufosuperciliata","Animalia","Chordata","Aves","Passeriformes","Furnariidae","Syndactyla","Syndactyla rufosuperciliata",c(406790.783196422, 6502219.86558104)
"2548",2020-02-12,"research","Paysandú","Basileuterus culicivorus","Animalia","Chordata","Aves","Passeriformes","Parulidae","Basileuterus","Basileuterus culicivorus",c(406775.353555099, 6502237.95810835)
"2549",2020-02-12,"research","Paysandú","Aramides cajaneus","Animalia","Chordata","Aves","Gruiformes","Rallidae","Aramides","Aramides cajaneus",c(406748.867509284, 6502240.54466743)
"2550",2020-02-12,"research","Paysandú","Microspingus cabanisi","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Microspingus","Microspingus cabanisi",c(407295.419364232, 6501893.77698246)
"2551",2020-02-13,"research","Paysandú","Penelope obscura","Animalia","Chordata","Aves","Galliformes","Cracidae","Penelope","Penelope obscura",c(407277.135170897, 6501650.54117147)
"2552",2020-02-13,"research","Paysandú","Cyanoloxia glaucocaerulea","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Cyanoloxia","Cyanoloxia glaucocaerulea",c(407218.438220808, 6501613.45803861)
"2553",2020-02-13,"research","Paysandú","Euscarthmus meloryphus","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Euscarthmus","Euscarthmus meloryphus",c(406991.13693167, 6501765.45273124)
"2554",2020-02-12,"research","Paysandú","Turdus rufiventris","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus rufiventris",c(406841.722427885, 6502496.4488863)
"2555",2020-02-12,"research","Paysandú","Saltator aurantiirostris","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Saltator","Saltator aurantiirostris",c(406909.58277574, 6502461.22092001)
"2556",2020-02-13,"research","Paysandú","Euscarthmus meloryphus","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Euscarthmus","Euscarthmus meloryphus",c(406799.876088795, 6502342.36760581)
"2557",2020-02-13,"research","Paysandú","Tyrannus savana","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Tyrannus","Tyrannus savana",c(406826.534390086, 6501801.75490709)
"2558",2020-02-12,"research","Paysandú","Pachyramphus viridis","Animalia","Chordata","Aves","Passeriformes","Tityridae","Pachyramphus","Pachyramphus viridis",c(407390.648700155, 6501577.63563033)
"2559",2020-02-12,"research","Paysandú","Sporophila cinnamomea","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Sporophila","Sporophila cinnamomea",c(408895.968957208, 6458787.46864363)
"2560",2020-02-09,"research","Paysandú","Agelaioides badius","Animalia","Chordata","Aves","Passeriformes","Icteridae","Agelaioides","Agelaioides badius",c(417910.734256176, 6494496.87389579)
"2561",2020-02-09,"research","Paysandú","Rhea americana","Animalia","Chordata","Aves","Rheiformes","Rheidae","Rhea","Rhea americana",c(408341.631094367, 6500008.61615845)
"2562",2020-02-09,"research","Paysandú","Gnorimopsar chopi","Animalia","Chordata","Aves","Passeriformes","Icteridae","Gnorimopsar","Gnorimopsar chopi",c(417910.734256176, 6494496.87389579)
"2563",2020-02-09,"research","Paysandú","Tyrannus savana","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Tyrannus","Tyrannus savana",c(417910.734256176, 6494496.87389579)
"2564",2020-02-09,"research","Paysandú","Xolmis irupero","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Xolmis","Xolmis irupero",c(417910.734256176, 6494496.87389579)
"2565",2020-02-09,"research","Paysandú","Anumbius annumbi","Animalia","Chordata","Aves","Passeriformes","Furnariidae","Anumbius","Anumbius annumbi",c(417910.734256176, 6494496.87389579)
"2566",2020-02-09,"research","Paysandú","Sicalis flaveola","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Sicalis","Sicalis flaveola",c(425290.149153213, 6490938.05567947)
"2567",2020-02-09,"research","Paysandú","Sporophila cinnamomea","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Sporophila","Sporophila cinnamomea",c(432172.913673208, 6500607.68929166)
"2568",2020-02-09,"research","Paysandú","Donacospiza albifrons","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Donacospiza","Donacospiza albifrons",c(427099.266515957, 6501937.32973908)
"2569",2020-02-10,"research","Paysandú","Melanerpes candidus","Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","Melanerpes candidus",c(416743.353079236, 6466843.59770473)
"2570",2020-02-09,"research","Paysandú","Falco sparverius","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco sparverius",c(415693.393337774, 6496903.80850256)
"2571",2020-02-10,"research","Paysandú","Thamnophilus ruficapillus","Animalia","Chordata","Aves","Passeriformes","Thamnophilidae","Thamnophilus","Thamnophilus ruficapillus",c(416095.672595706, 6476539.61729018)
"2572",2020-02-10,"research","Paysandú","Spinus magellanicus","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus","Spinus magellanicus",c(408644.14559659, 6499245.11459745)
"2573",2020-02-13,"research","Paysandú","Cyanoloxia glaucocaerulea","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Cyanoloxia","Cyanoloxia glaucocaerulea",c(407458.174883561, 6501557.20788889)
"2574",2020-02-14,"research","Paysandú","Lycalopex gymnocercus","Animalia","Chordata","Mammalia","Carnivora","Canidae","Lycalopex","Lycalopex gymnocercus",c(421221.934965616, 6513192.45528222)
"2575",2020-02-14,"research","Paysandú","Colaptes campestris","Animalia","Chordata","Aves","Piciformes","Picidae","Colaptes","Colaptes campestris",c(421221.934965616, 6513192.45528222)
"2576",2020-02-09,"research","Paysandú","Falco sparverius","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco sparverius",c(419404.59249292, 6493726.9350887)
"2577",2020-02-09,"research","Paysandú","Ammodramus humeralis","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Ammodramus","Ammodramus humeralis",c(419361.674977266, 6493757.5558783)
"2578",2020-02-20,"research","Rocha","Platalea ajaja","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Platalea","Platalea ajaja",c(749145.911755964, 6166072.57029147)
"2579",2020-02-22,"research","Maldonado","Cavia aperea","Animalia","Chordata","Mammalia","Rodentia","Caviidae","Cavia","Cavia aperea",c(659275.825712216, 6138048.89964137)
"2580",2020-02-22,"research","Rocha","Milvago chimachima","Animalia","Chordata","Aves","Falconiformes","Falconidae","Milvago","Milvago chimachima",c(729095.089215321, 6151083.81055849)
"2581",2020-02-21,"research","Rocha","Hydropsalis torquata","Animalia","Chordata","Aves","Caprimulgiformes","Caprimulgidae","Hydropsalis","Hydropsalis torquata",c(724373.279814286, 6149783.70980629)
"2582",2020-02-21,"research","Maldonado","Arenaria interpres","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Arenaria","Arenaria interpres",c(720262.40093247, 6144971.18359016)
"2583",2020-02-19,"research","Rocha","Nothura maculosa","Animalia","Chordata","Aves","Tinamiformes","Tinamidae","Nothura","Nothura maculosa",c(724506.701039598, 6150578.70056453)
"2584",2020-02-21,"research","Montevideo","Aramides cajaneus","Animalia","Chordata","Aves","Gruiformes","Rallidae","Aramides","Aramides cajaneus",c(573276.373240439, 6142955.75035749)
"2585",2019-02-15,"research","Paysandú","Geranospiza caerulescens","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Geranospiza","Geranospiza caerulescens",c(410999.603207892, 6444023.353977)
"2586",2019-02-15,"research","Paysandú","Geranospiza caerulescens","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Geranospiza","Geranospiza caerulescens",c(411030.305674682, 6444030.60514625)
"2587",2019-02-15,"research","Paysandú","Chloroceryle americana","Animalia","Chordata","Aves","Coraciiformes","Alcedinidae","Chloroceryle","Chloroceryle americana",c(411058.349245811, 6444043.77217212)
"2588",2019-02-15,"research","Paysandú","Milvago chimachima","Animalia","Chordata","Aves","Falconiformes","Falconidae","Milvago","Milvago chimachima",c(411077.241748868, 6444043.09636765)
"2589",2020-02-22,"research","Montevideo","Megascops choliba","Animalia","Chordata","Aves","Strigiformes","Strigidae","Megascops","Megascops choliba",c(582722.091925596, 6138416.62155676)
"2590",2020-02-04,"research","Maldonado","Rupornis magnirostris","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Rupornis","Rupornis magnirostris",c(691991.727230015, 6134376.4868764)
"2591",2020-02-03,"research","Maldonado","Cyclarhis gujanensis","Animalia","Chordata","Aves","Passeriformes","Vireonidae","Cyclarhis","Cyclarhis gujanensis",c(692331.122043373, 6133060.71574053)
"2592",2020-02-22,"research","Rocha","Philodryas aestiva","Animalia","Chordata","Reptilia","Squamata","Colubridae","Philodryas","Philodryas aestiva",c(788014.945759847, 6186847.83265955)
"2593",2020-02-22,"research","Rocha","Falco sparverius","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco sparverius",c(788014.945759847, 6186847.83265955)
"2594",2020-02-22,"research","Rocha","Colaptes campestris","Animalia","Chordata","Aves","Piciformes","Picidae","Colaptes","Colaptes campestris",c(788014.945759847, 6186847.83265955)
"2595",2020-02-22,"research","Rocha","Xolmis irupero","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Xolmis","Xolmis irupero",c(788014.945759847, 6186847.83265955)
"2596",2020-02-23,"research","Rocha","Himantopus mexicanus","Animalia","Chordata","Aves","Charadriiformes","Recurvirostridae","Himantopus","Himantopus mexicanus",c(788014.945759847, 6186847.83265955)
"2597",2020-02-23,"research","Rocha","Milvago chimango","Animalia","Chordata","Aves","Falconiformes","Falconidae","Milvago","Milvago chimango",c(788014.945759847, 6186847.83265955)
"2598",2020-02-23,"research","Rocha","Salvator merianae","Animalia","Chordata","Reptilia","Squamata","Teiidae","Salvator","Salvator merianae",c(788014.945759847, 6186847.83265955)
"2599",2020-02-23,"research","Rocha","Melanerpes candidus","Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","Melanerpes candidus",c(788014.945759847, 6186847.83265955)
"2600",2020-02-23,"research","Rocha","Guira guira","Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Guira","Guira guira",c(788014.945759847, 6186847.83265955)
"2601",2020-02-25,"research","Maldonado","Procyon cancrivorus","Animalia","Chordata","Mammalia","Carnivora","Procyonidae","Procyon","Procyon cancrivorus",c(720505.142940658, 6145574.01537463)
"2602",2020-02-25,"research","Paysandú","Zonotrichia capensis","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Zonotrichia","Zonotrichia capensis",c(521251.393819587, 6462958.56350091)
"2603",2020-02-21,"research","Artigas","Paroaria coronata","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Paroaria","Paroaria coronata",c(525170.646692564, 6596713.04620621)
"2604",2020-02-23,"research","Lavalleja","Procyon cancrivorus","Animalia","Chordata","Mammalia","Carnivora","Procyonidae","Procyon","Procyon cancrivorus",c(675981.804027542, 6195670.42644338)
"2605",2020-02-22,"research","Rocha","Haematopus palliatus","Animalia","Chordata","Aves","Charadriiformes","Haematopodidae","Haematopus","Haematopus palliatus",c(723108.844430753, 6146516.47484271)
"2606",2019-02-04,"research","Rocha","Boana pulchella","Animalia","Chordata","Amphibia","Anura","Hylidae","Boana","Boana pulchella",c(794633.635117543, 6188577.2110867)
"2607",2020-02-26,"research","Maldonado","Teius oculatus","Animalia","Chordata","Reptilia","Squamata","Teiidae","Teius","Teius oculatus",c(700974.398145951, 6136312.53789082)
"2608",2020-02-26,"research","Rivera","Pyrocephalus rubinus","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Pyrocephalus","Pyrocephalus rubinus",c(655474.83901556, 6486481.03667177)
"2609",2020-02-26,"research","Lavalleja","Bothrops pubescens","Animalia","Chordata","Reptilia","Squamata","Viperidae","Bothrops","Bothrops pubescens",c(685300.681674128, 6200297.12138542)
"2610",2008-07-04,"research","Maldonado","Larus atlanticus","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus atlanticus",c(708360.732713726, 6139547.70880069)
"2611",2020-02-27,"research","Colonia","Furnarius rufus","Animalia","Chordata","Aves","Passeriformes","Furnariidae","Furnarius","Furnarius rufus",c(433237.144590971, 6188252.52481768)
"2612",2019-02-05,"research","Montevideo","Larus dominicanus","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus dominicanus",c(576330.437518897, 6137604.63040815)
"2613",2013-01-22,"research","Rocha","Sporophila palustris","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Sporophila","Sporophila palustris",c(810815.500269084, 6243593.73961025)
"2614",2020-02-28,"research","Rivera","Colaptes melanochloros","Animalia","Chordata","Aves","Piciformes","Picidae","Colaptes","Colaptes melanochloros",c(660426.104998966, 6481171.5193597)
"2615",2020-02-28,"research","Maldonado","Otaria byronia","Animalia","Chordata","Mammalia","Carnivora","Otariidae","Otaria","Otaria byronia",c(687097.743933179, 6129130.57341786)
"2616",2020-02-28,"research","Maldonado","Otaria byronia","Animalia","Chordata","Mammalia","Carnivora","Otariidae","Otaria","Otaria byronia",c(687097.743933179, 6129130.57341786)
"2617",2015-01-02,"research","Rocha","Theristicus caerulescens","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Theristicus","Theristicus caerulescens",c(787087.103272051, 6186280.29050924)
"2618",2015-01-02,"research","Rocha","Vanellus chilensis","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Vanellus","Vanellus chilensis",c(787393.762580409, 6186486.79103044)
"2619",2016-12-28,"research","Rocha","Serpophaga subcristata","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Serpophaga","Serpophaga subcristata",c(787221.563135747, 6186539.27438241)
"2620",2016-12-30,"research","Rocha","Melanophryniscus montevidensis","Animalia","Chordata","Amphibia","Anura","Bufonidae","Melanophryniscus","Melanophryniscus montevidensis",c(784810.079060925, 6177068.17176197)
"2621",2017-01-02,"research","Rocha","Platalea ajaja","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Platalea","Platalea ajaja",c(787221.563135747, 6186539.27438241)
"2622",2017-01-02,"research","Rocha","Pitangus sulphuratus","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Pitangus","Pitangus sulphuratus",c(787221.563135747, 6186539.27438241)
"2623",2019-01-01,"research","Rocha","Chroicocephalus maculipennis","Animalia","Chordata","Aves","Charadriiformes","Laridae","Chroicocephalus","Chroicocephalus maculipennis",c(787221.563135747, 6186539.27438241)
"2624",2019-01-03,"research","Rocha","Milvago chimango","Animalia","Chordata","Aves","Falconiformes","Falconidae","Milvago","Milvago chimango",c(787221.563135747, 6186539.27438241)
"2625",2019-01-03,"research","Rocha","Colaptes melanochloros","Animalia","Chordata","Aves","Piciformes","Picidae","Colaptes","Colaptes melanochloros",c(787221.563135747, 6186539.27438241)
"2626",2019-01-03,"research","Rocha","Philodryas patagoniensis","Animalia","Chordata","Reptilia","Squamata","Colubridae","Philodryas","Philodryas patagoniensis",c(787221.563135747, 6186539.27438241)
"2627",2018-12-31,"research","Rocha","Aramus guarauna","Animalia","Chordata","Aves","Gruiformes","Aramidae","Aramus","Aramus guarauna",c(787221.563135747, 6186539.27438241)
"2628",2018-12-31,"research","Rocha","Chauna torquata","Animalia","Chordata","Aves","Anseriformes","Anhimidae","Chauna","Chauna torquata",c(787221.563135747, 6186539.27438241)
"2629",2019-12-30,"research","Rocha","Athene cunicularia","Animalia","Chordata","Aves","Strigiformes","Strigidae","Athene","Athene cunicularia",c(787221.563135747, 6186539.27438241)
"2630",2019-12-30,"research","Rocha","Athene cunicularia","Animalia","Chordata","Aves","Strigiformes","Strigidae","Athene","Athene cunicularia",c(787221.563135747, 6186539.27438241)
"2631",2019-12-30,"research","Rocha","Zonotrichia capensis","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Zonotrichia","Zonotrichia capensis",c(787221.563135747, 6186539.27438241)
"2632",2020-01-02,"research","Rocha","Athene cunicularia","Animalia","Chordata","Aves","Strigiformes","Strigidae","Athene","Athene cunicularia",c(787221.563135747, 6186539.27438241)
"2633",2020-01-30,"research","Treinta y Tres","Erythrolamprus poecilogyrus","Animalia","Chordata","Reptilia","Squamata","Colubridae","Erythrolamprus","Erythrolamprus poecilogyrus",c(677744.25143042, 6316738.33965184)
"2634",2019-12-20,"research","Florida","Philodryas aestiva","Animalia","Chordata","Reptilia","Squamata","Colubridae","Philodryas","Philodryas aestiva",c(584082.134759805, 6226390.7959622)
"2635",2020-01-12,"research","Rocha","Ctenomys pearsoni","Animalia","Chordata","Mammalia","Rodentia","Ctenomyidae","Ctenomys","Ctenomys pearsoni",c(785069.596716914, 6184426.34146938)
"2636",2020-02-29,"research","Montevideo","Parabuteo unicinctus","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Parabuteo","Parabuteo unicinctus",c(583080.367689763, 6138530.55490378)
"2637",2018-07-16,"research","Florida","Cerdocyon thous","Animalia","Chordata","Mammalia","Carnivora","Canidae","Cerdocyon","Cerdocyon thous",c(568804.795523517, 6197975.9710074)
"2638",2020-03-01,"research","Maldonado","Liolaemus wiegmannii","Animalia","Chordata","Reptilia","Squamata","Liolaemidae","Liolaemus","Liolaemus wiegmannii",c(693500.631597022, 6133287.98166745)
"2639",2020-03-02,"research","Maldonado","Thamnodynastes hypoconia","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnodynastes","Thamnodynastes hypoconia",c(699600.147675, 6138153.5987494)
"2640",2020-03-02,"research","Rocha","Salvator merianae","Animalia","Chordata","Reptilia","Squamata","Teiidae","Salvator","Salvator merianae",c(818798.286381648, 6226326.09352704)
"2641",2020-02-28,"research","Lavalleja","Machetornis rixosa","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Machetornis","Machetornis rixosa",c(679073.869514847, 6194856.26187532)
"2642",2020-02-28,"research","Lavalleja","Falco sparverius","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco sparverius",c(679073.869514847, 6194856.26187532)
"2643",2020-02-28,"research","Lavalleja","Sicalis flaveola","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Sicalis","Sicalis flaveola",c(679073.869514847, 6194856.26187532)
