"","user_login","primer_registro","ultimo_registro","registros","tiempo_activo","registros_x_tiempo","categoria_usuario"
"192","bilma","2019-08-26 21:40:11 UTC","2019-08-26 21:45:12 UTC",3,1.0034837962963,2.98958489521459,"principiante"
"193","bluehorse","2018-09-16 18:29:47 UTC","2019-06-27 00:11:38 UTC",43,284.237395833333,0.15128199396118,"principiante"
"194","bokidoki","2022-10-09 00:36:01 UTC","2022-10-11 10:35:08 UTC",13,3.41605324074074,3.80556129657425,"principiante"
"195","botanistuy","2017-03-05 23:34:01 UTC","2022-06-02 17:41:54 UTC",22,1915.75547453704,0.0114837202828908,"principiante"
"196","braian_pereira","2021-04-13 01:54:57 UTC","2021-09-05 17:31:59 UTC",8,146.650717592593,0.0545513866643642,"principiante"
"197","braianvi","2022-08-30 15:14:34 UTC","2022-08-30 16:24:42 UTC",2,1.0487037037037,1.9071163694155,"principiante"
"198","briza2","2021-01-02 14:30:35 UTC","2021-01-02 14:38:54 UTC",2,1.00577546296296,1.98851540293904,"principiante"
"199","bruno-javier-uru","2022-05-22 00:28:55 UTC","2022-09-30 16:53:02 UTC",10,132.683414351852,0.0753673701332546,"principiante"
"200","bruno712","2022-05-01 21:05:45 UTC","2022-05-03 19:59:44 UTC",17,2.95415509259259,5.75460646688006,"principiante"
"201","brunodalbora","2022-10-19 14:55:52 UTC","2022-10-19 14:55:52 UTC",1,1,1,"principiante"
"202","brunoolivera","2018-12-09 19:31:19 UTC","2019-07-12 18:12:53 UTC",14,215.945532407407,0.0648311629507912,"principiante"
"203","brupaip","2022-06-18 16:05:42 UTC","2022-08-31 13:17:42 UTC",6,74.8833333333333,0.0801246383262853,"principiante"
"204","bunni2019","2019-12-18 17:51:35 UTC","2019-12-18 17:51:45 UTC",2,1.00011574074074,1.99976854530726,"principiante"
"205","c_a_t_a_l_i_n_a","2022-06-20 16:31:09 UTC","2022-06-21 23:07:26 UTC",2,2.27519675925926,0.879044852653159,"principiante"
"206","ca_fe","2021-10-26 18:35:20 UTC","2021-10-30 19:00:32 UTC",4,5.0175,0.797209765819631,"principiante"
"207","cameronr","2020-05-10 14:51:53 UTC","2022-10-23 16:52:22 UTC",206,897.083668981482,0.229632984216384,"intermedio"
"208","camigoi","2020-01-12 22:01:22 UTC","2020-01-12 22:01:22 UTC",1,1,1,"principiante"
"209","camilaestramil","2020-08-05 16:03:37 UTC","2022-05-27 17:39:44 UTC",19,661.066747685185,0.0287414244726891,"principiante"
"210","camilajaviel","2018-04-26 20:24:36 UTC","2018-04-26 20:24:36 UTC",1,1,1,"principiante"
"211","camilo_sosa","2022-03-12 19:29:01 UTC","2022-03-13 17:23:29 UTC",3,1.91282407407407,1.5683616913135,"principiante"
"212","camilo260","2022-08-03 18:45:15 UTC","2022-08-03 18:45:15 UTC",1,1,1,"principiante"
"213","camiloschettini","2018-03-29 18:38:01 UTC","2022-02-26 05:48:23 UTC",10,1430.46553240741,0.00699073118047833,"principiante"
"214","camisanmas","2021-02-13 19:57:23 UTC","2022-07-17 17:27:42 UTC",3,519.896053240741,0.00577038425527503,"principiante"
"215","capincho77","2019-09-21 18:48:07 UTC","2021-01-31 18:38:06 UTC",5,498.993043981481,0.0100201797606332,"principiante"
"216","carabio_mag","2020-01-28 17:48:40 UTC","2022-10-14 02:30:19 UTC",491,990.362256944444,0.495778182737777,"intermedio"
"217","carilinaa","2019-01-12 21:09:12 UTC","2020-12-29 18:34:19 UTC",2,717.89244212963,0.00278593265875177,"principiante"
