"","observed_on","quality_grade","place_admin1_name","taxon_species_name","taxon_kingdom_name","taxon_phylum_name","taxon_class_name","taxon_order_name","taxon_family_name","taxon_genus_name","scientific_name","geometry"
"2360",2021-11-02,"research","Maldonado","Solanum laxum","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum laxum",c(654173.406663063, 6158939.64733912)
"2361",2020-12-05,"research","Cerro Largo","Parodia scopa","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Parodia","Parodia scopa",c(759824.470211614, 6457449.56826476)
"2362",2020-10-08,"research","Tacuarembó","Echinopsis oxygona","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Echinopsis","Echinopsis oxygona",c(587606.067712852, 6543377.77422749)
"2363",2021-11-01,"research","Maldonado","Criscia stricta","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Criscia","Criscia stricta",c(654173.338127619, 6158935.55080802)
"2364",2021-10-31,"research","Maldonado","Parodia concinna","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Parodia","Parodia concinna",c(663452.778907323, 6151868.08821073)
"2365",2021-11-05,"research","Maldonado","Senecio selloi","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio selloi",c(705643.697511268, 6210445.13918594)
"2366",2021-11-04,"research","Maldonado","Mutisia coccinea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Mutisia","Mutisia coccinea",c(709216.476581437, 6200995.32988464)
"2367",2021-11-05,"research","Flores","Picrosia longifolia","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Picrosia","Picrosia longifolia",c(518412.108014463, 6273234.44740845)
"2368",2021-11-05,"research","Flores","Nierembergia calycina","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nierembergia","Nierembergia calycina",c(518764.711721739, 6273741.00601901)
"2369",2021-11-05,"research","Flores","Lotus subbiflorus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lotus","Lotus subbiflorus",c(518601.218329852, 6273508.50960689)
"2370",2020-02-12,"research","Cerro Largo","Lessingianthus rubricaulis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Lessingianthus","Lessingianthus rubricaulis",c(671078.502661544, 6399251.12463793)
"2371",2021-11-05,"research","Flores","Pamphalea bupleurifolia","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Pamphalea","Pamphalea bupleurifolia",c(517482.785681474, 6273114.63298696)
"2372",2021-11-05,"research","Flores","Senecio heterotrichius","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio heterotrichius",c(517495.206173128, 6273201.82180268)
"2373",2021-11-05,"research","Flores","Acmella decumbens","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Acmella","Acmella decumbens",c(517490.833229654, 6273297.89114993)
"2374",2021-11-05,"research","Flores","Microgyne trifurcata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Microgyne","Microgyne trifurcata",c(517538.653494719, 6273433.99546694)
"2375",2021-11-05,"research","Flores","Eclipta elliptica","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Eclipta","Eclipta elliptica",c(517553.314115781, 6273447.18575913)
"2376",2021-11-05,"research","Flores","Baccharis trimera","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis trimera",c(517507.224372168, 6273593.64442216)
"2377",2021-11-05,"research","Canelones","Melilotus indicus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Melilotus","Melilotus indicus",c(633235.000622016, 6165137.69206062)
"2378",2021-10-05,"research","Canelones","Adesmia bicolor","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Adesmia","Adesmia bicolor",c(633315.469288412, 6165238.01708101)
"2379",2021-11-05,"research","Flores","Senecio bonariensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio bonariensis",c(517624.819081614, 6273765.76721967)
"2380",2021-11-05,"research","Flores","Trifolium polymorphum","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium","Trifolium polymorphum",c(517626.110257074, 6273768.73401708)
"2381",2021-11-05,"research","Flores","Petunia axillaris","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Petunia","Petunia axillaris",c(518047.81800181, 6273370.83430194)
"2382",2021-11-03,"research","Artigas","Arachis burkartii","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Arachis","Arachis burkartii",c(470526.328948032, 6642382.95868379)
"2383",2021-11-05,"research","Maldonado","Calea uniflora","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Calea","Calea uniflora",c(672636.607292229, 6171793.51366255)
"2384",2021-11-05,"research","Maldonado","Mimosa ramulosa","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa ramulosa",c(672129.696543372, 6171483.05379911)
"2385",2021-11-06,"research","Montevideo","Matricaria chamomilla","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Matricaria","Matricaria chamomilla",c(574336.533587845, 6141844.29490688)
"2386",2021-11-06,"research","Rocha","Solanum mauritianum","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum mauritianum",c(757037.121525773, 6161901.80393311)
"2387",2021-11-05,"research","Salto","Lathyrus subulatus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lathyrus","Lathyrus subulatus",c(574614.321234628, 6555475.42923672)
"2388",2021-11-06,"research","Maldonado","Senecio heterotrichius","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio heterotrichius",c(681734.098600043, 6135215.57550794)
"2389",2021-11-06,"research","Maldonado","Senecio crassiflorus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio crassiflorus",c(681752.008632704, 6135219.28180061)
"2390",2021-11-05,"research","Salto","Nierembergia calycina","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nierembergia","Nierembergia calycina",c(575966.985489945, 6554965.75927665)
"2391",2021-11-05,"research","Salto","Helenium radiatum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Helenium","Helenium radiatum",c(578702.303792331, 6555516.66923135)
"2392",2021-11-06,"research","Rocha","Sonchus oleraceus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Sonchus","Sonchus oleraceus",c(757201.628680217, 6161938.76621786)
"2393",2021-11-06,"research","Rocha","Sonchus oleraceus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Sonchus","Sonchus oleraceus",c(757207.288107105, 6161941.35186236)
"2394",2021-11-06,"research","Maldonado","Lathyrus pubescens","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lathyrus","Lathyrus pubescens",c(660199.609342467, 6146980.74460213)
"2395",2021-11-06,"research","Maldonado","Grazielia brevipetiolata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Grazielia","Grazielia brevipetiolata",c(659962.021504737, 6146859.89059659)
"2396",2021-11-06,"research","Maldonado","Mimosa schleidenii","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa schleidenii",c(659839.254589587, 6146860.18033969)
"2397",2021-10-01,"research","Colonia","Solanum sisymbriifolium","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum sisymbriifolium",c(422216.860174972, 6187314.98189308)
"2398",2021-11-06,"research","Maldonado","Achyrocline saturejoides","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Achyrocline","Achyrocline saturejoides",c(659736.706554093, 6146707.75295272)
"2399",2021-11-06,"research","Maldonado","Parodia erinacea","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Parodia","Parodia erinacea",c(659851.494353337, 6146906.19403049)
"2400",2021-11-07,"research","Maldonado","Solanum laxum","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum laxum",c(655435.742971576, 6153773.1037146)
"2401",2021-11-07,"research","Colonia","Hypochaeris radicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Hypochaeris","Hypochaeris radicata",c(423772.688715213, 6185724.66644723)
"2402",2021-11-03,"research","Artigas","Galactia marginalis","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Galactia","Galactia marginalis",c(470425.707593375, 6642794.4372221)
"2403",2021-11-04,"research","Artigas","Baccharis coridifolia","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis coridifolia",c(495329.231817961, 6611520.43326039)
"2404",2021-11-05,"research","Salto","Baccharis punctulata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis punctulata",c(578755.200942419, 6555574.85255049)
"2405",2021-11-07,"research","Canelones","Lotus corniculatus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lotus","Lotus corniculatus",c(623748.004453453, 6185212.29767808)
"2406",2021-11-07,"research","Canelones","Carthamus lanatus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Carthamus","Carthamus lanatus",c(625204.890575824, 6184299.66609515)
"2407",2021-10-29,"research","Colonia","Petunia integrifolia","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Petunia","Petunia integrifolia",c(422361.919483844, 6187253.37229256)
"2408",2021-02-27,"research","Colonia","Solidago chilensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Solidago","Solidago chilensis",c(422201.219592361, 6187306.91025386)
"2409",2020-11-09,"research","Colonia","Nicotiana longiflora","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nicotiana","Nicotiana longiflora",c(422193.0736467, 6187323.39834069)
"2410",2021-11-07,"research","Paysandú","Parodia mammulosa","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Parodia","Parodia mammulosa",c(515532.810070584, 6467301.47757346)
"2411",2021-11-07,"research","Paysandú","Senna nana","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Senna","Senna nana",c(515493.737991818, 6467305.75096507)
"2412",2021-11-07,"research","Paysandú","Porophyllum linifolium","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Porophyllum","Porophyllum linifolium",c(515609.852045716, 6467234.08616378)
"2413",2021-11-08,"research","Paysandú","Galactia marginalis","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Galactia","Galactia marginalis",c(517835.669982263, 6467519.20309165)
"2414",2021-11-08,"research","Paysandú","Parodia erinacea","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Parodia","Parodia erinacea",c(517372.352638085, 6467463.49015433)
"2415",2021-11-08,"research","Paysandú","Echinopsis oxygona","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Echinopsis","Echinopsis oxygona",c(517375.886411564, 6467461.98446991)
"2416",2021-11-08,"research","Paysandú","Parodia mammulosa","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Parodia","Parodia mammulosa",c(517392.279043685, 6467476.11668066)
"2417",2021-11-07,"research","Paysandú","Parodia mammulosa","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Parodia","Parodia mammulosa",c(515560.324746233, 6467313.07307086)
"2418",2021-11-07,"research","Paysandú","Mutisia coccinea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Mutisia","Mutisia coccinea",c(515454.843820571, 6467300.72367868)
"2419",2021-11-07,"research","Maldonado","Parodia ottonis","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Parodia","Parodia ottonis",c(656726.131537707, 6138027.17670071)
"2420",2021-11-08,"research","Montevideo","Lotus subbiflorus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lotus","Lotus subbiflorus",c(587080.823250595, 6139048.3531782)
"2421",2021-11-09,"research","Maldonado","Bauhinia forficata","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Bauhinia","Bauhinia forficata",c(655959.770906819, 6146046.59664535)
"2422",2021-11-09,"research","Maldonado","Senecio crassiflorus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio crassiflorus",c(655322.24196719, 6141806.7017673)
"2423",2021-11-09,"research","Canelones","Senecio crassiflorus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio crassiflorus",c(607130.642035991, 6150396.33037578)
"2424",2021-11-01,"research","Maldonado","Parodia erinacea","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Parodia","Parodia erinacea",c(654173.441442322, 6158941.72618192)
"2425",2021-11-09,"research","Salto","Solanum sisymbriifolium","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum sisymbriifolium",c(461454.128888603, 6549058.88540887)
"2426",2021-11-04,"research","Tacuarembó","Nierembergia rivularis","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nierembergia","Nierembergia rivularis",c(545905.018574228, 6368549.91828299)
"2427",2021-11-02,"research","Maldonado","Nierembergia ericoides","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nierembergia","Nierembergia ericoides",c(649775.991521796, 6151464.44577936)
"2428",2021-11-07,"research","Maldonado","Calibrachoa pubescens","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Calibrachoa","Calibrachoa pubescens",c(662606.625013955, 6138544.19430031)
"2429",2021-11-07,"research","Maldonado","Gyptis tanacetifolia","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Gyptis","Gyptis tanacetifolia",c(662606.625013955, 6138544.19430031)
"2430",2021-11-07,"research","Paysandú","Parodia mammulosa","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Parodia","Parodia mammulosa",c(515620.519096801, 6467256.8249568)
"2431",2021-11-10,"research","Colonia","Solanum sisymbriifolium","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum sisymbriifolium",c(422456.133413365, 6185344.36159411)
"2432",2021-11-10,"research","Colonia","Galinsoga quadriradiata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Galinsoga","Galinsoga quadriradiata",c(422458.645024155, 6185345.97651238)
"2433",2021-11-06,"research","Tacuarembó","Mutisia coccinea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Mutisia","Mutisia coccinea",c(596182.466064789, 6529839.80866018)
"2434",2021-11-10,"research","Montevideo","Hypochaeris radicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Hypochaeris","Hypochaeris radicata",c(572565.505500162, 6142494.76815763)
"2435",2021-11-10,"research","Montevideo","Chaptalia arechavaletae","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Chaptalia","Chaptalia arechavaletae",c(572542.266411684, 6142494.00629362)
"2436",2021-11-06,"research","Tacuarembó","Criscia stricta","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Criscia","Criscia stricta",c(596444.630081425, 6529935.49020732)
"2437",2021-11-10,"research","Canelones","Nicotiana glauca","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nicotiana","Nicotiana glauca",c(597582.818840902, 6132580.19878832)
"2438",2021-11-10,"research","Montevideo","Eclipta elliptica","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Eclipta","Eclipta elliptica",c(572558.952790078, 6142499.45787517)
"2439",2021-11-10,"research","Montevideo","Taraxacum officinale","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Taraxacum","Taraxacum officinale",c(572575.471077443, 6142514.64410467)
"2440",2015-11-28,"research","Colonia","Erythrina crista-galli","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Erythrina","Erythrina crista-galli",c(421879.072946536, 6185028.2042729)
"2441",2021-11-06,"research","Tacuarembó","Lupinus gibertianus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus gibertianus",c(596328.846518842, 6529777.53176731)
"2442",2021-11-01,"research","Paysandú","Sesbania punicea","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Sesbania","Sesbania punicea",c(402445.814995188, 6428342.65682634)
"2443",2021-11-11,"research","Canelones","Senecio viravira","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio viravira",c(629185.273245756, 6158060.25499522)
"2444",2021-11-11,"research","Canelones","Parodia erinacea","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Parodia","Parodia erinacea",c(629182.298307411, 6158065.84294607)
"2445",2021-11-11,"research","Canelones","Parodia erinacea","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Parodia","Parodia erinacea",c(629180.531787058, 6158081.39716828)
"2446",2021-11-11,"research","Canelones","Vernonanthura montevidensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Vernonanthura","Vernonanthura montevidensis",c(629249.181222175, 6158077.84600118)
"2447",2021-11-05,"research","Tacuarembó","Brunfelsia australis","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Brunfelsia","Brunfelsia australis",c(595897.074067382, 6530057.22842904)
"2448",2021-11-11,"research","Maldonado","Vernonanthura montevidensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Vernonanthura","Vernonanthura montevidensis",c(663633.996226875, 6143946.98814996)
"2449",2021-11-11,"research","Colonia","Senecio brasiliensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio brasiliensis",c(465783.802851012, 6208336.46637949)
"2450",2021-11-11,"research","Colonia","Petunia axillaris","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Petunia","Petunia axillaris",c(465780.201972986, 6208339.3362412)
"2451",2021-11-11,"research","Colonia","Baccharis punctulata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis punctulata",c(465892.138562559, 6208341.41081052)
"2452",2021-11-11,"research","Colonia","Senecio selloi","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio selloi",c(465892.416761751, 6208340.85739766)
"2453",2021-11-10,"research","Maldonado","Parodia erinacea","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Parodia","Parodia erinacea",c(659235.347019788, 6146616.55381649)
"2454",2021-11-12,"research","Rivera","Hypochaeris chillensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Hypochaeris","Hypochaeris chillensis",c(634371.758357204, 6569465.23292852)
"2455",2021-11-12,"research","Canelones","Senecio brasiliensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio brasiliensis",c(562811.773741939, 6161951.80048047)
"2456",2021-11-12,"research","Colonia","Calliandra parvifolia","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Calliandra","Calliandra parvifolia",c(421597.859506098, 6185069.71670066)
"2457",2021-11-12,"research","Rocha","Holocheilus brasiliensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Holocheilus","Holocheilus brasiliensis",c(726493.487269014, 6198221.93779268)
"2458",2021-11-12,"research","Rocha","Chamaemelum mixtum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Chamaemelum","Chamaemelum mixtum",c(795792.456748224, 6188083.4843819)
"2459",2021-11-12,"research","Maldonado","Stenachaenium riedelii","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Stenachaenium","Stenachaenium riedelii",c(672116.762782876, 6171212.76536729)
"2460",2021-11-13,"research","Treinta y Tres","Senecio viravira","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio viravira",c(740331.632863714, 6317089.61269152)
"2461",2021-11-13,"research","Paysandú","Parodia mammulosa","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Parodia","Parodia mammulosa",c(546290.673268562, 6420123.10415905)
"2462",2021-11-13,"research","Tacuarembó","Parodia mammulosa","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Parodia","Parodia mammulosa",c(546530.730970953, 6420081.16735312)
"2463",2021-11-13,"research","Paysandú","Nierembergia rivularis","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nierembergia","Nierembergia rivularis",c(546383.256132959, 6420203.78557601)
"2464",2021-11-13,"research","Canelones","Senecio crassiflorus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio crassiflorus",c(598853.318934393, 6146662.4827105)
"2465",2021-11-10,"research","Rivera","Grazielia intermedia","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Grazielia","Grazielia intermedia",c(628096.437154652, 6511367.69734934)
"2466",2021-11-10,"research","Rivera","Calea cymosa","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Calea","Calea cymosa",c(628006.540671239, 6511653.44939997)
"2467",2021-11-10,"research","Rivera","Lessingianthus brevifolius","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Lessingianthus","Lessingianthus brevifolius",c(629774.717573751, 6510482.56519737)
"2468",2021-11-11,"research","Rivera","Baccharis psiadioides","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis psiadioides",c(630159.174348196, 6504365.5191466)
"2469",2021-11-11,"research","Rivera","Hysterionica chamomilloides","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Hysterionica","Hysterionica chamomilloides",c(630212.391961368, 6504452.87224761)
"2470",2021-11-11,"research","Rivera","Galactia pretiosa","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Galactia","Galactia pretiosa",c(629826.333097669, 6510545.32687381)
"2471",2021-11-13,"research","Canelones","Baccharis trimera","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis trimera",c(621111.231699502, 6152623.60217619)
"2472",2021-11-13,"research","Treinta y Tres","Baccharis trimera","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis trimera",c(754456.630620338, 6358273.68615362)
"2473",2021-11-13,"research","Rivera","Nierembergia linariifolia","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nierembergia","Nierembergia linariifolia",c(631885.910462167, 6576645.39903191)
"2474",2021-11-15,"research","Montevideo","Cichorium intybus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Cichorium","Cichorium intybus",c(570959.807408349, 6141350.0466911)
"2475",2021-11-13,"research","Rivera","Matricaria chamomilla","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Matricaria","Matricaria chamomilla",c(632103.85994473, 6576695.15676726)
"2476",2021-11-15,"research","Colonia","Aspilia montevidensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Aspilia","Aspilia montevidensis",c(465769.465050717, 6208355.15359364)
"2477",2021-11-14,"research","Colonia","Nicotiana bonariensis","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nicotiana","Nicotiana bonariensis",c(465430.599912904, 6208052.07968784)
"2478",2021-11-14,"research","Colonia","Baccharis trimera","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis trimera",c(468745.021078796, 6206246.21254279)
"2479",2021-11-12,"research","Maldonado","Eclipta elliptica","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Eclipta","Eclipta elliptica",c(661944.446922425, 6137951.99420211)
"2480",2021-11-17,"research","Canelones","Matricaria chamomilla","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Matricaria","Matricaria chamomilla",c(626819.009341166, 6151620.23148932)
"2481",2021-11-17,"research","Cerro Largo","Mimosa flagellaris","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa flagellaris",c(748786.858212189, 6417139.65148846)
"2482",2021-11-05,"research","Salto","Soliva sessilis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Soliva","Soliva sessilis",c(578740.768525738, 6555539.70447896)
"2483",2021-11-17,"research","Soriano","Lessingianthus plantaginodes","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Lessingianthus","Lessingianthus plantaginodes",c(483407.333879915, 6333614.76117632)
"2484",2021-11-17,"research","Soriano","Calea uniflora","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Calea","Calea uniflora",c(483415.060622673, 6333641.86182232)
"2485",2021-10-29,"research","Maldonado","Coleostephus myconis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Coleostephus","Coleostephus myconis",c(645781.484135395, 6151764.82478398)
"2486",2021-11-01,"research","Maldonado","Chaptalia arechavaletae","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Chaptalia","Chaptalia arechavaletae",c(654081.748619791, 6165258.10243115)
"2487",2021-11-01,"research","Maldonado","Mimosa burkartii","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa burkartii",c(653700.214865801, 6164557.52706105)
"2488",2021-09-11,"research","Treinta y Tres","Parodia scopa","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Parodia","Parodia scopa",c(727034.313070524, 6365918.10264886)
"2489",2021-09-11,"research","Treinta y Tres","Gymnocalycium hyptiacanthum","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Gymnocalycium","Gymnocalycium hyptiacanthum",c(737616.261685808, 6354178.9792488)
"2490",2021-09-12,"research","Treinta y Tres","Frailea pygmaea","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Frailea","Frailea pygmaea",c(727942.347122426, 6346551.89497676)
"2491",2021-09-11,"research","Treinta y Tres","Parodia ottonis","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Parodia","Parodia ottonis",c(736481.624226643, 6365237.58181259)
"2492",2021-11-01,"research","Maldonado","Nierembergia ericoides","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nierembergia","Nierembergia ericoides",c(653676.4798082, 6164702.45510167)
"2493",2021-11-01,"research","Maldonado","Baccharis aliena","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis aliena",c(653676.4798082, 6164702.45510167)
"2494",2021-11-01,"research","Maldonado","Baccharis tridentata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis tridentata",c(653676.4798082, 6164702.45510167)
"2495",2021-11-01,"research","Maldonado","Baccharis patens","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis patens",c(653676.4798082, 6164702.45510167)
"2496",2021-11-01,"research","Maldonado","Parodia ottonis","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Parodia","Parodia ottonis",c(663508.132296163, 6166271.63335088)
"2497",2021-11-01,"research","Maldonado","Lathyrus nervosus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lathyrus","Lathyrus nervosus",c(653392.588538261, 6164192.17733885)
"2498",2021-11-01,"research","Maldonado","Adesmia punctata","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Adesmia","Adesmia punctata",c(653392.588538261, 6164192.17733885)
