"","observed_on","quality_grade","place_admin1_name","taxon_species_name","taxon_kingdom_name","taxon_phylum_name","taxon_class_name","taxon_order_name","taxon_family_name","taxon_genus_name","scientific_name","geometry"
"703",2020-04-18,"research","Maldonado","Opuntia arechavaletae","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Opuntia","Opuntia arechavaletae",c(684578.775978085, 6134401.51345667)
"704",2020-04-19,"research","Maldonado","Senecio crassiflorus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio crassiflorus",c(683663.199642257, 6134763.5534683)
"705",2020-04-19,"research","Maldonado","Achyrocline saturejoides","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Achyrocline","Achyrocline saturejoides",c(683650.54680119, 6134824.94722461)
"706",2020-04-19,"research","Canelones","Chromolaena hirsuta","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Chromolaena","Chromolaena hirsuta",c(607644.14706268, 6151002.99003616)
"707",2020-04-19,"research","Maldonado","Erigeron bonariensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Erigeron","Erigeron bonariensis",c(683740.781882972, 6134913.84975932)
"708",2016-02-19,"research","Maldonado","Hypochaeris radicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Hypochaeris","Hypochaeris radicata",c(653159.564303728, 6146033.4619629)
"709",2020-04-21,"research","Florida","Pterocaulon angustifolium","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Pterocaulon","Pterocaulon angustifolium",c(676363.621416892, 6316052.47459325)
"710",2020-04-21,"research","Treinta y Tres","Achyrocline saturejoides","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Achyrocline","Achyrocline saturejoides",c(675336.424668424, 6313415.95172705)
"711",2020-04-22,"research","Río Negro","Baccharis dracunculifolia","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis dracunculifolia",c(402558.971227127, 6400433.61982755)
"712",2020-04-23,"research","Rocha","Senecio madagascariensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio madagascariensis",c(770063.948797022, 6175485.34112983)
"713",2020-04-23,"research","Rocha","Baccharis spicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis spicata",c(770055.031448694, 6175540.24045262)
"714",2020-04-23,"research","Montevideo","Bauhinia forficata","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Bauhinia","Bauhinia forficata",c(572272.45762057, 6147150.89943599)
"715",2020-04-23,"research","Rocha","Achyrocline saturejoides","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Achyrocline","Achyrocline saturejoides",c(763836.642126685, 6169901.13824433)
"716",2020-04-23,"research","Rocha","Acanthostyles buniifolius","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Acanthostyles","Acanthostyles buniifolius",c(764286.930953654, 6170335.12541441)
"717",2013-10-12,"research","Colonia","Opuntia bonaerensis","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Opuntia","Opuntia bonaerensis",c(478683.665704869, 6201935.36170082)
"718",2013-10-12,"research","Colonia","Trifolium repens","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium","Trifolium repens",c(478683.665704869, 6201935.36170082)
"719",2013-10-12,"research","Colonia","Senecio selloi","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio selloi",c(478683.665704869, 6201935.36170082)
"720",2013-10-12,"research","Colonia","Petunia axillaris","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Petunia","Petunia axillaris",c(478683.665704869, 6201935.36170082)
"721",2013-10-12,"research","Colonia","Parodia erinacea","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Parodia","Parodia erinacea",c(478683.665704869, 6201935.36170082)
"722",2013-10-12,"research","Colonia","Parodia erinacea","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Parodia","Parodia erinacea",c(478683.665704869, 6201935.36170082)
"723",2013-10-12,"research","Colonia","Senecio crassiflorus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio crassiflorus",c(478683.665704869, 6201935.36170082)
"724",2013-10-12,"research","Colonia","Petunia axillaris","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Petunia","Petunia axillaris",c(478683.665704869, 6201935.36170082)
"725",2013-10-13,"research","Colonia","Echinopsis oxygona","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Echinopsis","Echinopsis oxygona",c(478683.665704869, 6201935.36170082)
"726",2013-10-14,"research","Colonia","Petunia axillaris","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Petunia","Petunia axillaris",c(478683.665704869, 6201935.36170082)
"727",2020-04-26,"research","Maldonado","Bidens aurea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Bidens","Bidens aurea",c(685854.02889775, 6134326.00945075)
"728",2020-04-26,"research","Maldonado","Bidens pilosa","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Bidens","Bidens pilosa",c(685857.354597199, 6134317.31320217)
"729",2020-04-26,"research","Río Negro","Datura ferox","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Datura","Datura ferox",c(401342.540120572, 6401078.37066147)
"730",2020-04-25,"research","Colonia","Xanthium cavanillesii","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Xanthium","Xanthium cavanillesii",c(421700.476782585, 6187986.89098678)
"731",2020-04-25,"research","Colonia","Cichorium intybus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Cichorium","Cichorium intybus",c(421895.100389492, 6188135.46398264)
"732",2020-02-25,"research","Canelones","Solidago chilensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Solidago","Solidago chilensis",c(610340.83359725, 6152395.02882149)
"733",2020-05-02,"research","Río Negro","Gyptis pinnatifida","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Gyptis","Gyptis pinnatifida",c(402493.728382729, 6401265.43239461)
"734",2020-05-03,"research","Maldonado","Baccharis spicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis spicata",c(652216.799783925, 6167300.66815856)
"735",2020-05-03,"research","Maldonado","Baccharis aliena","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis aliena",c(652169.60721363, 6167304.09369323)
"736",2020-05-03,"research","Lavalleja","Coleostephus myconis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Coleostephus","Coleostephus myconis",c(652590.03717461, 6167296.79402765)
"737",2018-01-26,"research","Rocha","Stevia satureiifolia","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Stevia","Stevia satureiifolia",c(796578.782406358, 6195853.79715701)
"738",2020-05-03,"research","Maldonado","Baccharis dracunculifolia","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis dracunculifolia",c(655172.823366912, 6166933.28115588)
"739",2020-05-03,"research","Maldonado","Campovassouria cruciata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Campovassouria","Campovassouria cruciata",c(655174.460498923, 6166934.74855187)
"740",2020-05-03,"research","Maldonado","Salpichroa origanifolia","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Salpichroa","Salpichroa origanifolia",c(684527.329289095, 6134452.66012308)
"741",2020-05-03,"research","Maldonado","Opuntia arechavaletae","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Opuntia","Opuntia arechavaletae",c(684531.687495541, 6134449.90568089)
"742",2020-05-03,"research","Maldonado","Hatschbachiella tweedieana","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Hatschbachiella","Hatschbachiella tweedieana",c(678418.294518569, 6134624.0968952)
"743",2020-05-03,"research","Maldonado","Solanum commersonii","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum commersonii",c(684540.434223248, 6134455.67787003)
"744",2018-01-26,"research","Rocha","Baccharis trimera","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis trimera",c(795486.394896524, 6189926.73299007)
"745",2020-05-04,"research","Maldonado","Pterocaulon balansae","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Pterocaulon","Pterocaulon balansae",c(663183.962328766, 6144551.52306314)
"746",2020-04-30,"research","Canelones","Parodia concinna","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Parodia","Parodia concinna",c(631419.630035345, 6157276.62278086)
"747",2020-05-01,"research","Canelones","Parodia erinacea","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Parodia","Parodia erinacea",c(632383.425837064, 6152419.96828619)
"748",2019-11-19,"research","Maldonado","Grazielia brevipetiolata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Grazielia","Grazielia brevipetiolata",c(659508.641421762, 6146234.46525997)
"749",2020-05-05,"research","Maldonado","Parodia scopa","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Parodia","Parodia scopa",c(657476.780548111, 6144768.56092401)
"750",2019-10-08,"research","Maldonado","Parodia ottonis","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Parodia","Parodia ottonis",c(649802.076018765, 6142787.2003469)
"751",2020-04-30,"research","Canelones","Parodia erinacea","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Parodia","Parodia erinacea",c(632306.044073446, 6151530.25370353)
"752",2020-04-26,"research","Maldonado","Lepismium lumbricoides","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Lepismium","Lepismium lumbricoides",c(660064.751028464, 6146856.25052044)
"753",2020-04-26,"research","Maldonado","Lepismium lumbricoides","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Lepismium","Lepismium lumbricoides",c(660091.072755879, 6146852.64801281)
"754",2020-04-24,"research","Colonia","Bidens pilosa","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Bidens","Bidens pilosa",c(421929.3453618, 6188118.56200778)
"755",2020-04-24,"research","Colonia","Chromolaena hirsuta","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Chromolaena","Chromolaena hirsuta",c(421599.330077181, 6188021.8121045)
"756",2020-04-24,"research","Colonia","Parkinsonia aculeata","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Parkinsonia","Parkinsonia aculeata",c(421572.745853954, 6188082.17926247)
"757",2020-04-24,"research","Colonia","Vachellia caven","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Vachellia","Vachellia caven",c(421587.433540866, 6188037.68499173)
"758",2020-05-03,"research","Maldonado","Acacia longifolia","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Acacia","Acacia longifolia",c(679078.658807451, 6140264.01367518)
"759",2020-05-06,"research","Canelones","Opuntia arechavaletae","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Opuntia","Opuntia arechavaletae",c(631741.288890493, 6150073.75592295)
"760",2020-05-06,"research","Canelones","Erythrina crista-galli","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Erythrina","Erythrina crista-galli",c(631998.329632038, 6150043.25907466)
"761",2020-05-06,"research","Río Negro","Chromolaena christieana","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Chromolaena","Chromolaena christieana",c(402111.841820162, 6401102.74195466)
"762",2020-05-07,"research","Maldonado","Opuntia arechavaletae","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Opuntia","Opuntia arechavaletae",c(685775.609727497, 6134699.03368786)
"763",2020-05-07,"research","Maldonado","Senecio madagascariensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio madagascariensis",c(685763.022624565, 6134669.94929964)
"764",2020-05-07,"research","Canelones","Lucilia acutifolia","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Lucilia","Lucilia acutifolia",c(631988.982062442, 6150210.15436756)
"765",2020-05-08,"research","Tacuarembó","Mimosa ramulosa","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa ramulosa",c(615958.567698414, 6405053.28252336)
"766",2020-05-09,"research","Río Negro","Physalis angulata","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Physalis","Physalis angulata",c(401871.216427243, 6400413.33445864)
"767",2020-05-11,"research","Montevideo","Cichorium intybus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Cichorium","Cichorium intybus",c(586041.558078537, 6140693.86803626)
"768",2020-05-11,"research","Canelones","Lucilia acutifolia","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Lucilia","Lucilia acutifolia",c(631990.644929878, 6149699.49412804)
"769",2020-05-06,"research","Colonia","Senecio madagascariensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio madagascariensis",c(421874.180680886, 6188111.52249147)
"770",2018-11-18,"research","San José","Cichorium intybus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Cichorium","Cichorium intybus",c(519548.939948067, 6165010.52872079)
"771",2019-06-21,"research","Rocha","Senecio crassiflorus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio crassiflorus",c(794633.62524193, 6188577.2006708)
"772",2020-05-14,"research","Río Negro","Medicago lupulina","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Medicago","Medicago lupulina",c(403497.265629361, 6400207.11582761)
"773",2020-05-17,"research","Montevideo","Baccharis spicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis spicata",c(585129.31777751, 6142155.13210624)
"774",2020-05-16,"research","Maldonado","Trichocline incana","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Trichocline","Trichocline incana",c(671924.642200088, 6125841.40477354)
"775",2020-05-20,"research","Maldonado","Sonchus oleraceus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Sonchus","Sonchus oleraceus",c(685420.147944982, 6134909.39197161)
"776",2020-05-20,"research","Rocha","Cichorium intybus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Cichorium","Cichorium intybus",c(745569.14387716, 6179805.42652995)
"777",2020-05-20,"research","Rocha","Aspilia montevidensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Aspilia","Aspilia montevidensis",c(763997.924603135, 6168316.66543653)
"778",2020-05-20,"research","Rocha","Dimorphotheca ecklonis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Dimorphotheca","Dimorphotheca ecklonis",c(763990.407220013, 6168300.15458066)
"779",2020-05-20,"research","Rocha","Stevia satureiifolia","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Stevia","Stevia satureiifolia",c(764002.267257611, 6168278.63828479)
"780",2020-05-20,"research","Rocha","Solanum chenopodioides","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum chenopodioides",c(764012.938700798, 6168299.30262819)
"781",2020-05-20,"research","Rocha","Grindelia orientalis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Grindelia","Grindelia orientalis",c(764010.235577841, 6168250.67346105)
"782",2020-05-20,"research","Rocha","Solanum sisymbriifolium","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum sisymbriifolium",c(764011.985383409, 6168266.93926362)
"783",2020-05-20,"research","Rocha","Solanum commersonii","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum commersonii",c(763991.954249165, 6168419.45134357)
"784",2020-05-20,"research","Rocha","Opuntia arechavaletae","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Opuntia","Opuntia arechavaletae",c(763987.352861034, 6168413.84136751)
"785",2020-05-20,"research","Rocha","Cirsium vulgare","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium","Cirsium vulgare",c(763986.784642105, 6168452.76778921)
"786",2020-02-07,"research","Río Negro","Echinopsis oxygona","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Echinopsis","Echinopsis oxygona",c(401491.532928876, 6364439.28507373)
"787",2020-02-07,"research","Río Negro","Echinopsis oxygona","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Echinopsis","Echinopsis oxygona",c(399670.795810512, 6363171.14835104)
"788",2020-02-07,"research","Río Negro","Opuntia rioplatense","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Opuntia","Opuntia rioplatense",c(399679.722417143, 6368225.55831354)
"789",2020-05-23,"research","Treinta y Tres","Helminthotheca echioides","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Helminthotheca","Helminthotheca echioides",c(744560.339281494, 6319760.39971381)
"790",2020-05-03,"research","Maldonado","Parodia erinacea","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Parodia","Parodia erinacea",c(678414.154083887, 6134621.82871095)
"791",2020-05-03,"research","Maldonado","Parodia scopa","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Parodia","Parodia scopa",c(672536.259130457, 6136022.47335649)
"792",2020-05-03,"research","Maldonado","Baccharis patens","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis patens",c(676159.543969819, 6139235.6449576)
"793",2020-05-03,"research","Maldonado","Opuntia aurantiaca","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Opuntia","Opuntia aurantiaca",c(678415.940964966, 6134629.21885393)
"794",2020-05-03,"research","Maldonado","Baccharis trimera","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis trimera",c(652196.679556538, 6167297.25180586)
"795",2020-05-03,"research","Maldonado","Baccharis dracunculifolia","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis dracunculifolia",c(652209.217599967, 6167305.13747978)
"796",2020-05-03,"research","Maldonado","Opuntia bonaerensis","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Opuntia","Opuntia bonaerensis",c(652218.774722739, 6167290.72169227)
"797",2020-05-23,"research","Río Negro","Chaptalia piloselloides","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Chaptalia","Chaptalia piloselloides",c(401884.266652072, 6401607.6448599)
"798",2020-05-23,"research","Río Negro","Lepismium lumbricoides","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Lepismium","Lepismium lumbricoides",c(401799.26432205, 6401582.33398152)
"799",2020-02-07,"research","Río Negro","Lepismium lumbricoides","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Lepismium","Lepismium lumbricoides",c(402286.37912044, 6361730.58333481)
"800",2020-05-24,"research","Canelones","Baccharis tridentata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis tridentata",c(588003.549215331, 6141562.9250341)
"801",2020-05-24,"research","Canelones","Solanum sisymbriifolium","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum sisymbriifolium",c(590938.26417479, 6141698.0110871)
"802",2020-05-24,"research","Canelones","Sesbania punicea","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Sesbania","Sesbania punicea",c(590921.317356368, 6141686.04901947)
"803",2020-05-24,"research","Canelones","Senecio selloi","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio selloi",c(625561.272114542, 6185934.74652826)
"804",2020-05-24,"research","Canelones","Pterocaulon balansae","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Pterocaulon","Pterocaulon balansae",c(625598.105214471, 6185958.17411921)
"805",2020-05-24,"research","Canelones","Senecio madagascariensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio madagascariensis",c(625608.851118766, 6185947.7324472)
"806",2020-05-25,"research","Artigas","Pterocaulon balansae","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Pterocaulon","Pterocaulon balansae",c(565602.422774406, 6619916.0875991)
"807",2020-05-27,"research","Canelones","Senecio madagascariensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio madagascariensis",c(623513.786122682, 6150863.18344879)
"808",2020-05-27,"research","Canelones","Acacia podalyriifolia","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Acacia","Acacia podalyriifolia",c(620490.954683908, 6153570.44822957)
"809",2020-05-23,"research","Rocha","Senecio madagascariensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio madagascariensis",c(724585.449795778, 6149439.93804047)
"810",2020-05-24,"research","Montevideo","Senecio madagascariensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio madagascariensis",c(560540.510899168, 6150034.9731445)
"811",2020-05-24,"research","Montevideo","Bidens pilosa","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Bidens","Bidens pilosa",c(560540.510899168, 6150034.9731445)
"812",2020-05-24,"research","Montevideo","Senecio madagascariensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio madagascariensis",c(560540.510899168, 6150034.9731445)
"813",2020-05-24,"research","Montevideo","Bidens pilosa","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Bidens","Bidens pilosa",c(560540.510899168, 6150034.9731445)
"814",2020-05-29,"research","Río Negro","Trifolium pratense","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium","Trifolium pratense",c(401676.059971275, 6400461.19910019)
"815",2020-05-29,"research","Río Negro","Solanum viarum","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum viarum",c(417505.2786277, 6374371.43813898)
"816",2020-05-29,"research","Río Negro","Sonchus asper","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Sonchus","Sonchus asper",c(401803.312011864, 6399936.55432002)
"817",2019-12-28,"research","Colonia","Lessingianthus plantaginodes","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Lessingianthus","Lessingianthus plantaginodes",c(465550.012864771, 6208004.74347529)
"818",2019-12-28,"research","Colonia","Pseudognaphalium cheiranthifolium","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Pseudognaphalium","Pseudognaphalium cheiranthifolium",c(465550.012864771, 6208004.74347529)
"819",2020-06-01,"research","Canelones","Ambrosia tenuifolia","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Ambrosia","Ambrosia tenuifolia",c(587957.576410802, 6140783.57313581)
"820",2020-06-01,"research","Río Negro","Trifolium repens","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium","Trifolium repens",c(401686.081760609, 6400317.53646046)
"821",2020-05-09,"research","Lavalleja","Mimosa ramulosa","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa ramulosa",c(672483.48988719, 6184441.4590179)
"822",2020-06-02,"research","Maldonado","Baccharis dracunculifolia","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis dracunculifolia",c(663382.977745507, 6144067.21893977)
"823",2020-06-02,"research","Maldonado","Parodia erinacea","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Parodia","Parodia erinacea",c(663380.835165783, 6144077.99680842)
"824",2020-06-02,"research","Maldonado","Senecio madagascariensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio madagascariensis",c(663375.442517024, 6144148.2503715)
"825",2020-06-02,"research","Maldonado","Senecio selloi","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio selloi",c(663377.112180333, 6144150.4129411)
"826",2020-06-02,"research","Maldonado","Pterocaulon balansae","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Pterocaulon","Pterocaulon balansae",c(663322.783001988, 6144165.07828088)
"827",2020-06-02,"research","Maldonado","Baccharis spicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis spicata",c(663298.023078201, 6144148.22035307)
"828",2018-11-18,"research","Montevideo","Erythrina crista-galli","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Erythrina","Erythrina crista-galli",c(557228.743912545, 6142321.32052733)
"829",2020-06-12,"research","Rocha","Opuntia arechavaletae","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Opuntia","Opuntia arechavaletae",c(796035.392216032, 6212304.85725786)
"830",2020-06-12,"research","Rocha","Baccharis vulneraria","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis vulneraria",c(796030.123655639, 6212304.22046531)
"831",2020-06-12,"research","Rocha","Hypochaeris radicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Hypochaeris","Hypochaeris radicata",c(795807.139354409, 6212376.60618246)
"832",2020-06-12,"research","Rocha","Senecio madagascariensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio madagascariensis",c(795607.74527055, 6212400.7504185)
"833",2020-06-12,"research","Rocha","Cirsium vulgare","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium","Cirsium vulgare",c(796158.521901998, 6212513.01047044)
"834",2020-06-12,"research","Rocha","Senecio selloi","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio selloi",c(796109.545130926, 6212591.11883827)
"835",2020-02-19,"research","Canelones","Schlechtendalia luzulifolia","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Schlechtendalia","Schlechtendalia luzulifolia",c(570019.179935507, 6152956.53466374)
"836",2020-02-19,"research","Canelones","Schlechtendalia luzulifolia","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Schlechtendalia","Schlechtendalia luzulifolia",c(570019.156013081, 6152953.39299823)
"837",2019-11-09,"research","Rivera","Lupinus gibertianus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus gibertianus",c(600185.256106489, 6550207.33066207)
"838",2020-06-16,"research","Río Negro","Gleditsia triacanthos","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Gleditsia","Gleditsia triacanthos",c(391651.350031309, 6406210.87620953)
"839",2020-06-20,"research","Soriano","Achyrocline saturejoides","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Achyrocline","Achyrocline saturejoides",c(484283.854886797, 6334152.04713776)
"840",2020-06-20,"research","Flores","Baccharis articulata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis articulata",c(522325.645863413, 6247195.21128418)
"841",2020-06-20,"research","Flores","Baccharis spicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis spicata",c(522335.235473299, 6247211.26595901)
