"","user_login","primer_registro","ultimo_registro","registros","tiempo_activo","registros_x_tiempo","categoria_usuario"
"223","hoppyacre","2018-12-20 12:16:56 UTC","2018-12-29 23:34:47 UTC",4,10.4707291666667,0.382017330057004,"principiante"
"224","hugo287","2020-06-23 16:59:02 UTC","2020-06-23 16:59:02 UTC",1,1,1,"principiante"
"225","hugoalbertovalderrey","2021-04-18 22:42:26 UTC","2021-04-18 22:42:26 UTC",1,1,1,"principiante"
"226","i_mahuika","2020-01-07 15:10:25 UTC","2020-01-07 15:10:25 UTC",1,1,1,"principiante"
"227","igmi","2019-04-05 18:00:41 UTC","2022-08-18 18:17:29 UTC",11,1232.01166666667,0.00892848687850629,"principiante"
"228","ignacio171","2021-11-20 12:23:29 UTC","2021-11-20 12:23:29 UTC",1,1,1,"principiante"
"229","ignacio201","2022-07-17 16:45:56 UTC","2022-07-17 16:45:56 UTC",1,1,1,"principiante"
"230","ines_da_rosa","2020-02-10 17:47:15 UTC","2020-02-10 17:47:15 UTC",1,1,1,"principiante"
"231","irenejhf","2022-03-28 14:53:23 UTC","2022-03-28 14:53:23 UTC",1,1,1,"principiante"
"232","iris","2011-07-18 19:43:31 UTC","2012-09-13 00:51:16 UTC",7,423.213715277778,0.0165401066820472,"principiante"
"233","isadoralhahn","2021-09-24 16:34:37 UTC","2021-09-24 16:34:37 UTC",1,1,1,"principiante"
"234","ismael_iv","2022-03-28 15:51:24 UTC","2022-03-28 15:51:24 UTC",1,1,1,"principiante"
"235","ismael191","2022-07-24 20:45:54 UTC","2022-08-07 02:56:47 UTC",2,14.2575578703704,0.140276477794022,"principiante"
"236","israel127","2020-06-21 22:40:02 UTC","2020-06-21 22:56:37 UTC",2,1.0115162037037,1.97722981863951,"principiante"
"237","ivanlfm","2022-06-19 02:40:06 UTC","2022-06-19 02:40:06 UTC",1,1,1,"principiante"
"238","iznob","2018-09-13 20:11:18 UTC","2018-09-13 20:11:18 UTC",1,1,1,"principiante"
"239","jac_serrano","2021-12-27 04:26:53 UTC","2021-12-27 04:26:53 UTC",1,1,1,"principiante"
"240","jacanteros","2018-02-19 04:00:05 UTC","2021-03-09 21:27:48 UTC",35,1115.72758101852,0.0313696645986374,"principiante"
"241","janelle_g","2020-02-05 21:48:26 UTC","2020-02-06 18:00:26 UTC",2,1.84166666666667,1.08597285067873,"principiante"
"242","janicemclaughlin","2022-05-04 17:17:02 UTC","2022-05-04 17:31:28 UTC",2,1.01002314814815,1.98015263676575,"principiante"
"243","javguigon","2020-04-09 01:39:42 UTC","2021-05-22 22:45:39 UTC",228,409.879131944444,0.556261546955026,"intermedio"
"244","javier106","2018-06-01 22:20:55 UTC","2022-09-25 00:21:52 UTC",137,1577.08399305556,0.0868691842687252,"principiante"
"245","javier487","2020-08-06 17:01:55 UTC","2020-10-13 17:54:39 UTC",2,69.0366203703704,0.0289701319281031,"principiante"
"246","jbar82","2018-11-08 13:28:46 UTC","2019-09-09 13:43:51 UTC",13,306.010474537037,0.042482205943008,"principiante"
"247","jbreinbauer","2019-11-10 00:01:27 UTC","2019-11-10 00:01:27 UTC",1,1,1,"principiante"
"248","jcmombach","2020-03-02 20:03:35 UTC","2020-03-02 20:03:35 UTC",1,1,1,"principiante"
"249","jeanjacquesgodon","2020-05-03 19:27:41 UTC","2021-01-15 14:22:52 UTC",8,257.788321759259,0.0310332133954111,"principiante"
"250","jeanpaulortiz","2020-07-19 23:21:22 UTC","2020-08-18 05:03:16 UTC",12,30.2374305555556,0.396859117309993,"principiante"
"251","jejimenez","2022-11-06 16:00:14 UTC","2022-11-06 16:00:14 UTC",1,1,1,"principiante"
"252","jessicarr415","2017-08-21 17:34:26 UTC","2017-08-21 21:34:06 UTC",5,1.16643518518519,4.2865647946021,"principiante"
"253","jessivlima","2022-01-29 15:46:13 UTC","2022-01-29 15:46:13 UTC",1,1,1,"principiante"
"254","jimjam920","2019-12-30 16:50:17 UTC","2019-12-31 00:32:07 UTC",4,1.32071759259259,3.02865655946017,"principiante"
"255","jjbonannod","2019-02-05 04:18:38 UTC","2020-05-03 16:14:39 UTC",9,454.497233796296,0.0198021007186894,"principiante"
"256","jmass","2020-01-29 23:08:00 UTC","2020-02-12 21:54:08 UTC",100,14.9487037037037,6.68954325285235,"principiante"
"257","jmmaes","2021-05-25 00:21:45 UTC","2021-05-25 00:21:45 UTC",1,1,1,"principiante"
"258","joacotr","2020-05-04 15:43:39 UTC","2020-05-04 15:43:39 UTC",1,1,1,"principiante"
"259","joan349","2022-03-05 13:25:36 UTC","2022-04-03 16:42:55 UTC",2,30.137025462963,0.0663635501273312,"principiante"
"260","joanmunchies","2019-12-08 11:25:25 UTC","2019-12-08 11:25:25 UTC",1,1,1,"principiante"
"261","joao_andriola","2020-05-14 00:20:08 UTC","2020-06-04 01:23:27 UTC",13,22.0439699074074,0.589730436695598,"principiante"
"262","joao_gava_just","2022-09-04 18:01:54 UTC","2022-09-04 18:01:54 UTC",1,1,1,"principiante"
"263","joaquinlape","2022-10-20 03:25:54 UTC","2022-10-31 20:34:37 UTC",65,12.7143865740741,5.11231899559681,"principiante"
"264","jocateme","2019-05-12 01:14:46 UTC","2019-05-12 01:14:46 UTC",1,1,1,"principiante"
"265","johnpage","2020-03-04 19:18:37 UTC","2020-03-04 19:18:57 UTC",2,1.00023148148148,1.99953714417959,"principiante"
"266","jolterdo","2020-12-08 20:32:44 UTC","2021-07-13 20:50:36 UTC",2,218.012407407407,0.00917378980299286,"principiante"
"267","jonathan","2013-09-29 03:57:53 UTC","2013-10-21 02:38:19 UTC",5,22.9030787037037,0.218311261323633,"principiante"
"268","jorgejuanrueda","2021-11-25 13:33:50 UTC","2022-10-20 12:50:14 UTC",230,329.969722222222,0.697033650393849,"intermedio"
"269","jorgemet","2021-12-15 16:17:50 UTC","2021-12-15 16:17:50 UTC",1,1,1,"principiante"
"270","jorgepi","2021-11-22 23:06:20 UTC","2021-11-22 23:06:20 UTC",1,1,1,"principiante"
"271","jose_luis_b","2020-01-23 17:13:17 UTC","2020-01-23 17:13:17 UTC",1,1,1,"principiante"
"272","jose1072","2021-05-17 02:38:17 UTC","2021-05-17 02:38:17 UTC",1,1,1,"principiante"
"273","jose1411","2021-10-31 00:30:57 UTC","2021-10-31 00:31:14 UTC",2,1.00019675925926,1.99960655889466,"principiante"
"274","joseph_anthony","2020-10-16 22:59:02 UTC","2020-10-16 22:59:02 UTC",1,1,1,"principiante"
"275","jspm","2019-02-17 13:23:15 UTC","2019-02-17 13:23:15 UTC",1,1,1,"principiante"
"276","juampazambra","2019-08-28 00:21:37 UTC","2019-08-28 00:21:37 UTC",1,1,1,"principiante"
"277","juan_pablo_de_souza","2022-03-26 14:49:43 UTC","2022-11-04 13:33:03 UTC",3,223.946759259259,0.013396041139077,"principiante"
"278","juan_pardo1","2021-08-09 20:57:23 UTC","2021-08-09 20:57:23 UTC",1,1,1,"principiante"
"279","juana_ines","2022-10-09 20:42:53 UTC","2022-10-09 20:42:53 UTC",1,1,1,"principiante"
"280","juanandresvieralopez","2020-01-03 11:11:10 UTC","2020-01-11 17:43:18 UTC",2,9.27231481481481,0.215695868824957,"principiante"
"281","juandu98","2018-11-02 18:09:12 UTC","2018-11-02 18:09:12 UTC",1,1,1,"principiante"
"282","juanmmartinez","2019-12-25 12:29:45 UTC","2022-08-07 03:34:03 UTC",11,956.627986111111,0.0114987227633986,"principiante"
"283","juanmolachino","2020-07-13 20:11:36 UTC","2020-07-13 20:11:36 UTC",1,1,1,"principiante"
"284","jujo","2017-11-24 09:45:25 UTC","2017-11-25 06:27:35 UTC",5,1.86261574074074,2.68439694277015,"principiante"
"285","julian_dominguez","2022-03-02 02:39:12 UTC","2022-03-02 02:44:27 UTC",4,1.00364583333333,3.98546964193046,"principiante"
"286","juliansabattini","2020-07-26 22:37:22 UTC","2021-11-20 12:11:50 UTC",10,482.565601851852,0.0207225711107979,"principiante"
"287","julianwo","2020-01-01 18:35:42 UTC","2020-01-03 17:01:52 UTC",2,2.93483796296296,0.68146862799227,"principiante"
"288","jv_montoya","2020-05-02 20:25:00 UTC","2020-05-02 20:25:00 UTC",1,1,1,"principiante"
"289","karol_astrid","2022-05-03 18:13:48 UTC","2022-05-03 18:13:48 UTC",1,1,1,"principiante"
"290","karuquebec","2022-10-22 01:54:21 UTC","2022-10-28 03:26:08 UTC",34,7.06373842592593,4.81331526592354,"principiante"
"291","kathy73","2020-03-09 01:38:46 UTC","2022-08-30 01:15:59 UTC",3,904.984178240741,0.00331497508147811,"principiante"
"292","katie2012","2020-02-22 23:16:47 UTC","2021-08-15 14:15:26 UTC",2,540.6240625,0.00369942838051164,"principiante"
"293","katiedavis2","2018-08-21 14:08:19 UTC","2018-08-21 14:08:19 UTC",1,1,1,"principiante"
"294","kattytechera","2020-09-18 19:59:46 UTC","2020-09-18 19:59:46 UTC",1,1,1,"principiante"
"295","kenchamberlain","2019-03-25 20:57:39 UTC","2019-03-27 21:20:34 UTC",11,3.01591435185185,3.64731843039432,"principiante"
"296","kenia_radilla_torres","2017-11-13 23:21:53 UTC","2017-11-13 23:21:53 UTC",1,1,1,"principiante"
"297","kim231","2018-07-01 01:53:03 UTC","2018-07-01 01:53:03 UTC",1,1,1,"principiante"
"298","kristofz","2019-02-10 22:11:28 UTC","2019-02-12 22:29:50 UTC",14,3.01275462962963,4.64691012746733,"principiante"
"299","kurzchr","2018-10-03 15:15:49 UTC","2018-10-03 15:15:49 UTC",1,1,1,"principiante"
"300","kvandergrift","2022-03-01 20:37:21 UTC","2022-03-01 20:37:21 UTC",1,1,1,"principiante"
"301","kwright","2021-10-25 19:20:02 UTC","2021-10-25 19:20:02 UTC",1,1,1,"principiante"
"302","lacastilla","2022-02-03 23:54:14 UTC","2022-02-04 00:19:33 UTC",3,1.01758101851852,2.94816820027525,"principiante"
"303","lalin","2020-11-02 02:48:25 UTC","2022-10-02 19:25:08 UTC",4,700.692164351852,0.0057086409745998,"principiante"
"304","lalytha3","2020-04-01 04:58:25 UTC","2020-04-01 04:58:25 UTC",1,1,1,"principiante"
"305","laraeva","2022-03-19 23:16:29 UTC","2022-03-22 00:23:11 UTC",3,3.04631944444444,0.984794948366654,"principiante"
"306","larahergenreder","2019-12-29 17:11:31 UTC","2020-01-09 04:56:39 UTC",12,11.4896759259259,1.04441588060135,"principiante"
"307","lauraalmada","2021-01-03 22:35:44 UTC","2022-10-29 14:52:56 UTC",5,664.678611111111,0.00752243252064594,"principiante"
"308","laurabm2020","2022-02-14 19:01:28 UTC","2022-02-14 19:56:11 UTC",7,1.03799768518519,6.74375299666604,"principiante"
"309","lblanch","2022-08-26 11:09:49 UTC","2022-08-26 11:09:49 UTC",1,1,1,"principiante"
"310","leerickson","2020-01-09 20:55:02 UTC","2020-01-09 20:55:02 UTC",1,1,1,"principiante"
"311","leydefomentoagropecuario","2015-07-20 16:50:39 UTC","2015-07-20 16:50:39 UTC",1,1,1,"principiante"
"312","licagus","2019-12-15 15:26:36 UTC","2019-12-15 15:26:36 UTC",1,1,1,"principiante"
"313","lichen19","2021-05-03 19:30:46 UTC","2021-05-03 19:30:46 UTC",1,1,1,"principiante"
"314","linamariamon","2020-04-12 18:02:39 UTC","2020-05-04 03:50:09 UTC",10,22.4079861111111,0.446269466181142,"principiante"
"315","lindaloren","2020-02-01 22:14:07 UTC","2020-02-01 22:23:49 UTC",5,1.00673611111111,4.9665448023729,"principiante"
"316","lito6","2020-04-19 01:18:19 UTC","2020-04-19 01:18:19 UTC",1,1,1,"principiante"
"317","liuid","2018-04-30 00:29:09 UTC","2020-02-06 18:25:52 UTC",140,648.747719907407,0.215800373094154,"intermedio"
"318","ljbrown","2017-11-17 22:03:11 UTC","2017-11-24 18:10:34 UTC",18,7.83846064814815,2.29636925003285,"principiante"
"319","lorena190","2020-08-05 11:54:04 UTC","2020-08-05 11:54:04 UTC",1,1,1,"principiante"
"320","lsimuns","2018-11-05 05:17:02 UTC","2018-11-05 05:17:02 UTC",1,1,1,"principiante"
"321","luca284","2019-07-14 20:07:06 UTC","2019-07-14 20:07:06 UTC",1,1,1,"principiante"
"322","lucas_irigoytia","2022-10-20 22:29:34 UTC","2022-10-20 22:31:28 UTC",2,1.00131944444444,1.99736458839032,"principiante"
"323","lucaskaminski","2020-01-26 13:53:58 UTC","2022-10-25 14:07:32 UTC",5,1004.0094212963,0.00498003294983468,"principiante"
"324","luccar511","2022-04-22 18:43:18 UTC","2022-04-22 18:43:18 UTC",1,1,1,"principiante"
"325","luciano115","2021-10-14 20:29:05 UTC","2021-10-28 20:54:54 UTC",3,15.0179282407407,0.199761242157329,"principiante"
"326","luis_cubas","2020-10-19 21:05:02 UTC","2020-10-20 12:18:18 UTC",2,1.63421296296296,1.22383070341936,"principiante"
"327","luisfelipe4","2019-12-31 00:13:51 UTC","2022-03-26 20:07:39 UTC",7,817.829027777778,0.00855924620213169,"principiante"
"328","luisgustavoviteri","2021-06-17 00:22:22 UTC","2021-06-17 00:22:22 UTC",1,1,1,"principiante"
"329","luizalb","2020-02-25 13:48:37 UTC","2020-02-25 13:48:37 UTC",1,1,1,"principiante"
"330","luna02","2020-08-05 16:16:53 UTC","2020-08-05 16:16:53 UTC",1,1,1,"principiante"
"331","lzgd","2015-07-18 21:21:49 UTC","2015-07-18 21:26:45 UTC",2,1.00342592592593,1.99317154193965,"principiante"
"332","mabelaliciacurbelomachado","2019-11-03 22:18:42 UTC","2021-02-14 17:03:09 UTC",2,469.780868055556,0.0042573040666345,"principiante"
"333","macacito","2022-10-10 17:33:45 UTC","2022-10-15 03:06:24 UTC",2,5.39767361111111,0.370529999421047,"principiante"
"334","madhipp11","2020-05-28 22:43:38 UTC","2020-05-28 22:43:38 UTC",1,1,1,"principiante"
"335","maelpoujouly","2020-08-04 13:28:50 UTC","2020-08-04 15:43:04 UTC",2,1.09321759259259,1.82946196031931,"principiante"
"336","mainesu","2020-01-30 14:55:57 UTC","2020-02-03 19:03:41 UTC",15,5.17203703703704,2.90021124995524,"principiante"
"337","malba1900268","2021-09-27 14:41:37 UTC","2021-09-27 14:41:37 UTC",1,1,1,"principiante"
"338","manequinho","2022-10-28 14:13:50 UTC","2022-11-07 21:22:46 UTC",3,11.2978703703704,0.26553676946655,"principiante"
"339","manuel452","2020-01-15 01:33:11 UTC","2020-01-21 18:34:22 UTC",4,7.70915509259259,0.518863604630738,"principiante"
"340","manuelmza","2022-04-12 02:32:24 UTC","2022-04-13 16:04:53 UTC",6,2.56422453703704,2.33988869279482,"principiante"
"341","maranduva","2022-01-03 16:49:54 UTC","2022-01-03 16:49:54 UTC",1,1,1,"principiante"
"342","mararodrguez","2022-01-13 20:02:04 UTC","2022-01-13 20:02:04 UTC",1,1,1,"principiante"
"343","marcela212","2022-03-20 21:52:15 UTC","2022-03-20 22:15:41 UTC",21,1.01627314814815,20.6637359633738,"principiante"
"344","marcos_anders","2019-12-11 01:01:23 UTC","2019-12-11 01:21:16 UTC",2,1.01380787037037,1.97276038039569,"principiante"
"345","maria_mandinga","2017-11-19 13:27:53 UTC","2017-11-19 13:27:54 UTC",2,1.00001157407407,1.99997685211977,"principiante"
"346","mariaalmada","2019-04-09 00:04:01 UTC","2019-04-09 00:04:01 UTC",1,1,1,"principiante"
"347","mariacastro1","2019-01-18 19:57:00 UTC","2019-01-18 19:57:00 UTC",1,1,1,"principiante"
"348","mariajulianafajardo11a","2022-10-30 19:18:24 UTC","2022-10-30 19:18:26 UTC",4,1.00002314814815,3.99990740955071,"principiante"
"349","mariana_silva","2020-10-13 01:38:31 UTC","2020-10-13 01:38:31 UTC",1,1,1,"principiante"
"350","mariana569","2022-02-27 11:13:06 UTC","2022-04-24 13:17:23 UTC",3,57.0863078703704,0.0525520061099817,"principiante"
"351","mariana912","2022-05-06 21:44:31 UTC","2022-05-06 21:50:20 UTC",3,1.00403935185185,2.98793069660745,"principiante"
"352","mariana921","2022-09-07 12:11:18 UTC","2022-09-28 09:48:58 UTC",13,21.9011574074074,0.593575935653663,"principiante"
"353","mariana964","2022-09-08 02:08:13 UTC","2022-09-08 02:08:13 UTC",1,1,1,"principiante"
"354","marianaolhaberriet","2019-01-20 01:28:45 UTC","2019-01-20 01:28:45 UTC",1,1,1,"principiante"
"355","marina296","2019-11-22 21:12:23 UTC","2019-11-23 21:17:55 UTC",2,2.00384259259259,0.998082388004528,"principiante"
"356","mario775","2021-12-06 15:56:16 UTC","2022-03-29 14:21:48 UTC",2,113.934398148148,0.0175539611610482,"principiante"
"357","marisnocatpiss","2020-01-14 21:15:28 UTC","2020-01-30 18:25:01 UTC",11,16.8816319444444,0.651595772031979,"principiante"
"358","marisol106","2021-09-24 22:59:35 UTC","2021-09-24 22:59:35 UTC",1,1,1,"principiante"
"359","martha325","2021-10-25 15:34:11 UTC","2022-08-23 13:15:02 UTC",3,302.903368055556,0.00990414870345637,"principiante"
"360","mateo310","2022-10-05 01:14:00 UTC","2022-10-05 01:14:00 UTC",1,1,1,"principiante"
"361","matt260","2020-02-09 23:04:58 UTC","2020-02-13 00:00:09 UTC",5,4.03832175925926,1.23813809252216,"principiante"
"362","mattclark72","2015-11-07 00:47:05 UTC","2015-11-07 00:47:05 UTC",1,1,1,"principiante"
"363","mattlanas","2019-07-30 18:27:54 UTC","2019-07-30 18:27:54 UTC",1,1,1,"principiante"
"364","mauri12","2019-11-08 17:19:59 UTC","2019-11-08 17:19:59 UTC",1,1,1,"principiante"
"365","mauriciouhle","2018-12-05 01:48:35 UTC","2022-06-25 00:08:10 UTC",3,1298.9302662037,0.00230959280729357,"principiante"
"366","maximiliano68","2022-05-31 01:01:39 UTC","2022-10-17 01:32:18 UTC",3,140.021284722222,0.0214253140581553,"principiante"
"367","maxwell42","2020-04-25 20:29:56 UTC","2020-04-25 20:35:19 UTC",4,1.00373842592593,3.9851019913979,"principiante"
"368","mbernini","2018-10-24 00:08:36 UTC","2018-10-24 00:08:36 UTC",2,1,2,"principiante"
"369","megtc","2017-07-24 18:52:31 UTC","2017-07-24 18:52:32 UTC",2,1.00001157407407,1.99997685211977,"principiante"
"370","mfaucher","2020-06-13 11:29:58 UTC","2020-06-13 11:41:48 UTC",2,1.00821759259259,1.98369877166801,"principiante"
"371","mgbv","2022-03-13 18:42:36 UTC","2022-03-13 18:42:36 UTC",1,1,1,"principiante"
"372","mgiudice","2018-11-19 15:05:11 UTC","2018-11-19 15:05:11 UTC",1,1,1,"principiante"
"373","micaela_botta","2021-04-03 20:22:22 UTC","2021-04-03 20:22:22 UTC",1,1,1,"principiante"
"374","micaela114","2022-10-23 15:22:27 UTC","2022-10-23 15:24:20 UTC",2,1.00130787037037,1.99738767584063,"principiante"
"375","mictini","2019-05-22 19:14:18 UTC","2019-05-22 19:14:18 UTC",1,1,1,"principiante"
"376","miguel537","2020-03-28 14:00:42 UTC","2020-03-28 14:00:42 UTC",1,1,1,"principiante"
"377","mimacoronel","2020-10-12 19:39:20 UTC","2020-10-14 19:23:20 UTC",10,2.98888888888889,3.3457249070632,"principiante"
"378","mirian6","2018-12-22 20:53:05 UTC","2018-12-22 20:53:05 UTC",1,1,1,"principiante"
"379","mjbirder","2019-10-30 00:47:03 UTC","2020-04-14 17:17:29 UTC",21,168.687800925926,0.124490329974848,"principiante"
"380","mjfeldman","2019-01-11 02:59:33 UTC","2019-09-06 16:08:10 UTC",3,239.547650462963,0.012523604360978,"principiante"
"381","moalbar","2022-10-16 13:21:50 UTC","2022-10-16 13:21:50 UTC",1,1,1,"principiante"
"382","mokperu","2019-05-14 02:04:58 UTC","2021-05-07 01:17:36 UTC",7,724.967106481481,0.0096556104924173,"principiante"
"383","mstrimas","2018-11-22 13:02:12 UTC","2018-11-22 13:02:12 UTC",1,1,1,"principiante"
"384","mulix","2017-11-29 18:34:38 UTC","2017-11-29 18:34:38 UTC",1,1,1,"principiante"
"385","muricio","2022-10-29 18:55:27 UTC","2022-10-29 18:55:27 UTC",1,1,1,"principiante"
"386","nachobarragan","2022-10-12 01:52:03 UTC","2022-10-12 01:52:03 UTC",1,1,1,"principiante"
"387","nataliasolari","2020-02-09 02:12:28 UTC","2020-02-09 02:12:28 UTC",1,1,1,"principiante"
"388","natalieraeber","2019-12-19 22:47:01 UTC","2022-01-09 07:53:40 UTC",124,752.379618055556,0.164810418868689,"principiante"
"389","natforlife","2020-03-15 19:42:42 UTC","2020-03-21 19:18:02 UTC",9,6.98287037037037,1.28886826228204,"principiante"
"390","natifrog","2020-12-19 22:00:06 UTC","2020-12-19 22:00:06 UTC",1,1,1,"principiante"
"391","naturegirl52","2019-06-24 22:26:59 UTC","2019-06-24 22:26:59 UTC",1,1,1,"principiante"
"392","nic_venter","2019-12-01 10:08:40 UTC","2020-03-24 15:13:53 UTC",71,115.211956018519,0.616255486440903,"intermedio"
"393","nicoolejnik","2014-09-24 13:17:41 UTC","2014-12-20 23:40:56 UTC",7,88.3911458333333,0.0791934523984892,"principiante"
"394","nikolai_b","2022-07-04 17:44:05 UTC","2022-07-04 17:44:07 UTC",4,1.00002314814815,3.99990740955071,"principiante"
"395","ninawenoli","2022-01-23 22:30:48 UTC","2022-08-09 22:48:48 UTC",17,199.0125,0.0854217699893223,"principiante"
"396","nmuzzachiodi","2022-06-20 22:47:28 UTC","2022-06-20 23:11:58 UTC",4,1.01701388888889,3.93308296346876,"principiante"
"397","noammarkus","2021-08-12 13:18:58 UTC","2021-12-21 01:33:22 UTC",3,131.51,0.0228119534636149,"principiante"
"398","nosexd","2020-02-19 14:17:19 UTC","2020-02-21 20:39:41 UTC",6,3.26553240740741,1.83737267049925,"principiante"
"399","ocsedetled","2019-08-13 03:32:34 UTC","2019-08-13 03:32:34 UTC",1,1,1,"principiante"
"400","olivia466","2022-11-01 22:28:24 UTC","2022-11-01 22:28:24 UTC",1,1,1,"principiante"
"401","olwhaley","2018-01-05 21:46:06 UTC","2018-01-05 21:46:06 UTC",1,1,1,"principiante"
"402","ondrej-radosta","2017-01-12 21:29:44 UTC","2017-01-12 21:29:44 UTC",1,1,1,"principiante"
"403","opetrovych","2021-03-03 21:47:38 UTC","2021-03-12 21:56:01 UTC",40,10.0058217592593,3.99767265122273,"principiante"
"404","pablo_jusim","2020-06-25 21:19:08 UTC","2020-06-25 21:24:14 UTC",2,1.00354166666667,1.99294166493668,"principiante"
"405","pablo451","2022-03-27 21:28:00 UTC","2022-03-27 21:28:00 UTC",1,1,1,"principiante"
"406","pablobedrossian","2020-10-11 22:40:11 UTC","2020-10-11 22:40:13 UTC",7,1.00002314814815,6.99983796671373,"principiante"
"407","pablohcapovilla","2019-12-05 03:13:09 UTC","2019-12-05 03:13:09 UTC",1,1,1,"principiante"
"408","pabloreyesl","2018-09-16 21:56:37 UTC","2018-09-23 12:02:57 UTC",12,7.58773148148148,1.58150035083438,"principiante"
"409","paddy18","2020-05-21 21:14:04 UTC","2020-05-21 21:14:05 UTC",3,1.00001157407407,2.99996527817965,"principiante"
"410","pafracas","2019-06-27 02:20:48 UTC","2020-03-20 18:15:25 UTC",18,268.662928240741,0.0669984508762249,"principiante"
"411","pampa_grasslands","2021-08-16 19:36:53 UTC","2021-09-26 22:12:58 UTC",3,42.1083912037037,0.071244707153194,"principiante"
"412","patriciovillalba","2019-01-31 21:57:26 UTC","2019-01-31 21:57:26 UTC",1,1,1,"principiante"
"413","patrickgijsbers","2018-08-14 15:21:47 UTC","2018-08-14 15:21:47 UTC",1,1,1,"principiante"
"414","paulschrijvershof","2020-03-19 20:09:11 UTC","2020-03-19 20:32:50 UTC",10,1.01642361111111,9.8384176544939,"principiante"
"415","pcarreyes","2021-01-23 13:13:51 UTC","2021-01-23 13:13:51 UTC",2,1,2,"principiante"
"416","pdpratt","2021-05-28 03:36:17 UTC","2021-05-28 03:36:17 UTC",1,1,1,"principiante"
"417","pedro1203","2018-06-19 22:00:25 UTC","2021-04-19 11:59:03 UTC",3,1035.58238425926,0.00289692065604792,"principiante"
"418","pedrohenriquetunes","2021-03-28 04:11:45 UTC","2021-03-28 04:11:45 UTC",1,1,1,"principiante"
"419","peltzi","2022-02-16 20:40:39 UTC","2022-02-18 20:18:44 UTC",3,2.98478009259259,1.0050991721116,"principiante"
"420","petegordon","2022-08-10 00:23:14 UTC","2022-08-10 00:23:14 UTC",1,1,1,"principiante"
"421","petel979","2018-09-30 09:49:17 UTC","2018-09-30 15:53:03 UTC",2,1.25261574074074,1.59665884353113,"principiante"
"422","peter204","2021-02-18 17:35:48 UTC","2021-03-22 17:12:36 UTC",30,32.9838888888889,0.909534958144549,"principiante"
"423","phviny","2019-01-20 23:04:01 UTC","2020-01-24 23:23:42 UTC",123,370.013668981481,0.332420151770544,"intermedio"
"424","pipoca1730","2015-05-22 23:09:12 UTC","2016-12-23 00:22:02 UTC",34,581.050578703704,0.0585146994876976,"principiante"
"425","pjfayer","2020-03-10 19:17:32 UTC","2020-03-10 19:17:32 UTC",1,1,1,"principiante"
"426","pmontenu","2018-12-05 16:46:05 UTC","2019-03-07 15:32:53 UTC",3,92.9491666666667,0.0322757062552112,"principiante"
"427","polluelos","2019-02-20 01:08:36 UTC","2019-02-20 01:08:36 UTC",1,1,1,"principiante"
"428","prodenazas","2017-08-01 14:11:12 UTC","2017-08-01 14:11:13 UTC",2,1.00001157407407,1.99997685211977,"principiante"
"429","prokhozhyj","2020-09-17 20:46:23 UTC","2020-09-17 21:22:12 UTC",5,1.02487268518519,4.87865475612373,"principiante"
"430","psidium","2020-08-05 11:31:01 UTC","2020-08-05 11:31:01 UTC",1,1,1,"principiante"
"431","questagame","2018-12-29 02:27:32 UTC","2019-01-05 20:28:17 UTC",10,8.75052083333333,1.14278911969526,"principiante"
"432","r-a-p","2019-02-21 20:09:25 UTC","2019-11-15 10:20:13 UTC",5,267.590833333333,0.0186852439514308,"principiante"
"433","ramiro29","2019-11-17 16:02:19 UTC","2019-11-17 16:02:19 UTC",1,1,1,"principiante"
"434","rasec949","2020-06-08 01:28:44 UTC","2020-06-08 01:28:44 UTC",1,1,1,"principiante"
"435","remi_bigonneau","2019-11-22 22:45:28 UTC","2022-04-03 00:15:57 UTC",30,863.062835648148,0.0347599256518448,"principiante"
"436","renanmartini","2020-01-20 17:39:14 UTC","2020-02-27 19:40:55 UTC",7,39.0845023148148,0.179099120761906,"principiante"
"437","rguller","2019-12-17 11:19:25 UTC","2020-04-25 15:55:46 UTC",3,131.191909722222,0.0228672637386865,"principiante"
"438","rhyneelisabeth","2021-11-11 15:37:27 UTC","2021-11-11 15:37:27 UTC",1,1,1,"principiante"
"439","ricardoandrade","2022-07-30 23:57:29 UTC","2022-07-30 23:57:42 UTC",2,1.00015046296296,1.99969911934547,"principiante"
"440","rick-uhlen","2019-11-25 01:17:09 UTC","2020-01-01 02:40:37 UTC",77,38.057962962963,2.02322967403522,"principiante"
"441","rimfirejudd","2019-07-30 19:33:32 UTC","2019-07-30 19:42:20 UTC",2,1.00611111111111,1.98785201546107,"principiante"
"442","robertobattaglia","2019-05-19 23:11:40 UTC","2019-05-19 23:11:40 UTC",1,1,1,"principiante"
"443","rocio30","2019-01-06 12:14:39 UTC","2019-01-06 12:14:39 UTC",1,1,1,"principiante"
"444","rockybajada","2018-06-24 07:10:59 UTC","2018-06-24 07:40:08 UTC",5,1.02024305555556,4.90079297553007,"principiante"
"445","rogerio-gribel","2019-03-26 04:20:02 UTC","2019-05-11 02:24:12 UTC",6,46.9195601851852,0.127878436547973,"principiante"
"446","romigaleota","2018-10-10 18:33:39 UTC","2020-07-13 01:00:31 UTC",204,642.268657407407,0.317624093355995,"intermedio"
"447","romulocenci","2021-03-23 20:14:58 UTC","2021-03-23 20:14:58 UTC",1,1,1,"principiante"
