"","id","observado","user_id","latitude","longitude","place_admin1_name","especie","clase","familia","distribucion","largo_cm","status_global","status_regional","usuario","nivel","ranking"
"40",912590,"2013-03-03",50445,-34.074275,-57.366486,"Colonia","Elaenia parvirostris","Aves","Tyrannidae",19,13,"LC","LC",NA,NA,NA
"41",912647,"2013-03-02",50445,-34.112942,-57.374725,"Colonia","Embernagra platensis","Aves","Thraupidae",19,20,"LC","LC",NA,NA,NA
"42",917562,"2013-03-03",50445,-34.073137,-57.415924,"Colonia","Colaptes melanochloros","Aves","Picidae",19,23,"LC","LC",NA,NA,NA
"43",1140305,"2013-03-02",50445,-34.065552,-57.356071,"Colonia","Dasypus novemcinctus","Mammalia","Dasypodidae",19,70,"LC","LC",NA,NA,NA
"44",1266639,"2011-01-10",1178,-34.182589,-53.752885,"Rocha","Cerdocyon thous","Mammalia","Canidae",19,110,"LC","LC",NA,NA,NA
"45",1266655,"2011-01-10",1178,-34.402732,-53.776639,"Rocha","Anthus lutescens","Aves","Motacillidae",19,12,"LC","LC",NA,NA,NA
"46",1266665,"2011-01-12",1178,-34.241271,-53.881717,"Rocha","Tyrannus savana","Aves","Tyrannidae",19,38,"LC","LC",NA,NA,NA
"47",1266670,"2011-01-12",1178,-34.28346,-53.90606,"Rocha","Nannopterum brasilianum","Aves","Phalacrocoracidae",19,63,"LC","LC",NA,NA,NA
"48",1266676,"2011-01-12",1178,-34.283478,-53.90325,"Rocha","Zonotrichia capensis","Aves","Passerellidae",19,12,"LC","LC",NA,NA,NA
"49",1266686,"2011-01-12",1178,-34.283815,-53.903722,"Rocha","Pluvialis dominica","Aves","Charadriidae",19,23,"LC","LC",NA,NA,NA
"50",1266702,"2011-01-13",1178,-33.90097,-53.511631,"Rocha","Cavia aperea","Mammalia","Caviidae",19,24,"LC","LC",NA,NA,NA
"51",1527823,"2015-01-26",103876,-31.642915,-57.936037,"Paysandú","Cathartes aura","Aves","Cathartidae",19,60,"LC","LC",NA,NA,NA
"52",1527861,"2015-01-30",103876,-33.968278,-53.549166,"Rocha","Colaptes melanochloros","Aves","Picidae",19,23,"LC","LC",NA,NA,NA
"53",1539359,"2011-12-03",104948,-32.6694368326,-53.2665252686,"Cerro Largo","Pyrocephalus rubinus","Aves","Tyrannidae",19,13,"LC","LC","javier1-flaniguen","principiante",344
"54",1542274,"2015-05-23",102810,-34.897206,-56.067753,"Montevideo","Nycticorax nycticorax","Aves","Ardeidae",19,47,"LC","LC","terecabo","principiante",806
