"","id","observado","user_id","latitude","longitude","place_admin1_name","especie","clase","familia","distribucion","largo_cm","status_global","status_regional","usuario","nivel","ranking"
"1063",28805441,"2017-10-12",736016,-34.8870746319,-56.1382828024,"Montevideo","Colaptes melanochloros","Aves","Picidae",19,23,"LC","LC","flo_grattarola","experimentado",8
"1064",28812927,"2016-12-19",736016,-32.1368212345,-53.7584664469,"Cerro Largo","Bothrops pubescens","Reptilia","Viperidae",14,150,"NE","LC","flo_grattarola","experimentado",8
"1065",28814851,"2016-07-16",736016,-32.1447619362,-53.7670673094,"Cerro Largo","Procyon cancrivorus","Mammalia","Procyonidae",19,107,"LC","LC","flo_grattarola","experimentado",8
"1066",28815116,"2016-07-16",736016,-32.1451322789,-53.7869929606,"Cerro Largo","Theristicus caerulescens","Aves","Threskiornithidae",19,62,"LC","LC","flo_grattarola","experimentado",8
"1067",28816252,"2016-05-15",736016,-32.1364225091,-53.7774846698,"Cerro Largo","Coendou spinosus","Mammalia","Erethizontidae",7,72,"LC","VU","flo_grattarola","experimentado",8
"1068",28817613,"2013-03-16",736016,-31.9523131058,-56.7891997414,"Paysandú","Athene cunicularia","Aves","Strigidae",19,25,"LC","NT","flo_grattarola","experimentado",8
"1069",28817909,"2013-02-12",736016,-31.9527325599,-56.7888930179,"Paysandú","Scinax granulatus","Amphibia","Hylidae",19,4,"LC","LC","flo_grattarola","experimentado",8
"1070",28818667,"2013-02-11",736016,-31.9694003907,-56.7750242239,"Paysandú","Leptodactylus luctator","Amphibia","Leptodactylidae",19,12,"LC","LC","flo_grattarola","experimentado",8
"1071",28819164,"2013-02-12",736016,-31.966578604,-56.7213670026,"Paysandú","Rhea americana","Aves","Rheidae",19,140,"NT","LC","flo_grattarola","experimentado",8
"1072",28819967,"2013-02-12",736016,-31.9676395617,-56.7754420381,"Paysandú","Lepus europaeus","Mammalia","Leporidae",19,65,"LC","LC","flo_grattarola","experimentado",8
"1073",28820197,"2013-02-12",736016,-31.9529496402,-56.7888844262,"Paysandú","Drymornis bridgesii","Aves","Furnariidae",19,26,"LC","LC","flo_grattarola","experimentado",8
"1074",28821722,"2013-02-12",736016,-31.9666953194,-56.814070169,"Paysandú","Chauna torquata","Aves","Anhimidae",19,85,"LC","LC","flo_grattarola","experimentado",8
"1075",28822894,"2013-02-12",736016,-31.9299329736,-56.832643896,"Paysandú","Accipiter bicolor","Aves","Accipitridae",11,35,"LC","LC","flo_grattarola","experimentado",8
"1076",28823572,"2011-11-15",736016,-34.2840849237,-55.2813126575,"Lavalleja","Chlorostilbon lucidus","Aves","Trochilidae",19,7,"LC","LC","flo_grattarola","experimentado",8
"1077",28824086,"2012-11-15",736016,-34.2894091933,-55.2699402709,"Lavalleja","Pyrocephalus rubinus","Aves","Tyrannidae",19,13,"LC","LC","flo_grattarola","experimentado",8
"1078",28824241,"2012-11-16",736016,-34.2893452003,-55.2690975363,"Lavalleja","Pseudoleistes virescens","Aves","Icteridae",19,21,"LC","LC","flo_grattarola","experimentado",8
"1079",28824409,"2012-11-16",736016,-34.2884875664,-55.2695810565,"Lavalleja","Mimus saturninus","Aves","Mimidae",19,25,"LC","LC","flo_grattarola","experimentado",8
"1080",28824564,"2012-11-16",736016,-34.2892950364,-55.2694019168,"Lavalleja","Chlorostilbon lucidus","Aves","Trochilidae",19,7,"LC","LC","flo_grattarola","experimentado",8
"1081",28824775,"2012-11-16",736016,-34.2894000245,-55.2699241032,"Lavalleja","Salvator merianae","Reptilia","Teiidae",19,140,"LC","LC","flo_grattarola","experimentado",8
"1082",28825007,"2012-11-16",736016,-34.2872699186,-55.2696352921,"Lavalleja","Sicalis flaveola","Aves","Thraupidae",19,12,"LC","LC","flo_grattarola","experimentado",8
"1083",28827085,"2012-10-19",736016,-32.213542965,-53.7580186431,"Cerro Largo","Philodryas patagoniensis","Reptilia","Colubridae",19,150,"LC","LC","flo_grattarola","experimentado",8
"1084",28858157,"2013-10-04",736016,-32.1402472035,-53.7606465167,"Cerro Largo","Syrigma sibilatrix","Aves","Ardeidae",19,48,"LC","LC","flo_grattarola","experimentado",8
"1085",28858878,"2016-01-06",736016,-32.2697013121,-58.1698285699,"Paysandú","Rhinella diptycha","Amphibia","Bufonidae",4,25,"LC","LC","flo_grattarola","experimentado",8
"1086",28922384,"2014-08-09",736016,-32.1399473002,-53.7569968632,"Cerro Largo","Agelaioides badius","Aves","Icteridae",19,18,"LC","LC","flo_grattarola","experimentado",8
"1087",28922530,"2013-09-08",736016,-32.1399673521,-53.7571101949,"Cerro Largo","Colaptes campestris","Aves","Picidae",19,27,"LC","LC","flo_grattarola","experimentado",8
"1088",28922607,"2013-09-08",736016,-32.140390044,-53.757398052,"Cerro Largo","Falco sparverius","Aves","Falconidae",19,26,"LC","LC","flo_grattarola","experimentado",8
"1089",28922780,"2013-01-07",736016,-34.4068110525,-53.7839547867,"Rocha","Arctocephalus australis","Mammalia","Otariidae",7,150,"LC","LC","flo_grattarola","experimentado",8
"1090",29017750,"2019-06-10",2001167,-34.7311427279,-56.2124129765,"Canelones","Saltator aurantiirostris","Aves","Thraupidae",19,18,"LC","LC","serry","principiante",675
"1091",29353645,"2019-07-22",2007461,-34.919405287,-55.0816964481,"Maldonado","Otaria byronia","Mammalia","Otariidae",5,210,"LC","LC",NA,NA,NA
"1092",29359710,"2016-12-03",1477134,-34.900785318,-55.2519768476,"Maldonado","Helicops infrataeniatus","Reptilia","Colubridae",19,100,"NE","LC","joaco5","intermedio",25
"1093",29448899,"2019-07-12",2044920,-34.759669391,-55.7203238185,"Canelones","Turdus rufiventris","Aves","Turdidae",19,23,"LC","LC","leo_lagos","intermedio",22
"1094",29474960,"2019-06-21",2044920,-34.8994444112,-56.1005079146,"Montevideo","Fulica armillata","Aves","Rallidae",19,35,"LC","LC","leo_lagos","intermedio",22
"1095",29506152,"2019-06-22",2044920,-34.8988926146,-56.1006086738,"Montevideo","Egretta thula","Aves","Ardeidae",19,39,"LC","LC","leo_lagos","intermedio",22
"1096",29506187,"2019-06-22",2044920,-34.8989982383,-56.1005657418,"Montevideo","Haematopus palliatus","Aves","Haematopodidae",8,35,"LC","LC","leo_lagos","intermedio",22
"1097",29506225,"2019-06-22",2044920,-34.8986814751,-56.0981624889,"Montevideo","Podiceps major","Aves","Podicipedidae",19,51,"LC","LC","leo_lagos","intermedio",22
"1098",29506313,"2019-07-12",2044920,-34.759492326,-55.7154906635,"Canelones","Machetornis rixosa","Aves","Tyrannidae",19,17,"LC","LC","leo_lagos","intermedio",22
"1099",29506445,"2019-04-21",2044920,-34.6330688399,-54.1809296328,"Rocha","Buteogallus meridionalis","Aves","Accipitridae",19,51,"LC","LC","leo_lagos","intermedio",22
"1100",29506525,"2019-04-21",2044920,-34.5128793594,-54.3306181402,"Rocha","Milvago chimango","Aves","Falconidae",19,37,"LC","LC","leo_lagos","intermedio",22
"1101",29506626,"2019-04-20",2044920,-34.4684219431,-53.9573919406,"Rocha","Phimosus infuscatus","Aves","Threskiornithidae",19,40,"LC","LC","leo_lagos","intermedio",22
"1102",29506682,"2019-04-21",2044920,-34.467220379,-53.963302316,"Rocha","Syrigma sibilatrix","Aves","Ardeidae",19,48,"LC","LC","leo_lagos","intermedio",22
"1103",29506783,"2019-04-21",2044920,-34.6428637981,-54.1972334115,"Rocha","Rupornis magnirostris","Aves","Accipitridae",19,38,"LC","LC","leo_lagos","intermedio",22
"1104",29506899,"2019-04-20",2044920,-34.4737727211,-53.9613055667,"Rocha","Athene cunicularia","Aves","Strigidae",19,25,"LC","NT","leo_lagos","intermedio",22
"1105",29569787,"2018-11-25",2044920,-34.7532861143,-55.6986314464,"Canelones","Ardea cocoi","Aves","Ardeidae",19,75,"LC","LC","leo_lagos","intermedio",22
"1106",29569820,"2018-11-25",2044920,-34.7613218816,-55.6975201052,"Canelones","Embernagra platensis","Aves","Thraupidae",19,20,"LC","LC","leo_lagos","intermedio",22
"1107",29569879,"2019-06-01",2044920,-34.4237650345,-53.8688883224,"Rocha","Chauna torquata","Aves","Anhimidae",19,85,"LC","LC","leo_lagos","intermedio",22
"1108",29569955,"2019-06-01",2044920,-34.4176049807,-53.8714631137,"Rocha","Syrigma sibilatrix","Aves","Ardeidae",19,48,"LC","LC","leo_lagos","intermedio",22
"1109",29570016,"2019-06-01",2044920,-34.4188087,-53.8685449,"Rocha","Athene cunicularia","Aves","Strigidae",19,25,"LC","NT","leo_lagos","intermedio",22
"1110",29570050,"2019-06-01",2044920,-34.3139937002,-53.7218052984,"Rocha","Spheniscus magellanicus","Aves","Spheniscidae",6,47,"NT","NT","leo_lagos","intermedio",22
"1111",29570161,"2019-06-01",2044920,-34.3378732469,-53.7935386817,"Rocha","Gallinula galeata","Aves","Rallidae",19,33,"LC","LC","leo_lagos","intermedio",22
"1112",29570205,"2019-06-01",2044920,-34.4188087,-53.8685449,"Rocha","Xolmis irupero","Aves","Tyrannidae",19,17,"LC","LC","leo_lagos","intermedio",22
"1113",29743137,"2018-01-02",1477134,-30.893542932,-55.5573600903,"Rivera","Rhinella diptycha","Amphibia","Bufonidae",4,25,"LC","LC","joaco5","intermedio",25
"1114",29805026,"2016-02-25",1477134,-34.894066586,-55.2505130321,"Maldonado","Salvator merianae","Reptilia","Teiidae",19,140,"LC","LC","joaco5","intermedio",25
"1115",29818275,"2019-07-29",1403512,-34.9133734923,-56.1675777645,"Montevideo","Myiopsitta monachus","Aves","Psittacidae",19,27,"LC","LC",NA,NA,NA
"1116",29833278,"2019-07-29",2070080,-34.9132043351,-56.1674840361,"Montevideo","Myiopsitta monachus","Aves","Psittacidae",19,27,"LC","LC","naturalist18514","principiante",938
"1117",29846361,"2019-07-28",2044920,-34.4171801567,-53.8722356638,"Rocha","Paroaria coronata","Aves","Thraupidae",19,17,"LC","LC","leo_lagos","intermedio",22
"1118",29846431,"2019-07-28",2044920,-34.7870049818,-54.5458667951,"Rocha","Stephanophorus diadematus","Aves","Thraupidae",19,18,"LC","LC","leo_lagos","intermedio",22
"1119",29846487,"2019-07-27",2044920,-34.4188087,-53.8685449,"Rocha","Milvago chimango","Aves","Falconidae",19,37,"LC","LC","leo_lagos","intermedio",22
"1120",29846536,"2019-07-28",2044920,-34.6573271595,-54.1497054103,"Rocha","Aramides ypecaha","Aves","Rallidae",19,45,"LC","LC","leo_lagos","intermedio",22
"1121",29846584,"2019-07-27",2044920,-34.4147726183,-53.8779863149,"Rocha","Tigrisoma lineatum","Aves","Ardeidae",19,62,"LC","LC","leo_lagos","intermedio",22
"1122",29846694,"2019-07-28",2044920,-34.6358035591,-54.2446948714,"Rocha","Ardea cocoi","Aves","Ardeidae",19,75,"LC","LC","leo_lagos","intermedio",22
"1123",29846748,"2019-07-28",2044920,-34.6352378896,-54.2343985552,"Rocha","Rupornis magnirostris","Aves","Accipitridae",19,38,"LC","LC","leo_lagos","intermedio",22
"1124",29846809,"2019-07-18",2044920,-34.8938240353,-56.1100929407,"Montevideo","Parabuteo unicinctus","Aves","Accipitridae",19,50,"LC","LC","leo_lagos","intermedio",22
"1125",29846846,"2019-07-28",2044920,-34.6508313108,-54.1424956346,"Rocha","Chroicocephalus maculipennis","Aves","Laridae",19,35,"LC","LC","leo_lagos","intermedio",22
"1126",29846900,"2019-07-28",2044920,-34.6508313108,-54.1424956346,"Rocha","Podiceps major","Aves","Podicipedidae",19,51,"LC","LC","leo_lagos","intermedio",22
"1127",29846920,"2019-07-28",2044920,-34.6508313108,-54.1424956346,"Rocha","Haematopus palliatus","Aves","Haematopodidae",8,35,"LC","LC","leo_lagos","intermedio",22
"1128",29846961,"2019-07-27",2044920,-34.4197390452,-53.8662624588,"Rocha","Nothura maculosa","Aves","Tinamidae",19,25,"LC","LC","leo_lagos","intermedio",22
"1129",29846990,"2019-07-27",2044920,-34.4197390452,-53.8662624588,"Rocha","Hylocharis chrysura","Aves","Trochilidae",19,8,"LC","LC","leo_lagos","intermedio",22
"1130",29847046,"2019-07-28",2044920,-34.7619992634,-54.3868334972,"Rocha","Spheniscus magellanicus","Aves","Spheniscidae",6,47,"NT","NT","leo_lagos","intermedio",22
"1131",29847087,"2019-07-27",2044920,-34.4197390452,-53.8662624588,"Rocha","Himantopus mexicanus","Aves","Recurvirostridae",19,38,"LC","LC","leo_lagos","intermedio",22
"1132",29847147,"2019-07-28",2044920,-34.6614920591,-54.233047298,"Rocha","Xolmis irupero","Aves","Tyrannidae",19,17,"LC","LC","leo_lagos","intermedio",22
"1133",29847204,"2019-07-28",2044920,-34.7685368766,-54.5316628855,"Rocha","Cerdocyon thous","Mammalia","Canidae",19,110,"LC","LC","leo_lagos","intermedio",22
"1134",29849371,"2019-07-27",1205836,-33.126626134,-58.3371443456,"Río Negro","Didelphis albiventris","Mammalia","Didelphidae",19,90,"LC","LC",NA,NA,NA
"1135",29871622,"2019-07-30",1876696,-34.7927432826,-55.2462803497,"Maldonado","Coragyps atratus","Aves","Cathartidae",19,53,"LC","LC",NA,NA,NA
"1136",29909146,"2019-01-03",2044920,-34.8806577024,-55.216146083,"Maldonado","Cavia aperea","Mammalia","Caviidae",19,24,"LC","LC","leo_lagos","intermedio",22
"1137",29972213,"2019-01-02",2044920,-34.8261308177,-55.0204796771,"Maldonado","Ciconia maguari","Aves","Ciconiidae",19,85,"LC","LC","leo_lagos","intermedio",22
"1138",30004013,"2006-07-02",2079928,-34.3071195818,-54.7474580592,"Maldonado","Leopardus wiedii","Mammalia","Felidae",8,102,"NT","VU","rpereirag","intermedio",26
"1139",30012004,"2018-05-18",2079928,-34.421796,-54.145764,"Rocha","Leopardus geoffroyi","Mammalia","Felidae",19,90,"LC","NT","rpereirag","intermedio",26
"1140",30012307,"2018-05-27",2079928,-34.5306029133,-54.2258639621,"Rocha","Leopardus geoffroyi","Mammalia","Felidae",19,90,"LC","NT","rpereirag","intermedio",26
"1141",30016324,"2016-10-03",2079928,-34.5144705115,-54.6438998553,"Maldonado","Leopardus wiedii","Mammalia","Felidae",8,102,"NT","VU","rpereirag","intermedio",26
"1142",30016383,"2013-01-10",2079928,-33.8013808106,-53.6463231092,"Rocha","Leopardus wiedii","Mammalia","Felidae",8,102,"NT","VU","rpereirag","intermedio",26
"1143",30017025,"2015-08-08",2079928,-34.4048390204,-55.2164835541,"Lavalleja","Leopardus wiedii","Mammalia","Felidae",8,102,"NT","VU","rpereirag","intermedio",26
"1144",30017026,"2015-08-08",2079928,-34.424086,-55.310968,"Lavalleja","Procyon cancrivorus","Mammalia","Procyonidae",19,107,"LC","LC","rpereirag","intermedio",26
"1145",30035820,"2019-01-10",2044920,-34.887416652,-55.2225833572,"Maldonado","Cathartes aura","Aves","Cathartidae",19,60,"LC","LC","leo_lagos","intermedio",22
"1146",30035892,"2019-01-03",2044920,-34.887416652,-55.2225833572,"Maldonado","Mimus saturninus","Aves","Mimidae",19,25,"LC","LC","leo_lagos","intermedio",22
"1147",30035975,"2019-01-04",2044920,-34.887416652,-55.2225833572,"Maldonado","Aramus guarauna","Aves","Aramidae",19,55,"LC","LC","leo_lagos","intermedio",22
"1148",30036133,"2019-01-04",2044920,-34.807889635,-55.3363958991,"Maldonado","Hydrochoerus hydrochaeris","Mammalia","Caviidae",19,115,"LC","NT","leo_lagos","intermedio",22
"1149",30036189,"2019-01-03",2044920,-34.8896695128,-55.225587476,"Maldonado","Butorides striata","Aves","Ardeidae",19,34,"LC","LC","leo_lagos","intermedio",22
"1150",30036257,"2019-01-05",2044920,-34.887416652,-55.2225833572,"Maldonado","Syrigma sibilatrix","Aves","Ardeidae",19,48,"LC","LC","leo_lagos","intermedio",22
"1151",30036311,"2019-01-04",2044920,-34.892415339,-55.2168327376,"Maldonado","Liolaemus wiegmannii","Reptilia","Liolaemidae",7,6,"LC","VU","leo_lagos","intermedio",22
"1152",30036403,"2019-01-08",2044920,-34.887416652,-55.2225833572,"Maldonado","Teius oculatus","Reptilia","Teiidae",19,12,"NE","LC","leo_lagos","intermedio",22
"1153",30036416,"2019-01-03",2044920,-34.887416652,-55.2225833572,"Maldonado","Machetornis rixosa","Aves","Tyrannidae",19,17,"LC","LC","leo_lagos","intermedio",22
"1154",30036478,"2019-01-07",2044920,-34.887416652,-55.2225833572,"Maldonado","Rhinella dorbignyi","Amphibia","Bufonidae",10,7,"LC","LC","leo_lagos","intermedio",22
"1155",30036514,"2019-01-04",2044920,-34.887416652,-55.2225833572,"Maldonado","Tyrannus savana","Aves","Tyrannidae",19,38,"LC","LC","leo_lagos","intermedio",22
"1156",30036602,"2019-01-03",2044920,-34.887416652,-55.2225833572,"Maldonado","Tyrannus melancholicus","Aves","Tyrannidae",19,20,"LC","LC","leo_lagos","intermedio",22
"1157",30070775,"2018-10-15",2079928,-32.1878654722,-53.9327858333,"Cerro Largo","Buteogallus meridionalis","Aves","Accipitridae",19,51,"LC","LC","rpereirag","intermedio",26
"1158",30072409,"2017-12-28",2079928,-33.7125660713,-53.5775230701,"Rocha","Cathartes aura","Aves","Cathartidae",19,60,"LC","LC","rpereirag","intermedio",26
"1159",30072410,"2017-12-29",2079928,-34.023300606,-53.544027553,"Rocha","Tyrannus savana","Aves","Tyrannidae",19,38,"LC","LC","rpereirag","intermedio",26
"1160",30072412,"2018-01-15",2079928,-34.3729306714,-55.0537755032,"Lavalleja","Salvator merianae","Reptilia","Teiidae",19,140,"LC","LC","rpereirag","intermedio",26
"1161",30072415,"2018-09-08",2079928,-34.3729675415,-55.0536615822,"Lavalleja","Lycalopex gymnocercus","Mammalia","Canidae",19,97,"LC","NT","rpereirag","intermedio",26
"1162",30072416,"2018-09-23",2079928,-32.0023274722,-57.3996050556,"Paysandú","Rhinella diptycha","Amphibia","Bufonidae",4,25,"LC","LC","rpereirag","intermedio",26
"1163",30072574,"2019-07-27",2082982,-34.8594971174,-56.1996743828,"Montevideo","Myiopsitta monachus","Aves","Psittacidae",19,27,"LC","LC",NA,NA,NA
"1164",30072741,"2019-07-27",2082982,-34.8591689071,-56.1994775757,"Montevideo","Pitangus sulphuratus","Aves","Tyrannidae",19,22,"LC","LC",NA,NA,NA
"1165",30237816,"2019-02-17",2044920,-34.4720037539,-53.9816045593,"Rocha","Theristicus caerulescens","Aves","Threskiornithidae",19,62,"LC","LC","leo_lagos","intermedio",22
"1166",30237904,"2019-02-17",2044920,-34.4670219569,-53.9622498412,"Rocha","Colaptes campestris","Aves","Picidae",19,27,"LC","LC","leo_lagos","intermedio",22
"1167",30237946,"2019-02-17",2044920,-34.4670219569,-53.9622498412,"Rocha","Platalea ajaja","Aves","Threskiornithidae",19,55,"LC","LC","leo_lagos","intermedio",22
"1168",30237970,"2019-02-03",2044920,-34.8971322974,-55.2242997172,"Maldonado","Chroicocephalus maculipennis","Aves","Laridae",19,35,"LC","LC","leo_lagos","intermedio",22
"1169",30238272,"2019-02-09",2044920,-34.4712665258,-53.9826167799,"Rocha","Dasypus septemcinctus hybridus",NA,NA,NA,NA,NA,NA,"leo_lagos","intermedio",22
"1170",30238352,"2019-02-08",2044920,-34.887416652,-55.2225833572,"Maldonado","Leucochloris albicollis","Aves","Trochilidae",19,8,"LC","LC","leo_lagos","intermedio",22
"1171",30238573,"2019-02-08",2044920,-34.887416652,-55.2225833572,"Maldonado","Chlorostilbon lucidus","Aves","Trochilidae",19,7,"LC","LC","leo_lagos","intermedio",22
"1172",30238884,"2019-02-09",2044920,-34.4694101422,-53.9611125892,"Rocha","Amazonetta brasiliensis","Aves","Anatidae",19,36,"LC","LC","leo_lagos","intermedio",22
"1173",30239039,"2019-02-09",2044920,-34.4670219569,-53.9622498412,"Rocha","Falco sparverius","Aves","Falconidae",19,26,"LC","LC","leo_lagos","intermedio",22
"1174",30239185,"2019-02-09",2044920,-34.4670219569,-53.9622498412,"Rocha","Caracara plancus","Aves","Falconidae",19,55,"LC","LC","leo_lagos","intermedio",22
"1175",30285686,"2019-08-05",1887221,-34.8246196848,-54.6242584661,"Maldonado","Zonotrichia capensis","Aves","Passerellidae",19,12,"LC","LC",NA,NA,NA
"1176",30285699,"2019-08-05",1887221,-34.8378411995,-54.6308501624,"Maldonado","Sterna trudeaui","Aves","Laridae",13,32,"LC","LC",NA,NA,NA
"1177",30285792,"2019-08-05",1887221,-34.7437750897,-55.0207853297,"Maldonado","Colaptes campestris","Aves","Picidae",19,27,"LC","LC",NA,NA,NA
"1178",30301010,"2019-08-05",1887221,-34.8411325865,-54.6764890797,"Maldonado","Larus dominicanus","Aves","Laridae",16,55,"LC","LC",NA,NA,NA
"1179",30301104,"2019-08-05",1887221,-34.9230906314,-56.171743191,"Montevideo","Egretta thula","Aves","Ardeidae",19,39,"LC","LC",NA,NA,NA
"1180",30301150,"2019-08-05",1887221,-34.8411784384,-54.6762480774,"Maldonado","Ardea cocoi","Aves","Ardeidae",19,75,"LC","LC",NA,NA,NA
"1181",30301520,"2019-08-05",1887221,-34.8410524929,-54.6737906914,"Maldonado","Rynchops niger","Aves","Laridae",13,40,"LC","LC",NA,NA,NA
"1182",30301539,"2019-08-05",1887221,-34.8394552797,-54.6700800517,"Maldonado","Himantopus mexicanus","Aves","Recurvirostridae",19,38,"LC","LC",NA,NA,NA
"1183",30341558,"2019-08-06",1887221,-34.8294212278,-54.6227907111,"Maldonado","Arctocephalus australis","Mammalia","Otariidae",7,150,"LC","LC",NA,NA,NA
"1184",30341830,"2019-08-06",1887221,-34.8248396606,-54.6240949519,"Maldonado","Zenaida auriculata","Aves","Columbidae",19,23,"LC","LC",NA,NA,NA
"1185",30342079,"2019-08-06",1887221,-34.8242092279,-54.6248885338,"Maldonado","Turdus rufiventris","Aves","Turdidae",19,23,"LC","LC",NA,NA,NA
"1186",30342220,"2019-08-06",1887221,-34.847836404,-54.6352390574,"Maldonado","Haematopus palliatus","Aves","Haematopodidae",8,35,"LC","LC",NA,NA,NA
"1187",30343628,"2019-08-06",1887221,-34.8243881961,-54.6246727062,"Maldonado","Rauenia bonariensis","Aves","Thraupidae",19,17,"LC","LC",NA,NA,NA
"1188",30343664,"2019-08-06",1887221,-34.8243289883,-54.6247455286,"Maldonado","Stephanophorus diadematus","Aves","Thraupidae",19,18,"LC","LC",NA,NA,NA
"1189",30358190,"2019-02-01",2044920,-34.7587528353,-55.7238428966,"Canelones","Myiopsitta monachus","Aves","Psittacidae",19,27,"LC","LC","leo_lagos","intermedio",22
"1190",30358262,"2019-02-01",2044920,-34.7587528353,-55.7238428966,"Canelones","Parabuteo unicinctus","Aves","Accipitridae",19,50,"LC","LC","leo_lagos","intermedio",22
"1191",30358350,"2019-02-01",2044920,-34.7587528353,-55.7238428966,"Canelones","Pitangus sulphuratus","Aves","Tyrannidae",19,22,"LC","LC","leo_lagos","intermedio",22
"1192",30358473,"2019-02-01",2044920,-34.7614321575,-55.7265034975,"Canelones","Chlorostilbon lucidus","Aves","Trochilidae",19,7,"LC","LC","leo_lagos","intermedio",22
"1193",30384843,"2019-08-06",1887221,-34.8479629654,-54.6355560927,"Maldonado","Mimus saturninus","Aves","Mimidae",19,25,"LC","LC",NA,NA,NA
"1194",30384924,"2019-08-06",1887221,-34.8437726071,-54.6405040645,"Maldonado","Cathartes aura","Aves","Cathartidae",19,60,"LC","LC",NA,NA,NA
"1195",30385016,"2019-08-06",1887221,-34.8465619977,-54.6380884058,"Maldonado","Furnarius rufus","Aves","Furnariidae",19,18,"LC","LC",NA,NA,NA
"1196",30385133,"2019-08-06",1887221,-34.8477652216,-54.6350606364,"Maldonado","Himantopus mexicanus","Aves","Recurvirostridae",19,38,"LC","LC",NA,NA,NA
"1197",30385210,"2019-08-06",1887221,-34.8469845488,-54.6346046541,"Maldonado","Pitangus sulphuratus","Aves","Tyrannidae",19,22,"LC","LC",NA,NA,NA
"1198",30385293,"2019-08-06",1887221,-34.8480148348,-54.6350430236,"Maldonado","Charadrius semipalmatus","Aves","Charadriidae",5,15,"LC","LC",NA,NA,NA
"1199",30385376,"2019-08-06",1887221,-34.8474619306,-54.634405922,"Maldonado","Nannopterum brasilianum","Aves","Phalacrocoracidae",19,63,"LC","LC",NA,NA,NA
"1200",30385920,"2019-08-06",1887221,-34.76292564,-54.5480012383,"Rocha","Lygophis anomalus","Reptilia","Colubridae",19,62,"NE","LC",NA,NA,NA
"1201",30386264,"2019-08-06",1887221,-34.8475917586,-54.6349789202,"Maldonado","Chroicocephalus maculipennis","Aves","Laridae",19,35,"LC","LC",NA,NA,NA
"1202",30386388,"2019-08-06",1887221,-34.8010658418,-54.5680234278,"Maldonado","Ardea alba","Aves","Ardeidae",19,65,"LC","LC",NA,NA,NA
"1203",30386395,"2019-08-06",1887221,-34.8463751929,-54.6338225583,"Maldonado","Vanellus chilensis","Aves","Charadriidae",19,32,"LC","LC",NA,NA,NA
"1204",30386463,"2019-08-06",1887221,-34.8444744524,-54.6418932031,"Maldonado","Podiceps major","Aves","Podicipedidae",19,51,"LC","LC",NA,NA,NA
"1205",30418231,"2019-04-07",2044920,-34.7643935788,-55.702042149,"Canelones","Sterna trudeaui","Aves","Laridae",13,32,"LC","LC","leo_lagos","intermedio",22
"1206",30418285,"2019-04-07",2044920,-34.7629131465,-55.703071857,"Canelones","Egretta thula","Aves","Ardeidae",19,39,"LC","LC","leo_lagos","intermedio",22
"1207",30418306,"2019-04-06",2044920,-34.7568489088,-55.6944029942,"Canelones","Ardea alba","Aves","Ardeidae",19,65,"LC","LC","leo_lagos","intermedio",22
"1208",30418347,"2019-04-06",2044920,-34.7577657089,-55.6959479294,"Canelones","Ardea cocoi","Aves","Ardeidae",19,75,"LC","LC","leo_lagos","intermedio",22
"1209",30447643,"2019-08-07",1887221,-34.964392482,-54.9530482062,"Maldonado","Haematopus palliatus","Aves","Haematopodidae",8,35,"LC","LC",NA,NA,NA
"1210",30447787,"2019-08-07",1887221,-34.9645017577,-54.949169231,"Maldonado","Sterna hirundinacea","Aves","Laridae",9,38,"LC","LC",NA,NA,NA
"1211",30447836,"2019-08-07",1887221,-34.9603010048,-54.9503541604,"Maldonado","Podiceps major","Aves","Podicipedidae",19,51,"LC","LC",NA,NA,NA
"1212",30448007,"2019-08-07",1887221,-34.9645794079,-54.9493311753,"Maldonado","Otaria byronia","Mammalia","Otariidae",5,210,"LC","LC",NA,NA,NA
"1213",30448674,"2019-08-07",1887221,-34.9645868426,-54.9494543131,"Maldonado","Larus dominicanus","Aves","Laridae",16,55,"LC","LC",NA,NA,NA
"1214",30475983,"2019-05-11",2044920,-34.2326706,-53.7660107,"Rocha","Ciconia maguari","Aves","Ciconiidae",19,85,"LC","LC","leo_lagos","intermedio",22
"1215",30476022,"2019-05-11",2044920,-34.2326706,-53.7660107,"Rocha","Plegadis chihi","Aves","Threskiornithidae",19,40,"LC","LC","leo_lagos","intermedio",22
"1216",30476104,"2019-05-11",2044920,-34.2727654894,-53.7885211698,"Rocha","Sicalis flaveola","Aves","Thraupidae",19,12,"LC","LC","leo_lagos","intermedio",22
"1217",30476174,"2019-05-11",2044920,-34.2326706,-53.7660107,"Rocha","Hylocharis chrysura","Aves","Trochilidae",19,8,"LC","LC","leo_lagos","intermedio",22
"1218",30478691,"2018-07-21",2044920,-34.7071717927,-56.6960180626,"San José","Tigrisoma lineatum","Aves","Ardeidae",19,62,"LC","LC","leo_lagos","intermedio",22
"1219",30479192,"2018-07-21",2044920,-34.7071717927,-56.6960180626,"San José","Lepidocolaptes angustirostris","Aves","Furnariidae",19,18,"LC","LC","leo_lagos","intermedio",22
"1220",30479335,"2018-07-21",2044920,-34.7071717927,-56.6960180626,"San José","Rollandia rolland","Aves","Podicipedidae",19,25,"LC","LC","leo_lagos","intermedio",22
"1221",30505560,"2019-08-05",1887221,-34.7438975495,-55.0169726896,"Maldonado","Furnarius rufus","Aves","Furnariidae",19,18,"LC","LC",NA,NA,NA
