"","id","observado","usuario","nivel","ranking","latitude","longitude","departamento","clase","familia","especie","frequencia","distribucion","distribucion_2","Habito1","Hab1_freq","Habito2","Hab2_freq","status_global"
"373",37828794,"2020-01-21","santiagomailhos","experimentado",1,-34.163525,-56.69156333,"San José","Magnoliopsida","Asteraceae","Helenium amarum",1,0,"NE","NE",53,"NE",56,"NE"
"374",37829478,"2020-01-06","flo_grattarola","experimentado",8,-34.3114016974,-54.72643972,"Maldonado","Magnoliopsida","Asteraceae","Cirsium vulgare",54,8,"Media","Hierba",2782,"Anual",766,"NE"
"375",37829504,"2020-01-06","flo_grattarola","experimentado",8,-34.3114016974,-54.72643972,"Maldonado","Magnoliopsida","Solanaceae","Bouchetia anomala",9,7,"Media","Hierba",2782,"Perenne",3810,"NE"
"376",37841122,"2020-01-06","flo_grattarola","experimentado",8,-34.3114016974,-54.72643972,"Maldonado","Magnoliopsida","Asteraceae","Baccharis ochracea",11,8,"Media","Arbusto",912,"Perenne",3810,"NE"
"377",37841127,"2020-01-06","flo_grattarola","experimentado",8,-34.3114016974,-54.72643972,"Maldonado","Magnoliopsida","Cactaceae","Parodia erinacea",153,0,"NE","Hierba",2782,"Perenne",3810,"LC"
"378",37841128,"2020-01-06","flo_grattarola","experimentado",8,-34.3114016974,-54.72643972,"Maldonado","Magnoliopsida","Cactaceae","Parodia erinacea",153,0,"NE","Hierba",2782,"Perenne",3810,"LC"
"379",37847361,"2019-11-12","emmytheunis","principiante",415,-32.7666,-58.0566,"Río Negro","Magnoliopsida","Cactaceae","Frailea pumila",1,4,"Baja","Hierba",2782,"Perenne",3810,"LC"
"380",37847414,"2019-11-12","emmytheunis","principiante",415,-32.7666,-58.0566,"Río Negro","Magnoliopsida","Cactaceae","Echinopsis oxygona",20,2,"Baja","Hierba",2782,"Perenne",3810,"LC"
"381",37847444,"2019-11-12","emmytheunis","principiante",415,-32.7666,-58.0566,"Río Negro","Magnoliopsida","Cactaceae","Parodia erinacea",153,0,"NE","Hierba",2782,"Perenne",3810,"LC"
"382",37853970,"2020-01-06","flo_grattarola","experimentado",8,-34.3114016974,-54.72643972,"Maldonado","Magnoliopsida","Asteraceae","Pterocaulon polystachyum",14,3,"Baja","Hierba",2782,"Perenne",3810,"NE"
"383",37853971,"2020-01-06","flo_grattarola","experimentado",8,-34.3114016974,-54.72643972,"Maldonado","Magnoliopsida","Asteraceae","Chrysolaena flexuosa",40,13,"Media","Hierba",2782,"Perenne",3810,"NE"
"384",37853978,"2020-01-06","flo_grattarola","experimentado",8,-34.3114016974,-54.72643972,"Maldonado","Magnoliopsida","Asteraceae","Baccharis oxyodonta",3,5,"Baja","Arbusto",912,"Perenne",3810,"NE"
"385",37853979,"2020-01-06","flo_grattarola","experimentado",8,-34.3114016974,-54.72643972,"Maldonado","Magnoliopsida","Fabaceae","Mimosa ramulosa",15,9,"Media","Arbusto",912,"Perenne",3810,"NE"
"386",37853981,"2020-01-06","flo_grattarola","experimentado",8,-34.3114016974,-54.72643972,"Maldonado","Magnoliopsida","Asteraceae","Baccharis articulata",36,14,"Media","Arbusto",912,"Perenne",3810,"NE"
"387",37854531,"2020-01-22","gabriellaufer","intermedio",20,-34.9351505813,-54.9528226397,"Maldonado","Magnoliopsida","Asteraceae","Senecio crassiflorus",80,6,"Media","Hierba",2782,"Perenne",3810,"NE"
"388",37874797,"2020-01-23","santiagomailhos","experimentado",1,-34.87672,-56.03198883,"Canelones","Magnoliopsida","Asteraceae","Helminthotheca echioides",21,1,"Baja","Hierba",2782,"Anual",766,"NE"
"389",37894197,"2020-01-21","klaus16","intermedio",24,-34.7349670628,-55.7121661389,"Canelones","Magnoliopsida","Asteraceae","Campuloclinium macrocephalum",39,16,"Media","Hierba",2782,"Perenne",3810,"NE"
"390",37898690,"2020-01-21","klaus16","intermedio",24,-34.7345870437,-55.7127476343,"Canelones","Magnoliopsida","Asteraceae","Jaumea linearifolia",5,4,"Baja","Hierba",2782,"Perenne",3810,"NE"
"391",37904934,"2020-01-21","joaco5","intermedio",26,-33.2367497827,-58.0447652936,"Río Negro","Magnoliopsida","Solanaceae","Nicotiana longiflora",28,7,"Media","Hierba",2782,"Perenne",3810,"NE"
"392",37925926,"2020-01-21","joaco5","intermedio",26,-33.238758755,-58.0429987237,"Río Negro","Magnoliopsida","Fabaceae","Mimosa strigillosa",2,5,"Baja","Hierba",2782,"Perenne",3810,"NE"
"393",37926372,"2020-01-18","joaco5","intermedio",26,-34.7865673404,-56.3260912523,"Montevideo","Magnoliopsida","Asteraceae","Schlechtendalia luzulifolia",26,5,"Baja","Hierba",2782,"Perenne",3810,"NE"
"394",37982377,"2020-01-26","rpereirag","intermedio",27,-34.7998541524,-54.5642014593,"Rocha","Magnoliopsida","Asteraceae","Trichocline incana",26,7,"Media","Hierba",2782,"Perenne",3810,"NE"
"395",37983027,"2020-01-26","rpereirag","intermedio",27,-34.8010063259,-54.5652884245,"Rocha","Magnoliopsida","Asteraceae","Stevia satureiifolia",41,7,"Media","Subarbusto",509,"Perenne",3810,"NE"
"396",37983088,"2020-01-26","rpereirag","intermedio",27,-34.8010291765,-54.565326646,"Rocha","Magnoliopsida","Solanaceae","Petunia axillaris",51,9,"Media","Hierba",2782,"Anual",766,"NE"
"397",38026782,"2020-01-27","victoriamaria","principiante",302,-34.7853562329,-55.5338304118,"Canelones","Magnoliopsida","Asteraceae","Cirsium vulgare",54,8,"Media","Hierba",2782,"Anual",766,"NE"
"398",38173793,"2020-01-17","flo_grattarola","experimentado",8,-34.8204554859,-55.3212079732,"Maldonado","Magnoliopsida","Asteraceae","Senecio crassiflorus",80,6,"Media","Hierba",2782,"Perenne",3810,"NE"
"399",38173796,"2020-01-17","flo_grattarola","experimentado",8,-34.8204554859,-55.3212079732,"Maldonado","Magnoliopsida","Asteraceae","Lucilia nitens",6,13,"Media","Hierba",2782,"Perenne",3810,"NE"
"400",38173798,"2020-01-17","flo_grattarola","experimentado",8,-34.8204554859,-55.3212079732,"Maldonado","Magnoliopsida","Asteraceae","Baccharis linearifolia",10,11,"Media","Arbusto",912,"Perenne",3810,"NE"
"401",38173802,"2020-01-17","flo_grattarola","experimentado",8,-34.8201156888,-55.32188389,"Maldonado","Magnoliopsida","Asteraceae","Pterocaulon lorentzii",9,8,"Media","Hierba",2782,"Anual",766,"NE"
"402",38173803,"2020-01-17","flo_grattarola","experimentado",8,-34.8201156888,-55.32188389,"Maldonado","Magnoliopsida","Asteraceae","Acanthospermum australe",7,14,"Media","Hierba",2782,"Anual",766,"NE"
"403",38173808,"2020-01-17","flo_grattarola","experimentado",8,-34.8201156888,-55.32188389,"Maldonado","Magnoliopsida","Asteraceae","Pterocaulon lorentzii",9,8,"Media","Hierba",2782,"Anual",766,"NE"
"404",38173812,"2020-01-17","flo_grattarola","experimentado",8,-34.8201156888,-55.32188389,"Maldonado","Magnoliopsida","Fabaceae","Acacia longifolia",52,5,"Baja","Arbol",314,"Perenne",3810,"LC"
"405",38173830,"2020-01-17","flo_grattarola","experimentado",8,-34.8196921156,-55.3219300333,"Maldonado","Magnoliopsida","Cactaceae","Opuntia monacantha",10,0,"NE","Arbusto",912,"Perenne",3810,"LC"
"406",38173840,"2020-01-17","flo_grattarola","experimentado",8,-34.8192356614,-55.3226096986,"Maldonado","Magnoliopsida","Fabaceae","Lupinus multiflorus",28,10,"Media","Hierba",2782,"Perenne",3810,"NE"
"407",38173843,"2020-01-17","flo_grattarola","experimentado",8,-34.8192356614,-55.3226096986,"Maldonado","Magnoliopsida","Asteraceae","Coleostephus myconis",39,6,"Media","Hierba",2782,"Anual",766,"NE"
"408",38173857,"2020-01-17","flo_grattarola","experimentado",8,-34.8192356614,-55.3226096986,"Maldonado","Magnoliopsida","Fabaceae","Erythrina crista-galli",64,10,"Media","Arbol",314,"Perenne",3810,"LC"
"409",38173929,"2020-01-20","flo_grattarola","experimentado",8,-34.8249677268,-55.3179345265,"Maldonado","Magnoliopsida","Asteraceae","Enydra sessilis",3,5,"Baja","Hierba",2782,"Perenne",3810,"NE"
"410",38173930,"2020-01-20","flo_grattarola","experimentado",8,-34.8249677268,-55.3179345265,"Maldonado","Magnoliopsida","Fabaceae","Erythrina crista-galli",64,10,"Media","Arbol",314,"Perenne",3810,"LC"
"411",38173949,"2020-01-20","flo_grattarola","experimentado",8,-34.8254608964,-55.3173465456,"Maldonado","Magnoliopsida","Asteraceae","Noticastrum diffusum",24,11,"Media","Hierba",2782,"Perenne",3810,"NE"
"412",38173954,"2020-01-20","flo_grattarola","experimentado",8,-34.8208457663,-55.3222067083,"Maldonado","Magnoliopsida","Asteraceae","Senecio crassiflorus",80,6,"Media","Hierba",2782,"Perenne",3810,"NE"
"413",38173956,"2020-01-20","flo_grattarola","experimentado",8,-34.8208457663,-55.3222067083,"Maldonado","Magnoliopsida","Fabaceae","Vigna luteola",7,10,"Media","Enredadera",47,"Anual",766,"LC"
"414",38182764,"2020-02-01","santiagomailhos","experimentado",1,-34.898505,-56.082725,"Montevideo","Magnoliopsida","Fabaceae","Erythrina crista-galli",64,10,"Media","Arbol",314,"Perenne",3810,"LC"
"415",38193683,"2020-01-31","klaus16","intermedio",24,-34.7568732034,-55.7593192782,"Canelones","Magnoliopsida","Asteraceae","Baccharis trimera",81,16,"Media","Subarbusto",509,"Perenne",3810,"NE"
"416",38194534,"2020-01-31","klaus16","intermedio",24,-34.7564982731,-55.7602604141,"Canelones","Magnoliopsida","Asteraceae","Campuloclinium macrocephalum",39,16,"Media","Hierba",2782,"Perenne",3810,"NE"
"417",38216256,"2020-02-02","santiagomailhos","experimentado",1,-32.52897833,-58.03838333,"Río Negro","Magnoliopsida","Asteraceae","Zinnia elegans",2,0,"NE","NE",53,"NE",56,"NE"
"418",38237607,"2020-01-05","flo_grattarola","experimentado",8,-34.30975333,-54.74097,"Maldonado","Magnoliopsida","Cactaceae","Parodia erinacea",153,0,"NE","Hierba",2782,"Perenne",3810,"LC"
"419",38312780,"2020-01-05","flo_grattarola","experimentado",8,-34.30974167,-54.74098333,"Maldonado","Magnoliopsida","Asteraceae","Baccharis microdonta",8,7,"Media","Arbusto",912,"Perenne",3810,"NE"
"420",38335722,"2020-02-05","smantaras","principiante",65,-34.9267847348,-54.8944450915,"Maldonado","Magnoliopsida","Solanaceae","Solanum mauritianum",40,6,"Media","Arbusto",912,"Perenne",3810,"NE"
"421",38340592,"2020-02-05","smantaras","principiante",65,-34.9267883083,-54.8944444209,"Maldonado","Magnoliopsida","Asteraceae","Baccharis oxyodonta",3,5,"Baja","Arbusto",912,"Perenne",3810,"NE"
"422",38440222,"2020-02-08","gabriellaufer","intermedio",20,-34.0054541181,-53.591728863,"Rocha","Magnoliopsida","Asteraceae","Baccharis trimera",81,16,"Media","Subarbusto",509,"Perenne",3810,"NE"
"423",38441488,"2020-02-08","gabriellaufer","intermedio",20,-34.0057347177,-53.5926179958,"Rocha","Magnoliopsida","Cactaceae","Opuntia arechavaletae",39,2,"Baja","Arbusto",912,"Perenne",3810,"LC"
"424",38441539,"2020-02-08","gabriellaufer","intermedio",20,-34.0056302347,-53.5927883932,"Rocha","Magnoliopsida","Asteraceae","Neja pinifolia",18,7,"Media","Subarbusto",509,"Perenne",3810,"NE"
"425",38449545,"2020-02-08","valentin94","principiante",165,-34.8419342041,-56.4004631042,"Montevideo","Magnoliopsida","Asteraceae","Noticastrum acuminatum",15,7,"Media","Hierba",2782,"Perenne",3810,"NE"
"426",38468078,"2020-02-09","gabriellaufer","intermedio",20,-34.0327560018,-53.5378949411,"Rocha","Magnoliopsida","Fabaceae","Acacia longifolia",52,5,"Baja","Arbol",314,"Perenne",3810,"LC"
"427",38468196,"2020-02-09","gabriellaufer","intermedio",20,-34.0325315316,-53.5372605475,"Rocha","Magnoliopsida","Fabaceae","Acacia longifolia",52,5,"Baja","Arbol",314,"Perenne",3810,"LC"
"428",38468205,"2020-02-09","gabriellaufer","intermedio",20,-34.0323194716,-53.5369497067,"Rocha","Magnoliopsida","Asteraceae","Noticastrum malmei",5,1,"Baja","Subarbusto",509,"Perenne",3810,"NE"
"429",38470813,"2020-02-09","gabriellaufer","intermedio",20,-34.034501369,-53.5374114068,"Rocha","Magnoliopsida","Fabaceae","Acacia longifolia",52,5,"Baja","Arbol",314,"Perenne",3810,"LC"
"430",38470824,"2020-02-09","gabriellaufer","intermedio",20,-34.03490373,-53.5378844638,"Rocha","Magnoliopsida","Fabaceae","Acacia longifolia",52,5,"Baja","Arbol",314,"Perenne",3810,"LC"
"431",38473328,"2020-02-09","gabriellaufer","intermedio",20,-34.0408762338,-53.5415223181,"Rocha","Magnoliopsida","Fabaceae","Acacia longifolia",52,5,"Baja","Arbol",314,"Perenne",3810,"LC"
"432",38475055,"2020-01-25","flo_grattarola","experimentado",8,-34.8200969808,-55.3238450006,"Maldonado","Magnoliopsida","Fabaceae","Vigna longifolia",6,6,"Media","Enredadera",47,"Perenne",3810,"LC"
"433",38477272,"2020-02-09","gabriellaufer","intermedio",20,-33.6895389238,-53.5428950661,"Rocha","Magnoliopsida","Asteraceae","Cirsium vulgare",54,8,"Media","Hierba",2782,"Anual",766,"NE"
"434",38477607,"2020-02-09","gabriellaufer","intermedio",20,-33.6900278878,-53.543330833,"Rocha","Magnoliopsida","Cactaceae","Opuntia arechavaletae",39,2,"Baja","Arbusto",912,"Perenne",3810,"LC"
"435",38492010,"2020-02-09","noelia","principiante",60,-33.6881975833,-53.5417704444,"Rocha","Magnoliopsida","Asteraceae","Baccharis trimera",81,16,"Media","Subarbusto",509,"Perenne",3810,"NE"
"436",38493914,"2020-02-09","santiagomailhos","experimentado",1,-32.52886167,-58.03835283,"Río Negro","Magnoliopsida","Cactaceae","Opuntia arechavaletae",39,2,"Baja","Arbusto",912,"Perenne",3810,"LC"
"437",38519816,"2020-02-10","santiagomailhos","experimentado",1,-32.52310333,-58.02340283,"Paysandú","Magnoliopsida","Asteraceae","Verbesina subcordata",8,12,"Media","Subarbusto",509,"Perenne",3810,"NE"
"438",38533740,"2020-02-10","santiagomailhos","experimentado",1,-32.525995,-58.02625,"Paysandú","Magnoliopsida","Asteraceae","Acanthostyles buniifolius",32,14,"Media","Arbusto",912,"Perenne",3810,"NE"
"439",38533790,"2020-02-10","santiagomailhos","experimentado",1,-32.53104667,-58.027675,"Río Negro","Magnoliopsida","Asteraceae","Ambrosia artemisiifolia",2,7,"Media","Hierba",2782,"Anual",766,""
"440",38548346,"2020-02-11","gabriellaufer","intermedio",20,-32.664965085,-55.2170149189,"Cerro Largo","Magnoliopsida","Asteraceae","Baccharis trimera",81,16,"Media","Subarbusto",509,"Perenne",3810,"NE"
"441",38575710,"2020-02-12","maranoel","principiante",520,-34.7600184198,-55.7437263429,"Canelones","Magnoliopsida","Cactaceae","Opuntia ficus-indica",5,0,"NE","Arbusto",912,"Perenne",3810,"DD"
"442",38576030,"2020-02-12","gabriellaufer","intermedio",20,-32.532112198,-55.1788638308,"Cerro Largo","Magnoliopsida","Solanaceae","Solanum viarum",22,4,"Baja","Arbusto",912,"Perenne",3810,"LC"
"443",38576069,"2020-02-12","gabriellaufer","intermedio",20,-32.5312066444,-55.1786493538,"Cerro Largo","Magnoliopsida","Solanaceae","Solanum viarum",22,4,"Baja","Arbusto",912,"Perenne",3810,"LC"
"444",38576103,"2020-02-12","gabriellaufer","intermedio",20,-32.5310979723,-55.1780363311,"Cerro Largo","Magnoliopsida","Asteraceae","Baccharis trimera",81,16,"Media","Subarbusto",509,"Perenne",3810,"NE"
"445",38576115,"2020-02-12","gabriellaufer","intermedio",20,-32.5311791465,-55.1778326716,"Cerro Largo","Magnoliopsida","Solanaceae","Solanum viarum",22,4,"Baja","Arbusto",912,"Perenne",3810,"LC"
"446",38576154,"2020-02-12","gabriellaufer","intermedio",20,-32.5314860715,-55.1776745874,"Cerro Largo","Magnoliopsida","Cactaceae","Parodia erinacea",153,0,"NE","Hierba",2782,"Perenne",3810,"LC"
"447",38576349,"2020-02-12","gabriellaufer","intermedio",20,-32.5309122857,-55.1777987751,"Cerro Largo","Magnoliopsida","Asteraceae","Cirsium vulgare",54,8,"Media","Hierba",2782,"Anual",766,"NE"
"448",38576460,"2020-02-12","gabriellaufer","intermedio",20,-32.5363922222,-55.1733476033,"Cerro Largo","Magnoliopsida","Cactaceae","Lepismium lumbricoides",24,13,"Media","Hierba",2782,"Perenne",3810,"LC"
"449",38606859,"2020-02-13","santiagomailhos","experimentado",1,-32.52888667,-58.0384555,"Río Negro","Magnoliopsida","Solanaceae","Capsicum annuum",1,1,"Baja","Arbusto",912,"Perenne",3810,"LC"
"450",38667320,"2020-02-15","santiagomailhos","experimentado",1,-32.52906333,-58.03756667,"Río Negro","Magnoliopsida","Asteraceae","Austroeupatorium inulifolium",25,14,"Media","Arbusto",912,"Perenne",3810,"NE"
"451",38728822,"2020-02-16","noelia","principiante",60,-34.7678608611,-55.7185674167,"Canelones","Magnoliopsida","Fabaceae","Acacia longifolia",52,5,"Baja","Arbol",314,"Perenne",3810,"LC"
"452",38728865,"2020-02-16","noelia","principiante",60,-34.7682026944,-55.7184426111,"Canelones","Magnoliopsida","Asteraceae","Senecio crassiflorus",80,6,"Media","Hierba",2782,"Perenne",3810,"NE"
"453",38917751,"2020-02-20","mariavictorialuzardogabay","principiante",668,-34.8621933333,-55.2571583333,"Maldonado","Magnoliopsida","Asteraceae","Schlechtendalia luzulifolia",26,5,"Baja","Hierba",2782,"Perenne",3810,"NE"
"454",39206529,"2020-02-24","joaco5","intermedio",26,-34.4488546176,-57.8406656161,"Colonia","Magnoliopsida","Fabaceae","Trifolium repens",24,4,"Baja","Hierba",2782,"Perenne",3810,"NE"
"455",39229606,"2020-02-23","gabriellaufer","intermedio",20,-34.4240923721,-53.8665000512,"Rocha","Magnoliopsida","Cactaceae","Opuntia arechavaletae",39,2,"Baja","Arbusto",912,"Perenne",3810,"LC"
"456",39293026,"2020-02-27","santiagomailhos","experimentado",1,-34.8871,-56.04600283,"Montevideo","Magnoliopsida","Asteraceae","Noticastrum acuminatum",15,7,"Media","Hierba",2782,"Perenne",3810,"NE"
"457",39329906,"2020-02-28","santiagomailhos","experimentado",1,-34.91551167,-55.0463945,"Maldonado","Magnoliopsida","Asteraceae","Aspilia montevidensis",74,12,"Media","Hierba",2782,"Perenne",3810,"NE"
"458",39343018,"2017-01-01","tania_trasante","principiante",99,-34.4227383545,-53.8747800125,"Rocha","Magnoliopsida","Asteraceae","Senecio platensis",15,3,"Baja","Subarbusto",509,"Perenne",3810,"NE"
"459",39343029,"2017-01-02","tania_trasante","principiante",99,-34.4227383545,-53.8747800125,"Rocha","Magnoliopsida","Cactaceae","Opuntia arechavaletae",39,2,"Baja","Arbusto",912,"Perenne",3810,"LC"
"460",39343038,"2018-12-30","tania_trasante","principiante",99,-34.4227383545,-53.8747800125,"Rocha","Magnoliopsida","Cactaceae","Opuntia arechavaletae",39,2,"Baja","Arbusto",912,"Perenne",3810,"LC"
"461",39343044,"2019-01-02","tania_trasante","principiante",99,-34.4227383545,-53.8747800125,"Rocha","Magnoliopsida","Asteraceae","Senecio platensis",15,3,"Baja","Subarbusto",509,"Perenne",3810,"NE"
"462",39343047,"2019-01-02","tania_trasante","principiante",99,-34.4227383545,-53.8747800125,"Rocha","Magnoliopsida","Asteraceae","Porophyllum linifolium",11,8,"Media","Hierba",2782,"Perenne",3810,"NE"
"463",39343126,"2020-01-01","tania_trasante","principiante",99,-34.4227383545,-53.8747800125,"Rocha","Magnoliopsida","Asteraceae","Gamochaeta falcata",2,6,"Media","Hierba",2782,"Perenne",3810,"NE"
"464",39343129,"2020-01-01","tania_trasante","principiante",99,-34.4227383545,-53.8747800125,"Rocha","Magnoliopsida","Asteraceae","Sommerfeltia spinulosa",21,5,"Baja","Arbusto",912,"Perenne",3810,"NE"
"465",39343153,"2020-01-01","tania_trasante","principiante",99,-34.4227383545,-53.8747800125,"Rocha","Magnoliopsida","Asteraceae","Pterocaulon lorentzii",9,8,"Media","Hierba",2782,"Anual",766,"NE"
"466",39343166,"2020-01-01","tania_trasante","principiante",99,-34.4227383545,-53.8747800125,"Rocha","Magnoliopsida","Asteraceae","Baccharis trimera",81,16,"Media","Subarbusto",509,"Perenne",3810,"NE"
"467",39343167,"2020-01-01","tania_trasante","principiante",99,-34.4227383545,-53.8747800125,"Rocha","Magnoliopsida","Asteraceae","Stevia satureiifolia",41,7,"Media","Subarbusto",509,"Perenne",3810,"NE"
"468",39402022,"2020-02-29","alicemoore1","principiante",68,-34.826517956,-55.3129327297,"Maldonado","Magnoliopsida","Asteraceae","Sonchus oleraceus",36,8,"Media","Hierba",2782,"Anual",766,"NE"
"469",39408079,"2020-03-01","alicemoore1","principiante",68,-34.8263327306,-55.3129169717,"Maldonado","Magnoliopsida","Fabaceae","Trifolium repens",24,4,"Baja","Hierba",2782,"Perenne",3810,"NE"
"470",39417505,"2020-02-25","andreasomma","principiante",177,-34.4255325557,-53.8588668128,"Rocha","Magnoliopsida","Asteraceae","Porophyllum linifolium",11,8,"Media","Hierba",2782,"Perenne",3810,"NE"
"471",39418781,"2020-02-24","andreasomma","principiante",177,-34.4243195439,-53.865477412,"Rocha","Magnoliopsida","Cactaceae","Opuntia arechavaletae",39,2,"Baja","Arbusto",912,"Perenne",3810,"LC"
"472",39420252,"2020-03-01","alicemoore1","principiante",68,-34.831119283,-55.3143050149,"Maldonado","Magnoliopsida","Asteraceae","Erigeron bonariensis",10,1,"Baja","Hierba",2782,"Anual",766,"NE"
"473",39427965,"2020-02-29","joaco5","intermedio",26,-34.4514388291,-57.8493757546,"Colonia","Magnoliopsida","Fabaceae","Erythrina crista-galli",64,10,"Media","Arbol",314,"Perenne",3810,"LC"
"474",39428130,"2020-02-29","joaco5","intermedio",26,-34.4520890857,-57.8484741971,"Colonia","Magnoliopsida","Asteraceae","Baccharis punctulata",21,12,"Media","Arbusto",912,"Perenne",3810,"LC"
"475",39428263,"2020-02-29","joaco5","intermedio",26,-34.4515770644,-57.8491058573,"Colonia","Magnoliopsida","Asteraceae","Baccharis punctulata",21,12,"Media","Arbusto",912,"Perenne",3810,"LC"
"476",39428320,"2020-02-29","joaco5","intermedio",26,-34.4486773942,-57.8400044516,"Colonia","Magnoliopsida","Fabaceae","Trifolium repens",24,4,"Baja","Hierba",2782,"Perenne",3810,"NE"
"477",39545763,"2020-03-04","alicemoore1","principiante",68,-34.9026782221,-55.2566727251,"Maldonado","Magnoliopsida","Asteraceae","Aspilia montevidensis",74,12,"Media","Hierba",2782,"Perenne",3810,"NE"
"478",39570288,"2020-03-05","santiagomailhos","experimentado",1,-34.85528833,-56.03095283,"Canelones","Magnoliopsida","Fabaceae","Sesbania punicea",35,12,"Media","Arbol",314,"Perenne",3810,"LC"
"479",39571167,"2020-03-05","santiagomailhos","experimentado",1,-34.85631167,-56.03120833,"Canelones","Magnoliopsida","Asteraceae","Xanthium cavanillesii",5,6,"Media","Hierba",2782,"Anual",766,"NE"
"480",39571750,"2020-03-05","alicemoore1","principiante",68,-34.8263888889,-55.3127777778,"Maldonado","Magnoliopsida","Asteraceae","Taraxacum officinale",27,2,"Baja","Hierba",2782,"Perenne",3810,"NE"
"481",39572459,"2020-03-05","santiagomailhos","experimentado",1,-34.85634167,-56.031075,"Canelones","Magnoliopsida","Asteraceae","Pluchea sagittalis",31,3,"Baja","Hierba",2782,"Perenne",3810,"NE"
"482",39572728,"2020-03-05","santiagomailhos","experimentado",1,-34.85645,-56.03108883,"Canelones","Magnoliopsida","Asteraceae","Pterocaulon virgatum",1,5,"Baja","Hierba",2782,"Anual",766,"NE"
"483",39573313,"2020-03-05","santiagomailhos","experimentado",1,-34.85627833,-56.0311445,"Canelones","Magnoliopsida","Asteraceae","Bidens laevis",13,0,"NE","Hierba",2782,"Perenne",3810,"NE"
"484",39573351,"2020-03-05","santiagomailhos","experimentado",1,-34.85563333,-56.03058333,"Canelones","Magnoliopsida","Asteraceae","Erechtites hieraciifolius",3,10,"Media","Hierba",2782,"Anual",766,"NE"
"485",39574210,"2020-03-05","santiagomailhos","experimentado",1,-34.85562167,-56.03128883,"Canelones","Magnoliopsida","Asteraceae","Mikania cordifolia",6,10,"Media","Enredadera",47,"Perenne",3810,"NE"
"486",39574501,"2020-03-05","santiagomailhos","experimentado",1,-34.85554167,-56.03129167,"Canelones","Magnoliopsida","Fabaceae","Inga uraguensis",8,6,"Media","Arbol",314,"Perenne",3810,"NE"
"487",39592894,"2020-02-27","pablobaldu","experimentado",9,-34.3220583,-54.9859676,"Lavalleja","Magnoliopsida","Asteraceae","Achyrocline saturejoides",23,13,"Media","Subarbusto",509,"Perenne",3810,"NE"
"488",39593667,"2020-02-27","pablobaldu","experimentado",9,-34.3220583,-54.9859676,"Lavalleja","Magnoliopsida","Asteraceae","Chromolaena hirsuta",52,12,"Media","Subarbusto",509,"Perenne",3810,"NE"
"489",39594319,"2020-02-27","pablobaldu","experimentado",9,-34.3220583,-54.9859676,"Lavalleja","Magnoliopsida","Asteraceae","Campuloclinium macrocephalum",39,16,"Media","Hierba",2782,"Perenne",3810,"NE"
"490",39612395,"2020-03-06","lagunagarzon","intermedio",32,-34.78202,-54.527498,"Rocha","Magnoliopsida","Cactaceae","Parodia erinacea",153,0,"NE","Hierba",2782,"Perenne",3810,"LC"
"491",39656435,"2020-03-06","lagunagarzon","intermedio",32,-34.7123371319,-54.4282223014,"Rocha","Magnoliopsida","Cactaceae","Parodia scopa",60,5,"Baja","Hierba",2782,"Perenne",3810,"VU"
"492",39665338,"2020-03-07","santiagomailhos","experimentado",1,-34.16086667,-56.69240833,"San José","Magnoliopsida","Asteraceae","Mikania cordifolia",6,10,"Media","Enredadera",47,"Perenne",3810,"NE"
"493",39666149,"2020-03-07","santiagomailhos","experimentado",1,-34.16056117,-56.69242833,"San José","Magnoliopsida","Asteraceae","Solidago chilensis",42,3,"Baja","Hierba",2782,"Perenne",3810,"NE"
"494",39675718,"2020-03-07","santiagomailhos","experimentado",1,-33.50882167,-56.932575,"Flores","Magnoliopsida","Fabaceae","Parkinsonia aculeata",18,10,"Media","Arbusto",912,"Perenne",3810,"LC"
"495",39677460,"2020-03-07","santiagomailhos","experimentado",1,-33.1337445,-57.16449717,"Soriano","Magnoliopsida","Asteraceae","Eclipta prostrata",6,11,"Media","Hierba",2782,"Anual",766,"LC"
"496",39678369,"2020-03-07","santiagomailhos","experimentado",1,-33.13322783,-57.16434717,"Soriano","Magnoliopsida","Asteraceae","Pluchea sagittalis",31,3,"Baja","Hierba",2782,"Perenne",3810,"NE"
"497",39680730,"2020-03-07","santiagomailhos","experimentado",1,-33.1328555,-57.16451667,"Soriano","Magnoliopsida","Asteraceae","Elephantopus mollis",8,3,"Baja","Hierba",2782,"Perenne",3810,"NE"
"498",39699883,"2020-03-07","amailhos","intermedio",35,-32.5844023,-55.7063878,"Durazno","Magnoliopsida","Fabaceae","Mimosa flagellaris",7,5,"Baja","Hierba",2782,"Perenne",3810,"NE"
"499",39700037,"2020-03-07","amailhos","intermedio",35,-32.583162,-55.7039280997,"Durazno","Magnoliopsida","Asteraceae","Mikania thapsoides",3,0,"NE","Subarbusto",509,"Perenne",3810,"NE"
"500",39700727,"2020-03-07","amailhos","intermedio",35,-32.5832686997,-55.7036811997,"Durazno","Magnoliopsida","Asteraceae","Hatschbachiella tweedieana",11,12,"Media","Subarbusto",509,"Perenne",3810,"NE"
"501",39716316,"2020-03-02","rafatosi","intermedio",19,-34.4225814029,-57.8855742168,"Colonia","Magnoliopsida","Asteraceae","Urolepis hecatantha",21,10,"Media","Hierba",2782,"Anual",766,"NE"
