"","id","observado","usuario","latitude","longitude","place_admin1_name","especie","clase","familia","distribucion","largo_cm","status_global","status_regional","nivel","ranking"
"862",21608875,"2019-02-26","kenchamberlain",-34.793305,-56.3458683333,"Montevideo","Geothlypis aequinoctialis","Aves","Parulidae",19,13,"LC","LC","visitante",80
"863",21608916,"2019-02-26","kenchamberlain",-34.7932,-56.3458433333,"Montevideo","Thamnophilus ruficapillus","Aves","Thamnophilidae",19,16,"LC","LC","visitante",80
"864",21608936,"2019-02-26","kenchamberlain",-34.714465,-56.5222983333,"San José","Guira guira","Aves","Cuculidae",19,36,"LC","LC","visitante",80
"865",21608946,"2019-02-26","kenchamberlain",-34.717975,-56.5246883333,"San José","Athene cunicularia","Aves","Strigidae",19,25,"LC","NT","visitante",80
"866",21608973,"2019-02-26","kenchamberlain",-34.7557683333,-56.5617883333,"San José","Paroaria coronata","Aves","Thraupidae",19,17,"LC","LC","visitante",80
"867",21609057,"2019-02-26","kenchamberlain",-34.79386,-56.3452116667,"Montevideo","Poospiza nigrorufa","Aves","Thraupidae",19,13,"LC","LC","visitante",80
"868",21609068,"2019-02-26","kenchamberlain",-34.761275,-56.4294616667,"San José","Himantopus mexicanus","Aves","Recurvirostridae",19,38,"LC","LC","visitante",80
"869",21609087,"2019-02-26","kenchamberlain",-34.74397,-56.5535783333,"San José","Aramides ypecaha","Aves","Rallidae",19,45,"LC","LC","visitante",80
"870",21609156,"2019-02-26","kenchamberlain",-34.74397,-56.5535783333,"San José","Colaptes campestris","Aves","Picidae",19,27,"LC","LC","visitante",80
"871",21621621,"2015-01-02","rogerio-gribel",-34.904975,-56.1248083333,"Montevideo","Tringa melanoleuca","Aves","Scolopacidae",19,33,"LC","LC","visitante",123
"872",21621700,"2015-01-03","rogerio-gribel",-34.8246736964,-56.0731036966,"Montevideo","Myiopsitta monachus","Aves","Psittacidae",19,27,"LC","LC","visitante",123
"873",21621854,"2015-01-07","rogerio-gribel",-34.2676916667,-57.9289366667,"Colonia","Athene cunicularia","Aves","Strigidae",19,25,"LC","NT","visitante",123
"874",21621889,"2015-01-07","rogerio-gribel",-34.3248312501,-57.4278222787,"Colonia","Milvago chimango","Aves","Falconidae",19,37,"LC","LC","visitante",123
"875",21640062,"2015-02-10","jbar82",-34.6832990584,-54.4178208267,"Rocha","Himantopus mexicanus","Aves","Recurvirostridae",19,38,"LC","LC","visitante",69
"876",21676705,"2019-02-26","kenchamberlain",-34.7595416667,-56.4328666667,"San José","Sterna trudeaui","Aves","Laridae",13,32,"LC","LC","visitante",80
"879",21865014,"2019-03-23","bwessling",-34.6243813281,-56.2042985206,"Montevideo","Limnoctites rectirostris","Aves","Furnariidae",13,15,"NT","VU","visitante",332
"904",22037774,"2008-01-24","igmi",-34.6640317098,-55.3039410372,"Maldonado","Leopardus geoffroyi","Mammalia","Felidae",19,90,"LC","NT","visitante",78
"930",22607917,"2018-05-03","chuck47",-34.864364,-55.271628,"Maldonado","Colaptes campestris","Aves","Picidae",19,27,"LC","LC","visitante",45
"931",22608163,"2018-05-04","chuck47",-34.864364,-55.271628,"Maldonado","Patagioenas maculosa","Aves","Columbidae",19,33,"LC","LC","visitante",45
"932",22608478,"2018-05-04","chuck47",-34.8785220681,-55.1830097438,"Maldonado","Pseudoleistes virescens","Aves","Icteridae",19,21,"LC","LC","visitante",45
"933",22608479,"2018-05-04","chuck47",-34.8785220681,-55.1830097438,"Maldonado","Pseudoleistes virescens","Aves","Icteridae",19,21,"LC","LC","visitante",45
"934",22608672,"2018-05-04","chuck47",-34.8823268402,-55.1742635843,"Maldonado","Caracara plancus","Aves","Falconidae",19,55,"LC","LC","visitante",45
"935",22608673,"2018-05-04","chuck47",-34.8823268402,-55.1742635843,"Maldonado","Caracara plancus","Aves","Falconidae",19,55,"LC","LC","visitante",45
"936",22608674,"2018-05-04","chuck47",-34.8823268402,-55.1742635843,"Maldonado","Caracara plancus","Aves","Falconidae",19,55,"LC","LC","visitante",45
"937",22608945,"2018-05-05","chuck47",-34.79785839,-55.3754550219,"Maldonado","Hydrochoerus hydrochaeris","Mammalia","Caviidae",19,115,"LC","NT","visitante",45
"938",22608946,"2018-05-05","chuck47",-34.79785839,-55.3754550219,"Maldonado","Hydrochoerus hydrochaeris","Mammalia","Caviidae",19,115,"LC","NT","visitante",45
"939",22608947,"2018-05-05","chuck47",-34.79785839,-55.3754550219,"Maldonado","Hydrochoerus hydrochaeris","Mammalia","Caviidae",19,115,"LC","NT","visitante",45
"940",22609282,"2018-05-05","chuck47",-34.8488699078,-55.2238354255,"Maldonado","Rupornis magnirostris","Aves","Accipitridae",19,38,"LC","LC","visitante",45
"941",22609283,"2018-05-05","chuck47",-34.8488699078,-55.2238354255,"Maldonado","Rupornis magnirostris","Aves","Accipitridae",19,38,"LC","LC","visitante",45
"942",22609385,"2018-05-05","chuck47",-34.8601986527,-55.1659335553,"Maldonado","Paroaria coronata","Aves","Thraupidae",19,17,"LC","LC","visitante",45
"943",22609386,"2018-05-05","chuck47",-34.8601986527,-55.1659335553,"Maldonado","Paroaria coronata","Aves","Thraupidae",19,17,"LC","LC","visitante",45
"944",22609387,"2018-05-05","chuck47",-34.8601986527,-55.1659335553,"Maldonado","Paroaria coronata","Aves","Thraupidae",19,17,"LC","LC","visitante",45
"945",22609541,"2018-05-07","chuck47",-34.6309350712,-54.4174191676,"Rocha","Geranoaetus melanoleucus","Aves","Accipitridae",19,65,"LC","VU","visitante",45
"946",22609628,"2018-05-07","chuck47",-34.6916864521,-54.3333017462,"Rocha","Theristicus caerulescens","Aves","Threskiornithidae",19,62,"LC","LC","visitante",45
"947",22609629,"2018-05-07","chuck47",-34.6916864521,-54.3333017462,"Rocha","Theristicus caerulescens","Aves","Threskiornithidae",19,62,"LC","LC","visitante",45
"948",22609714,"2018-05-07","chuck47",-34.7990186613,-54.5332202443,"Rocha","Rhea americana","Aves","Rheidae",19,140,"NT","LC","visitante",45
"949",22609715,"2018-05-07","chuck47",-34.6135204205,-54.4820582519,"Rocha","Rhea americana","Aves","Rheidae",19,140,"NT","LC","visitante",45
"950",22609716,"2018-05-07","chuck47",-34.6655999461,-54.525700406,"Rocha","Rhea americana","Aves","Rheidae",19,140,"NT","LC","visitante",45
"951",22609787,"2018-05-07","chuck47",-34.7863951213,-54.3239996975,"Rocha","Phoenicopterus chilensis","Aves","Phoenicopteridae",7,75,"NT","VU","visitante",45
"952",22609788,"2018-05-07","chuck47",-34.7502493928,-54.3260072062,"Rocha","Phoenicopterus chilensis","Aves","Phoenicopteridae",7,75,"NT","VU","visitante",45
"953",22610116,"2018-05-09","chuck47",-34.8539777239,-55.2211162451,"Maldonado","Syrigma sibilatrix","Aves","Ardeidae",19,48,"LC","LC","visitante",45
"954",22610117,"2018-05-09","chuck47",-34.8539777239,-55.2211162451,"Maldonado","Syrigma sibilatrix","Aves","Ardeidae",19,48,"LC","LC","visitante",45
"956",22743142,"2018-04-28","dragonajuli",-34.3352315478,-53.7937044368,"Rocha","Boana pulchella","Amphibia","Hylidae",19,5,"LC","LC","visitante",76
"975",23924179,"2019-04-29","vegapaez",-34.7915466667,-56.2763666667,"Montevideo","Vanellus chilensis","Aves","Charadriidae",19,32,"LC","LC","visitante",26
"977",24274119,"2019-05-01","vegapaez",-34.951275,-54.9398583333,"Maldonado","Furnarius rufus","Aves","Furnariidae",19,18,"LC","LC","visitante",26
"978",24274181,"2019-05-01","vegapaez",-34.9513033333,-54.9399116667,"Maldonado","Molothrus bonariensis","Aves","Icteridae",19,19,"LC","LC","visitante",26
"979",24275229,"2019-05-01","vegapaez",-34.9546783333,-54.9401033333,"Maldonado","Furnarius rufus","Aves","Furnariidae",19,18,"LC","LC","visitante",26
"980",24275531,"2019-05-01","vegapaez",-34.953975,-54.9408133333,"Maldonado","Vanellus chilensis","Aves","Charadriidae",19,32,"LC","LC","visitante",26
"981",24275588,"2019-04-29","vegapaez",-34.9052083333,-56.2114133333,"Montevideo","Passer domesticus","Aves","Passeridae",19,13,"LC","NE","visitante",26
"982",24342554,"2017-09-09","gonsaro",-34.4638326513,-57.8390602112,"Colonia","Progne chalybea","Aves","Hirundinidae",19,18,"LC","LC","visitante",65
"983",24342557,"2017-09-09","gonsaro",-34.4638326513,-57.8390602112,"Colonia","Progne chalybea","Aves","Hirundinidae",19,18,"LC","LC","visitante",65
"984",24342560,"2017-09-09","gonsaro",-34.4638326513,-57.8390602112,"Colonia","Progne chalybea","Aves","Hirundinidae",19,18,"LC","LC","visitante",65
"985",24342562,"2017-09-09","gonsaro",-34.4638326513,-57.8390602112,"Colonia","Progne chalybea","Aves","Hirundinidae",19,18,"LC","LC","visitante",65
"986",24342563,"2017-09-09","gonsaro",-34.4638326513,-57.8390602112,"Colonia","Progne chalybea","Aves","Hirundinidae",19,18,"LC","LC","visitante",65
"987",24342566,"2017-09-09","gonsaro",-34.4638326513,-57.8390602112,"Colonia","Zenaida auriculata","Aves","Columbidae",19,23,"LC","LC","visitante",65
"988",24342567,"2017-09-09","gonsaro",-34.4638326513,-57.8390602112,"Colonia","Progne chalybea","Aves","Hirundinidae",19,18,"LC","LC","visitante",65
"989",24342568,"2017-09-09","gonsaro",-34.4638326513,-57.8390602112,"Colonia","Pitangus sulphuratus","Aves","Tyrannidae",19,22,"LC","LC","visitante",65
"990",24342569,"2017-09-09","gonsaro",-34.4638326513,-57.8390602112,"Colonia","Pitangus sulphuratus","Aves","Tyrannidae",19,22,"LC","LC","visitante",65
"991",24342571,"2017-09-09","gonsaro",-34.4638326513,-57.8390602112,"Colonia","Mimus saturninus","Aves","Mimidae",19,25,"LC","LC","visitante",65
"992",24362647,"2019-05-01","vegapaez",-34.917255,-54.9578083333,"Maldonado","Turdus rufiventris","Aves","Turdidae",19,23,"LC","LC","visitante",26
"993",24362827,"2019-05-01","vegapaez",-34.917125,-54.9579383333,"Maldonado","Turdus rufiventris","Aves","Turdidae",19,23,"LC","LC","visitante",26
"994",24363171,"2019-05-01","vegapaez",-34.9513033333,-54.9399116667,"Maldonado","Molothrus bonariensis","Aves","Icteridae",19,19,"LC","LC","visitante",26
"995",24382940,"2019-05-01","vegapaez",-34.9546966667,-54.940105,"Maldonado","Furnarius rufus","Aves","Furnariidae",19,18,"LC","LC","visitante",26
"996",24409087,"2019-05-01","vegapaez",-34.9539716667,-54.9408216667,"Maldonado","Vanellus chilensis","Aves","Charadriidae",19,32,"LC","LC","visitante",26
"997",24409106,"2019-04-29","vegapaez",-34.90542,-56.211555,"Montevideo","Passer domesticus","Aves","Passeridae",19,13,"LC","NE","visitante",26
"998",24409222,"2019-04-30","vegapaez",-34.5839616667,-54.617355,"Maldonado","Hydrochoerus hydrochaeris","Mammalia","Caviidae",19,115,"LC","NT","visitante",26
"999",24409240,"2019-04-30","vegapaez",-34.96397,-54.950855,"Maldonado","Larus dominicanus","Aves","Laridae",16,55,"LC","LC","visitante",26
"1000",24409248,"2019-04-30","vegapaez",-34.9632616667,-54.940595,"Maldonado","Otaria byronia","Mammalia","Otariidae",5,210,"LC","LC","visitante",26
"1001",24409268,"2019-04-30","vegapaez",-34.9637833333,-54.9504133333,"Maldonado","Otaria byronia","Mammalia","Otariidae",5,210,"LC","LC","visitante",26
"1002",24409291,"2019-04-30","vegapaez",-34.9639583333,-54.9507416667,"Maldonado","Larus dominicanus","Aves","Laridae",16,55,"LC","LC","visitante",26
"1004",24409342,"2019-04-29","vegapaez",-34.7915633333,-56.2763883333,"Montevideo","Vanellus chilensis","Aves","Charadriidae",19,32,"LC","LC","visitante",26
"1005",24409353,"2019-04-29","vegapaez",-34.7915466667,-56.2763666667,"Montevideo","Vanellus chilensis","Aves","Charadriidae",19,32,"LC","LC","visitante",26
"1006",24409363,"2019-05-02","vegapaez",-34.9573866667,-54.938625,"Maldonado","Passer domesticus","Aves","Passeridae",19,13,"LC","NE","visitante",26
"1007",24912638,"2015-01-07","rogerio-gribel",-34.3309528377,-57.500317904,"Colonia","Tyrannus savana","Aves","Tyrannidae",19,38,"LC","LC","visitante",123
"1008",24912792,"2015-01-07","rogerio-gribel",-34.4122133824,-57.6614299984,"Colonia","Athene cunicularia","Aves","Strigidae",19,25,"LC","NT","visitante",123
"1020",25956634,"2006-09-24","fvaldesp_tutor",-34.89733631,-56.109297031,"Montevideo","Egretta thula","Aves","Ardeidae",19,39,"LC","LC","visitante",84
"1021",25956636,"2006-09-24","fvaldesp_tutor",-34.89733631,-56.109297031,"Montevideo","Pitangus sulphuratus","Aves","Tyrannidae",19,22,"LC","LC","visitante",84
"1022",25956637,"2006-09-24","fvaldesp_tutor",-34.89733631,-56.109297031,"Montevideo","Tringa melanoleuca","Aves","Scolopacidae",19,33,"LC","LC","visitante",84
"1023",25956640,"2006-09-25","fvaldesp_tutor",-34.6408953194,-54.1539630586,"Rocha","Machetornis rixosa","Aves","Tyrannidae",19,17,"LC","LC","visitante",84
"1024",25956642,"2006-09-25","fvaldesp_tutor",-34.9645636993,-54.942963432,"Maldonado","Larus dominicanus","Aves","Laridae",16,55,"LC","LC","visitante",84
"1025",25956643,"2006-09-26","fvaldesp_tutor",-34.6168311267,-54.1406844963,"Rocha","Zonotrichia capensis","Aves","Passerellidae",19,12,"LC","LC","visitante",84
"1026",25956646,"2006-09-28","fvaldesp_tutor",-34.89733631,-56.109297031,"Montevideo","Vanellus chilensis","Aves","Charadriidae",19,32,"LC","LC","visitante",84
"1027",25956647,"2006-09-30","fvaldesp_tutor",-34.4035627716,-53.7860354676,"Rocha","Arctocephalus australis","Mammalia","Otariidae",7,150,"LC","LC","visitante",84
"1028",25956648,"2006-09-30","fvaldesp_tutor",-34.4035627716,-53.7860354676,"Rocha","Arctocephalus australis","Mammalia","Otariidae",7,150,"LC","LC","visitante",84
"1029",25956653,"2006-09-30","fvaldesp_tutor",-34.3961539543,-53.8005694585,"Rocha","Haematopus palliatus","Aves","Haematopodidae",8,35,"LC","LC","visitante",84
"1037",27578114,"2019-06-24","srnaturaleza",-34.8892056466,-56.0655366348,"Montevideo","Turdus rufiventris","Aves","Turdidae",19,23,"LC","LC","visitante",511
"1038",27596035,"2015-11-01","naturegirl52",-34.3955082604,-53.8054957344,"Rocha","Vanellus chilensis","Aves","Charadriidae",19,32,"LC","LC","visitante",475
"1039",27624403,"2018-01-21","elbeltrocco",-34.9533773,-54.9717314,"Maldonado","Rhinella arenarum","Amphibia","Bufonidae",10,11.5,"LC","LC","visitante",44
"1040",27735283,"2016-02-20","pafracas",-34.4047569465,-53.7818947354,"Rocha","Otaria byronia","Mammalia","Otariidae",5,210,"LC","LC","visitante",55
"1042",28329782,"2017-12-30","smerer",-34.9639283333,-54.9505666667,"Maldonado","Otaria byronia","Mammalia","Otariidae",5,210,"LC","LC","visitante",507
"1043",28501348,"2016-02-09","pafracas",-33.898020474,-53.5107779267,"Rocha","Rhinella dorbignyi","Amphibia","Bufonidae",10,7,"LC","LC","visitante",55
"1044",28501349,"2016-02-09","pafracas",-33.9382330842,-53.5205841064,"Rocha","Salvator merianae","Reptilia","Teiidae",19,140,"LC","LC","visitante",55
"1078",29353645,"2019-07-22","ska1",-34.919405287,-55.0816964481,"Maldonado","Otaria byronia","Mammalia","Otariidae",5,210,"LC","LC","visitante",112
"1102",29818275,"2019-07-29","call_me_ishmael",-34.9133734923,-56.1675777645,"Montevideo","Myiopsitta monachus","Aves","Psittacidae",19,27,"LC","LC","visitante",333
"1121",29849371,"2019-07-27","elbeltrocco",-33.126626134,-58.3371443456,"Río Negro","Didelphis albiventris","Mammalia","Didelphidae",19,90,"LC","LC","visitante",44
"1122",29871622,"2019-07-30","rimfirejudd",-34.7927432826,-55.2462803497,"Maldonado","Coragyps atratus","Aves","Cathartidae",19,53,"LC","LC","visitante",283
"1150",30072574,"2019-07-27","azbozzetto",-34.8594971174,-56.1996743828,"Montevideo","Myiopsitta monachus","Aves","Psittacidae",19,27,"LC","LC","visitante",231
"1151",30072741,"2019-07-27","azbozzetto",-34.8591689071,-56.1994775757,"Montevideo","Pitangus sulphuratus","Aves","Tyrannidae",19,22,"LC","LC","visitante",231
"1161",30285686,"2019-08-05","sebastianlescano",-34.8246196848,-54.6242584661,"Maldonado","Zonotrichia capensis","Aves","Passerellidae",19,12,"LC","LC","visitante",25
"1162",30285699,"2019-08-05","sebastianlescano",-34.8378411995,-54.6308501624,"Maldonado","Sterna trudeaui","Aves","Laridae",13,32,"LC","LC","visitante",25
"1163",30285792,"2019-08-05","sebastianlescano",-34.7437750897,-55.0207853297,"Maldonado","Colaptes campestris","Aves","Picidae",19,27,"LC","LC","visitante",25
"1164",30301010,"2019-08-05","sebastianlescano",-34.8411325865,-54.6764890797,"Maldonado","Larus dominicanus","Aves","Laridae",16,55,"LC","LC","visitante",25
"1165",30301104,"2019-08-05","sebastianlescano",-34.9230906314,-56.171743191,"Montevideo","Egretta thula","Aves","Ardeidae",19,39,"LC","LC","visitante",25
"1166",30301150,"2019-08-05","sebastianlescano",-34.8411784384,-54.6762480774,"Maldonado","Ardea cocoi","Aves","Ardeidae",19,75,"LC","LC","visitante",25
"1167",30301520,"2019-08-05","sebastianlescano",-34.8410524929,-54.6737906914,"Maldonado","Rynchops niger","Aves","Laridae",13,40,"LC","LC","visitante",25
"1168",30301539,"2019-08-05","sebastianlescano",-34.8394552797,-54.6700800517,"Maldonado","Himantopus mexicanus","Aves","Recurvirostridae",19,38,"LC","LC","visitante",25
"1169",30341558,"2019-08-06","sebastianlescano",-34.8294212278,-54.6227907111,"Maldonado","Arctocephalus australis","Mammalia","Otariidae",7,150,"LC","LC","visitante",25
"1170",30341830,"2019-08-06","sebastianlescano",-34.8248396606,-54.6240949519,"Maldonado","Zenaida auriculata","Aves","Columbidae",19,23,"LC","LC","visitante",25
"1171",30342079,"2019-08-06","sebastianlescano",-34.8242092279,-54.6248885338,"Maldonado","Turdus rufiventris","Aves","Turdidae",19,23,"LC","LC","visitante",25
"1172",30342220,"2019-08-06","sebastianlescano",-34.847836404,-54.6352390574,"Maldonado","Haematopus palliatus","Aves","Haematopodidae",8,35,"LC","LC","visitante",25
"1173",30343628,"2019-08-06","sebastianlescano",-34.8243881961,-54.6246727062,"Maldonado","Rauenia bonariensis","Aves","Thraupidae",19,17,"LC","LC","visitante",25
"1174",30343664,"2019-08-06","sebastianlescano",-34.8243289883,-54.6247455286,"Maldonado","Stephanophorus diadematus","Aves","Thraupidae",19,18,"LC","LC","visitante",25
"1179",30384843,"2019-08-06","sebastianlescano",-34.8479629654,-54.6355560927,"Maldonado","Mimus saturninus","Aves","Mimidae",19,25,"LC","LC","visitante",25
"1180",30384924,"2019-08-06","sebastianlescano",-34.8437726071,-54.6405040645,"Maldonado","Cathartes aura","Aves","Cathartidae",19,60,"LC","LC","visitante",25
"1181",30385016,"2019-08-06","sebastianlescano",-34.8465619977,-54.6380884058,"Maldonado","Furnarius rufus","Aves","Furnariidae",19,18,"LC","LC","visitante",25
"1182",30385133,"2019-08-06","sebastianlescano",-34.8477652216,-54.6350606364,"Maldonado","Himantopus mexicanus","Aves","Recurvirostridae",19,38,"LC","LC","visitante",25
"1183",30385210,"2019-08-06","sebastianlescano",-34.8469845488,-54.6346046541,"Maldonado","Pitangus sulphuratus","Aves","Tyrannidae",19,22,"LC","LC","visitante",25
"1184",30385293,"2019-08-06","sebastianlescano",-34.8480148348,-54.6350430236,"Maldonado","Charadrius semipalmatus","Aves","Charadriidae",5,15,"LC","LC","visitante",25
"1185",30385376,"2019-08-06","sebastianlescano",-34.8474619306,-54.634405922,"Maldonado","Nannopterum brasilianum","Aves","Phalacrocoracidae",19,63,"LC","LC","visitante",25
"1186",30385920,"2019-08-06","sebastianlescano",-34.76292564,-54.5480012383,"Rocha","Lygophis anomalus","Reptilia","Colubridae",19,62,"NE","LC","visitante",25
"1187",30386264,"2019-08-06","sebastianlescano",-34.8475917586,-54.6349789202,"Maldonado","Chroicocephalus maculipennis","Aves","Laridae",19,35,"LC","LC","visitante",25
"1188",30386388,"2019-08-06","sebastianlescano",-34.8010658418,-54.5680234278,"Maldonado","Ardea alba","Aves","Ardeidae",19,65,"LC","LC","visitante",25
"1189",30386395,"2019-08-06","sebastianlescano",-34.8463751929,-54.6338225583,"Maldonado","Vanellus chilensis","Aves","Charadriidae",19,32,"LC","LC","visitante",25
"1190",30386463,"2019-08-06","sebastianlescano",-34.8444744524,-54.6418932031,"Maldonado","Podiceps major","Aves","Podicipedidae",19,51,"LC","LC","visitante",25
"1195",30447643,"2019-08-07","sebastianlescano",-34.964392482,-54.9530482062,"Maldonado","Haematopus palliatus","Aves","Haematopodidae",8,35,"LC","LC","visitante",25
"1196",30447787,"2019-08-07","sebastianlescano",-34.9645017577,-54.949169231,"Maldonado","Sterna hirundinacea","Aves","Laridae",9,38,"LC","LC","visitante",25
"1197",30447836,"2019-08-07","sebastianlescano",-34.9603010048,-54.9503541604,"Maldonado","Podiceps major","Aves","Podicipedidae",19,51,"LC","LC","visitante",25
"1198",30448007,"2019-08-07","sebastianlescano",-34.9645794079,-54.9493311753,"Maldonado","Otaria byronia","Mammalia","Otariidae",5,210,"LC","LC","visitante",25
"1199",30448674,"2019-08-07","sebastianlescano",-34.9645868426,-54.9494543131,"Maldonado","Larus dominicanus","Aves","Laridae",16,55,"LC","LC","visitante",25
"1207",30505560,"2019-08-05","sebastianlescano",-34.7438975495,-55.0169726896,"Maldonado","Furnarius rufus","Aves","Furnariidae",19,18,"LC","LC","visitante",25
"1208",30505834,"2019-08-07","sebastianlescano",-34.9183003968,-55.0488828689,"Maldonado","Macronectes giganteus","Aves","Procellariidae",6,95,"LC","LC","visitante",25
"1218",30623543,"2019-08-05","sebastianlescano",-34.7443493172,-55.0167507833,"Maldonado","Mimus saturninus","Aves","Mimidae",19,25,"LC","LC","visitante",25
"1219",30659466,"2019-07-29","ska1",-34.8595280294,-56.1994499993,"Montevideo","Pitangus sulphuratus","Aves","Tyrannidae",19,22,"LC","LC","visitante",112
"1225",30731100,"2019-01-07","ocsedetled",-34.7792529946,-55.2316876128,"Maldonado","Coragyps atratus","Aves","Cathartidae",19,53,"LC","LC","visitante",476
"1324",31060407,"2018-02-11","arnel",-34.9119570455,-56.1986262185,"Montevideo","Myiopsitta monachus","Aves","Psittacidae",19,27,"LC","LC","visitante",22
"1394",31100448,"2018-02-16","arnel",-34.9060869598,-56.2017402729,"Montevideo","Furnarius rufus","Aves","Furnariidae",19,18,"LC","LC","visitante",22
"1420",31150557,"2018-01-14","dr_calamardo",-34.7673793641,-55.6592494994,"Canelones","Leucochloris albicollis","Aves","Trochilidae",19,8,"LC","LC","visitante",180
"1421",31161681,"2018-02-24","arnel",-34.9281867277,-56.1644568267,"Montevideo","Tringa melanoleuca","Aves","Scolopacidae",19,33,"LC","LC","visitante",22
"1422",31161852,"2018-02-23","arnel",-34.9106159504,-56.2020016803,"Montevideo","Nannopterum brasilianum","Aves","Phalacrocoracidae",19,63,"LC","LC","visitante",22
"1423",31162189,"2018-02-18","arnel",-34.9132279329,-56.1924677868,"Montevideo","Chroicocephalus maculipennis","Aves","Laridae",19,35,"LC","LC","visitante",22
"1424",31163921,"2018-02-18","arnel",-34.9156457466,-56.1873696451,"Montevideo","Chroicocephalus maculipennis","Aves","Laridae",19,35,"LC","LC","visitante",22
"1433",31322608,"2018-02-18","arnel",-34.914644079,-56.1754589169,"Montevideo","Vanellus chilensis","Aves","Charadriidae",19,32,"LC","LC","visitante",22
"1434",31349274,"2018-02-24","arnel",-34.929765893,-56.1604949512,"Montevideo","Patagioenas picazuro","Aves","Columbidae",19,35,"LC","LC","visitante",22
"1435",31360681,"2014-12-17","dr_calamardo",-34.8173171,-56.1588712,"Montevideo","Ardea alba","Aves","Ardeidae",19,65,"LC","LC","visitante",180
"1436",31361286,"2014-12-20","dr_calamardo",-34.9363205,-54.9377826,"Maldonado","Myiopsitta monachus","Aves","Psittacidae",19,27,"LC","LC","visitante",180
"1437",31387662,"2018-02-24","arnel",-34.9293404898,-56.1606551742,"Montevideo","Zenaida auriculata","Aves","Columbidae",19,23,"LC","LC","visitante",22
"1438",31400846,"2018-02-23","arnel",-34.9068769536,-56.2032204561,"Montevideo","Passer domesticus","Aves","Passeridae",19,13,"LC","NE","visitante",22
"1468",32220355,"2019-08-06","mjfeldman",-34.4625910338,-57.8306366543,"Colonia","Podiceps major","Aves","Podicipedidae",19,51,"LC","LC","visitante",198
"1471",32408129,"2015-02-11","jbar82",-34.7353483401,-54.4916501687,"Maldonado","Milvago chimango","Aves","Falconidae",19,37,"LC","LC","visitante",69
"1472",32408495,"2015-02-05","jbar82",-34.7250847679,-54.4807851753,"Rocha","Spinus magellanicus","Aves","Fringillidae",19,12,"LC","LC","visitante",69
"1493",32520732,"2019-09-10","sebastianlescano",-34.8245824875,-54.6242374254,"Maldonado","Polioptila dumicola","Aves","Polioptilidae",19,11,"LC","LC","visitante",25
"1494",32552729,"2019-09-10","sebastianlescano",-34.8245688806,-54.624294021,"Maldonado","Troglodytes aedon","Aves","Troglodytidae",19,10,"LC","LC","visitante",25
"1495",32553159,"2019-09-11","sebastianlescano",-34.8243056842,-54.6243419978,"Maldonado","Stephanophorus diadematus","Aves","Thraupidae",19,18,"LC","LC","visitante",25
"1496",32553217,"2019-09-10","sebastianlescano",-34.8243660957,-54.6243581181,"Maldonado","Leucochloris albicollis","Aves","Trochilidae",19,8,"LC","LC","visitante",25
"1497",32553252,"2019-09-11","sebastianlescano",-34.8242083355,-54.624232444,"Maldonado","Zenaida auriculata","Aves","Columbidae",19,23,"LC","LC","visitante",25
"1498",32553283,"2019-09-10","sebastianlescano",-34.8242544296,-54.6243220061,"Maldonado","Zonotrichia capensis","Aves","Passerellidae",19,12,"LC","LC","visitante",25
"1501",32843562,"2019-09-16","alex-chama",-34.8950004578,-56.1225013733,"Montevideo","Furnarius rufus","Aves","Furnariidae",19,18,"LC","LC","visitante",303
"1524",33356196,"2018-02-11","arnel",-34.9119499233,-56.1986779089,"Montevideo","Zenaida auriculata","Aves","Columbidae",19,23,"LC","LC","visitante",22
"1525",33358433,"2018-02-11","arnel",-34.9119698046,-56.1987600575,"Montevideo","Myiopsitta monachus","Aves","Psittacidae",19,27,"LC","LC","visitante",22
"1541",33428138,"2018-02-10","arnel",-34.9064282079,-56.1995245221,"Montevideo","Patagioenas picazuro","Aves","Columbidae",19,35,"LC","LC","visitante",22
"1542",33484511,"2018-02-17","arnel",-34.8585704508,-56.1988149174,"Montevideo","Leptotila rufaxilla","Aves","Columbidae",11,25,"LC","LC","visitante",22
"1552",33653152,"2018-02-24","arnel",-34.9146515453,-56.1750301106,"Montevideo","Larus dominicanus","Aves","Laridae",16,55,"LC","LC","visitante",22
"1560",33705681,"2018-02-15","arnel",-34.9134754862,-56.1933066302,"Montevideo","Thalasseus maximus","Aves","Laridae",8,44,"LC","CR","visitante",22
"1561",33783407,"2018-02-15","arnel",-34.9148878048,-56.1897180995,"Montevideo","Podiceps major","Aves","Podicipedidae",19,51,"LC","LC","visitante",22
"1562",33844200,"2018-02-24","arnel",-34.9294207453,-56.1623670697,"Montevideo","Rollandia rolland","Aves","Podicipedidae",19,25,"LC","LC","visitante",22
"1571",34061735,"2019-10-08","danielgonzalez2",-34.8943556075,-56.1115587875,"Montevideo","Furnarius rufus","Aves","Furnariidae",19,18,"LC","LC","visitante",179
"1573",34155672,"2018-02-18","arnel",-34.9151449019,-56.1795719567,"Montevideo","Chroicocephalus maculipennis","Aves","Laridae",19,35,"LC","LC","visitante",22
"1574",34155821,"2018-02-18","arnel",-34.9152232934,-56.1792814442,"Montevideo","Sterna trudeaui","Aves","Laridae",13,32,"LC","LC","visitante",22
