"","id","observado","usuario","latitude","longitude","place_admin1_name","especie","clase","familia","distribucion","largo_cm","status_global","status_regional","nivel","ranking"
"75",1544567,"2015-02-01","pipoca1730",-34.66667,-54.16667,"Rocha","Pluvialis dominica","Aves","Charadriidae",19,23,"LC","LC","visitante",36
"76",1544572,"2015-02-01","pipoca1730",-34.66667,-54.16667,"Rocha","Tringa flavipes","Aves","Scolopacidae",19,25,"LC","LC","visitante",36
"77",1544626,"2015-01-29","pipoca1730",-32.36667,-54.18333,"Cerro Largo","Colaptes melanochloros","Aves","Picidae",19,23,"LC","LC","visitante",36
"78",1544628,"2015-01-30","pipoca1730",-34.04583,-53.5405,"Rocha","Colaptes campestris","Aves","Picidae",19,27,"LC","LC","visitante",36
"79",1544633,"2015-01-30","pipoca1730",-34.04583,-53.5405,"Rocha","Guira guira","Aves","Cuculidae",19,36,"LC","LC","visitante",36
"80",1544641,"2015-02-01","pipoca1730",-34.66667,-54.16667,"Rocha","Calidris fuscicollis","Aves","Scolopacidae",19,16,"LC","LC","visitante",36
"81",1544691,"2015-01-25","pipoca1730",-31.95,-57.88333,"Paysandú","Syrigma sibilatrix","Aves","Ardeidae",19,48,"LC","LC","visitante",36
"82",1686079,"2015-01-30","pipoca1730",-34.00372,-53.543696,"Rocha","Progne chalybea","Aves","Hirundinidae",19,18,"LC","LC","visitante",36
"83",1777640,"2015-07-14","lzgd",-34.472358,-57.851689,"Colonia","Myiopsitta monachus","Aves","Psittacidae",19,27,"LC","LC","visitante",266
"84",1777657,"2015-07-14","lzgd",-34.472204,-57.851617,"Colonia","Myiopsitta monachus","Aves","Psittacidae",19,27,"LC","LC","visitante",266
"92",2355601,"2015-11-03","mattclark72",-34.472607,-57.841463,"Colonia","Hymenops perspicillatus","Aves","Tyrannidae",19,13,"LC","LC","visitante",459
"102",3036766,"2015-01-28","pipoca1730",-32.384796,-54.17273,"Cerro Largo","Icterus pyrrhopterus","Aves","Icteridae",19,19,"LC","LC","visitante",36
"103",3036802,"2015-01-26","pipoca1730",-31.610466,-57.981699,"Paysandú","Cathartes aura","Aves","Cathartidae",19,60,"LC","LC","visitante",36
"118",3962720,"2015-01-25","pipoca1730",-31.839572,-57.885349,"Paysandú","Chauna torquata","Aves","Anhimidae",19,85,"LC","LC","visitante",36
"135",4832847,"2015-01-26","pipoca1730",-31.8404514129,-57.8845274448,"Paysandú","Chloroceryle amazona","Aves","Alcedinidae",19,26,"LC","LC","visitante",36
"149",5454193,"2017-03-09","susan57",-34.3781152958,-57.8466442713,"Colonia","Athene cunicularia","Aves","Strigidae",19,25,"LC","NT","visitante",165
"150",5485649,"2017-03-09","susan57",-34.4019962689,-57.8538010244,"Colonia","Rupornis magnirostris","Aves","Accipitridae",19,38,"LC","LC","visitante",165
"151",5485696,"2017-03-09","susan57",-34.2529466298,-57.8756709224,"Colonia","Colaptes campestris","Aves","Picidae",19,27,"LC","LC","visitante",165
"152",5505927,"2017-03-09","susan57",-34.2541175986,-57.8799114918,"Colonia","Guira guira","Aves","Cuculidae",19,36,"LC","LC","visitante",165
"153",5535388,"2015-01-12","drtupps",-34.468851,-57.852556,"Colonia","Vanellus chilensis","Aves","Charadriidae",19,32,"LC","LC","visitante",363
"154",5565526,"2012-02-25","carancho",-34.9368789,-54.9281496,"Maldonado","Phimosus infuscatus","Aves","Threskiornithidae",19,40,"LC","LC","visitante",11
"155",5565527,"2012-02-26","carancho",-34.9368789,-54.9281496,"Maldonado","Larus dominicanus","Aves","Laridae",16,55,"LC","LC","visitante",11
"156",5565528,"2012-02-26","carancho",-34.8531859678,-54.9847788931,"Maldonado","Chelonia mydas","Reptilia","Cheloniidae",5,92,"EN","VU","visitante",11
"157",5565529,"2012-02-26","carancho",-34.9368789,-54.9281496,"Maldonado","Chroicocephalus maculipennis","Aves","Laridae",19,35,"LC","LC","visitante",11
"158",5565530,"2012-02-26","carancho",-34.9368789,-54.9281496,"Maldonado","Rynchops niger","Aves","Laridae",13,40,"LC","LC","visitante",11
"159",6290222,"2017-01-30","craftybirder",-34.8463883199,-56.0222482681,"Canelones","Aramides ypecaha","Aves","Rallidae",19,45,"LC","LC","visitante",68
"160",6290553,"2017-01-30","craftybirder",-34.9295712235,-54.9271559715,"Maldonado","Furnarius rufus","Aves","Furnariidae",19,18,"LC","LC","visitante",68
"161",6290949,"2017-01-30","craftybirder",-34.9294462,-54.9271454,"Maldonado","Zenaida auriculata","Aves","Columbidae",19,23,"LC","LC","visitante",68
"162",6291517,"2017-01-30","craftybirder",-34.9278119839,-56.1633110046,"Montevideo","Patagioenas picazuro","Aves","Columbidae",19,35,"LC","LC","visitante",68
"163",6291959,"2017-01-30","craftybirder",-34.9448398418,-54.9319839478,"Maldonado","Phimosus infuscatus","Aves","Threskiornithidae",19,40,"LC","LC","visitante",68
"164",6292137,"2017-01-30","craftybirder",-34.9315415275,-54.9532699585,"Maldonado","Mimus saturninus","Aves","Mimidae",19,25,"LC","LC","visitante",68
"165",6295941,"2017-01-30","craftybirder",-34.9180297809,-56.172064403,"Montevideo","Larus dominicanus","Aves","Laridae",16,55,"LC","LC","visitante",68
"166",6295942,"2017-01-30","craftybirder",-34.9180297809,-56.172064403,"Montevideo","Chroicocephalus maculipennis","Aves","Laridae",19,35,"LC","LC","visitante",68
"167",6295943,"2017-01-30","craftybirder",-34.9180297809,-56.172064403,"Montevideo","Chroicocephalus maculipennis","Aves","Laridae",19,35,"LC","LC","visitante",68
"168",6295944,"2017-01-30","craftybirder",-34.9180297809,-56.172064403,"Montevideo","Nannopterum brasilianum","Aves","Phalacrocoracidae",19,63,"LC","LC","visitante",68
"169",6295945,"2017-01-30","craftybirder",-34.9180297809,-56.172064403,"Montevideo","Sterna trudeaui","Aves","Laridae",13,32,"LC","LC","visitante",68
"170",6296524,"2017-01-30","craftybirder",-34.7821781223,-55.9891172432,"Canelones","Geranoaetus albicaudatus","Aves","Accipitridae",19,53,"LC","LC","visitante",68
"183",6970136,"2017-07-08","weleaf",-32.37997905,-53.92697861,"Cerro Largo","Didelphis albiventris","Mammalia","Didelphidae",19,90,"LC","LC","visitante",59
"184",6970137,"2017-07-08","weleaf",-32.37826382,-54.00389455,"Cerro Largo","Cerdocyon thous","Mammalia","Canidae",19,110,"LC","LC","visitante",59
"185",6970138,"2017-07-08","weleaf",-32.38082107,-54.01652109,"Cerro Largo","Lycalopex gymnocercus","Mammalia","Canidae",19,97,"LC","NT","visitante",59
"186",7036602,"2017-07-11","weleaf",-32.56051339,-54.57835282,"Cerro Largo","Conepatus chinga","Mammalia","Mephitidae",19,57,"LC","NT","visitante",59
"187",7036604,"2017-07-11","weleaf",-32.57085939,-54.58295678,"Cerro Largo","Lycalopex gymnocercus","Mammalia","Canidae",19,97,"LC","NT","visitante",59
"188",7036607,"2017-07-12","weleaf",-32.69825666,-54.6179552,"Cerro Largo","Nothura maculosa","Aves","Tinamidae",19,25,"LC","LC","visitante",59
"189",7036609,"2017-07-12","weleaf",-32.86673689,-54.861358,"Cerro Largo","Erythrolamprus poecilogyrus","Reptilia","Colubridae",19,70,"NE","LC","visitante",59
"190",7036618,"2017-07-12","weleaf",-32.88746866,-54.88225339,"Cerro Largo","Cerdocyon thous","Mammalia","Canidae",19,110,"LC","LC","visitante",59
"191",7191892,"2015-02-11","megtc",-34.8860942707,-56.0591125488,"Montevideo","Amphisbaena munoai","Reptilia","Amphisbaenidae",12,15,"NE","LC","visitante",275
"192",7253680,"2017-07-14","weleaf",-33.10663975,-55.38830267,"Durazno","Conepatus chinga","Mammalia","Mephitidae",19,57,"LC","NT","visitante",59
"193",7253681,"2017-07-14","weleaf",-33.1185303,-55.5745283,"Durazno","Conepatus chinga","Mammalia","Mephitidae",19,57,"LC","NT","visitante",59
"194",7253682,"2017-07-15","weleaf",-33.28268062,-56.10787207,"Durazno","Conepatus chinga","Mammalia","Mephitidae",19,57,"LC","NT","visitante",59
"195",7253683,"2017-07-15","weleaf",-33.3044841,-56.16382869,"Durazno","Lycalopex gymnocercus","Mammalia","Canidae",19,97,"LC","NT","visitante",59
"196",7253684,"2017-07-15","weleaf",-33.30429745,-56.16987501,"Durazno","Conepatus chinga","Mammalia","Mephitidae",19,57,"LC","NT","visitante",59
"197",7253685,"2017-07-15","weleaf",-33.30718358,-56.20851461,"Durazno","Procyon cancrivorus","Mammalia","Procyonidae",19,107,"LC","LC","visitante",59
"198",7253686,"2017-07-15","weleaf",-33.30896779,-56.22036774,"Durazno","Conepatus chinga","Mammalia","Mephitidae",19,57,"LC","NT","visitante",59
"199",7253687,"2017-07-15","weleaf",-33.30060065,-56.34503548,"Durazno","Conepatus chinga","Mammalia","Mephitidae",19,57,"LC","NT","visitante",59
"200",7253689,"2017-07-18","weleaf",-34.0341177,-57.36615078,"Colonia","Procyon cancrivorus","Mammalia","Procyonidae",19,107,"LC","LC","visitante",59
"201",7306287,"2006-09-24","prodenazas",-34.8964912006,-56.1037015915,"Montevideo","Tringa melanoleuca","Aves","Scolopacidae",19,33,"LC","LC","visitante",281
"202",7306288,"2006-09-26","prodenazas",-34.8835370932,-56.1439990997,"Montevideo","Zonotrichia capensis","Aves","Passerellidae",19,12,"LC","LC","visitante",281
"209",7589697,"2017-08-08","jessicarr415",-34.9139216667,-56.1766133333,"Montevideo","Myiopsitta monachus","Aves","Psittacidae",19,27,"LC","LC","visitante",129
"210",7593324,"2017-08-08","jessicarr415",-34.9139533333,-56.1760866667,"Montevideo","Vanellus chilensis","Aves","Charadriidae",19,32,"LC","LC","visitante",129
"211",7595198,"2017-08-09","jessicarr415",-34.8608166667,-56.19972,"Montevideo","Turdus rufiventris","Aves","Turdidae",19,23,"LC","LC","visitante",129
"212",7595344,"2017-08-08","jessicarr415",-34.91502,-56.17062,"Montevideo","Vanellus chilensis","Aves","Charadriidae",19,32,"LC","LC","visitante",129
"213",7674412,"2013-02-25","aurelien_miralles",-34.2642474,-57.6106775,"Colonia","Leptodactylus mystacinus","Amphibia","Leptodactylidae",19,6,"LC","LC","visitante",82
"214",7674447,"2013-03-02","aurelien_miralles",-34.2750352,-53.783028,"Rocha","Bothrops alternatus","Reptilia","Viperidae",19,150,"NE","LC","visitante",82
"215",7674458,"2013-03-08","aurelien_miralles",-34.402302,-53.794941,"Rocha","Amphisbaena darwinii","Reptilia","Amphisbaenidae",13,28,"NE","LC","visitante",82
"216",7674481,"2013-03-02","aurelien_miralles",-34.2685099813,-53.7790797238,"Rocha","Erythrolamprus poecilogyrus","Reptilia","Colubridae",19,70,"NE","LC","visitante",82
"217",7674504,"2013-03-09","aurelien_miralles",-34.9011127,-56.1645314,"Montevideo","Rhinella arenarum","Amphibia","Bufonidae",10,11.5,"LC","LC","visitante",82
"218",7674567,"2013-03-01","aurelien_miralles",-34.2750352,-53.783028,"Rocha","Physalaemus biligonigerus","Amphibia","Leptodactylidae",12,4,"LC","LC","visitante",82
"219",7674578,"2013-03-02","aurelien_miralles",-34.2750352,-53.783028,"Rocha","Rhinella arenarum","Amphibia","Bufonidae",10,11.5,"LC","LC","visitante",82
"220",7674589,"2013-03-06","aurelien_miralles",-34.9368789,-54.9281496,"Maldonado","Teius oculatus","Reptilia","Teiidae",19,12,"NE","LC","visitante",82
"221",7674617,"2013-03-04","aurelien_miralles",-34.0037425716,-53.5486644153,"Rocha","Salvator merianae","Reptilia","Teiidae",19,140,"LC","LC","visitante",82
"222",7674661,"2013-03-05","aurelien_miralles",-34.8513281,-55.0191916,"Maldonado","Salvator merianae","Reptilia","Teiidae",19,140,"LC","LC","visitante",82
"225",8135881,"2010-01-01","gabriel_moulatlet",-34.4034350715,-53.7695351888,"Rocha","Arctocephalus australis","Mammalia","Otariidae",7,150,"LC","LC","visitante",381
"229",8411584,"2017-10-14","ezequielvera",-32.2276377027,-58.1284616143,"","Charadrius collaris","Aves","Charadriidae",19,14,"LC","LC","visitante",60
"252",9135289,"2017-12-12","danielt",-34.9113225529,-56.2003211972,"Montevideo","Chroicocephalus cirrocephalus","Aves","Laridae",15,38,"LC","LC","visitante",24
"253",9135290,"2017-12-12","danielt",-34.9110480529,-56.2001903056,"Montevideo","Columba livia","Aves","Columbidae",19,33,"LC","NE","visitante",24
"254",9135291,"2017-12-12","danielt",-34.9114879563,-56.2000615596,"Montevideo","Passer domesticus","Aves","Passeridae",19,13,"LC","NE","visitante",24
"255",9135292,"2017-12-12","danielt",-34.9116396343,-56.2000830173,"Montevideo","Passer domesticus","Aves","Passeridae",19,13,"LC","NE","visitante",24
"256",9135293,"2017-12-12","danielt",-34.9117804027,-56.1976583003,"Montevideo","Vanellus chilensis","Aves","Charadriidae",19,32,"LC","LC","visitante",24
"257",9135294,"2017-12-12","danielt",-34.9116748264,-56.1977334022,"Montevideo","Mimus saturninus","Aves","Mimidae",19,25,"LC","LC","visitante",24
"258",9135295,"2017-12-12","danielt",-34.9124782581,-56.1950941086,"Montevideo","Myiopsitta monachus","Aves","Psittacidae",19,27,"LC","LC","visitante",24
"259",9135296,"2017-12-12","danielt",-34.9115192773,-56.1972506046,"Montevideo","Molothrus bonariensis","Aves","Icteridae",19,19,"LC","LC","visitante",24
"260",9135297,"2017-12-12","danielt",-34.911748026,-56.1972720622,"Montevideo","Myiopsitta monachus","Aves","Psittacidae",19,27,"LC","LC","visitante",24
"261",9135298,"2017-12-12","danielt",-34.9106380611,-56.2023146149,"Montevideo","Columba livia","Aves","Columbidae",19,33,"LC","NE","visitante",24
"262",9135299,"2017-12-12","danielt",-34.9111993804,-56.2015142439,"Montevideo","Larus dominicanus","Aves","Laridae",16,55,"LC","LC","visitante",24
"263",9135300,"2017-12-12","danielt",-34.9110938034,-56.2022008895,"Montevideo","Larus dominicanus","Aves","Laridae",16,55,"LC","LC","visitante",24
"264",9135302,"2017-12-12","danielt",-34.9104962338,-56.2035741805,"Montevideo","Columba livia","Aves","Columbidae",19,33,"LC","NE","visitante",24
"265",9135303,"2017-12-12","danielt",-34.9104610411,-56.2004413603,"Montevideo","Tyrannus melancholicus","Aves","Tyrannidae",19,20,"LC","LC","visitante",24
"266",9135305,"2017-12-12","danielt",-34.9110945058,-56.2023510932,"Montevideo","Larus dominicanus","Aves","Laridae",16,55,"LC","LC","visitante",24
"267",9135309,"2017-12-12","danielt",-34.9120397684,-56.2087454788,"Montevideo","Nannopterum brasilianum","Aves","Phalacrocoracidae",19,63,"LC","LC","visitante",24
"268",9135310,"2017-12-12","danielt",-34.9128414375,-56.2093763349,"Montevideo","Vanellus chilensis","Aves","Charadriidae",19,32,"LC","LC","visitante",24
"269",9135311,"2017-12-12","danielt",-34.91227837,-56.2078742978,"Montevideo","Egretta thula","Aves","Ardeidae",19,39,"LC","LC","visitante",24
"270",9135315,"2017-12-12","danielt",-34.912800614,-56.2079172132,"Montevideo","Nannopterum brasilianum","Aves","Phalacrocoracidae",19,63,"LC","LC","visitante",24
"271",9135316,"2017-12-12","danielt",-34.9113690075,-56.2113633148,"Montevideo","Passer domesticus","Aves","Passeridae",19,13,"LC","NE","visitante",24
"272",9135317,"2017-12-12","danielt",-34.9075625241,-56.2079172132,"Montevideo","Myiopsitta monachus","Aves","Psittacidae",19,27,"LC","LC","visitante",24
"273",9135321,"2017-12-12","danielt",-34.9074949546,-56.2078313825,"Montevideo","Passer domesticus","Aves","Passeridae",19,13,"LC","NE","visitante",24
"274",9135322,"2017-12-12","danielt",-34.9126682931,-56.2090330121,"Montevideo","Nannopterum brasilianum","Aves","Phalacrocoracidae",19,63,"LC","LC","visitante",24
"275",9135324,"2017-12-12","danielt",-34.9125275263,-56.2089471814,"Montevideo","Egretta thula","Aves","Ardeidae",19,39,"LC","LC","visitante",24
"276",9135327,"2017-12-12","danielt",-34.9076068713,-56.2080802916,"Montevideo","Mimus saturninus","Aves","Mimidae",19,25,"LC","LC","visitante",24
"277",9135329,"2017-12-12","danielt",-34.9076286929,-56.2080030439,"Montevideo","Myiopsitta monachus","Aves","Psittacidae",19,27,"LC","LC","visitante",24
"278",9148815,"2017-12-13","danielt",-34.905607133,-56.1942100525,"Montevideo","Parabuteo unicinctus","Aves","Accipitridae",19,50,"LC","LC","visitante",24
"279",9148816,"2017-12-13","danielt",-34.8992633959,-56.1946992872,"Montevideo","Furnarius rufus","Aves","Furnariidae",19,18,"LC","LC","visitante",24
"280",9148817,"2017-12-13","danielt",-34.8991930007,-56.1926393506,"Montevideo","Furnarius rufus","Aves","Furnariidae",19,18,"LC","LC","visitante",24
"281",9148819,"2017-12-13","danielt",-34.9004784018,-56.197917938,"Montevideo","Molothrus bonariensis","Aves","Icteridae",19,19,"LC","LC","visitante",24
"282",9148820,"2017-12-13","danielt",-34.9046315304,-56.212423323,"Montevideo","Larus dominicanus","Aves","Laridae",16,55,"LC","LC","visitante",24
"283",9174145,"2017-12-16","danielt",-34.9154751331,-56.188691139,"Montevideo","Nannopterum brasilianum","Aves","Phalacrocoracidae",19,63,"LC","LC","visitante",24
"284",9174146,"2017-12-16","danielt",-34.9162985859,-56.1871204371,"Montevideo","Vanellus chilensis","Aves","Charadriidae",19,32,"LC","LC","visitante",24
"285",9174147,"2017-12-16","danielt",-34.9167208662,-56.1869487757,"Montevideo","Vanellus chilensis","Aves","Charadriidae",19,32,"LC","LC","visitante",24
"286",9174148,"2017-12-16","danielt",-34.9155469222,-56.1803398127,"Montevideo","Vanellus chilensis","Aves","Charadriidae",19,32,"LC","LC","visitante",24
"287",9174149,"2017-12-16","danielt",-34.9152653982,-56.1811981196,"Montevideo","Progne chalybea","Aves","Hirundinidae",19,18,"LC","LC","visitante",24
"288",9174150,"2017-12-16","danielt",-34.9152653982,-56.1811981196,"Montevideo","Progne chalybea","Aves","Hirundinidae",19,18,"LC","LC","visitante",24
"289",9174151,"2017-12-16","danielt",-34.9154483872,-56.1782798762,"Montevideo","Vanellus chilensis","Aves","Charadriidae",19,32,"LC","LC","visitante",24
"290",9174152,"2017-12-16","danielt",-34.9151668629,-56.1742458338,"Montevideo","Passer domesticus","Aves","Passeridae",19,13,"LC","NE","visitante",24
"291",9174153,"2017-12-16","danielt",-34.9156595298,-56.1771640772,"Montevideo","Egretta thula","Aves","Ardeidae",19,39,"LC","LC","visitante",24
"292",9174154,"2017-12-16","danielt",-34.9184184107,-56.1716709132,"Montevideo","Machetornis rixosa","Aves","Tyrannidae",19,17,"LC","LC","visitante",24
"293",9174155,"2017-12-16","danielt",-34.9185225698,-56.1724948845,"Montevideo","Pitangus sulphuratus","Aves","Tyrannidae",19,22,"LC","LC","visitante",24
"294",9174156,"2017-12-16","danielt",-34.9214446265,-56.1671218867,"Montevideo","Vanellus chilensis","Aves","Charadriidae",19,32,"LC","LC","visitante",24
"295",9174157,"2017-12-16","danielt",-34.9222103122,-56.165662765,"Montevideo","Myiopsitta monachus","Aves","Psittacidae",19,27,"LC","LC","visitante",24
"296",9174158,"2017-12-16","danielt",-34.9236783243,-56.1669330598,"Montevideo","Vanellus chilensis","Aves","Charadriidae",19,32,"LC","LC","visitante",24
"297",9174159,"2017-12-16","danielt",-34.9117990545,-56.1666927337,"Montevideo","Pitangus sulphuratus","Aves","Tyrannidae",19,22,"LC","LC","visitante",24
"298",9174160,"2017-12-16","danielt",-34.9119876827,-56.1670961382,"Montevideo","Zenaida auriculata","Aves","Columbidae",19,23,"LC","LC","visitante",24
"299",9174161,"2017-12-16","danielt",-34.9118609923,-56.1668429374,"Montevideo","Pitangus sulphuratus","Aves","Tyrannidae",19,22,"LC","LC","visitante",24
"300",9174162,"2017-12-16","danielt",-34.9166279685,-56.1892662043,"Montevideo","Nannopterum brasilianum","Aves","Phalacrocoracidae",19,63,"LC","LC","visitante",24
"301",9183091,"2017-12-17","danielt",-34.91889276,-56.1479215621,"Montevideo","Furnarius rufus","Aves","Furnariidae",19,18,"LC","LC","visitante",24
"302",9183092,"2017-12-17","danielt",-34.918963138,-56.1478786468,"Montevideo","Columba livia","Aves","Columbidae",19,33,"LC","NE","visitante",24
"303",9183093,"2017-12-17","danielt",-34.9190757429,-56.1474494933,"Montevideo","Vanellus chilensis","Aves","Charadriidae",19,32,"LC","LC","visitante",24
"304",9183095,"2017-12-17","danielt",-34.9227050481,-56.1509170532,"Montevideo","Egretta thula","Aves","Ardeidae",19,39,"LC","LC","visitante",24
"305",9183096,"2017-12-17","danielt",-34.9219759626,-56.150273323,"Montevideo","Patagioenas picazuro","Aves","Columbidae",19,35,"LC","LC","visitante",24
"306",9183097,"2017-12-17","danielt",-34.9219407749,-56.1501660346,"Montevideo","Furnarius rufus","Aves","Furnariidae",19,18,"LC","LC","visitante",24
"307",9183099,"2017-12-17","danielt",-34.9216360498,-56.1497368812,"Montevideo","Zenaida auriculata","Aves","Columbidae",19,23,"LC","LC","visitante",24
"308",9183100,"2017-12-17","danielt",-34.9216536437,-56.1499729156,"Montevideo","Columba livia","Aves","Columbidae",19,33,"LC","NE","visitante",24
"309",9183102,"2017-12-17","danielt",-34.9215874904,-56.1498656272,"Montevideo","Patagioenas picazuro","Aves","Columbidae",19,35,"LC","LC","visitante",24
"310",9183103,"2017-12-17","danielt",-34.9213587691,-56.1495652198,"Montevideo","Vanellus chilensis","Aves","Charadriidae",19,32,"LC","LC","visitante",24
"311",9183105,"2017-12-17","danielt",-34.9195810546,-56.1480674712,"Montevideo","Myiopsitta monachus","Aves","Psittacidae",19,27,"LC","LC","visitante",24
"312",9294062,"2017-12-26","gantproductions",-34.9602616667,-54.9712833333,"Maldonado","Athene cunicularia","Aves","Strigidae",19,25,"LC","NT","visitante",29
