Grupo,Orden,Familia,Nombre Científico,Nombres comunes,Codigo,Estado de Conservación,Nativa
Vasculares,Malpighiales,Euphorbiaceae,Caperonia castaneifolia,,Cap_castan,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Euphorbiaceae,Chiropetalum intermedium,,Chi_interm,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Euphorbiaceae,Croton chamaepitys,,Cro_chamae,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Euphorbiaceae,Croton cuchilla-nigrae,,Cro_cuchil,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Euphorbiaceae,Croton garckeanus,,Cro_garcke,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Euphorbiaceae,Croton gnaphalii,,Cro_gnapha,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Euphorbiaceae,Croton hilarii,,Cro_hilari,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Euphorbiaceae,Croton lachnostephanus,,Cro_lachno,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Euphorbiaceae,Croton lombardianus,,Cro_lombar,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Euphorbiaceae,Croton montevidensis,,Cro_montev,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Euphorbiaceae,Croton nitrariaefolius,,Cro_nitrar,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Euphorbiaceae,Croton tenuissimus,,Cro_tenuis,No Prioritaria,Si
Vasculares,Malpighiales,Euphorbiaceae,Croton urucurana,sangre de drago,Cro_urucur,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Euphorbiaceae,Dalechampia stenosepala,,Dal_stenos,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Euphorbiaceae,Ditaxis acaulis,,Dit_acauli,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Euphorbiaceae,Ditaxis rhizantha,,Dit_rhizan,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Euphorbiaceae,Euphorbia potentilloides,,Eup_potent,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Euphorbiaceae,Euphorbia rochaensis,,Eup_rochae,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Euphorbiaceae,Euphorbia sciadophila,,Eup_sciado,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Euphorbiaceae,Manihot grahamii,falsa mandioca,Man_graham,No Prioritaria,Si
Vasculares,Malpighiales,Euphorbiaceae,Phyllanthus ramillosus,,Phy_ramill,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Euphorbiaceae,Phyllanthus sellowianus,sarandí,Phy_sellow,No Prioritaria,Si
Vasculares,Malpighiales,Euphorbiaceae,Sapium glandulosum,curupí,Sap_glandu,No Prioritaria,Si
Vasculares,Malpighiales,Euphorbiaceae,Sapium haematospermum,curupí,Sap_haemat,No Prioritaria,Si
Vasculares,Malpighiales,Euphorbiaceae,Sebastiania brasiliensis,blanquillo,Seb_brasil,No Prioritaria,Si
Vasculares,Malpighiales,Euphorbiaceae,Sebastiania commersoniana,blanquillo,Seb_commer,No Prioritaria,Si
Vasculares,Malpighiales,Euphorbiaceae,Sebastiania pusilla,,Seb_pusill,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Euphorbiaceae,Sebastiania schottiana,sarandí,Seb_schott,No Prioritaria,Si
Vasculares,Malpighiales,Euphorbiaceae,Sebastiania serrulata,,Seb_serrul,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Euphorbiaceae,Tragia incana,,Tra_incana,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Euphorbiaceae,Tragia melochioides,,Tra_meloch,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Hypericaceae,Hypericum cavernicola,,Hyp_cavern,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Hypericaceae,Hypericum mutilum,,Hyp_mutilu,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Hypericaceae,Hypericum piriai,,Hyp_piriai,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Hypericaceae,Hypericum rivulare,,Hyp_rivula,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Linaceae,Linum brevifolium,,Lin_brevif,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Linaceae,Linum burkartii,,Lin_burkar,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Malpighiaceae,Heladena multiflora,,Hel_multif,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Malpighiaceae,Heteropteris argyrophaea,,Het_argyro,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Podostemaceae,Podostemum comatum,,Pod_comatu,PRIORITARIA,Si
Vasculares,Malpighiales,Podostemaceae,Podostemum distichum,,Pod_distic,PRIORITARIA,Si
Vasculares,Malpighiales,Podostemaceae,Podostemum rutifolium,,Pod_rutifo,PRIORITARIA,Si
Vasculares,Malpighiales,Podostemaceae,Tristicha trifaria,,Tri_trifar,PRIORITARIA,Si
Vasculares,Malpighiales,Rafflesiaceae,Pilostyles blanchetii,,Pil_blanch,PRIORITARIA,Si
Vasculares,Malpighiales,Rafflesiaceae,Pilostyles calliandrae,,Pil_callia,PRIORITARIA,Si
Vasculares,Malpighiales,Salicaceae,Azara uruguayensis,azara,Aza_urugua,No Prioritaria,Si
Vasculares,Malpighiales,Salicaceae,Banara tomentosa,guazatunga negra,Ban_toment,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Salicaceae,Banara umbraticola,,Ban_umbrat,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Salicaceae,Casearia decandra,guazatunga,Cas_decand,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Salicaceae,Casearia sylvestris,guazatunga,Cas_sylves,No Prioritaria,Si
Vasculares,Malpighiales,Salicaceae,Populus alba,álamo plateado,pop_alba,No evaluada,No
Vasculares,Malpighiales,Salicaceae,Salix humboldtiana,sauce criollo,Sal_humbol,No Prioritaria,Si
Vasculares,Malpighiales,Salicaceae,Xylosma pseudosalzmannii,espina corona,Xyl_pseudo,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Salicaceae,Xylosma schroederi,espina corona,Xyl_schroe,PRIORITARIA SNAP,Si
Vasculares,Malpighiales,Salicaceae,Xylosma tweediana,espina corona,Xyl_tweedi,No Prioritaria,Si
Vasculares,Malpighiales,Salicaceae,Xylosma venosa,espina corona,Xyl_venosa,No Prioritaria,Si
Vasculares,Malvales,Malvaceae,Abutilon affine,,Abu_affine,No Prioritaria,Si
Vasculares,Malvales,Malvaceae,Abutilon grandifolium,malvavisco,Abu_grandi,No Prioritaria,Si
Vasculares,Malvales,Malvaceae,Abutilon pauciflorum,malvavisco,Abu_paucif,No Prioritaria,Si
Vasculares,Malvales,Malvaceae,Abutilon pictum,,Abu_pictum,PRIORITARIA SNAP,Si
Vasculares,Malvales,Malvaceae,Abutilon umbelliflorum,,Abu_umbell,PRIORITARIA SNAP,Si
Vasculares,Malvales,Malvaceae,Byttneria urticifolia,,Byt_urtici,No Prioritaria,Si
Vasculares,Malvales,Malvaceae,Calyculogygas uruguayensis,,Cal_urugua,PRIORITARIA SNAP,Si
Vasculares,Malvales,Malvaceae,Hibiscus striatus,hibisco de bañado,Hib_striat,No Prioritaria,Si
Vasculares,Malvales,Malvaceae,Luehea divaricata,francisco alvarez,Lue_divari,No Prioritaria,Si
Vasculares,Malvales,Malvaceae,Malvella leprosa,,Mal_lepros,PRIORITARIA SNAP,Si
Vasculares,Malvales,Malvaceae,Monteiroa glomerata,,Mon_glomer,PRIORITARIA SNAP,Si
Vasculares,Malvales,Malvaceae,Pavonia betonicaefolia,,Pav_betoni,No Prioritaria,Si
Vasculares,Malvales,Malvaceae,Pavonia communis,,Pav_commun,PRIORITARIA SNAP,Si
Vasculares,Malvales,Malvaceae,Pavonia cymbalaria,,Pav_cymbal,PRIORITARIA SNAP,Si
Vasculares,Malvales,Malvaceae,Pavonia distinguenda,,Pav_distin,No Prioritaria,Si
Vasculares,Malvales,Malvaceae,Pavonia glutinosa,,Pav_glutin,PRIORITARIA SNAP,Si
Vasculares,Malvales,Malvaceae,Pavonia hastata,malvavisco,Pav_hastat,No Prioritaria,Si
Vasculares,Malvales,Malvaceae,Pavonia nana,,Pav_nana,PRIORITARIA SNAP,Si
Vasculares,Malvales,Malvaceae,Pavonia orientalis,,Pav_orient,PRIORITARIA SNAP,Si
Vasculares,Malvales,Malvaceae,Pavonia reticulata,,Pav_reticu,PRIORITARIA SNAP,Si
Vasculares,Malvales,Malvaceae,Pavonia rosengurtii,,Pav_roseng,PRIORITARIA SNAP,Si
Vasculares,Malvales,Malvaceae,Pavonia sepium,,Pav_sepium,No Prioritaria,Si
Vasculares,Malvales,Malvaceae,Pavonia vitifolia,,Pav_vitifo,No Prioritaria,Si
Vasculares,Malvales,Malvaceae,Pavonia xanthogloea,,Pav_xantho,No Prioritaria,Si
Vasculares,Malvales,Malvaceae,Sphaeralcea bonariensis,,Sph_bonari,No Prioritaria,Si
Vasculares,Malvales,Malvaceae,Sphaeralcea decipiens,,Sph_decipi,PRIORITARIA SNAP,Si
Vasculares,Malvales,Thymelaeaceae,Daphnopsis racemosa,envira,Dap_racemo,No Prioritaria,Si
Vasculares,Myrtales,Combretaceae,Combretum fruticosum,planta de los cepillos,Com_frutic,No Prioritaria,Si
Vasculares,Myrtales,Combretaceae,Terminalia australis,palo amarillo,Ter_austra,No Prioritaria,Si
Vasculares,Myrtales,Lythraceae,Ammannia auriculata   var. arenaria,,Amm_auri_a,PRIORITARIA SNAP,Si
Vasculares,Myrtales,Lythraceae,Cuphea lysimachioides,,Cup_lysima,PRIORITARIA SNAP,Si
Vasculares,Myrtales,Lythraceae,Cuphea varia,,Cup_varia,PRIORITARIA SNAP,Si
Vasculares,Myrtales,Lythraceae,Heimia myrtifolia,quiebra arados,Hei_myrtif,No Prioritaria,Si
Vasculares,Myrtales,Lythraceae,Heimia salicifolia,quiebra arados,Hei_salici,No Prioritaria,Si
Vasculares,Myrtales,Melastomataceae,Leandra australis   var. phaeotricha,,Lea_aus_ph,PRIORITARIA SNAP,Si
Vasculares,Myrtales,Melastomataceae,Miconia hyemalis,,Mic_hyemal,PRIORITARIA SNAP,Si
Vasculares,Myrtales,Melastomataceae,Tibouchina nitida,,Tib_nitida,PRIORITARIA SNAP,Si
Vasculares,Myrtales,Myrtaceae,Acca sellowiana,guayabo del país,Acc_sellow,No Prioritaria,Si
Vasculares,Myrtales,Myrtaceae,Blepharocalyx salicifolius,arrayán,Ble_salici,No Prioritaria,Si
Vasculares,Myrtales,Myrtaceae,Calyptranthes concinna,,Cal_concin,No Prioritaria,Si
Vasculares,Myrtales,Myrtaceae,Campomanesia aurea,,Cam_aurea,PRIORITARIA SNAP,Si
Vasculares,Myrtales,Myrtaceae,Campomanesia aurea   var. aurea,,Cam_aur_au,PRIORITARIA SNAP,Si
Vasculares,Myrtales,Myrtaceae,Campomanesia aurea   var. hatschbachii,,Cam_aure_h,PRIORITARIA SNAP,Si
Vasculares,Myrtales,Myrtaceae,Campomanesia xanthocarpa,,Cam_xantho,PRIORITARIA SNAP,Si
Vasculares,Myrtales,Myrtaceae,Eugenia hyemalis   var. marginata,,Eug_hye_ma,PRIORITARIA SNAP,Si
Vasculares,Myrtales,Myrtaceae,Eugenia involucrata,,Eug_involu,PRIORITARIA SNAP,Si
Vasculares,Myrtales,Myrtaceae,Eugenia mansoni,pitanga amarga,Eug_manson,No Prioritaria,Si
Vasculares,Myrtales,Myrtaceae,Eugenia pyriformis   var. uvalha,,Eug_pyr_uv,No Prioritaria,Si
Vasculares,Myrtales,Myrtaceae,Eugenia repanda,,Eug_repand,No Prioritaria,Si
Vasculares,Myrtales,Myrtaceae,Eugenia uniflora,pitanga,Eug_uniflo,No Prioritaria,Si
Vasculares,Myrtales,Myrtaceae,Eugenia uruguayensis,guayabo blanco,Eug_urugua,No Prioritaria,Si
Vasculares,Myrtales,Myrtaceae,Gomidesia palustris,,Gom_palust,No Prioritaria,Si
Vasculares,Myrtales,Myrtaceae,Hexachlamys edulis,ubajay,Hex_edulis,No Prioritaria,Si
Vasculares,Myrtales,Myrtaceae,Hexachlamys humilis,ubajai enano,Hex_humili,PRIORITARIA SNAP,Si
Vasculares,Myrtales,Myrtaceae,Myrceugenia euosma,murta,Myr_euosma,No Prioritaria,Si
Vasculares,Myrtales,Myrtaceae,Myrceugenia glaucescens,murta,Myr_glauce,No Prioritaria,Si
Vasculares,Myrtales,Myrtaceae,Myrceugenia myrtoides,murta,Myr_myrtoi,No Prioritaria,Si
Vasculares,Myrtales,Myrtaceae,Myrcia selloi,cambuí,Myr_selloi,No Prioritaria,Si
Vasculares,Myrtales,Myrtaceae,Myrcia verticillaris,,Myr_vertic,PRIORITARIA SNAP,Si
Vasculares,Myrtales,Myrtaceae,Myrcianthes cisplatensis,guayabo colorado,Myr_cispla,No Prioritaria,Si
Vasculares,Myrtales,Myrtaceae,Myrcianthes gigantea,guayabo colorado,Myr_gigant,PRIORITARIA SNAP,Si
Vasculares,Myrtales,Myrtaceae,Myrcianthes pungens,guaviyú,Myr_pungen,No Prioritaria,Si
Vasculares,Myrtales,Myrtaceae,Myrciaria delicatula,cambuí,Myr_delica,No Prioritaria,Si
Vasculares,Myrtales,Myrtaceae,Myrciaria tenella,,Myr_tenell,No Prioritaria,Si
Vasculares,Myrtales,Myrtaceae,Myrrhinium atropurpureum   var. octandrum,palo de fierro,Myr_atr_oc,No Prioritaria,Si
Vasculares,Myrtales,Myrtaceae,Plinia rivularis,baporetí,Pli_rivula,PRIORITARIA SNAP,Si
Vasculares,Myrtales,Myrtaceae,Psidium cattleianum,arazá,Psi_cattle,PRIORITARIA SNAP,Si
Vasculares,Myrtales,Onagraceae,Epilobium hirtigerum,,Epi_hirtig,PRIORITARIA SNAP,Si
Vasculares,Nymphaeales,Nymphaeaceae,Nymphaea amazonum   ssp. pedersenii,,Nym_amaz_p,PRIORITARIA SNAP,Si
Vasculares,Nymphaeales,Nymphaeaceae,Nymphaea prolifera,,Nym_prolif,PRIORITARIA SNAP,Si
Vasculares,Oxalidales,Oxalidaceae,Oxalis kurtziana,,Oxa_kurtzi,PRIORITARIA SNAP,Si
Vasculares,Oxalidales,Oxalidaceae,Oxalis maldonadoensis,,Oxa_maldon,PRIORITARIA SNAP,Si
Vasculares,Oxalidales,Oxalidaceae,Oxalis monticola,,Oxa_montic,PRIORITARIA SNAP,Si
Vasculares,Papaverales,Brassicaceae,Coronopus rhytidocarpus,,Cor_rhytid,PRIORITARIA SNAP,Si
Vasculares,Papaverales,Brassicaceae,Coronopus serratus,,Cor_serrat,PRIORITARIA SNAP,Si
Vasculares,Papaverales,Brassicaceae,Descourania appendiculata,,Des_append,PRIORITARIA SNAP,Si
Vasculares,Papaverales,Brassicaceae,Draba australis,,Dra_austra,PRIORITARIA SNAP,Si
Vasculares,Papaverales,Brassicaceae,Lepidium tandilense,,Lep_tandil,PRIORITARIA SNAP,Si
Vasculares,Papaverales,Brassicaceae,Physaria mendocina,,Phy_mendoc,PRIORITARIA SNAP,Si
Vasculares,Picramniales,Picramniaceae,Picramnia sellowii,,Pic_sellow,PRIORITARIA,Si
Vasculares,Pinales,Pinaceae,Pinus elliottii,pino,pin_elliot,No evaluada,No
Vasculares,Pinales,Pinaceae,Pinus pinaster,pino marítimo,pin_pinast,No evaluada,No
Vasculares,Piperales,Aristolochiaceae,Aristolochia macroura,,Ari_macrou,PRIORITARIA SNAP,Si
Vasculares,Piperales,Piperaceae,Peperomia comarapana,,Pep_comara,PRIORITARIA SNAP,Si
Vasculares,Piperales,Piperaceae,Peperomia hispidula,,Pep_hispid,PRIORITARIA SNAP,Si
Vasculares,Piperales,Piperaceae,Peperomia pereskiifolia,,Pep_peresk,PRIORITARIA SNAP,Si
Vasculares,Piperales,Piperaceae,Piper mikanianum,,Pip_mikani,PRIORITARIA SNAP,Si
Vasculares,Poales,Bromeliaceae,Tillandsia arequitae,clavel del aire blanco,Til_arequi,PRIORITARIA SNAP,Si
Vasculares,Poales,Bromeliaceae,Tillandsia ixioides,clavel del aire amarillo,Til_ixioid,PRIORITARIA SNAP,Si
Vasculares,Poales,Bromeliaceae,Tillandsia meridionalis,,Til_meridi,PRIORITARIA SNAP,Si
Vasculares,Poales,Bromeliaceae,Tillandsia stricta,,Til_strict,PRIORITARIA SNAP,Si
Vasculares,Poales,Bromeliaceae,Tillandsia xiphioides,,Til_xiphio,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Ascolepis brasiliensis,,Asc_brasil,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Bolboschoenus robustus,,Bol_robust,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Carex brasiliensis,,Car_brasil,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Carex distenta,,Car_disten,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Carex uruguensis,,Car_urugue,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Carex vixdentata,,Car_vixden,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Cladium jamaicense,,Cla_jamaic,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Cyperus berroi,,Cyp_berroi,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Cyperus felipponei,,Cyp_felipp,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Cyperus impolitus,,Cyp_impoli,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Cyperus uncinulatus,,Cyp_uncinu,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Eleocharis contracta,,Ele_contra,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Eleocharis maculosa,,Ele_maculo,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Eleocharis montevidensis,,Ele_montev,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Eleocharis nana,,Ele_nana,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Eleocharis nudipes,,Ele_nudipe,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Eleocharis obtusetrigona,,Ele_obtuse,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Eleocharis rabenii,,Ele_rabeni,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Eleocharis sellowiana,,Ele_sellow,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Fimbristylis complanata,,Fim_compla,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Fimbristylis spadicea,,Fim_spadic,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Fuirena incompleta,,Fui_incomp,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Oxycarium cubense,,Oxy_cubens,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Oxycarium cubense   var. paraguayense,,Oxy_cube_p,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Pycreus unioloides,,Pyc_uniolo,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Rhynchospora asperula,,Rhy_asperu,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Rhynchospora corymbosa   var. legrandii,,Rhy_cory_l,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Rhynchospora crinigera,,Rhy_crinig,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Rhynchospora globosa,,Rhy_globos,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Rhynchospora hieronymii   ssp. montevidensis,,Rhy_hier_m,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Rhynchospora holoschoenoides,,Rhy_holosc,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Rhynchospora pungens,,Rhy_pungen,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Rhynchospora robusta,,Rhy_robust,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Rhynchospora rugosa,,Rhy_rugosa,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Schoenoplectus tabernaemontai,,Sch_tabern,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Schoenus nigricans,,Sch_nigric,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Scleria leptostachya,,Scl_leptos,PRIORITARIA SNAP,Si
Vasculares,Poales,Eriocaulaceae,Eriocaulon arechavaletae,,Eri_arecha,PRIORITARIA SNAP,Si
Vasculares,Poales,Eriocaulaceae,Eriocaulon magnificum,,Eri_magnif,PRIORITARIA SNAP,Si
Vasculares,Poales,Eriocaulaceae,Eriocaulon modestum,,Eri_modest,PRIORITARIA SNAP,Si
Vasculares,Poales,Eriocaulaceae,Syngonanthus caulescens,,Syn_caules,PRIORITARIA SNAP,Si
Vasculares,Poales,Eriocaulaceae,Syngonanthus gracilis,,Syn_gracil,PRIORITARIA SNAP,Si
Vasculares,Poales,Juncaceae,Juncus capitatus,,Jun_capita,PRIORITARIA SNAP,Si
Vasculares,Poales,Juncaceae,Luzula campestris   var. ostenii,,Luz_camp_o,PRIORITARIA SNAP,Si
Vasculares,Poales,Mayacaceae,Mayaca sellowiana,,May_sellow,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Acroceras zizanioides,,Acr_zizani,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Agrostis lenis,,Agr_lenis,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Alopecurus bonariensis,,Alo_bonari,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Andropogon glaucophyllus,,And_glauco,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Andropogon lindmanii,,And_lindma,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Aristida echinulata,,Ari_echinu,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Aristida hackelii,,Ari_hackel,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Aristida jubata,,Ari_jubata,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Aristida megapotamica,,Ari_megapo,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Aristida uruguayensis   var. laevis,,Ari_urug_l,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Arundo donax,caña de castilla,aru_donax,No evaluada,No
Vasculares,Poales,Poaceae,Axonopus rosengurttii,,Axo_roseng,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Bouteloua media,,Bou_media,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Chascolytrum parodianum,,Cha_parodi,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Chloris berroi,,Chl_berroi,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Chusquea juergensii,,Chu_juerge,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Cynodon dactylon,"gramilla ,  pasto bermuda",cyn_dactyl,No evaluada,No
Vasculares,Poales,Poaceae,Cynodon distichioides,,Cyn_distic,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Danthonia rhizomata,,Dan_rhizom,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Deyeuxia alba   var. tricholemma,,Dey_alba_t,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Digitaria californica,,Dig_califo,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Digitaria cuyabensis,,Dig_cuyabe,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Digitaria eriostachya,,Dig_eriost,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Digitaria phaeotrix   var. adusta,,Dig_phae_a,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Digitaria sacchariflora,,Dig_saccha,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Echinochloa crusgalli   var. mitis,,Ech_crus_m,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Echinochloa polystachya,,Ech_polyst,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Echinochloa polystachya   var. spectabilis,,Ech_poly_s,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Eragrostis perennis,,Era_perenn,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Eragrostis plana,capin annoni,era_plana,No evaluada,No
Vasculares,Poales,Poaceae,Erianthecium bulbosum,,Eri_bulbos,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Eriochrysis cayennensis,,Eri_cayenn,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Eustachys distichophylla,,Eus_distic,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Festuca fimbriata,,Fes_fimbri,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Guadua angustifolia,,Gua_angust,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Guadua chacoensis,tacuaruzú,Gua_chacoe,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Guadua trinii,tacuara,Gua_trinii,No Prioritaria,Si
Vasculares,Poales,Poaceae,Gymnopogon burchellii,,Gym_burche,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Gymnopogon legrandii,,Gym_legran,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Homolepis glutinosa,,Hom_glutin,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Hordeum flexuosum,,Hor_flexuo,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Hymenachne pernambucense,,Hym_pernam,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Hypogynium virgatum,,Hyp_virgat,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Ichnanthus pallens,,Ich_pallen,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Koeleria permollis,,Koe_permol,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Leptochloa chloridiformis,,Lep_chlori,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Litachne pauciflora,,Lit_paucif,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Melica animarum,,Mel_animar,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Melica argyrea,,Mel_argyre,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Melica brevicoronata,,Mel_brevic,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Melica parodiana,,Mel_parodi,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Melica serrana,,Mel_serran,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Oplismenopsis najada,,Opl_najada,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Panicum glabripes,,Pan_glabri,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Panicum olyroides   ssp. hirsutum,,Pan_olyr_h,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Panicum peladoense,,Pan_pelado,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Panicum sellowii,,Pan_sellow,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Panicum trichanthum,,Pan_tricha,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Panicum validum,,Pan_validu,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Pappophorum philippianum,,Pap_philip,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Paspalum durifolium,,Pas_durifo,PRIORITARIA,Si
