"","quality_grade","place_admin1_name","taxon_species_name","taxon_kingdom_name","taxon_phylum_name","taxon_class_name","taxon_order_name","taxon_family_name","taxon_genus_name"
"180","research","Rocha","Acanthochelys spixii","Animalia","Chordata","Reptilia","Testudines","Chelidae","Acanthochelys"
"181","research","Rocha","Tursiops truncatus","Animalia","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops"
"182","research","Colonia","Micrurus altirostris","Animalia","Chordata","Reptilia","Squamata","Elapidae","Micrurus"
"183","research","Colonia","Philodryas aestiva","Animalia","Chordata","Reptilia","Squamata","Colubridae","Philodryas"
"184","research","Rocha","Falco sparverius","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco"
"185","research","Maldonado","Spatula versicolor","Animalia","Chordata","Aves","Anseriformes","Anatidae","Spatula"
"186","research","Rocha","Tachycineta leucorrhoa","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Tachycineta"
"187","research","Rocha","Troglodytes aedon","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes"
"188","research","Rocha","Callonetta leucophrys","Animalia","Chordata","Aves","Anseriformes","Anatidae","Callonetta"
"189","research","Rocha","Trachemys dorbigni","Animalia","Chordata","Reptilia","Testudines","Emydidae","Trachemys"
"190","research","Colonia","Pseudis minuta","Animalia","Chordata","Amphibia","Anura","Hylidae","Pseudis"
"191","research","Montevideo","Myiodynastes maculatus","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiodynastes"
"192","research","Colonia","Dendropsophus sanborni","Animalia","Chordata","Amphibia","Anura","Hylidae","Dendropsophus"
"193","research","Florida","Mycteria americana","Animalia","Chordata","Aves","Ciconiiformes","Ciconiidae","Mycteria"
"194","research","Canelones","Hydromedusa tectifera","Animalia","Chordata","Reptilia","Testudines","Chelidae","Hydromedusa"
"195","research","Rocha","Thamnodynastes hypoconia","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnodynastes"
"196","research","Artigas","Piaya cayana","Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Piaya"
"197","research","Rocha","Emberizoides ypiranganus","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Emberizoides"
"198","research","Lavalleja","Pachyramphus viridis","Animalia","Chordata","Aves","Passeriformes","Tityridae","Pachyramphus"
"199","research","Maldonado","Poospiza nigrorufa","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Poospiza"
"200","research","Canelones","Bartramia longicauda","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Bartramia"
"201","research","Canelones","Chordeiles nacunda","Animalia","Chordata","Aves","Caprimulgiformes","Caprimulgidae","Chordeiles"
"202","research","Canelones","Sicalis luteola","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Sicalis"
"203","research","Rocha","Ophiodes striatus","Animalia","Chordata","Reptilia","Squamata","Diploglossidae","Ophiodes"
"204","research","Montevideo","Phylloscartes ventralis","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Phylloscartes"
"205","research","Flores","Bubo virginianus","Animalia","Chordata","Aves","Strigiformes","Strigidae","Bubo"
"206","research","Montevideo","Butorides striata","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides"
"207","research","Lavalleja","Picumnus nebulosus","Animalia","Chordata","Aves","Piciformes","Picidae","Picumnus"
"208","research","Montevideo","Melanerpes candidus","Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes"
"209","research","Florida","Dryobates spilogaster","Animalia","Chordata","Aves","Piciformes","Picidae","Dryobates"
"210","research","Montevideo","Geothlypis aequinoctialis","Animalia","Chordata","Aves","Passeriformes","Parulidae","Geothlypis"
"211","research","Montevideo","Limnoctites rectirostris","Animalia","Chordata","Aves","Passeriformes","Furnariidae","Limnoctites"
"212","research","Río Negro","Oxyrhopus rhombifer","Animalia","Chordata","Reptilia","Squamata","Colubridae","Oxyrhopus"
"213","research","Río Negro","Axis axis","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Axis"
"214","research","Río Negro","Leopardus geoffroyi","Animalia","Chordata","Mammalia","Carnivora","Felidae","Leopardus"
"215","research","Montevideo","Helicops infrataeniatus","Animalia","Chordata","Reptilia","Squamata","Colubridae","Helicops"
"216","research","Río Negro","Pseudopaludicola falcipes","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Pseudopaludicola"
"217","research","Río Negro","Scinax fuscovarius","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax"
"218","research","Río Negro","Thamnodynastes strigatus","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnodynastes"
"219","research","Río Negro","Ophiodes intermedius","Animalia","Chordata","Reptilia","Squamata","Diploglossidae","Ophiodes"
"220","research","Río Negro","Tomodon ocellatus","Animalia","Chordata","Reptilia","Squamata","Colubridae","Tomodon"
"221","research","Río Negro","Dasypus septemcinctus","Animalia","Chordata","Mammalia","Cingulata","Dasypodidae","Dasypus"
"222","research","Rocha","Geranoaetus melanoleucus","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Geranoaetus"
"223","research","Rocha","Phoenicopterus chilensis","Animalia","Chordata","Aves","Phoenicopteriformes","Phoenicopteridae","Phoenicopterus"
"224","research","Rocha","Xanthopsar flavus","Animalia","Chordata","Aves","Passeriformes","Icteridae","Xanthopsar"
"225","research","Montevideo","Sus scrofa","Animalia","Chordata","Mammalia","Artiodactyla","Suidae","Sus"
"226","research","Rocha","Phleocryptes melanops","Animalia","Chordata","Aves","Passeriformes","Furnariidae","Phleocryptes"
"227","research","Rocha","Satrapa icterophrys","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Satrapa"
"228","research","Rocha","Pardirallus sanguinolentus","Animalia","Chordata","Aves","Gruiformes","Rallidae","Pardirallus"
"229","research","Cerro Largo","Lochmias nematura","Animalia","Chordata","Aves","Passeriformes","Furnariidae","Lochmias"
"230","research","Montevideo","Podilymbus podiceps","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podilymbus"
"231","research","Cerro Largo","Bothrops pubescens","Animalia","Chordata","Reptilia","Squamata","Viperidae","Bothrops"
"232","research","Cerro Largo","Coendou spinosus","Animalia","Chordata","Mammalia","Rodentia","Erethizontidae","Coendou"
"233","research","Paysandú","Accipiter bicolor","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Accipiter"
"234","research","Canelones","Saltator aurantiirostris","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Saltator"
"235","research","Rocha","Stephanophorus diadematus","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Stephanophorus"
"236","research","Maldonado","Leopardus wiedii","Animalia","Chordata","Mammalia","Carnivora","Felidae","Leopardus"
"237","research","Maldonado","Sterna hirundinacea","Animalia","Chordata","Aves","Charadriiformes","Laridae","Sterna"
"238","research","Maldonado","Macronectes giganteus","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Macronectes"
