"","quality_grade","place_admin1_name","taxon_species_name","taxon_kingdom_name","taxon_phylum_name","taxon_class_name","taxon_order_name","taxon_family_name","taxon_genus_name"
"140","research","Río Negro","Baccharis glutinosa","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis"
"141","research","Flores","Prosopis nigra","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Prosopis"
"142","research","San José","Xanthium cavanillesii","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Xanthium"
"143","research","Paysandú","Baccharis punctulata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis"
"144","research","Paysandú","Pterocaulon balansae","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Pterocaulon"
"145","research","Paysandú","Pseudognaphalium gaudichaudianum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Pseudognaphalium"
"146","research","Paysandú","Hysterionica resinosa","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Hysterionica"
"147","research","Paysandú","Poecilanthe parviflora","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Poecilanthe"
"148","research","Montevideo","Tipuana tipu","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Tipuana"
"149","research","Canelones","Vigna longifolia","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Vigna"
"150","research","Paysandú","Thelesperma megapotamicum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Thelesperma"
"151","research","Paysandú","Chamaecrista repens","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Chamaecrista"
"152","research","Paysandú","Trichocline incana","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Trichocline"
"153","research","Paysandú","Isostigma peucedanifolium","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Isostigma"
"154","research","Paysandú","Porophyllum linifolium","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Porophyllum"
"155","research","Paysandú","Chaptalia sinuata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Chaptalia"
"156","research","Paysandú","Neja pinifolia","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Neja"
"157","research","Paysandú","Neptunia pubescens","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Neptunia"
"158","research","Paysandú","Porophyllum ruderale","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Porophyllum"
"159","research","Paysandú","Chromolaena squarrulosa","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Chromolaena"
"160","research","Paysandú","Elephantopus angustifolius","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Elephantopus"
"161","research","Paysandú","Stenocephalum megapotamicum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Stenocephalum"
"162","research","Paysandú","Collaea stenophylla","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Collaea"
"163","research","Paysandú","Rhynchosia lineata","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Rhynchosia"
"164","research","Río Negro","Calyptocarpus brasiliensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Calyptocarpus"
"165","research","Durazno","Carthamus lanatus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Carthamus"
"166","research","Rocha","Lotus tenuis","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lotus"
"167","research","Montevideo","Cotula nigellifolia","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Cotula"
