id,observado,usuario,latitude,longitude,place_admin1_name,especie,clase,familia,distribucion,largo_cm,status_global,status_regional,nivel,ranking
316443,2013-06-26,intiporley,-33.9546714965,-53.4586029429,Rocha,Melanophryniscus montevidensis,Amphibia,Bufonidae,4,3,VU,CR,principiante,486
449636,2013-09-27,intiporley,-33.8440209971,-53.5059229415,Rocha,Melanophryniscus montevidensis,Amphibia,Bufonidae,4,3,VU,CR,principiante,486
449639,2013-09-28,intiporley,-33.951334,-53.518739,Rocha,Leptodactylus gracilis,Amphibia,Leptodactylidae,19,4.5,LC,LC,principiante,486
1539359,2011-12-03,javier1-flaniguen,-32.6694368326,-53.2665252686,Cerro Largo,Pyrocephalus rubinus,Aves,Tyrannidae,19,13,LC,LC,principiante,344
1542274,2015-05-23,terecabo,-34.897206,-56.067753,Montevideo,Nycticorax nycticorax,Aves,Ardeidae,19,47,LC,LC,principiante,806
1920527,2015-04-01,javier1-flaniguen,-34.8659331314,-55.2529907227,Maldonado,Cathartes aura,Aves,Cathartidae,19,60,LC,LC,principiante,344
1920543,2011-04-21,javier1-flaniguen,-32.7202878811,-53.3084106445,Cerro Largo,Cathartes burrovianus,Aves,Cathartidae,19,56,LC,LC,principiante,344
1920555,2015-04-01,javier1-flaniguen,-34.8653697424,-55.2553939819,Maldonado,Cathartes aura,Aves,Cathartidae,19,60,LC,LC,principiante,344
1920568,2015-04-01,javier1-flaniguen,-34.8129576968,-55.2584838867,Maldonado,Coragyps atratus,Aves,Cathartidae,19,53,LC,LC,principiante,344
1920635,2011-04-10,javier1-flaniguen,-32.3490774393,-53.9226150513,Cerro Largo,Cathartes aura,Aves,Cathartidae,19,60,LC,LC,principiante,344
1920655,2015-04-01,javier1-flaniguen,-34.8121120678,-55.2529907227,Maldonado,Coragyps atratus,Aves,Cathartidae,19,53,LC,LC,principiante,344
1920662,2011-04-10,javier1-flaniguen,-32.3480622923,-53.8446807861,Cerro Largo,Cathartes aura,Aves,Cathartidae,19,60,LC,LC,principiante,344
2566954,2015-11-02,cmbiancardi,-33.065075,-58.06961,Río Negro,Caracara plancus,Aves,Falconidae,19,55,LC,LC,principiante,103
2566958,2015-10-23,cmbiancardi,-32.320594,-58.083214,Paysandú,Zonotrichia capensis,Aves,Passerellidae,19,12,LC,LC,principiante,103
2566961,2015-05-30,cmbiancardi,-31.6156,-57.984359,Paysandú,Cyanocorax chrysops,Aves,Corvidae,16,32,LC,LC,principiante,103
2566965,2015-05-30,cmbiancardi,-31.612996,-57.984123,Paysandú,Cathartes aura,Aves,Cathartidae,19,60,LC,LC,principiante,103
2566974,2015-02-26,cmbiancardi,-34.910657,-56.20599,Montevideo,Egretta thula,Aves,Ardeidae,19,39,LC,LC,principiante,103
2566977,2014-10-25,cmbiancardi,-32.306213,-58.093471,Paysandú,Zenaida auriculata,Aves,Columbidae,19,23,LC,LC,principiante,103
2566981,2014-10-25,cmbiancardi,-32.306213,-58.093471,Paysandú,Vanellus chilensis,Aves,Charadriidae,19,32,LC,LC,principiante,103
2566983,2014-10-17,cmbiancardi,-34.895048,-56.153397,Montevideo,Furnarius rufus,Aves,Furnariidae,19,18,LC,LC,principiante,103
2566984,2014-05-26,cmbiancardi,-31.269821,-57.910308,Salto,Ardea cocoi,Aves,Ardeidae,19,75,LC,LC,principiante,103
3098863,2015-02-20,santicarvalho,-32.571952,-56.441939,Tacuarembó,Eptesicus diminutus,Mammalia,Vespertilionidae,4,9,LC,NE,principiante,809
3710991,2016-07-18,cmbiancardi,-34.437124,-57.879624,Colonia,Tigrisoma lineatum,Aves,Ardeidae,19,62,LC,LC,principiante,103
3710998,2016-07-17,cmbiancardi,-32.53321,-58.023047,Río Negro,Aramides ypecaha,Aves,Rallidae,19,45,LC,LC,principiante,103
3711017,2016-07-18,cmbiancardi,-34.437124,-57.879624,Colonia,Hymenops perspicillatus,Aves,Tyrannidae,19,13,LC,LC,principiante,103
3711040,2016-07-18,cmbiancardi,-34.467805,-57.79537,Colonia,Milvago chimango,Aves,Falconidae,19,37,LC,LC,principiante,103
3711047,2016-07-18,cmbiancardi,-34.467805,-57.79537,Colonia,Caracara plancus,Aves,Falconidae,19,55,LC,LC,principiante,103
3711048,2016-07-18,cmbiancardi,-34.443654,-57.860913,Colonia,Caracara plancus,Aves,Falconidae,19,55,LC,LC,principiante,103
3711059,2016-07-18,cmbiancardi,-34.467805,-57.79537,Colonia,Charadrius collaris,Aves,Charadriidae,19,14,LC,LC,principiante,103
3711068,2016-07-17,cmbiancardi,-32.53321,-58.023047,Río Negro,Rupornis magnirostris,Aves,Accipitridae,19,38,LC,LC,principiante,103
3711072,2016-07-18,cmbiancardi,-34.437124,-57.879624,Colonia,Vanellus chilensis,Aves,Charadriidae,19,32,LC,LC,principiante,103
3711078,2016-07-19,cmbiancardi,-34.010834,-58.295001,Colonia,Furnarius rufus,Aves,Furnariidae,19,18,LC,LC,principiante,103
3711083,2016-07-19,cmbiancardi,-34.010834,-58.295001,Colonia,Chroicocephalus maculipennis,Aves,Laridae,19,35,LC,LC,principiante,103
3934153,2016-08-21,cmbiancardi,-32.324438,-58.010194,Paysandú,Athene cunicularia,Aves,Strigidae,19,25,LC,NT,principiante,103
3957181,2016-08-24,oscarmartnez,-34.2024537662,-57.5711136684,Colonia,Myiopsitta monachus,Aves,Psittacidae,19,27,LC,LC,principiante,810
4134314,2016-09-10,cmbiancardi,-34.682363,-54.285635,Rocha,Colaptes campestris,Aves,Picidae,19,27,LC,LC,principiante,103
4134315,2016-09-10,cmbiancardi,-34.682646,-54.29248,Rocha,Caracara plancus,Aves,Falconidae,19,55,LC,LC,principiante,103
4134426,2016-09-10,cmbiancardi,-34.680405,-54.419016,Rocha,Rupornis magnirostris,Aves,Accipitridae,19,38,LC,LC,principiante,103
4461321,2016-10-30,cmbiancardi,-32.339859,-57.994916,Paysandú,Tyrannus savana,Aves,Tyrannidae,19,38,LC,LC,principiante,103
4461344,2016-10-30,cmbiancardi,-32.2953785633,-57.9705559598,Paysandú,Leistes superciliaris,Aves,Icteridae,19,17,LC,LC,principiante,103
4461355,2016-10-30,cmbiancardi,-32.318835,-57.958674,Paysandú,Syrigma sibilatrix,Aves,Ardeidae,19,48,LC,LC,principiante,103
4461369,2016-10-30,cmbiancardi,-32.318835,-57.958674,Paysandú,Dendrocygna viduata,Aves,Anatidae,19,42,LC,LC,principiante,103
4461382,2016-10-30,cmbiancardi,-32.32491,-58.009507,Paysandú,Plegadis chihi,Aves,Threskiornithidae,19,40,LC,LC,principiante,103
4461395,2016-10-30,cmbiancardi,-32.32491,-58.009507,Paysandú,Egretta thula,Aves,Ardeidae,19,39,LC,LC,principiante,103
4461404,2016-10-30,cmbiancardi,-32.32491,-58.009507,Paysandú,Jacana jacana,Aves,Jacanidae,19,25,LC,LC,principiante,103
4550061,2016-11-12,cmbiancardi,-32.318835,-57.958674,Paysandú,Paroaria coronata,Aves,Thraupidae,19,17,LC,LC,principiante,103
4550083,2016-11-12,cmbiancardi,-32.318835,-57.958674,Paysandú,Platalea ajaja,Aves,Threskiornithidae,19,55,LC,LC,principiante,103
4550341,2016-11-06,cmbiancardi,-32.665119,-58.137609,Río Negro,Chlorostilbon lucidus,Aves,Trochilidae,19,7,LC,LC,principiante,103
4564503,2016-11-13,cmbiancardi,-31.873548,-57.970132,Paysandú,Mimus saturninus,Aves,Mimidae,19,25,LC,LC,principiante,103
4564506,2016-11-13,cmbiancardi,-31.873548,-57.970132,Paysandú,Progne tapera,Aves,Hirundinidae,19,16,LC,LC,principiante,103
4564511,2016-11-13,cmbiancardi,-31.873548,-57.970132,Paysandú,Colaptes campestris,Aves,Picidae,19,27,LC,LC,principiante,103
4853739,2016-12-27,dmartell75,-34.9266666667,-54.936745,Maldonado,Turdus rufiventris,Aves,Turdidae,19,23,LC,LC,principiante,429
4990316,2017-01-14,cmbiancardi,-32.293952,-57.960605,Paysandú,Colaptes melanochloros,Aves,Picidae,19,23,LC,LC,principiante,103
4990321,2017-01-22,cmbiancardi,-32.302804,-58.031158,Paysandú,Xolmis irupero,Aves,Tyrannidae,19,17,LC,LC,principiante,103
5199938,2017-02-28,cmbiancardi,-32.327974,-57.96318,Paysandú,Ammodramus humeralis,Aves,Passerellidae,19,11,LC,LC,principiante,103
5199943,2017-02-28,cmbiancardi,-32.327974,-57.96318,Paysandú,Syrigma sibilatrix,Aves,Ardeidae,19,48,LC,LC,principiante,103
5199952,2017-02-28,cmbiancardi,-32.306939,-58.013112,Paysandú,Guira guira,Aves,Cuculidae,19,36,LC,LC,principiante,103
5199953,2017-02-28,cmbiancardi,-32.327974,-57.96318,Paysandú,Guira guira,Aves,Cuculidae,19,36,LC,LC,principiante,103
5199954,2017-02-28,cmbiancardi,-32.306939,-58.013112,Paysandú,Nengetus cinereus,Aves,Tyrannidae,19,20,LC,LC,principiante,103
5199958,2017-02-28,cmbiancardi,-32.306939,-58.013112,Paysandú,Paroaria coronata,Aves,Thraupidae,19,17,LC,LC,principiante,103
5199960,2017-02-28,cmbiancardi,-32.306939,-58.013112,Paysandú,Ardea alba,Aves,Ardeidae,19,65,LC,LC,principiante,103
5199966,2017-02-28,cmbiancardi,-32.306939,-58.013112,Paysandú,Jacana jacana,Aves,Jacanidae,19,25,LC,LC,principiante,103
5230017,2017-03-05,cmbiancardi,-32.345451,-57.949254,Paysandú,Rupornis magnirostris,Aves,Accipitridae,19,38,LC,LC,principiante,103
5230023,2017-03-05,cmbiancardi,-32.375612,-58.021373,Paysandú,Athene cunicularia,Aves,Strigidae,19,25,LC,NT,principiante,103
6321638,2017-05-22,cmbiancardi,-32.315952,-57.898914,Paysandú,Chloroceryle americana,Aves,Alcedinidae,19,18,LC,LC,principiante,103
6543838,2017-06-03,cmbiancardi,-31.664705,-57.965326,Paysandú,Nannopterum brasilianum,Aves,Phalacrocoracidae,19,63,LC,LC,principiante,103
6704169,2017-04-30,cmbiancardi,-32.341971,-57.972106,Paysandú,Guira guira,Aves,Cuculidae,19,36,LC,LC,principiante,103
6704181,2017-06-17,cmbiancardi,-32.665119,-58.137609,Río Negro,Caracara plancus,Aves,Falconidae,19,55,LC,LC,principiante,103
6704198,2017-06-17,cmbiancardi,-32.649493,-58.124799,Río Negro,Ciconia maguari,Aves,Ciconiidae,19,85,LC,LC,principiante,103
6704276,2017-05-27,cmbiancardi,-32.315952,-57.898914,Paysandú,Pitangus sulphuratus,Aves,Tyrannidae,19,22,LC,LC,principiante,103
6704293,2017-04-30,cmbiancardi,-32.303529,-58.023605,Paysandú,Pseudoleistes virescens,Aves,Icteridae,19,21,LC,LC,principiante,103
6704309,2017-04-16,cmbiancardi,-32.327974,-57.96318,Paysandú,Mimus saturninus,Aves,Mimidae,19,25,LC,LC,principiante,103
6704324,2017-04-16,cmbiancardi,-32.327974,-57.96318,Paysandú,Paroaria coronata,Aves,Thraupidae,19,17,LC,LC,principiante,103
6809634,2017-06-25,cmbiancardi,-32.63605,-58.133039,Río Negro,Colaptes melanochloros,Aves,Picidae,19,23,LC,LC,principiante,103
6809950,2017-06-03,cmbiancardi,-31.664705,-57.965326,Paysandú,Aramus guarauna,Aves,Aramidae,19,55,LC,LC,principiante,103
6809951,2017-06-25,cmbiancardi,-32.649493,-58.124799,Río Negro,Aramus guarauna,Aves,Aramidae,19,55,LC,LC,principiante,103
7361470,2017-08-05,kau90,-32.3637237549,-54.1586151123,Cerro Largo,Patagioenas maculosa,Aves,Columbidae,19,33,LC,LC,principiante,818
7380814,2017-08-06,roxanaaguirre,-34.9059750268,-56.193773858,Montevideo,Passer domesticus,Aves,Passeridae,19,13,LC,NE,principiante,821
7380946,2017-08-06,cmbiancardi,-32.315716,-57.878036,Paysandú,Mimus saturninus,Aves,Mimidae,19,25,LC,LC,principiante,103
7381180,2017-07-19,cmbiancardi,-34.337766,-53.792281,Rocha,Ardea alba,Aves,Ardeidae,19,65,LC,LC,principiante,103
7381765,2017-07-20,cmbiancardi,-34.436681,-53.911457,Rocha,Turdus rufiventris,Aves,Turdidae,19,23,LC,LC,principiante,103
7481141,2017-08-13,cmbiancardi,-32.416051,-57.9146,Paysandú,Xolmis irupero,Aves,Tyrannidae,19,17,LC,LC,principiante,103
8037000,2017-09-22,thiago8,-34.8187019164,-54.619311383,Maldonado,Rhinella dorbignyi,Amphibia,Bufonidae,10,7,LC,LC,principiante,638
8037061,2017-09-22,thiago8,-34.8186273594,-54.6193901729,Maldonado,Rhinella dorbignyi,Amphibia,Bufonidae,10,7,LC,LC,principiante,638
8139888,2017-09-24,cmbiancardi,-32.375612,-58.021373,Paysandú,Syrigma sibilatrix,Aves,Ardeidae,19,48,LC,LC,principiante,103
8288298,2017-09-15,soledadoubia,-31.952162,-55.195312,Tacuarembó,Plegadis chihi,Aves,Threskiornithidae,19,40,LC,LC,principiante,826
8398578,2017-10-14,masai,-34.4667812663,-53.945478536,Rocha,Xenodon dorbignyi,Reptilia,Colubridae,19,70,NE,LC,principiante,552
8606188,2017-10-29,cmbiancardi,-32.402429,-57.936058,Paysandú,Philodryas patagoniensis,Reptilia,Colubridae,19,150,LC,LC,principiante,103
8739684,2017-11-01,ori86,-34.8592354846,-56.19986616,Montevideo,Caracara plancus,Aves,Falconidae,19,55,LC,LC,principiante,100
8739909,2017-11-04,ori86,-34.8593160929,-56.199676059,Montevideo,Pitangus sulphuratus,Aves,Tyrannidae,19,22,LC,LC,principiante,100
8740420,2017-10-25,ori86,-34.8598013917,-56.1993384361,Montevideo,Furnarius rufus,Aves,Furnariidae,19,18,LC,LC,principiante,100
9016718,2017-12-02,ori86,-34.8592778521,-56.1995935813,Montevideo,Patagioenas picazuro,Aves,Columbidae,19,35,LC,LC,principiante,100
9037641,2017-11-30,ori86,-34.8796970004,-56.0921885446,Montevideo,Nannopterum brasilianum,Aves,Phalacrocoracidae,19,63,LC,LC,principiante,100
9047078,2017-11-26,ori86,-34.859245939,-56.2001213059,Montevideo,Zenaida auriculata,Aves,Columbidae,19,23,LC,LC,principiante,100
9047121,2017-11-30,ori86,-34.8796359403,-56.0919444636,Montevideo,Phimosus infuscatus,Aves,Threskiornithidae,19,40,LC,LC,principiante,100
9047164,2017-11-30,ori86,-34.8796142117,-56.092068851,Montevideo,Bubulcus ibis,Aves,Ardeidae,19,37,LC,LC,principiante,100
9047332,2017-11-30,ori86,-34.8797591606,-56.0919256881,Montevideo,Gallinula galeata,Aves,Rallidae,19,33,LC,LC,principiante,100
9047427,2017-11-30,ori86,-34.8797135031,-56.0920101777,Montevideo,Parabuteo unicinctus,Aves,Accipitridae,19,50,LC,LC,principiante,100
9047491,2017-11-30,ori86,-34.879634015,-56.0918519273,Montevideo,Anas flavirostris,Aves,Anatidae,19,34,LC,LC,principiante,100
9048201,2017-11-15,ori86,-34.8586992862,-56.2017346546,Montevideo,Sicalis flaveola,Aves,Thraupidae,19,12,LC,LC,principiante,100
9048331,2017-11-15,ori86,-34.8597205087,-56.2001531571,Montevideo,Aramides cajaneus,Aves,Rallidae,19,36,LC,LC,principiante,100
9048333,2017-11-15,ori86,-34.8596349488,-56.1998074874,Montevideo,Turdus amaurochalinus,Aves,Turdidae,19,21,LC,LC,principiante,100
9048337,2017-11-15,ori86,-34.8591730338,-56.2001514807,Montevideo,Turdus rufiventris,Aves,Turdidae,19,23,LC,LC,principiante,100
9048342,2017-11-08,ori86,-34.8589435884,-56.19984705,Montevideo,Myiopsitta monachus,Aves,Psittacidae,19,27,LC,LC,principiante,100
9048392,2017-11-08,ori86,-34.8592795028,-56.1998272687,Montevideo,Paroaria coronata,Aves,Thraupidae,19,17,LC,LC,principiante,100
9048395,2017-11-08,ori86,-34.8584739662,-56.2005286664,Montevideo,Molothrus bonariensis,Aves,Icteridae,19,19,LC,LC,principiante,100
9048438,2017-11-22,ori86,-34.8596888708,-56.1994866282,Montevideo,Colaptes melanochloros,Aves,Picidae,19,23,LC,LC,principiante,100
9048508,2017-11-26,ori86,-34.8596907966,-56.2010433152,Montevideo,Zonotrichia capensis,Aves,Passerellidae,19,12,LC,LC,principiante,100
9048550,2017-11-15,ori86,-34.8589166272,-56.2000173703,Montevideo,Turdus amaurochalinus,Aves,Turdidae,19,21,LC,LC,principiante,100
9344824,2018-01-01,ori86,-34.9048490687,-56.1241648346,Montevideo,Syrigma sibilatrix,Aves,Ardeidae,19,48,LC,LC,principiante,100
9529202,2018-01-01,ori86,-34.9065821303,-56.1326523498,Montevideo,Vanellus chilensis,Aves,Charadriidae,19,32,LC,LC,principiante,100
9529212,2018-01-01,ori86,-34.9065859797,-56.1326845363,Montevideo,Egretta thula,Aves,Ardeidae,19,39,LC,LC,principiante,100
9647602,2018-01-26,ori86,-34.8533822,-56.1778911,Montevideo,Tyrannus melancholicus,Aves,Tyrannidae,19,20,LC,LC,principiante,100
9647716,2018-01-19,ori86,-34.8533548,-56.177856,Montevideo,Chlorostilbon lucidus,Aves,Trochilidae,19,7,LC,LC,principiante,100
9647777,2018-01-03,ori86,-34.8533735,-56.1778923,Montevideo,Leucochloris albicollis,Aves,Trochilidae,19,8,LC,LC,principiante,100
9648067,2018-01-10,ori86,-34.8594341165,-56.2014902383,Montevideo,Lepidocolaptes angustirostris,Aves,Furnariidae,19,18,LC,LC,principiante,100
9648304,2018-01-01,ori86,-34.9061119554,-56.1322597414,Montevideo,Embernagra platensis,Aves,Thraupidae,19,20,LC,LC,principiante,100
9648336,2018-01-11,ori86,-34.8801274451,-56.0926294327,Montevideo,Tyrannus savana,Aves,Tyrannidae,19,38,LC,LC,principiante,100
9648356,2018-01-03,ori86,-34.8596324728,-56.2000120059,Montevideo,Myiarchus swainsoni,Aves,Tyrannidae,19,18,LC,LC,principiante,100
9648457,2018-01-01,ori86,-34.9065334632,-56.1325246096,Montevideo,Tringa melanoleuca,Aves,Scolopacidae,19,33,LC,LC,principiante,100
9651133,2018-01-11,ori86,-34.8801634759,-56.0928014293,Montevideo,Phimosus infuscatus,Aves,Threskiornithidae,19,40,LC,LC,principiante,100
9651270,2018-01-11,ori86,-34.8796604193,-56.0920041427,Montevideo,Aramus guarauna,Aves,Aramidae,19,55,LC,LC,principiante,100
9651514,2018-01-01,ori86,-34.8422363755,-55.9644064307,Canelones,Larus dominicanus,Aves,Laridae,16,55,LC,LC,principiante,100
9651529,2018-01-01,ori86,-34.8424631157,-55.9655094892,Canelones,Progne chalybea,Aves,Hirundinidae,19,18,LC,LC,principiante,100
9682468,2018-01-28,carlosvalde,-34.8599166667,-56.1993116667,Montevideo,Paroaria coronata,Aves,Thraupidae,19,17,LC,LC,principiante,833
10039838,2018-02-28,ori86,-34.7743246292,-55.5831612647,Canelones,Cathartes aura,Aves,Cathartidae,19,60,LC,LC,principiante,100
10317678,2018-03-19,ori86,-34.8595199518,-56.1992971972,Montevideo,Setophaga pitiayumi,Aves,Parulidae,19,9,LC,LC,principiante,100
10400792,2018-03-12,ori86,-34.8338190269,-55.3102042526,Maldonado,Haematopus palliatus,Aves,Haematopodidae,8,35,LC,LC,principiante,100
10400868,2018-03-13,ori86,-34.8335845572,-55.3094344586,Maldonado,Megaceryle torquata,Aves,Alcedinidae,19,36,LC,LC,principiante,100
10402907,2018-02-18,icaro,-33.9017331007,-53.5119815916,Rocha,Myocastor coypus,Mammalia,Echimyidae,19,85,LC,LC,principiante,345
10402915,2018-02-09,icaro,-33.9072840025,-53.5130621865,Rocha,Cavia aperea,Mammalia,Caviidae,19,24,LC,LC,principiante,345
10402916,2018-02-12,icaro,-34.4061484003,-53.7779138982,Rocha,Arctocephalus australis,Mammalia,Otariidae,7,150,LC,LC,principiante,345
10402919,2018-02-12,icaro,-34.4045998642,-53.7799386308,Rocha,Otaria byronia,Mammalia,Otariidae,5,210,LC,LC,principiante,345
10402924,2018-02-03,icaro,-34.8904236172,-55.2090185881,Maldonado,Otaria byronia,Mammalia,Otariidae,5,210,LC,LC,principiante,345
10402926,2018-02-19,icaro,-34.3973982736,-53.7742354401,Rocha,Melanophryniscus montevidensis,Amphibia,Bufonidae,4,3,VU,CR,principiante,345
10439031,2018-03-10,ori86,-34.8995151999,-55.2492279187,Maldonado,Milvago chimango,Aves,Falconidae,19,37,LC,LC,principiante,100
10439036,2018-03-09,ori86,-34.7946183737,-55.3857547045,Maldonado,Cygnus melancoryphus,Aves,Anatidae,19,90,LC,LC,principiante,100
10439039,2017-11-30,ori86,-34.8798281969,-56.092637144,Montevideo,Jacana jacana,Aves,Jacanidae,19,25,LC,LC,principiante,100
10442052,2018-02-02,icaro,-34.9512499342,-54.930816181,Maldonado,Rupornis magnirostris,Aves,Accipitridae,19,38,LC,LC,principiante,345
10442100,2018-02-04,icaro,-34.8967282408,-55.2582964674,Maldonado,Chroicocephalus maculipennis,Aves,Laridae,19,35,LC,LC,principiante,345
10492984,2018-03-20,camiloschettini,-34.0319380867,-53.5420820117,Rocha,Phalotris lemniscatus,Reptilia,Colubridae,19,68,LC,LC,principiante,308
10584567,2017-11-16,ori86,-34.9135536011,-56.1664180085,Montevideo,Sturnus vulgaris,Aves,Sturnidae,19,20,LC,NE,principiante,100
10594087,2012-11-15,flo_grattarola,-34.2856189561,-55.2689364552,Lavalleja,Salvator merianae,Reptilia,Teiidae,19,140,LC,LC,experimentado,8
10594120,2013-07-21,flo_grattarola,-32.1459729054,-53.7865056843,Cerro Largo,Myocastor coypus,Mammalia,Echimyidae,19,85,LC,LC,experimentado,8
10594355,2013-02-12,flo_grattarola,-32.0381937173,-57.4738312885,Paysandú,Cyanocorax chrysops,Aves,Corvidae,16,32,LC,LC,experimentado,8
10594628,2016-10-21,flo_grattarola,-33.702632494,-56.3446471095,Florida,Philodryas patagoniensis,Reptilia,Colubridae,19,150,LC,LC,experimentado,8
10594634,2016-11-08,flo_grattarola,-34.2648031517,-56.2994210422,Florida,Boana pulchella,Amphibia,Hylidae,19,5,LC,LC,experimentado,8
10697030,2013-11-14,camiloschettini,-34.0122577292,-53.5982608969,Rocha,Salvator merianae,Reptilia,Teiidae,19,140,LC,LC,principiante,308
11321519,2016-01-31,jazellegreen,-34.9112827298,-56.2081217757,Montevideo,Vanellus chilensis,Aves,Charadriidae,19,32,LC,LC,principiante,837
11363064,2016-02-28,fonzie3b,-31.6676766667,-55.91299,Tacuarembó,Caracara plancus,Aves,Falconidae,19,55,LC,LC,principiante,839
11545778,2018-04-26,ori86,-34.909919195,-56.1303684488,Montevideo,Rollandia rolland,Aves,Podicipedidae,19,25,LC,LC,principiante,100
12336334,2018-04-02,gusper,-34.8202508867,-56.0317325592,Canelones,Accipiter striatus,Aves,Accipitridae,19,26,LC,LC,principiante,70
12350214,2018-03-01,gusper,-34.8534320304,-55.9832382202,Canelones,Coscoroba coscoroba,Aves,Anatidae,19,71,LC,LC,principiante,70
12350296,2018-03-01,gusper,-34.8533263792,-55.9832382202,Canelones,Gallinula galeata,Aves,Rallidae,19,33,LC,LC,principiante,70
12350590,2018-03-07,gusper,-34.8344434505,-55.9479162097,Canelones,Anas flavirostris,Aves,Anatidae,19,34,LC,LC,principiante,70
12350650,2018-03-10,gusper,-34.8264425448,-56.0189008713,Canelones,Falco femoralis,Aves,Falconidae,19,35,LC,LC,principiante,70
12350738,2018-03-27,gusper,-34.8256058614,-56.0219317675,Canelones,Thamnophilus caerulescens,Aves,Thamnophilidae,19,13,LC,LC,principiante,70
12350973,2018-03-30,gusper,-34.8424083569,-54.6737194061,Maldonado,Limosa haemastica,Aves,Scolopacidae,10,34,LC,LC,principiante,70
12351147,2018-03-30,gusper,-34.8423379134,-54.674577713,Maldonado,Charadrius falklandicus,Aves,Charadriidae,6,16,LC,LC,principiante,70
12359068,2018-02-12,gusper,-34.8353284781,-56.014995575,Canelones,Dendrocygna bicolor,Aves,Anatidae,19,41,LC,LC,principiante,70
12359315,2018-02-16,gusper,-34.8462826597,-54.6407175064,Maldonado,Calidris fuscicollis,Aves,Scolopacidae,19,16,LC,LC,principiante,70
12359394,2018-02-16,gusper,-34.84663486,-54.6405029297,Maldonado,Arenaria interpres,Aves,Scolopacidae,5,22,LC,LC,principiante,70
12359496,2018-02-18,gusper,-34.8200747303,-56.0301339626,Canelones,Tigrisoma lineatum,Aves,Ardeidae,19,62,LC,LC,principiante,70
12359591,2018-02-22,gusper,-34.8395553447,-54.6725606918,Maldonado,Tringa flavipes,Aves,Scolopacidae,19,25,LC,LC,principiante,70
12359880,2018-02-24,gusper,-33.9063256713,-53.653793335,Rocha,Lygophis anomalus,Reptilia,Colubridae,19,62,NE,LC,principiante,70
12360078,2018-02-24,gusper,-33.8953005192,-53.8733390671,Rocha,Sporophila collaris,Aves,Thraupidae,14,11,LC,VU,principiante,70
12360186,2018-01-12,gusper,-34.3721277,-55.0524835,Lavalleja,Salvator merianae,Reptilia,Teiidae,19,140,LC,LC,principiante,70
12484020,2018-05-15,mariajohanna,-34.6419434073,-56.2681188011,Canelones,Phrynops hilarii,Reptilia,Chelidae,19,34,NE,LC,principiante,843
12515877,2018-01-11,gusper,-34.3050506297,-55.2511916271,Lavalleja,Drymornis bridgesii,Aves,Furnariidae,19,26,LC,LC,principiante,70
12516066,2016-12-01,gusper,-34.8723197745,-56.0332253947,Canelones,Calidris subruficollis,Aves,Scolopacidae,19,20,NT,VU,principiante,70
12516191,2017-12-03,gusper,-34.8218398936,-56.0327733591,Canelones,Pachyramphus polychopterus,Aves,Tityridae,19,15,LC,LC,principiante,70
12516240,2017-12-05,gusper,-34.8427555104,-56.0390501785,Canelones,Circus buffoni,Aves,Accipitridae,19,52,LC,LC,principiante,70
12516345,2017-11-03,gusper,-34.8605278663,-55.9950184531,Canelones,Liolaemus wiegmannii,Reptilia,Liolaemidae,7,6,LC,VU,principiante,70
12516603,2017-11-18,gusper,-33.974114095,-53.5316673932,Rocha,Stilpnia preciosa,Aves,Thraupidae,17,15,LC,LC,principiante,70
12532018,2017-01-21,gusper,-34.8252353564,-56.0234983035,Canelones,Monodelphis dimidiata,Mammalia,Didelphidae,10,24,LC,LC,principiante,70
12532111,2017-01-22,gusper,-34.8426498454,-56.0315829086,Canelones,Hirundinea ferruginea,Aves,Tyrannidae,11,16,LC,LC,principiante,70
12574642,2017-01-02,gusper,-34.8582214091,-55.9903621674,Canelones,Rhinella arenarum,Amphibia,Bufonidae,10,11.5,LC,LC,principiante,70
12646450,2018-05-20,karen261,-34.4325573702,-57.8819228861,Colonia,Tigrisoma lineatum,Aves,Ardeidae,19,62,LC,LC,principiante,431
12933957,2014-03-13,camiloschettini,-34.0327949778,-53.5399888828,Rocha,Contomastix lacertoides,Reptilia,Teiidae,17,7,NE,LC,principiante,308
12935620,2013-11-16,camiloschettini,-34.044649417,-53.5590828583,Rocha,Circus buffoni,Aves,Accipitridae,19,52,LC,LC,principiante,308
12982275,2018-03-07,gusper,-34.8278957115,-55.9410095215,Canelones,Geositta cunicularia,Aves,Furnariidae,19,14,LC,LC,principiante,70
12982371,2018-03-11,gusper,-34.842742963,-56.0391354561,Canelones,Caracara plancus,Aves,Falconidae,19,55,LC,LC,principiante,70
13011279,2018-02-24,gusper,-33.9048271366,-53.6720040755,Rocha,Theristicus caerulescens,Aves,Threskiornithidae,19,62,LC,LC,principiante,70
14080492,2018-07-05,marcelo6388,-34.2744505358,-55.5490328666,Lavalleja,Myocastor coypus,Mammalia,Echimyidae,19,85,LC,LC,principiante,325
14080761,2018-02-15,marcelo6388,-34.363695,-55.4064116667,Lavalleja,Amazonetta brasiliensis,Aves,Anatidae,19,36,LC,LC,principiante,325
14084597,2018-02-21,marcelo6388,-34.363575,-55.4064516667,Lavalleja,Dasypus novemcinctus,Mammalia,Dasypodidae,19,70,LC,LC,principiante,325
14085386,2017-10-12,marcelo6388,-34.3635416667,-55.4064816667,Lavalleja,Salvator merianae,Reptilia,Teiidae,19,140,LC,LC,principiante,325
