id,observado,usuario,latitude,longitude,place_admin1_name,especie,clase,familia,distribucion,largo_cm,status_global,status_regional,nivel,ranking
63234743,2020-06-02,diego_caballero,-33.2959416961,-55.0817695271,Treinta y Tres,Mimus saturninus,Aves,Mimidae,19,25,LC,LC,experimentado,7
63240639,2014-01-03,diego_caballero,-34.8474608282,-55.2865623398,Maldonado,Patagioenas picazuro,Aves,Columbidae,19,35,LC,LC,experimentado,7
63311425,2012-01-07,diego_caballero,-33.258155,-55.1031014,Treinta y Tres,Anumbius annumbi,Aves,Furnariidae,19,18,LC,LC,experimentado,7
63342097,2020-10-11,pablobaldu,-33.2401520543,-54.3983090352,Treinta y Tres,Fulica rufifrons,Aves,Rallidae,19,32,LC,LC,experimentado,9
63342102,2020-10-11,pablobaldu,-33.1666667,-54.45,Treinta y Tres,Coragyps atratus,Aves,Cathartidae,19,53,LC,LC,experimentado,9
63342108,2020-10-11,pablobaldu,-33.1666667,-54.45,Treinta y Tres,Nothura maculosa,Aves,Tinamidae,19,25,LC,LC,experimentado,9
63342109,2020-10-11,pablobaldu,-33.0264087718,-54.4961064472,Treinta y Tres,Rhea americana,Aves,Rheidae,19,140,NT,LC,experimentado,9
63364151,2020-10-19,joselinlistur,-33.390532582,-58.3177102357,Soriano,Progne chalybea,Aves,Hirundinidae,19,18,LC,LC,intermedio,38
63365459,2020-10-19,joselinlistur,-33.4162265407,-58.3133073896,Soriano,Platalea ajaja,Aves,Threskiornithidae,19,55,LC,LC,intermedio,38
63365832,2020-10-19,joselinlistur,-33.3903828166,-58.3178584278,Soriano,Calidris melanotos,Aves,Scolopacidae,19,20,LC,LC,intermedio,38
63367268,2020-10-19,joselinlistur,-33.390532582,-58.3177102357,Soriano,Tachycineta leucorrhoa,Aves,Hirundinidae,19,13,LC,LC,intermedio,38
63454590,2020-10-24,santiagomailhos,-34.37456167,-55.051125,Lavalleja,Salvator merianae,Reptilia,Teiidae,19,140,LC,LC,experimentado,1
63454623,2020-10-24,santiagomailhos,-34.37590833,-55.04905833,Lavalleja,Salvator merianae,Reptilia,Teiidae,19,140,LC,LC,experimentado,1
63456612,2020-02-27,pablobaldu,-34.3220583,-54.9859676,Lavalleja,Cranioleuca pyrrhophia,Aves,Furnariidae,19,14,LC,LC,experimentado,9
63458118,2018-10-05,pablobaldu,-34.7570184529,-56.4303840799,San José,Phleocryptes melanops,Aves,Furnariidae,19,13,LC,LC,experimentado,9
63488345,2020-10-25,mirmeleon,-34.8823428936,-55.2206680924,Maldonado,Leptodactylus luctator,Amphibia,Leptodactylidae,19,12,LC,LC,experimentado,11
63490126,2020-10-24,santiagomailhos,-34.28964667,-55.26642167,Lavalleja,Cathartes aura,Aves,Cathartidae,19,60,LC,LC,experimentado,1
63494440,2019-12-04,joselinlistur,-30.9482847358,-57.5223195925,Salto,Pseudoseisura lophotes,Aves,Furnariidae,19,23,LC,LC,intermedio,38
63511972,2020-10-24,alvarommp,-34.8976431218,-56.1201938242,Montevideo,Molothrus bonariensis,Aves,Icteridae,19,19,LC,LC,principiante,1055
63524128,2020-10-25,diego_caballero,-34.7719906028,-55.8411066234,Canelones,Didelphis albiventris,Mammalia,Didelphidae,19,90,LC,LC,experimentado,7
63532193,2020-02-28,pablobaldu,-34.3220583,-54.9859676,Lavalleja,Pyrocephalus rubinus,Aves,Tyrannidae,19,13,LC,LC,experimentado,9
63532194,2018-10-05,pablobaldu,-34.8632802265,-56.066718707,Montevideo,Pyrocephalus rubinus,Aves,Tyrannidae,19,13,LC,LC,experimentado,9
63533335,2020-10-25,renzo_fassolo,-34.8968048094,-56.1017112731,Montevideo,Limosa haemastica,Aves,Scolopacidae,10,34,LC,LC,principiante,138
63533338,2020-10-25,gabrielacab97,-34.5921632885,-55.4650807008,Lavalleja,Leptodactylus luctator,Amphibia,Leptodactylidae,19,12,LC,LC,principiante,182
63533342,2020-02-13,pablobaldu,-34.3220583,-54.9859676,Lavalleja,Cathartes aura,Aves,Cathartidae,19,60,LC,LC,experimentado,9
63533429,2020-10-25,renzo_fassolo,-34.9050559997,-56.1293945311,Montevideo,Molothrus bonariensis,Aves,Icteridae,19,19,LC,LC,principiante,138
63536841,2018-10-14,joselinlistur,-33.2636929211,-58.0761250108,Soriano,Leistes superciliaris,Aves,Icteridae,19,17,LC,LC,intermedio,38
63539455,2020-10-12,pablobaldu,-32.3697484285,-54.1910504893,Cerro Largo,Porphyriops melanops,Aves,Rallidae,19,20,LC,LC,experimentado,9
63543359,2020-10-12,pablobaldu,-32.3711176716,-54.1916084626,Cerro Largo,Anas flavirostris,Aves,Anatidae,19,34,LC,LC,experimentado,9
63543365,2020-10-12,pablobaldu,-32.369744896,-54.1898918678,Cerro Largo,Chloroceryle amazona,Aves,Alcedinidae,19,26,LC,LC,experimentado,9
63543805,2020-10-25,martinserrano,-34.77871666,-55.55943,Canelones,Thamnodynastes hypoconia,Reptilia,Colubridae,19,65,NE,LC,experimentado,6
63546558,2019-04-22,joselinlistur,-34.3220572611,-54.9859677628,Lavalleja,Cranioleuca pyrrhophia,Aves,Furnariidae,19,14,LC,LC,intermedio,38
63546919,2019-04-22,joselinlistur,-34.3220572611,-54.9859677628,Lavalleja,Thamnophilus caerulescens,Aves,Thamnophilidae,19,13,LC,LC,intermedio,38
63562219,2008-02-04,diego_caballero,-33.2216990378,-53.674961599,Rocha,Charadrius collaris,Aves,Charadriidae,19,14,LC,LC,experimentado,7
63639000,2020-10-27,daniel_hp,-34.8333083151,-55.2139740283,Maldonado,Tyrannus savana,Aves,Tyrannidae,19,38,LC,LC,intermedio,12
63646911,2012-09-29,diego_caballero,-34.1033455512,-56.1641613297,Florida,Anas flavirostris,Aves,Anatidae,19,34,LC,LC,experimentado,7
63647011,2012-10-10,diego_caballero,-34.6444703969,-56.7146131791,San José,Lycalopex gymnocercus,Mammalia,Canidae,19,97,LC,NT,experimentado,7
63694897,2020-02-11,diego_caballero,-32.1312269024,-57.8521072821,Paysandú,Sporophila ruficollis,Aves,Thraupidae,7,9,NT,VU,experimentado,7
63741247,2020-09-06,mateo_pereira,-34.2246363664,-53.6898427424,Rocha,Melanophryniscus montevidensis,Amphibia,Bufonidae,4,3,VU,CR,principiante,227
63764875,2020-10-27,mati07,-34.0787285026,-54.6070527658,Maldonado,Limnomedusa macroglossa,Amphibia,Alsodidae,19,4.63,LC,LC,principiante,80
63818665,2020-10-30,macacastineiras,-34.8112189544,-55.2515551035,Maldonado,Caracara plancus,Aves,Falconidae,19,55,LC,LC,principiante,155
63822429,2020-10-30,macacastineiras,-34.8385292836,-55.2388221287,Maldonado,Paroaria coronata,Aves,Thraupidae,19,17,LC,LC,principiante,155
63826129,2020-10-30,bert_in_the_skirt,-34.9123097375,-55.0832398969,Maldonado,Xenodon dorbignyi,Reptilia,Colubridae,19,70,NE,LC,intermedio,50
63827042,2020-09-08,bert_in_the_skirt,-34.9550893309,-55.0343870674,Maldonado,Pipraeidea melanonota,Aves,Thraupidae,19,14,LC,LC,intermedio,50
63830978,2020-10-30,santiagomailhos,-34.87888333,-56.02611117,Montevideo,Ardea cocoi,Aves,Ardeidae,19,75,LC,LC,experimentado,1
63852415,2020-10-30,martinserrano,-34.80712166,-55.24895,Maldonado,Bothrops pubescens,Reptilia,Viperidae,14,150,NE,LC,experimentado,6
63876928,2020-10-23,bert_in_the_skirt,-34.8460588326,-54.9527353892,Maldonado,Philodryas patagoniensis,Reptilia,Colubridae,19,150,LC,LC,intermedio,50
63899277,2020-10-31,rpereirag,-34.6868298774,-54.4276497229,Rocha,Acanthochelys spixii,Reptilia,Chelidae,7,18,NT,LC,intermedio,26
63906185,2020-10-31,santiagomailhos,-34.329605,-56.3213716667,Florida,Salvator merianae,Reptilia,Teiidae,19,140,LC,LC,experimentado,1
63933138,2020-10-31,nachm,-34.8577833333,-55.0503805,Maldonado,Furnarius rufus,Aves,Furnariidae,19,18,LC,LC,principiante,195
64001252,2020-10-24,leo_lagos,-34.4839408281,-56.3456322191,Canelones,Tyrannus melancholicus,Aves,Tyrannidae,19,20,LC,LC,intermedio,22
64001253,2020-10-24,leo_lagos,-34.7071717927,-56.6960180626,San José,Aramus guarauna,Aves,Aramidae,19,55,LC,LC,intermedio,22
64001254,2020-10-31,leo_lagos,-34.4455860797,-56.3957483015,Canelones,Elaenia parvirostris,Aves,Tyrannidae,19,13,LC,LC,intermedio,22
64001255,2020-10-31,leo_lagos,-34.4812327897,-56.3445377093,Canelones,Rauenia bonariensis,Aves,Thraupidae,19,17,LC,LC,intermedio,22
64001256,2020-10-24,leo_lagos,-34.6835781838,-56.6892089391,San José,Rostrhamus sociabilis,Aves,Accipitridae,19,41,LC,LC,intermedio,22
64001257,2020-10-24,leo_lagos,-34.7073498405,-56.693544482,San José,Hymenops perspicillatus,Aves,Tyrannidae,19,13,LC,LC,intermedio,22
64001259,2020-10-18,leo_lagos,-34.8968979922,-56.0988615733,Montevideo,Molothrus bonariensis,Aves,Icteridae,19,19,LC,LC,intermedio,22
64001467,2020-10-18,leo_lagos,-34.89964344,-56.0983251222,Montevideo,Otaria byronia,Mammalia,Otariidae,5,210,LC,LC,intermedio,22
64012523,2020-11-01,martinserrano,-34.80435499,-55.24857167,Maldonado,Teius oculatus,Reptilia,Teiidae,19,12,NE,LC,experimentado,6
64032697,2020-09-09,diego_caballero,-32.2609704176,-56.2704326705,Tacuarembó,Chauna torquata,Aves,Anhimidae,19,85,LC,LC,experimentado,7
64036145,2020-11-01,rafatosi,-34.4731799722,-57.84967,Colonia,Amphisbaena darwinii,Reptilia,Amphisbaenidae,13,28,NE,LC,intermedio,19
64039272,2020-11-02,renzo_fassolo,-34.8785379513,-55.2813899517,Maldonado,Cathartes aura,Aves,Cathartidae,19,60,LC,LC,principiante,138
64040019,2020-11-01,renzo_fassolo,-34.8547523838,-55.2737174928,Maldonado,Paroaria coronata,Aves,Thraupidae,19,17,LC,LC,principiante,138
64040157,2020-11-01,renzo_fassolo,-34.8718248269,-55.2756996453,Maldonado,Furnarius rufus,Aves,Furnariidae,19,18,LC,LC,principiante,138
64049590,2020-10-24,leo_lagos,-34.6820426303,-56.6900957451,San José,Dendrocygna viduata,Aves,Anatidae,19,42,LC,LC,intermedio,22
64049650,2020-10-24,leo_lagos,-34.700609726,-56.6937863966,San José,Chlorostilbon lucidus,Aves,Trochilidae,19,7,LC,LC,intermedio,22
64074061,2020-10-17,mateo_pereira,-34.2772689722,-53.7794669722,Rocha,Oxyrhopus rhombifer,Reptilia,Colubridae,19,90,NE,LC,principiante,227
64078988,2020-11-02,lulmd,-34.7107152143,-55.0048828125,Maldonado,Tyrannus savana,Aves,Tyrannidae,19,38,LC,LC,principiante,190
64095393,2020-11-03,guillermo138,-34.8755049,-56.1313868,Montevideo,Aramides cajaneus,Aves,Rallidae,19,36,LC,LC,principiante,696
64105192,2020-11-03,renzo_fassolo,-34.8719813425,-55.2766920626,Maldonado,Progne chalybea,Aves,Hirundinidae,19,18,LC,LC,principiante,138
64106608,2020-11-03,renzo_fassolo,-34.8662844223,-55.271696113,Maldonado,Mimus saturninus,Aves,Mimidae,19,25,LC,LC,principiante,138
64114778,2020-11-02,diego_caballero,-32.2439932,-56.2152535,Tacuarembó,Limnomedusa macroglossa,Amphibia,Alsodidae,19,4.63,LC,LC,experimentado,7
64133159,2020-11-03,sofia_cortizas,-33.3812318023,-56.4970109984,Durazno,Philodryas patagoniensis,Reptilia,Colubridae,19,150,LC,LC,principiante,316
64133430,2020-10-28,sofia_cortizas,-30.9698354135,-55.5703047663,Rivera,Bothrops pubescens,Reptilia,Viperidae,14,150,NE,LC,principiante,316
64140354,2020-11-03,renzo_fassolo,-34.8831259186,-55.2792116627,Maldonado,Nannopterum brasilianum,Aves,Phalacrocoracidae,19,63,LC,LC,principiante,138
64178107,2020-11-04,santiagomailhos,-34.8833783333,-56.0371333333,Montevideo,Amphisbaena darwinii,Reptilia,Amphisbaenidae,13,28,NE,LC,experimentado,1
64185229,2020-09-05,sofiamgc,-34.7318079158,-54.2318008068,Rocha,Melanophryniscus montevidensis,Amphibia,Bufonidae,4,3,VU,CR,intermedio,31
64185427,2020-09-05,sofiamgc,-34.615070946,-54.2811539769,Rocha,Ardea alba,Aves,Ardeidae,19,65,LC,LC,intermedio,31
64185612,2020-09-05,sofiamgc,-34.615070946,-54.2811539769,Rocha,Ciconia maguari,Aves,Ciconiidae,19,85,LC,LC,intermedio,31
64185892,2020-09-05,sofiamgc,-34.3491584559,-54.5497259125,Maldonado,Penelope obscura,Aves,Cracidae,19,69,LC,LC,intermedio,31
64186133,2020-09-13,sofiamgc,-34.2398582725,-54.9439525246,Lavalleja,Rhea americana,Aves,Rheidae,19,140,NT,LC,intermedio,31
64186745,2020-09-17,sofiamgc,-34.300126,-54.858356,Lavalleja,Polioptila dumicola,Aves,Polioptilidae,19,11,LC,LC,intermedio,31
64187139,2020-11-04,lurtri,-34.8576741993,-55.9935090691,Canelones,Phalotris lemniscatus,Reptilia,Colubridae,19,68,LC,LC,intermedio,28
64197510,2020-09-17,sofiamgc,-34.3693057795,-54.7952855006,Maldonado,Molothrus bonariensis,Aves,Icteridae,19,19,LC,LC,intermedio,31
64203721,2020-09-17,sofiamgc,-34.2993850913,-54.8586067557,Lavalleja,Agelaioides badius,Aves,Icteridae,19,18,LC,LC,intermedio,31
64204163,2020-09-13,sofiamgc,-34.2974224372,-54.8543323204,Lavalleja,Nengetus cinereus,Aves,Tyrannidae,19,20,LC,LC,intermedio,31
64204182,2020-09-19,sofiamgc,-32.930704,-54.460015,Treinta y Tres,Knipolegus cyanirostris,Aves,Tyrannidae,19,14,LC,LC,intermedio,31
64204453,2020-09-19,sofiamgc,-32.9307045715,-54.4600154087,Treinta y Tres,Coragyps atratus,Aves,Cathartidae,19,53,LC,LC,intermedio,31
64204670,2020-09-19,sofiamgc,-32.9307045715,-54.4600154087,Treinta y Tres,Pygochelidon cyanoleuca,Aves,Hirundinidae,19,11,LC,LC,intermedio,31
64204860,2020-09-19,sofiamgc,-32.9307045715,-54.4600154087,Treinta y Tres,Pyrocephalus rubinus,Aves,Tyrannidae,19,13,LC,LC,intermedio,31
64205058,2020-10-23,sofiamgc,-34.844678,-55.302814,Maldonado,Egretta thula,Aves,Ardeidae,19,39,LC,LC,intermedio,31
64205237,2020-10-24,sofiamgc,-34.848458,-55.303806,Maldonado,Ardea cocoi,Aves,Ardeidae,19,75,LC,LC,intermedio,31
64205489,2020-10-24,sofiamgc,-34.8459843889,-55.2949978039,Maldonado,Vanellus chilensis,Aves,Charadriidae,19,32,LC,LC,intermedio,31
64205775,2020-11-02,sofiamgc,-34.2540811613,-54.8147118106,Lavalleja,Xanthopsar flavus,Aves,Icteridae,12,19,VU,VU,intermedio,31
64212755,2020-11-01,sofiamgc,-34.314078,-54.821934,Maldonado,Lochmias nematura,Aves,Furnariidae,19,13,LC,LC,intermedio,31
64232866,2020-11-04,diego_caballero,-32.2649767997,-56.2761131,Tacuarembó,Teius oculatus,Reptilia,Teiidae,19,12,NE,LC,experimentado,7
64261504,2020-11-05,santiagomailhos,-34.89323,-56.090325,Montevideo,Phimosus infuscatus,Aves,Threskiornithidae,19,40,LC,LC,experimentado,1
64282390,2020-11-02,sofiamgc,-34.3441854817,-54.7221668846,Lavalleja,Heteroxolmis dominicana,Aves,Tyrannidae,17,19,VU,VU,intermedio,31
64292480,2020-11-05,klaus16,-34.7715036126,-55.7233924831,Canelones,Liolaemus wiegmannii,Reptilia,Liolaemidae,7,6,LC,VU,intermedio,23
64302429,2020-10-25,franli,-34.882412684,-54.8135092276,Maldonado,Paroaria coronata,Aves,Thraupidae,19,17,LC,LC,intermedio,21
64302430,2020-10-19,franli,-34.8809625772,-54.8142817038,Maldonado,Tyrannus savana,Aves,Tyrannidae,19,38,LC,LC,intermedio,21
64302433,2020-10-19,franli,-34.8799059529,-54.8135455579,Maldonado,Leistes superciliaris,Aves,Icteridae,19,17,LC,LC,intermedio,21
64302434,2020-10-19,franli,-34.8809017888,-54.8131915063,Maldonado,Tapera naevia,Aves,Cuculidae,19,28,LC,LC,intermedio,21
64302436,2020-10-19,franli,-34.880426413,-54.8139780039,Maldonado,Lepus europaeus,Mammalia,Leporidae,19,65,LC,LC,intermedio,21
64302439,2020-09-29,franli,-34.8773695166,-54.8148453552,Maldonado,Mareca sibilatrix,Aves,Anatidae,16,43,LC,LC,intermedio,21
64306405,2020-09-05,sofiamgc,-34.615070946,-54.2811539769,Rocha,Leucochloris albicollis,Aves,Trochilidae,19,8,LC,LC,intermedio,31
64307611,2020-09-06,sofiamgc,-34.8840772551,-55.038039498,Maldonado,Stilpnia preciosa,Aves,Thraupidae,17,15,LC,LC,intermedio,31
64309236,2020-09-05,sofiamgc,-34.615070946,-54.2811539769,Rocha,Cygnus melancoryphus,Aves,Anatidae,19,90,LC,LC,intermedio,31
64309708,2020-11-04,sofiamgc,-34.298039,-54.855776,Lavalleja,Satrapa icterophrys,Aves,Tyrannidae,19,16,LC,LC,intermedio,31
64310098,2020-11-04,sofiamgc,-34.8614289374,-55.2748819068,Maldonado,Furnarius rufus,Aves,Furnariidae,19,18,LC,LC,intermedio,31
64310390,2020-11-03,sofiamgc,-34.2057113332,-54.7728209943,Maldonado,Lepidocolaptes angustirostris,Aves,Furnariidae,19,18,LC,LC,intermedio,31
64313778,2020-11-06,gabrielacab97,-34.5620524211,-55.4598393291,Lavalleja,Cathartes aura,Aves,Cathartidae,19,60,LC,LC,principiante,182
64318373,2020-11-06,santiagomailhos,-34.89818,-56.0698861667,Montevideo,Guira guira,Aves,Cuculidae,19,36,LC,LC,experimentado,1
64318516,2020-11-06,santiagomailhos,-34.8817583333,-56.0497971667,Montevideo,Myiopsitta monachus,Aves,Psittacidae,19,27,LC,LC,experimentado,1
64331913,2020-09-13,sofiamgc,-34.2992698704,-54.8586117849,Lavalleja,Phacellodomus striaticollis,Aves,Furnariidae,19,16,LC,LC,intermedio,31
64351755,2020-10-15,daniela_a_lowe,-34.8969881987,-55.00342047,Maldonado,Tachycineta leucorrhoa,Aves,Hirundinidae,19,13,LC,LC,principiante,59
64358325,2020-11-07,santiagomailhos,-34.87935,-56.0521611667,Montevideo,Pitangus sulphuratus,Aves,Tyrannidae,19,22,LC,LC,experimentado,1
64377566,2020-11-06,lagunagarzon,-34.7649649722,-54.5423169722,Rocha,Rhynchotus rufescens,Aves,Tinamidae,19,41,LC,LC,intermedio,30
64377591,2020-11-07,lagunagarzon,-34.76545161,-54.51863114,Rocha,Philodryas patagoniensis,Reptilia,Colubridae,19,150,LC,LC,intermedio,30
64381458,2005-05-30,diego_caballero,-34.5610525067,-54.3095863604,Rocha,Chauna torquata,Aves,Anhimidae,19,85,LC,LC,experimentado,7
64381459,2005-05-30,diego_caballero,-34.4002040816,-54.3833733723,Rocha,Phoenicopterus chilensis,Aves,Phoenicopteridae,7,75,NT,VU,experimentado,7
64381462,2005-05-30,diego_caballero,-34.5605895777,-54.3092403555,Rocha,Aramides ypecaha,Aves,Rallidae,19,45,LC,LC,experimentado,7
64381463,2005-05-30,diego_caballero,-34.5612869852,-54.3091537405,Rocha,Ardea cocoi,Aves,Ardeidae,19,75,LC,LC,experimentado,7
64381464,2005-05-31,diego_caballero,-34.6577226123,-54.2303232007,Rocha,Charadrius collaris,Aves,Charadriidae,19,14,LC,LC,experimentado,7
64381465,2005-05-30,diego_caballero,-34.5611456185,-54.308467095,Rocha,Platalea ajaja,Aves,Threskiornithidae,19,55,LC,LC,experimentado,7
64387390,2020-11-07,macacastineiras,-34.8161870754,-55.2503012332,Maldonado,Erythrolamprus semiaureus,Reptilia,Colubridae,19,100,NE,LC,principiante,155
64398209,2005-05-31,diego_caballero,-34.7395793831,-54.2951757369,Rocha,Spheniscus magellanicus,Aves,Spheniscidae,6,47,NT,NT,experimentado,7
64474942,2020-11-08,sofia_cortizas,-33.3808978034,-56.4978012443,Durazno,Philodryas patagoniensis,Reptilia,Colubridae,19,150,LC,LC,principiante,316
64475167,2020-11-08,sofia_cortizas,-30.9713144794,-55.5710467324,Rivera,Salvator merianae,Reptilia,Teiidae,19,140,LC,LC,principiante,316
64482826,2020-11-08,lagunagarzon,-34.7106998398,-54.5406882092,Rocha,Penelope obscura,Aves,Cracidae,19,69,LC,LC,intermedio,30
64483111,2020-11-08,lagunagarzon,-34.7984095765,-54.5620758086,Rocha,Elanoides forficatus,Aves,Accipitridae,9,56,LC,NE,intermedio,30
64536064,2008-02-03,diego_caballero,-33.2490384655,-53.7780891533,Rocha,Mycteria americana,Aves,Ciconiidae,19,65,LC,LC,experimentado,7
64564425,2020-11-09,sofia_cortizas,-30.9713038429,-55.5710363388,Rivera,Scinax fuscovarius,Amphibia,Hylidae,5,5.5,LC,LC,principiante,316
64593176,2006-01-18,diego_caballero,-34.6725162077,-54.2742241168,Rocha,Sternula superciliaris,Aves,Laridae,19,23,LC,LC,experimentado,7
64666154,2005-10-02,diego_caballero,-33.9374415014,-53.4897819583,Rocha,Larus dominicanus,Aves,Laridae,16,55,LC,LC,experimentado,7
64666155,2005-11-02,diego_caballero,-33.9375140126,-53.4907260959,Rocha,Larus dominicanus,Aves,Laridae,16,55,LC,LC,experimentado,7
64666156,2005-10-12,diego_caballero,-33.937867754,-53.4902111118,Rocha,Larus dominicanus,Aves,Laridae,16,55,LC,LC,experimentado,7
64666157,2005-11-02,diego_caballero,-33.9375461626,-53.4903827731,Rocha,Larus dominicanus,Aves,Laridae,16,55,LC,LC,experimentado,7
64666158,2005-10-12,diego_caballero,-33.9377020377,-53.4900868676,Rocha,Larus dominicanus,Aves,Laridae,16,55,LC,LC,experimentado,7
64666159,2005-10-11,diego_caballero,-33.9215344759,-53.5119661633,Rocha,Larus dominicanus,Aves,Laridae,16,55,LC,LC,experimentado,7
64666691,2015-07-11,diego_caballero,-34.9642250575,-54.9403032409,Maldonado,Lessonia rufa,Aves,Tyrannidae,19,11,LC,LC,experimentado,7
64667158,2015-06-04,diego_caballero,-34.9133208567,-54.9043649087,Maldonado,Guira guira,Aves,Cuculidae,19,36,LC,LC,experimentado,7
64667159,2015-06-04,diego_caballero,-34.9130191468,-54.9071542385,Maldonado,Nothura maculosa,Aves,Tinamidae,19,25,LC,LC,experimentado,7
64671992,2020-11-10,martinserrano,-34.80574666,-55.24915833,Maldonado,Cyanoloxia glaucocaerulea,Aves,Cardinalidae,19,14,LC,LC,experimentado,6
64672207,2020-11-11,martinserrano,-34.8115261825,-55.2524923466,Maldonado,Galictis cuja,Mammalia,Mustelidae,19,62,LC,LC,experimentado,6
64678228,2005-05-31,diego_caballero,-34.6787203841,-54.2693865449,Rocha,Lessonia rufa,Aves,Tyrannidae,19,11,LC,LC,experimentado,7
64678605,2015-07-11,diego_caballero,-34.911034454,-54.8927867727,Maldonado,Rynchops niger,Aves,Laridae,13,40,LC,LC,experimentado,7
64680591,2020-11-11,sofiamgc,-34.9178440771,-54.9649697542,Maldonado,Aramides cajaneus,Aves,Rallidae,19,36,LC,LC,intermedio,31
64683343,2020-11-11,erika06,-32.6689772844,-58.1360346619,Río Negro,Cyanocorax chrysops,Aves,Corvidae,16,32,LC,LC,principiante,89
64721995,2020-11-06,sofiamgc,-34.2994784311,-54.8586050794,Lavalleja,Scinax granulatus,Amphibia,Hylidae,19,4,LC,LC,intermedio,31
64731280,2020-10-28,angelica180,-34.9017699965,-54.9634341896,Maldonado,Boana pulchella,Amphibia,Hylidae,19,5,LC,LC,principiante,461
64744327,2020-11-12,valentina369,-34.1562450459,-55.8171742782,Florida,Mycteria americana,Aves,Ciconiidae,19,65,LC,LC,principiante,589
64753427,2020-11-12,daniel_hp,-34.6655217295,-55.65493586,Canelones,Chlorostilbon lucidus,Aves,Trochilidae,19,7,LC,LC,intermedio,12
64754625,2020-11-12,viperez,-31.5318325527,-55.6323602121,Rivera,Cariama cristata,Aves,Cariamidae,19,70,LC,LC,principiante,123
64786298,2020-11-04,sofiamgc,-34.2992917513,-54.8586000502,Lavalleja,Sicalis flaveola,Aves,Thraupidae,19,12,LC,LC,intermedio,31
64786331,2020-11-05,sofiamgc,-34.2991333224,-54.8588035628,Lavalleja,Saltator aurantiirostris,Aves,Thraupidae,19,18,LC,LC,intermedio,31
64792020,2020-11-04,sofiamgc,-34.2992330329,-54.8390765861,Lavalleja,Furnarius rufus,Aves,Furnariidae,19,18,LC,LC,intermedio,31
64801707,2020-11-10,rafatosi,-34.4372444972,-57.8794848244,Colonia,Myocastor coypus,Mammalia,Echimyidae,19,85,LC,LC,intermedio,19
64815200,2020-11-13,mauro148,-34.891634,-56.087426,Montevideo,Zenaida auriculata,Aves,Columbidae,19,23,LC,LC,intermedio,54
64823687,2020-10-18,sofiamgc,-34.7415311355,-54.5241594593,Rocha,Picumnus nebulosus,Aves,Picidae,11,9,NT,LC,intermedio,31
64824057,2020-10-18,sofiamgc,-34.7991578848,-54.5715855807,Maldonado,Mimus saturninus,Aves,Mimidae,19,25,LC,LC,intermedio,31
64839600,2020-11-14,leyla11,-34.382728089,-53.843626678,Rocha,Rhinella arenarum,Amphibia,Bufonidae,10,11.5,LC,LC,principiante,218
64852211,2020-11-13,santiagomailhos,-32.5310166667,-58.03815,Río Negro,Myocastor coypus,Mammalia,Echimyidae,19,85,LC,LC,experimentado,1
64856702,2020-11-08,diego_caballero,-33.2734674052,-55.1012008946,Florida,Geositta cunicularia,Aves,Furnariidae,19,14,LC,LC,experimentado,7
64859278,2020-08-28,diego_caballero,-33.6648259863,-54.6033430313,Lavalleja,Ciconia maguari,Aves,Ciconiidae,19,85,LC,LC,experimentado,7
64868448,2020-11-14,carol211,-32.0553741283,-53.7215502826,Cerro Largo,Teius oculatus,Reptilia,Teiidae,19,12,NE,LC,principiante,117
64869282,2020-11-14,carol211,-32.1147903695,-53.7725366259,Cerro Largo,Thamnodynastes strigatus,Reptilia,Colubridae,19,80,LC,LC,principiante,117
64925360,2020-06-03,diego_caballero,-34.0976464145,-56.1967274168,Florida,Lepidocolaptes angustirostris,Aves,Furnariidae,19,18,LC,LC,experimentado,7
64925363,2020-05-17,diego_caballero,-31.0269699808,-57.5357394645,Salto,Rhea americana,Aves,Rheidae,19,140,NT,LC,experimentado,7
64925364,2020-05-17,diego_caballero,-31.1678993223,-57.539368656,Salto,Colaptes campestris,Aves,Picidae,19,27,LC,LC,experimentado,7
64925365,2020-05-17,diego_caballero,-31.1677419639,-57.5388530013,Salto,Rostrhamus sociabilis,Aves,Accipitridae,19,41,LC,LC,experimentado,7
64927776,2020-11-15,osvaldo-1947,-34.790688,-55.8671119722,Canelones,Rhinella arenarum,Amphibia,Bufonidae,10,11.5,LC,LC,principiante,90
64979625,2018-12-21,pablobaldu,-34.8794946347,-56.0918672085,Montevideo,Plegadis chihi,Aves,Threskiornithidae,19,40,LC,LC,experimentado,9
64981757,2018-10-05,pablobaldu,-34.753255139,-56.4353587302,San José,Caracara plancus,Aves,Falconidae,19,55,LC,LC,experimentado,9
64986438,2018-06-19,pablobaldu,-34.7573539648,-56.433173525,San José,Otaria byronia,Mammalia,Otariidae,5,210,LC,LC,experimentado,9
65020874,2020-11-16,erika06,-31.7033890227,-55.2757257151,Rivera,Sicalis flaveola,Aves,Thraupidae,19,12,LC,LC,principiante,89
65040304,2020-11-16,erika06,-31.6995713493,-55.2747687827,Rivera,Theristicus caudatus,Aves,Threskiornithidae,19,57,LC,LC,principiante,89
65042931,2019-01-08,leo_lagos,-34.7921740032,-55.2919345535,Maldonado,Boana pulchella,Amphibia,Hylidae,19,5,LC,LC,intermedio,22
65044222,2020-11-16,viperez,-31.6997230312,-55.2706966596,Rivera,Lepus europaeus,Mammalia,Leporidae,19,65,LC,LC,principiante,123
