quality_grade,place_admin1_name,taxon_species_name,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name,species,IUCNglobal,IUCNregional,trendGlobal
research,Montevideo,Leptotila rufaxilla,Animalia,Chordata,Aves,Columbiformes,Columbidae,Leptotila,Leptotila rufaxilla,LC,LC,Decreasing
research,Maldonado,Phyllomedusa iheringii,Animalia,Chordata,Amphibia,Anura,Phyllomedusidae,Phyllomedusa,Phyllomedusa iheringii,LC,LC,Unknown
research,Colonia,Cyclarhis gujanensis,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Cyclarhis,Cyclarhis gujanensis,LC,LC,Decreasing
research,Colonia,Pseudocolopteryx flaviventris,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Pseudocolopteryx,Pseudocolopteryx flaviventris,LC,LC,Decreasing
research,Colonia,Serpophaga nigricans,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Serpophaga,Serpophaga nigricans,LC,LC,Stable
research,Rocha,Calidris alba,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris alba,LC,LC,Unknown
research,Rivera,Limnomedusa macroglossa,Animalia,Chordata,Amphibia,Anura,Alsodidae,Limnomedusa,Limnomedusa macroglossa,LC,LC,Stable
research,Montevideo,Camptostoma obsoletum,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Camptostoma,Camptostoma obsoletum,LC,LC,Stable
research,Rocha,Sternula superciliaris,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sternula,Sternula superciliaris,LC,LC,Stable
research,Montevideo,Basileuterus culicivorus,Animalia,Chordata,Aves,Passeriformes,Parulidae,Basileuterus,Basileuterus culicivorus,LC,LC,Decreasing
research,Florida,Knipolegus lophotes,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Knipolegus,Knipolegus lophotes,LC,LC,Stable
research,Flores,Buteo swainsoni,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,LC,LC,Stable
research,Paysandú,Pseudoseisura lophotes,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Pseudoseisura,Pseudoseisura lophotes,LC,LC,Decreasing
research,Río Negro,Cranioleuca pyrrhophia,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Cranioleuca,Cranioleuca pyrrhophia,LC,LC,Stable
research,Maldonado,Cinclodes fuscus,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Cinclodes,Cinclodes fuscus,LC,LC,Stable
research,Cerro Largo,Erythrolamprus jaegeri,Animalia,Chordata,Reptilia,Squamata,Colubridae,Erythrolamprus,Erythrolamprus jaegeri,LC,LC,Unknown
research,Tacuarembó,Heliomaster furcifer,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Heliomaster,Heliomaster furcifer,LC,LC,Decreasing
research,Treinta y Tres,Gnorimopsar chopi,Animalia,Chordata,Aves,Passeriformes,Icteridae,Gnorimopsar,Gnorimopsar chopi,LC,LC,Stable
research,Rocha,Sterna hirundo,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,Sterna hirundo,LC,LC,Unknown
research,Maldonado,Tachybaptus dominicus,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Tachybaptus,Tachybaptus dominicus,LC,LC,Stable
research,Florida,Falco peregrinus,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco peregrinus,LC,LC,Increasing
research,Rocha,Puffinus puffinus,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus puffinus,LC,LC,Unknown
research,Maldonado,Anthus hellmayri,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus hellmayri,LC,LC,Stable
research,Florida,Setopagis parvula,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Setopagis,Setopagis parvula,LC,LC,Stable
research,San José,Pandion haliaetus,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,Pandion haliaetus,LC,LC,Increasing
research,Rocha,Spatula platalea,Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,Spatula platalea,LC,LC,Stable
research,Paysandú,Myiothlypis leucoblephara,Animalia,Chordata,Aves,Passeriformes,Parulidae,Myiothlypis,Myiothlypis leucoblephara,LC,LC,Decreasing
research,Paysandú,Syndactyla rufosuperciliata,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Syndactyla,Syndactyla rufosuperciliata,LC,LC,Stable
research,Paysandú,Cyanoloxia glaucocaerulea,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Cyanoloxia,Cyanoloxia glaucocaerulea,LC,LC,Decreasing
research,Paysandú,Euscarthmus meloryphus,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Euscarthmus,Euscarthmus meloryphus,LC,LC,Increasing
research,Rocha,Milvago chimachima,Animalia,Chordata,Aves,Falconiformes,Falconidae,Milvago,Milvago chimachima,LC,LC,Increasing
research,Paysandú,Geranospiza caerulescens,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Geranospiza,Geranospiza caerulescens,LC,LC,Decreasing
research,Maldonado,Turdus albicollis,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus albicollis,LC,LC,Decreasing
research,Rocha,Coccycua cinerea,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Coccycua,Coccycua cinerea,LC,LC,Decreasing
research,Cerro Largo,Saltator similis,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Saltator,Saltator similis,LC,LC,Decreasing
research,Maldonado,Anthus correndera,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus correndera,LC,LC,Stable
research,Florida,Tachuris rubrigastra,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tachuris,Tachuris rubrigastra,LC,LC,Stable
research,Maldonado,Pseudoleistes guirahuro,Animalia,Chordata,Aves,Passeriformes,Icteridae,Pseudoleistes,Pseudoleistes guirahuro,LC,LC,Stable
research,Tacuarembó,Cercosaura schreibersii,Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae,Cercosaura,Cercosaura schreibersii,LC,LC,Stable
research,Lavalleja,Synallaxis spixi,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Synallaxis,Synallaxis spixi,LC,LC,Increasing
research,Artigas,Alopochelidon fucata,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Alopochelidon,Alopochelidon fucata,LC,LC,Stable
research,Flores,Leptasthenura platensis,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Leptasthenura,Leptasthenura platensis,LC,LC,Stable
research,Florida,Schoeniophylax phryganophilus,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Schoeniophylax,Schoeniophylax phryganophilus,LC,LC,Stable
research,Cerro Largo,Glaucidium brasilianum,Animalia,Chordata,Aves,Strigiformes,Strigidae,Glaucidium,Glaucidium brasilianum,LC,LC,Decreasing
research,Cerro Largo,Pyrrhura frontalis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,Pyrrhura frontalis,LC,LC,Stable
research,Cerro Largo,Empidonomus varius,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonomus,Empidonomus varius,LC,LC,Stable
research,Rocha,Psomophis obtusus,Animalia,Chordata,Reptilia,Squamata,Colubridae,Psomophis,Psomophis obtusus,LC,LC,Stable
research,Cerro Largo,Stelgidopteryx ruficollis,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Stelgidopteryx,Stelgidopteryx ruficollis,LC,LC,Stable
research,Cerro Largo,Cacicus chrysopterus,Animalia,Chordata,Aves,Passeriformes,Icteridae,Cacicus,Cacicus chrysopterus,LC,LC,Stable
research,Cerro Largo,Synallaxis frontalis,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Synallaxis,Synallaxis frontalis,LC,LC,Increasing
research,Maldonado,Fregata magnificens,Animalia,Chordata,Aves,Suliformes,Fregatidae,Fregata,Fregata magnificens,LC,LC,Decreasing
research,Colonia,Molothrus rufoaxillaris,Animalia,Chordata,Aves,Passeriformes,Icteridae,Molothrus,Molothrus rufoaxillaris,LC,LC,Stable
research,Río Negro,Elachistocleis bicolor,Animalia,Chordata,Amphibia,Anura,Microhylidae,Elachistocleis,Elachistocleis bicolor,LC,LC,Stable
research,Maldonado,Chthonerpeton indistinctum,Animalia,Chordata,Amphibia,Gymnophiona,Typhlonectidae,Chthonerpeton,Chthonerpeton indistinctum,LC,LC,Unknown
research,Artigas,Psittacara leucophthalmus,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacara,Psittacara leucophthalmus,LC,LC,Decreasing
research,Rocha,Coccyzus melacoryphus,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Coccyzus,Coccyzus melacoryphus,LC,LC,Stable
research,Paysandú,Petrochelidon pyrrhonota,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Petrochelidon,Petrochelidon pyrrhonota,LC,LC,Increasing
research,Montevideo,Pipraeidea melanonota,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Pipraeidea,Pipraeidea melanonota,LC,LC,Stable
research,Maldonado,Fulica rufifrons,Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,Fulica rufifrons,LC,LC,Stable
research,Maldonado,Fulica leucoptera,Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,Fulica leucoptera,LC,LC,Stable
research,Maldonado,Muscisaxicola maclovianus,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Muscisaxicola,Muscisaxicola maclovianus,LC,LC,Decreasing
research,Rocha,Thalassarche melanophris,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,Thalassarche melanophris,LC,LC,Increasing
research,,Tyto alba,Animalia,Chordata,Aves,Strigiformes,Tytonidae,Tyto,Tyto alba,LC,LC,Stable
research,San José,Stercorarius parasiticus,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,Stercorarius parasiticus,LC,LC,Stable
research,Maldonado,Mareca sibilatrix,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mareca,Mareca sibilatrix,LC,LC,Stable
research,Maldonado,Tapera naevia,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Tapera,Tapera naevia,LC,LC,Stable
research,Rocha,Rhynchotus rufescens,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Rhynchotus,Rhynchotus rufescens,LC,LC,Decreasing
research,Salto,Porphyrio martinica,Animalia,Chordata,Aves,Gruiformes,Rallidae,Porphyrio,Porphyrio martinica,LC,LC,NA
research,Maldonado,Calidris himantopus,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris himantopus,LC,LC,Increasing
research,Maldonado,Pluvialis squatarola,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis squatarola,LC,LC,Decreasing
research,Maldonado,Ardenna gravis,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Ardenna,Ardenna gravis,LC,LC,Stable
research,Maldonado,Anas bahamensis,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas bahamensis,LC,LC,Decreasing
research,Río Negro,Netta peposaca,Animalia,Chordata,Aves,Anseriformes,Anatidae,Netta,Netta peposaca,LC,LC,Increasing
research,Montevideo,Laterallus melanophaius,Animalia,Chordata,Aves,Gruiformes,Rallidae,Laterallus,Laterallus melanophaius,LC,LC,Unknown
research,Montevideo,Macronectes halli,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Macronectes,Macronectes halli,LC,LC,Increasing
research,Rivera,Florisuga fusca,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Florisuga,Florisuga fusca,LC,LC,Unknown
research,Florida,Anthus furcatus,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus furcatus,LC,LC,Stable
research,Tacuarembó,Asthenes baeri,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Asthenes,Asthenes baeri,LC,LC,Decreasing
research,Tacuarembó,Coryphospingus cucullatus,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Coryphospingus,Coryphospingus cucullatus,LC,LC,Stable
research,Rocha,Oxyura vittata,Animalia,Chordata,Aves,Anseriformes,Anatidae,Oxyura,Oxyura vittata,LC,LC,Stable
research,Montevideo,Thinocorus rumicivorus,Animalia,Chordata,Aves,Charadriiformes,Thinocoridae,Thinocorus,Thinocorus rumicivorus,LC,LC,Stable
research,Maldonado,Phalaropus tricolor,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Phalaropus,Phalaropus tricolor,LC,LC,NA
research,Maldonado,Phytotoma rutila,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Phytotoma,Phytotoma rutila,LC,LC,Decreasing
research,Salto,Caiman latirostris,Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,Caiman latirostris,LC,LC,Stable
research,Colonia,Nycticryphes semicollaris,Animalia,Chordata,Aves,Charadriiformes,Rostratulidae,Nycticryphes,Nycticryphes semicollaris,LC,LC,Decreasing
research,Salto,Tringa solitaria,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa solitaria,LC,LC,Decreasing
research,San José,Volatinia jacarina,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Volatinia,Volatinia jacarina,LC,LC,Increasing
research,Treinta y Tres,Columbina talpacoti,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columbina,Columbina talpacoti,LC,LC,Increasing
research,Salto,Anhinga anhinga,Animalia,Chordata,Aves,Suliformes,Anhingidae,Anhinga,Anhinga anhinga,LC,LC,Decreasing
research,Salto,Phaetusa simplex,Animalia,Chordata,Aves,Charadriiformes,Laridae,Phaetusa,Phaetusa simplex,LC,LC,Stable
research,Canelones,Progne elegans,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Progne,Progne elegans,LC,LC,Stable
research,Canelones,Calidris bairdii,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris bairdii,LC,LC,Stable
research,Artigas,Saltator coerulescens,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Saltator,Saltator coerulescens,LC,LC,Decreasing
research,Maldonado,Actitis macularius,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,Actitis macularius,LC,LC,Decreasing
research,Artigas,Buteogallus urubitinga,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteogallus,Buteogallus urubitinga,LC,LC,Decreasing
research,Montevideo,Chionis albus,Animalia,Chordata,Aves,Charadriiformes,Chionidae,Chionis,Chionis albus,LC,LC,Stable
research,Salto,Nyctibius griseus,Animalia,Chordata,Aves,Caprimulgiformes,Nyctibiidae,Nyctibius,Nyctibius griseus,LC,LC,Decreasing
research,San José,Laterallus leucopyrrhus,Animalia,Chordata,Aves,Gruiformes,Rallidae,Laterallus,Laterallus leucopyrrhus,LC,LC,Unknown
research,Rocha,Tachycineta leucopyga,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Tachycineta,Tachycineta leucopyga,LC,LC,NA
research,Cerro Largo,Lathrotriccus euleri,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Lathrotriccus,Lathrotriccus euleri,LC,LC,Stable
research,Artigas,Chordeiles minor,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Chordeiles,Chordeiles minor,LC,LC,Decreasing
research,Canelones,Pachyptila belcheri,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pachyptila,Pachyptila belcheri,LC,LC,Stable
research,Artigas,Sublegatus modestus,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Sublegatus,Sublegatus modestus,LC,LC,Increasing
research,Rocha,Physalaemus henselii,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus henselii,LC,LC,Stable
research,Tacuarembó,Turdus leucomelas,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus leucomelas,LC,LC,Stable
research,Rivera,Melanophryniscus atroluteus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Melanophryniscus,Melanophryniscus atroluteus,LC,LC,Stable
research,Cerro Largo,Crotophaga ani,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Crotophaga,Crotophaga ani,LC,LC,Stable
research,Cerro Largo,Pardirallus maculatus,Animalia,Chordata,Aves,Gruiformes,Rallidae,Pardirallus,Pardirallus maculatus,LC,LC,Stable
research,Artigas,Suiriri suiriri,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Suiriri,Suiriri suiriri,LC,LC,Decreasing
research,Rocha,Calonectris diomedea,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Calonectris,Calonectris diomedea,LC,LC,Decreasing
research,Rocha,Oceanites oceanicus,Animalia,Chordata,Aves,Procellariiformes,Oceanitidae,Oceanites,Oceanites oceanicus,LC,LC,Stable
research,Tacuarembó,Elaenia mesoleuca,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Elaenia,Elaenia mesoleuca,LC,LC,Decreasing
research,San José,Gelochelidon nilotica,Animalia,Chordata,Aves,Charadriiformes,Laridae,Gelochelidon,Gelochelidon nilotica,LC,LC,Decreasing
research,Artigas,Synallaxis albescens,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Synallaxis,Synallaxis albescens,LC,LC,Stable
research,Artigas,Physalaemus riograndensis,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus riograndensis,LC,LC,Stable
research,Florida,Dryobates spilogaster,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,Dryobates spilogaster,LC,LC,NA
research,Cerro Largo,Erythrolamprus poecilogyrus,Animalia,Chordata,Reptilia,Squamata,Colubridae,Erythrolamprus,Erythrolamprus poecilogyrus,NE,LC,Increasing
research,Montevideo,Amphisbaena munoai,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Amphisbaena,Amphisbaena munoai,NE,LC,Stable
research,Rocha,Bothrops alternatus,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,Bothrops alternatus,NE,LC,Unknown
research,Rocha,Amphisbaena darwinii,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Amphisbaena,Amphisbaena darwinii,NE,LC,NA
research,Maldonado,Teius oculatus,Animalia,Chordata,Reptilia,Squamata,Teiidae,Teius,Teius oculatus,NE,LC,Unknown
research,Rocha,Xenodon dorbignyi,Animalia,Chordata,Reptilia,Squamata,Colubridae,Xenodon,Xenodon dorbignyi,NE,LC,Unknown
research,Rocha,Lygophis anomalus,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lygophis,Lygophis anomalus,NE,LC,Stable
research,Canelones,Phrynops hilarii,Animalia,Chordata,Reptilia,Testudines,Chelidae,Phrynops,Phrynops hilarii,NE,LC,NA
research,Rocha,Contomastix lacertoides,Animalia,Chordata,Reptilia,Squamata,Teiidae,Contomastix,Contomastix lacertoides,NE,LC,Unknown
research,Maldonado,Amphisbaena kingii,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Amphisbaena,Amphisbaena kingii,NE,LC,Unknown
research,Colonia,Micrurus altirostris,Animalia,Chordata,Reptilia,Squamata,Elapidae,Micrurus,Micrurus altirostris,NE,LC,Unknown
research,Colonia,Philodryas aestiva,Animalia,Chordata,Reptilia,Squamata,Colubridae,Philodryas,Philodryas aestiva,NE,LC,Stable
research,Rocha,Trachemys dorbigni,Animalia,Chordata,Reptilia,Testudines,Emydidae,Trachemys,Trachemys dorbigni,NE,LC,NA
research,Canelones,Hydromedusa tectifera,Animalia,Chordata,Reptilia,Testudines,Chelidae,Hydromedusa,Hydromedusa tectifera,NE,LC,NA
research,Rocha,Thamnodynastes hypoconia,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnodynastes,Thamnodynastes hypoconia,NE,LC,Stable
research,Rocha,Ophiodes striatus,Animalia,Chordata,Reptilia,Squamata,Diploglossidae,Ophiodes,Ophiodes striatus,NE,LC,Unknown
research,Río Negro,Oxyrhopus rhombifer,Animalia,Chordata,Reptilia,Squamata,Colubridae,Oxyrhopus,Oxyrhopus rhombifer,NE,LC,Stable
research,Montevideo,Helicops infrataeniatus,Animalia,Chordata,Reptilia,Squamata,Colubridae,Helicops,Helicops infrataeniatus,NE,LC,Stable
research,Río Negro,Tomodon ocellatus,Animalia,Chordata,Reptilia,Squamata,Colubridae,Tomodon,Tomodon ocellatus,NE,LC,Unknown
research,Cerro Largo,Bothrops pubescens,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,Bothrops pubescens,NE,LC,Unknown
research,Salto,Tantilla melanocephala,Animalia,Chordata,Reptilia,Squamata,Colubridae,Tantilla,Tantilla melanocephala,NE,LC,Stable
research,Maldonado,Ophiodes vertebralis,Animalia,Chordata,Reptilia,Squamata,Diploglossidae,Ophiodes,Ophiodes vertebralis,NE,LC,Unknown
research,Paysandú,Erythrolamprus semiaureus,Animalia,Chordata,Reptilia,Squamata,Colubridae,Erythrolamprus,Erythrolamprus semiaureus,NE,LC,Stable
research,Maldonado,Paraphimophis rusticus,Animalia,Chordata,Reptilia,Squamata,Colubridae,Paraphimophis,Paraphimophis rusticus,NE,LC,NA
research,Paysandú,Dipsas turgida,Animalia,Chordata,Reptilia,Squamata,Colubridae,Dipsas,Dipsas turgida,NE,LC,Stable
research,Paysandú,Epictia munoai,Animalia,Chordata,Reptilia,Squamata,Leptotyphlopidae,Epictia,Epictia munoai,NE,LC,Unknown
research,Cerro Largo,Erythrolamprus almadensis,Animalia,Chordata,Reptilia,Squamata,Colubridae,Erythrolamprus,Erythrolamprus almadensis,NE,LC,Stable
research,Cerro Largo,Philodryas olfersii,Animalia,Chordata,Reptilia,Squamata,Colubridae,Philodryas,Philodryas olfersii,NE,LC,Stable
research,Rocha,Boiruna maculata,Animalia,Chordata,Reptilia,Squamata,Colubridae,Boiruna,Boiruna maculata,NE,LC,Stable
research,Cerro Largo,Taeniophallus occipitalis,Animalia,Chordata,Reptilia,Squamata,Colubridae,Taeniophallus,Taeniophallus occipitalis,NE,LC,Stable
research,San José,Aspronema dorsivittatum,Animalia,Chordata,Reptilia,Squamata,Scincidae,Aspronema,Aspronema dorsivittatum,NE,LC,Stable
research,Río Negro,Philodryas agassizii,Animalia,Chordata,Reptilia,Squamata,Colubridae,Philodryas,Philodryas agassizii,NE,LC,Decreasing
research,Artigas,Lygophis flavifrenatus,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lygophis,Lygophis flavifrenatus,NE,LC,Stable
research,Maldonado,Stercorarius antarcticus,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,Stercorarius antarcticus,NE,LC,NA
research,Tacuarembó,Rhea americana,Animalia,Chordata,Aves,Rheiformes,Rheidae,Rhea,Rhea americana,NT,LC,Decreasing
research,Rocha,Acanthochelys spixii,Animalia,Chordata,Reptilia,Testudines,Chelidae,Acanthochelys,Acanthochelys spixii,NT,LC,NA
research,Lavalleja,Picumnus nebulosus,Animalia,Chordata,Aves,Piciformes,Picidae,Picumnus,Picumnus nebulosus,NT,LC,Decreasing
research,Maldonado,Melanophryniscus pachyrhynus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Melanophryniscus,Melanophryniscus pachyrhynus,DD,EN,Unknown
research,Maldonado,Thalassarche chlororhynchos,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,Thalassarche chlororhynchos,EN,EN,Decreasing
research,Lavalleja,Gubernatrix cristata,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Gubernatrix,Gubernatrix cristata,EN,EN,Decreasing
research,Montevideo,Cairina moschata,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cairina,Cairina moschata,LC,EN,Decreasing
research,Río Negro,Scinax nasicus,Animalia,Chordata,Amphibia,Anura,Hylidae,Scinax,Scinax nasicus,LC,EN,Stable
research,Cerro Largo,Dendropsophus minutus,Animalia,Chordata,Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus minutus,LC,EN,Stable
research,Florida,Oreopholus ruficollis,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Oreopholus,Oreopholus ruficollis,LC,EN,Decreasing
research,Montevideo,Larus atlanticus,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus atlanticus,NT,EN,Stable
research,Rocha,Calidris canutus,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris canutus,NT,EN,Decreasing
research,Rocha,Liolaemus occipitalis,Animalia,Chordata,Reptilia,Squamata,Liolaemidae,Liolaemus,Liolaemus occipitalis,VU,EN,Decreasing
research,Maldonado,Porzana spiloptera,Animalia,Chordata,Aves,Gruiformes,Rallidae,Porzana,Porzana spiloptera,VU,EN,NA
research,Paysandú,Picumnus cirratus,Animalia,Chordata,Aves,Piciformes,Picidae,Picumnus,Picumnus cirratus,LC,DD,Decreasing
research,Rocha,Nomonyx dominicus,Animalia,Chordata,Aves,Anseriformes,Anatidae,Nomonyx,Nomonyx dominicus,LC,DD,Stable
research,Maldonado,Botaurus pinnatus,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Botaurus,Botaurus pinnatus,LC,DD,Stable
research,Cerro Largo,Patagioenas cayennensis,Animalia,Chordata,Aves,Columbiformes,Columbidae,Patagioenas,Patagioenas cayennensis,LC,DD,Decreasing
research,Artigas,Phacellodomus ruber,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Phacellodomus,Phacellodomus ruber,LC,DD,Decreasing
research,Canelones,Heteronetta atricapilla,Animalia,Chordata,Aves,Anseriformes,Anatidae,Heteronetta,Heteronetta atricapilla,LC,DD,Stable
research,Cerro Largo,Pachyramphus validus,Animalia,Chordata,Aves,Passeriformes,Tityridae,Pachyramphus,Pachyramphus validus,LC,DD,Decreasing
research,Artigas,Myiopagis viridicata,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiopagis,Myiopagis viridicata,LC,DD,Stable
research,Artigas,Nyctidromus albicollis,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Nyctidromus,Nyctidromus albicollis,LC,DD,Stable
research,Rocha,Calamodontophis paucidens,Animalia,Chordata,Reptilia,Squamata,Colubridae,Calamodontophis,Calamodontophis paucidens,VU,DD,Unknown
research,Montevideo,Thalasseus maximus,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,Thalasseus maximus,LC,CR,Stable
research,Río Negro,Leopardus munoai,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus munoai,CR,CR,NA
research,Rocha,Melanophryniscus montevidensis,Animalia,Chordata,Amphibia,Anura,Bufonidae,Melanophryniscus,Melanophryniscus montevidensis,VU,CR,Decreasing
research,Maldonado,Dermochelys coriacea,Animalia,Chordata,Reptilia,Testudines,Dermochelyidae,Dermochelys,Dermochelys coriacea,VU,CR,Decreasing
