"id","observado","usuario","nivel","ranking","latitude","longitude","departamento","clase","familia","especie","distribucion","distribucion_2","largo_cm","tamaño","status_regional","status_global"
38363437,"2020-02-06","jmass","visitante",14,"-34.8904162908","-56.2884555594","Montevideo","Aves","Falconidae","Falco sparverius",19,"Alta",26,"Mediano","LC","LC"
38363438,"2020-02-06","jmass","visitante",14,"-34.8904162908","-56.2884555594","Montevideo","Aves","Accipitridae","Circus buffoni",19,"Alta",52,"Grande","LC","LC"
38364272,"2011-11-13","liuid","visitante",7,"-33.1338838852","-57.8406502426","Soriano","Aves","Troglodytidae","Troglodytes aedon",19,"Alta",10,"Pequeño","LC","LC"
38370444,"2020-02-06","jmass","visitante",14,"-34.6674678133","-56.213515326","Canelones","Aves","Thraupidae","Sicalis flaveola",19,"Alta",12,"Pequeño","LC","LC"
38370445,"2020-02-06","jmass","visitante",14,"-34.6674678133","-56.213515326","Canelones","Aves","Picidae","Colaptes campestris",19,"Alta",27,"Mediano","LC","LC"
38403094,"2020-02-07","jmass","visitante",14,"-34.5291043","-56.2873482","Canelones","Mammalia","Leporidae","Lepus europaeus",19,"Alta",65,"Mediano","LC","LC"
38403095,"2020-02-07","jmass","visitante",14,"-34.5291043","-56.2873482","Canelones","Aves","Mimidae","Mimus saturninus",19,"Alta",25,"Mediano","LC","LC"
38448860,"2020-02-08","nataliasolari","visitante",473,"-34.585117036","-54.12370845","Rocha","Aves","Rallidae","Aramides cajaneus",19,"Alta",36,"Mediano","LC","LC"
38509747,"2018-12-23","ines_da_rosa","visitante",398,"-34.0121073","-58.2833041","Colonia","Reptilia","Viperidae","Bothrops alternatus",19,"Alta",150,"Grande","LC","NE"
38570700,"2020-02-12","romigaleota","visitante",4,"-31.60954188","-57.98212581","Paysandú","Aves","Rallidae","Aramides cajaneus",19,"Alta",36,"Mediano","LC","LC"
38583231,"2020-02-06","jmass","visitante",14,"-34.8722528348","-56.2962311745","Montevideo","Aves","Picidae","Dryobates spilogaster",19,"Alta",14,"Pequeño","LC","LC"
38586837,"2020-02-12","matt260","visitante",135,"-34.91153","-54.85621667","Maldonado","Reptilia","Colubridae","Oxyrhopus rhombifer",19,"Alta",90,"Mediano","LC","NE"
38587049,"2020-02-12","matt260","visitante",135,"-34.96387167","-54.95152167","Maldonado","Mammalia","Otariidae","Otaria byronia",5,"Baja",210,"Grande","LC","LC"
38599315,"2020-02-08","z_mcgrath","visitante",37,"-31.9507066774","-56.2014793838","Tacuarembó","Aves","Rheidae","Rhea americana",19,"Alta",140,"Grande","LC","NT"
38632665,"2019-12-09","stephen_wv","visitante",17,"-33.927123814","-58.397352472","Colonia","Aves","Falconidae","Caracara plancus",19,"Alta",55,"Grande","LC","LC"
38652602,"2019-12-08","stephen_wv","visitante",17,"-33.9494636683","-58.3509183156","Colonia","Aves","Passerellidae","Zonotrichia capensis",19,"Alta",12,"Pequeño","LC","LC"
38665219,"2019-12-31","natalieraeber","visitante",10,"-34.6385287262","-54.1955749573","Rocha","Aves","Icteridae","Agelaioides badius",19,"Alta",18,"Pequeño","LC","LC"
38667503,"2019-12-06","stephen_wv","visitante",17,"-34.4119865528","-57.8819302419","Colonia","Aves","Picidae","Colaptes melanochloros",19,"Alta",23,"Mediano","LC","LC"
38668083,"2020-02-14","romigaleota","visitante",4,"-31.6572319354","-57.8889889643","Paysandú","Amphibia","Bufonidae","Rhinella diptycha",4,"Baja",25,"Grande","LC","LC"
38668126,"2020-02-14","romigaleota","visitante",4,"-31.7274716138","-57.9344222322","Paysandú","Amphibia","Leptodactylidae","Leptodactylus luctator",19,"Alta",12,"Grande","LC","LC"
38668299,"2020-02-14","romigaleota","visitante",4,"-31.616644317","-57.976074256","Paysandú","Amphibia","Hylidae","Scinax nasicus",2,"Baja","3.9","Pequeño","EN","LC"
38668332,"2020-02-14","romigaleota","visitante",4,"-31.6164241865","-57.9773432761","Paysandú","Amphibia","Hylidae","Scinax nasicus",2,"Baja","3.9","Pequeño","EN","LC"
38691870,"2020-02-09","romigaleota","visitante",4,"-31.6572824491","-57.8889872879","Paysandú","Aves","Thraupidae","Sicalis flaveola",19,"Alta",12,"Pequeño","LC","LC"
38738535,"2018-09-29","dianafr","visitante",13,"-34.1561040892","-53.6898343343","Rocha","Aves","Strigidae","Megascops choliba",19,"Alta",23,"Mediano","LC","LC"
38770348,"2020-02-09","romigaleota","visitante",4,"-31.6774332173","-57.8703586757","Paysandú","Aves","Phalacrocoracidae","Nannopterum brasilianum",19,"Alta",63,"Grande","LC","LC"
38770674,"2020-02-09","romigaleota","visitante",4,"-31.6831777937","-57.8613907099","Paysandú","Aves","Tyrannidae","Tyrannus savana",19,"Alta",38,"Mediano","LC","LC"
38771086,"2020-02-09","romigaleota","visitante",4,"-31.793998502","-57.8348690396","Paysandú","Aves","Rheidae","Rhea americana",19,"Alta",140,"Grande","LC","NT"
38795622,"2019-12-06","stephen_wv","visitante",17,"-33.9123804423","-58.4123969824","Colonia","Aves","Phalacrocoracidae","Nannopterum brasilianum",19,"Alta",63,"Grande","LC","LC"
38796191,"2019-12-09","stephen_wv","visitante",17,"-33.9140276243","-58.4161517397","Colonia","Aves","Columbidae","Zenaida auriculata",19,"Alta",23,"Mediano","LC","LC"
38833024,"2020-02-02","javier106","visitante",8,"-34.6637056755","-54.1754364967","Rocha","Aves","Scolopacidae","Tringa flavipes",19,"Alta",25,"Mediano","LC","LC"
38833025,"2020-02-02","javier106","visitante",8,"-34.6634488835","-54.1756725313","Rocha","Aves","Charadriidae","Vanellus chilensis",19,"Alta",32,"Mediano","LC","LC"
38833026,"2020-02-02","javier106","visitante",8,"-34.6635327166","-54.175398946","Rocha","Aves","Scolopacidae","Tringa flavipes",19,"Alta",25,"Mediano","LC","LC"
38833028,"2020-02-02","javier106","visitante",8,"-34.6636783213","-54.1749054195","Rocha","Aves","Haematopodidae","Haematopus palliatus",8,"Media",35,"Mediano","LC","LC"
38833293,"2020-02-04","nosexd","visitante",122,"-34.6511164046","-54.2199322209","Rocha","Aves","Tyrannidae","Tyrannus savana",19,"Alta",38,"Mediano","LC","LC"
38833347,"2020-02-14","nosexd","visitante",122,"-34.6617908664","-54.2430595681","Rocha","Aves","Falconidae","Caracara plancus",19,"Alta",55,"Grande","LC","LC"
38833377,"2020-02-12","nosexd","visitante",122,"-33.9643181249","-53.5513792187","Rocha","Aves","Cuculidae","Guira guira",19,"Alta",36,"Mediano","LC","LC"
38833478,"2020-02-18","nosexd","visitante",122,"-34.358971585","-53.8676220551","Rocha","Aves","Parulidae","Setophaga pitiayumi",19,"Alta",9,"Pequeño","LC","LC"
38904344,"2019-12-06","stephen_wv","visitante",17,"-34.0471900619","-58.1892374696","Colonia","Aves","Tyrannidae","Tyrannus savana",19,"Alta",38,"Mediano","LC","LC"
38919716,"2020-02-12","romigaleota","visitante",4,"-31.6116300858","-57.9799252672","Paysandú","Aves","Parulidae","Myiothlypis leucoblephara",19,"Alta",12,"Pequeño","LC","LC"
38919718,"2020-02-12","romigaleota","visitante",4,"-31.612655245","-57.9837086934","Paysandú","Aves","Cathartidae","Cathartes aura",19,"Alta",60,"Grande","LC","LC"
38919858,"2020-02-12","romigaleota","visitante",4,"-31.6113136445","-57.9830493957","Paysandú","Aves","Thamnophilidae","Thamnophilus caerulescens",19,"Alta",13,"Pequeño","LC","LC"
38919859,"2020-02-12","romigaleota","visitante",4,"-31.611377603","-57.9826631576","Paysandú","Aves","Furnariidae","Syndactyla rufosuperciliata",19,"Alta",16,"Pequeño","LC","LC"
38919860,"2020-02-12","romigaleota","visitante",4,"-31.6112131382","-57.9828240901","Paysandú","Aves","Parulidae","Basileuterus culicivorus",19,"Alta",12,"Pequeño","LC","LC"
38919863,"2020-02-12","romigaleota","visitante",4,"-31.611187656","-57.9831030399","Paysandú","Aves","Rallidae","Aramides cajaneus",19,"Alta",36,"Mediano","LC","LC"
38919910,"2020-02-12","romigaleota","visitante",4,"-31.6143600804","-57.977374404","Paysandú","Aves","Thraupidae","Microspingus cabanisi",19,"Alta",13,"Pequeño","LC","LC"
38919915,"2020-02-13","romigaleota","visitante",4,"-31.6165528456","-57.9775900845","Paysandú","Aves","Cracidae","Penelope obscura",19,"Alta",69,"Grande","LC","LC"
38919916,"2020-02-13","romigaleota","visitante",4,"-31.6168826358","-57.978212357","Paysandú","Aves","Cardinalidae","Cyanoloxia glaucocaerulea",19,"Alta",14,"Pequeño","LC","LC"
38919917,"2020-02-13","romigaleota","visitante",4,"-31.6154931099","-57.9805941586","Paysandú","Aves","Tyrannidae","Euscarthmus meloryphus",19,"Alta",10,"Pequeño","LC","LC"
38920535,"2020-02-12","romigaleota","visitante",4,"-31.608886665","-57.9820999991","Paysandú","Aves","Turdidae","Turdus rufiventris",19,"Alta",23,"Mediano","LC","LC"
38920561,"2020-02-12","romigaleota","visitante",4,"-31.6092099561","-57.9813880202","Paysandú","Aves","Thraupidae","Saltator aurantiirostris",19,"Alta",18,"Pequeño","LC","LC"
38920603,"2020-02-13","romigaleota","visitante",4,"-31.6102732454","-57.9825556991","Paysandú","Aves","Tyrannidae","Euscarthmus meloryphus",19,"Alta",10,"Pequeño","LC","LC"
38920605,"2020-02-13","romigaleota","visitante",4,"-31.6151522918","-57.9823259093","Paysandú","Aves","Tyrannidae","Tyrannus savana",19,"Alta",38,"Mediano","LC","LC"
38920886,"2020-02-12","romigaleota","visitante",4,"-31.6172196842","-57.9764003105","Paysandú","Aves","Tityridae","Pachyramphus viridis",16,"Media",14,"Pequeño","LC","LC"
38970585,"2020-02-09","romigaleota","visitante",4,"-31.6818969771","-57.8660884011","Paysandú","Aves","Icteridae","Agelaioides badius",19,"Alta",18,"Pequeño","LC","LC"
38970586,"2020-02-09","romigaleota","visitante",4,"-31.6314501574","-57.9665214389","Paysandú","Aves","Rheidae","Rhea americana",19,"Alta",140,"Grande","LC","NT"
38970614,"2020-02-09","romigaleota","visitante",4,"-31.6818969771","-57.8660884011","Paysandú","Aves","Icteridae","Gnorimopsar chopi",15,"Media",22,"Mediano","LC","LC"
38970615,"2020-02-09","romigaleota","visitante",4,"-31.6818969771","-57.8660884011","Paysandú","Aves","Tyrannidae","Tyrannus savana",19,"Alta",38,"Mediano","LC","LC"
38970616,"2020-02-09","romigaleota","visitante",4,"-31.6818969771","-57.8660884011","Paysandú","Aves","Tyrannidae","Xolmis irupero",19,"Alta",17,"Pequeño","LC","LC"
38970617,"2020-02-09","romigaleota","visitante",4,"-31.6818969771","-57.8660884011","Paysandú","Aves","Furnariidae","Anumbius annumbi",19,"Alta",18,"Pequeño","LC","LC"
38972327,"2020-02-09","romigaleota","visitante",4,"-31.7145072489","-57.7885094892","Paysandú","Aves","Thraupidae","Sicalis flaveola",19,"Alta",12,"Pequeño","LC","LC"
38974084,"2020-02-09","romigaleota","visitante",4,"-31.6277004764","-57.7152030075","Paysandú","Aves","Thraupidae","Sporophila cinnamomea",19,"Alta",9,"Pequeño","VU","VU"
38974086,"2020-02-09","romigaleota","visitante",4,"-31.6153942353","-57.768599533","Paysandú","Aves","Thraupidae","Donacospiza albifrons",19,"Alta",14,"Pequeño","LC","LC"
38976351,"2020-02-10","romigaleota","visitante",4,"-31.9312735816","-57.8807674792","Paysandú","Aves","Picidae","Melanerpes candidus",19,"Alta",24,"Mediano","LC","LC"
38976353,"2020-02-09","romigaleota","visitante",4,"-31.6600226","-57.8892733","Paysandú","Aves","Falconidae","Falco sparverius",19,"Alta",26,"Mediano","LC","LC"
38976354,"2020-02-10","romigaleota","visitante",4,"-31.8437591778","-57.8867799424","Paysandú","Aves","Thamnophilidae","Thamnophilus ruficapillus",19,"Alta",16,"Pequeño","LC","LC"
38978466,"2020-02-10","romigaleota","visitante",4,"-31.6383618508","-57.9634028639","Paysandú","Aves","Fringillidae","Spinus magellanicus",19,"Alta",12,"Pequeño","LC","LC"
38978525,"2020-02-13","romigaleota","visitante",4,"-31.6174094044","-57.9756903781","Paysandú","Aves","Cardinalidae","Cyanoloxia glaucocaerulea",19,"Alta",14,"Pequeño","LC","LC"
38978527,"2020-02-14","romigaleota","visitante",4,"-31.5134684145","-57.8296600478","Paysandú","Mammalia","Canidae","Lycalopex gymnocercus",19,"Alta",97,"Mediano","NT","LC"
38978537,"2020-02-14","romigaleota","visitante",4,"-31.5134684145","-57.8296600478","Paysandú","Aves","Picidae","Colaptes campestris",19,"Alta",27,"Mediano","LC","LC"
38979117,"2020-02-09","romigaleota","visitante",4,"-31.6889488225","-57.8503921694","Paysandú","Aves","Falconidae","Falco sparverius",19,"Alta",26,"Mediano","LC","LC"
38979119,"2020-02-09","romigaleota","visitante",4,"-31.6886695648","-57.8508424452","Paysandú","Aves","Passerellidae","Ammodramus humeralis",19,"Alta",11,"Pequeño","LC","LC"
39007381,"2020-02-20","nosexd","visitante",122,"-34.6169861394","-54.2826503143","Rocha","Aves","Threskiornithidae","Platalea ajaja",19,"Alta",55,"Grande","LC","LC"
39064387,"2020-02-21","katie2012","visitante",263,"-34.85308833","-56.198425","Montevideo","Aves","Rallidae","Aramides cajaneus",19,"Alta",36,"Mediano","LC","LC"
39068622,"2019-02-15","frangtaboas","visitante",102,"-32.1366886938","-57.9436323604","Paysandú","Aves","Accipitridae","Geranospiza caerulescens",19,"Alta",46,"Mediano","LC","LC"
39068623,"2019-02-15","frangtaboas","visitante",102,"-32.1366257115","-57.9433062001","Paysandú","Aves","Accipitridae","Geranospiza caerulescens",19,"Alta",46,"Mediano","LC","LC"
39068626,"2019-02-15","frangtaboas","visitante",102,"-32.136509155","-57.9430076789","Paysandú","Aves","Alcedinidae","Chloroceryle americana",19,"Alta",18,"Pequeño","LC","LC"
39068628,"2019-02-15","frangtaboas","visitante",102,"-32.136516743","-57.9428074563","Paysandú","Aves","Falconidae","Milvago chimachima",19,"Alta",37,"Mediano","LC","LC"
39220307,"2020-02-21","yotaut","visitante",53,"-30.7622830051","-56.7369899331","Artigas","Aves","Thraupidae","Paroaria coronata",19,"Alta",17,"Pequeño","LC","LC"
39233663,"2019-02-04","victorialassaga","visitante",527,"-34.4023019034","-53.7949408963","Rocha","Amphibia","Hylidae","Boana pulchella",19,"Alta",5,"Mediano","LC","LC"
39288094,"2019-02-05","renanmartini","visitante",110,"-34.9011128122","-56.1645314097","Montevideo","Aves","Laridae","Larus dominicanus",16,"Media",55,"Grande","LC","LC"
39328058,"2020-02-28","drbmh","visitante",243,"-34.963105","-54.95072167","Maldonado","Mammalia","Otariidae","Otaria byronia",5,"Baja",210,"Grande","LC","LC"
39328430,"2020-02-28","drbmh","visitante",243,"-34.963105","-54.95072167","Maldonado","Mammalia","Otariidae","Otaria byronia",5,"Baja",210,"Grande","LC","LC"
39461806,"2020-03-02","jcmombach","visitante",406,"-34.055318","-53.546398","Rocha","Reptilia","Teiidae","Salvator merianae",19,"Alta",140,"Grande","LC","LC"
39734094,"2019-11-18","kathy73","visitante",188,"-33.6892854153","-53.5508833453","Rocha","Amphibia","Hylidae","Scinax granulatus",19,"Alta",4,"Pequeño","LC","LC"
39807674,"2020-02-21","pjfayer","visitante",487,"-34.4698436181","-57.8419462685","Colonia","Aves","Furnariidae","Furnarius rufus",19,"Alta",18,"Pequeño","LC","LC"
40039415,"2009-03-26","natforlife","visitante",96,"-32.0004898","-56.1847531","Tacuarembó","Aves","Strigidae","Athene cunicularia",19,"Alta",25,"Mediano","NT","LC"
40039420,"2009-03-27","natforlife","visitante",96,"-32.0004898","-56.1847531","Tacuarembó","Aves","Tyrannidae","Pitangus sulphuratus",19,"Alta",22,"Mediano","LC","LC"
40039421,"2009-03-27","natforlife","visitante",96,"-32.0004898","-56.1847531","Tacuarembó","Aves","Cuculidae","Guira guira",19,"Alta",36,"Mediano","LC","LC"
40039422,"2009-03-27","natforlife","visitante",96,"-32.0004898","-56.1847531","Tacuarembó","Aves","Tyrannidae","Xolmis irupero",19,"Alta",17,"Pequeño","LC","LC"
40130746,"2015-11-20","sdrov","visitante",18,"-33.7418","-53.7456","Rocha","Aves","Passeridae","Passer domesticus",19,"Alta",13,"Pequeño","NE","LC"
40130747,"2015-11-20","sdrov","visitante",18,"-33.7418","-53.7456","Rocha","Aves","Fringillidae","Spinus magellanicus",19,"Alta",12,"Pequeño","LC","LC"
40130759,"2015-11-20","sdrov","visitante",18,"-33.7418","-53.7456","Rocha","Aves","Falconidae","Milvago chimango",19,"Alta",37,"Mediano","LC","LC"
40130761,"2015-11-20","sdrov","visitante",18,"-33.7418","-53.7456","Rocha","Aves","Cuculidae","Guira guira",19,"Alta",36,"Mediano","LC","LC"
40130770,"2015-11-20","sdrov","visitante",18,"-33.7418","-53.7456","Rocha","Aves","Accipitridae","Rostrhamus sociabilis",19,"Alta",41,"Mediano","LC","LC"
40130771,"2015-11-20","sdrov","visitante",18,"-33.7418","-53.7456","Rocha","Aves","Ciconiidae","Mycteria americana",19,"Alta",65,"Grande","LC","LC"
40130772,"2015-11-20","sdrov","visitante",18,"-33.7418","-53.7456","Rocha","Aves","Passerellidae","Zonotrichia capensis",19,"Alta",12,"Pequeño","LC","LC"
40130776,"2015-11-20","sdrov","visitante",18,"-33.7418","-53.7456","Rocha","Aves","Icteridae","Molothrus bonariensis",19,"Alta",19,"Pequeño","LC","LC"
40130778,"2015-11-20","sdrov","visitante",18,"-33.7418","-53.7456","Rocha","Aves","Tyrannidae","Machetornis rixosa",19,"Alta",17,"Pequeño","LC","LC"
40130781,"2015-11-20","sdrov","visitante",18,"-33.7418","-53.7456","Rocha","Aves","Thraupidae","Sicalis flaveola",19,"Alta",12,"Pequeño","LC","LC"
40130784,"2015-11-20","sdrov","visitante",18,"-33.7418","-53.7456","Rocha","Aves","Thraupidae","Paroaria coronata",19,"Alta",17,"Pequeño","LC","LC"
40130785,"2015-11-20","sdrov","visitante",18,"-33.7418","-53.7456","Rocha","Aves","Thraupidae","Stephanophorus diadematus",19,"Alta",18,"Pequeño","LC","LC"
40130788,"2015-11-20","sdrov","visitante",18,"-33.7418","-53.7456","Rocha","Aves","Furnariidae","Furnarius rufus",19,"Alta",18,"Pequeño","LC","LC"
40130789,"2015-11-20","sdrov","visitante",18,"-33.7418","-53.7456","Rocha","Aves","Tyrannidae","Tyrannus savana",19,"Alta",38,"Mediano","LC","LC"
40134020,"2015-11-21","sdrov","visitante",18,-33742,-53739,"Rocha","Aves","Icteridae","Molothrus bonariensis",19,"Alta",19,"Pequeño","LC","LC"
40134021,"2015-11-21","sdrov","visitante",18,-33742,-53739,"Rocha","Aves","Parulidae","Setophaga pitiayumi",19,"Alta",9,"Pequeño","LC","LC"
40134022,"2015-11-21","sdrov","visitante",18,-33742,-53739,"Rocha","Aves","Tyrannidae","Phylloscartes ventralis",19,"Alta",10,"Pequeño","LC","LC"
40134024,"2015-11-21","sdrov","visitante",18,-33742,-53739,"Rocha","Aves","Cuculidae","Coccycua cinerea",19,"Alta",22,"Mediano","LC","LC"
40134025,"2015-11-21","sdrov","visitante",18,-33742,-53739,"Rocha","Aves","Icteridae","Molothrus bonariensis",19,"Alta",19,"Pequeño","LC","LC"
40134026,"2015-11-21","sdrov","visitante",18,-33742,-53739,"Rocha","Aves","Thraupidae","Stilpnia preciosa",17,"Alta",15,"Pequeño","LC","LC"
40134030,"2015-11-21","sdrov","visitante",18,-33742,-53739,"Rocha","Aves","Thraupidae","Sicalis flaveola",19,"Alta",12,"Pequeño","LC","LC"
40134032,"2015-11-21","sdrov","visitante",18,-33742,-53739,"Rocha","Aves","Psittacidae","Myiopsitta monachus",19,"Alta",27,"Mediano","LC","LC"
40134034,"2015-11-21","sdrov","visitante",18,-33742,-53739,"Rocha","Aves","Icteridae","Agelaioides badius",19,"Alta",18,"Pequeño","LC","LC"
40134038,"2015-11-21","sdrov","visitante",18,-33742,-53739,"Rocha","Aves","Icteridae","Molothrus bonariensis",19,"Alta",19,"Pequeño","LC","LC"
40134039,"2015-11-21","sdrov","visitante",18,-33742,-53739,"Rocha","Aves","Thraupidae","Sicalis flaveola",19,"Alta",12,"Pequeño","LC","LC"
40134042,"2015-11-21","sdrov","visitante",18,-33742,-53739,"Rocha","Aves","Tyrannidae","Xolmis irupero",19,"Alta",17,"Pequeño","LC","LC"
40134043,"2015-11-21","sdrov","visitante",18,-33742,-53739,"Rocha","Aves","Tyrannidae","Pyrocephalus rubinus",19,"Alta",13,"Pequeño","LC","LC"
40134044,"2015-11-21","sdrov","visitante",18,-33742,-53739,"Rocha","Aves","Tyrannidae","Tyrannus savana",19,"Alta",38,"Mediano","LC","LC"
40135649,"2015-11-22","sdrov","visitante",18,-33743,"-53.78","Rocha","Aves","Hirundinidae","Progne tapera",19,"Alta",16,"Pequeño","LC","LC"
40135651,"2015-11-22","sdrov","visitante",18,-33743,"-53.78","Rocha","Aves","Mimidae","Mimus saturninus",19,"Alta",25,"Mediano","LC","LC"
40135652,"2015-11-22","sdrov","visitante",18,-33743,"-53.78","Rocha","Aves","Threskiornithidae","Theristicus caerulescens",19,"Alta",62,"Grande","LC","LC"
40135655,"2015-11-22","sdrov","visitante",18,-33743,"-53.78","Rocha","Aves","Rallidae","Pardirallus sanguinolentus",19,"Alta",29,"Mediano","LC","LC"
40135656,"2015-11-22","sdrov","visitante",18,-33743,"-53.78","Rocha","Reptilia","Colubridae","Lygophis anomalus",19,"Alta",62,"Mediano","LC","NE"
40140306,"2015-11-23","sdrov","visitante",18,"-33.7418","-53.7456","Rocha","Aves","Anatidae","Anas flavirostris",19,"Alta",34,"Mediano","LC","LC"
40140307,"2015-11-23","sdrov","visitante",18,"-33.7418","-53.7456","Rocha","Aves","Psittacidae","Myiopsitta monachus",19,"Alta",27,"Mediano","LC","LC"
40140308,"2015-11-23","sdrov","visitante",18,"-33.7418","-53.7456","Rocha","Aves","Columbidae","Zenaida auriculata",19,"Alta",23,"Mediano","LC","LC"
40140310,"2015-11-23","sdrov","visitante",18,"-33.7418","-53.7456","Rocha","Aves","Columbidae","Zenaida auriculata",19,"Alta",23,"Mediano","LC","LC"
40140311,"2015-11-23","sdrov","visitante",18,"-33.7418","-53.7456","Rocha","Aves","Tyrannidae","Pyrocephalus rubinus",19,"Alta",13,"Pequeño","LC","LC"
40140312,"2015-11-23","sdrov","visitante",18,"-33.7418","-53.7456","Rocha","Aves","Thraupidae","Stilpnia preciosa",17,"Alta",15,"Pequeño","LC","LC"
40140315,"2015-11-23","sdrov","visitante",18,"-33.7418","-53.7456","Rocha","Aves","Tyrannidae","Xolmis irupero",19,"Alta",17,"Pequeño","LC","LC"
40160214,"2015-11-25","sdrov","visitante",18,-33743,"-53.78","Rocha","Aves","Tyrannidae","Xolmis irupero",19,"Alta",17,"Pequeño","LC","LC"
40160215,"2015-11-25","sdrov","visitante",18,-33743,"-53.78","Rocha","Aves","Icteridae","Chrysomus ruficapillus",19,"Alta",17,"Pequeño","LC","LC"
40160216,"2015-11-25","sdrov","visitante",18,-33743,"-53.78","Rocha","Aves","Jacanidae","Jacana jacana",19,"Alta",25,"Mediano","LC","LC"
40160217,"2015-11-25","sdrov","visitante",18,-33743,"-53.78","Rocha","Aves","Tyrannidae","Hymenops perspicillatus",19,"Alta",13,"Pequeño","LC","LC"
40160218,"2015-11-25","sdrov","visitante",18,-33743,"-53.78","Rocha","Aves","Rallidae","Aramides ypecaha",19,"Alta",45,"Mediano","LC","LC"
40160219,"2015-11-25","sdrov","visitante",18,-33743,"-53.78","Rocha","Aves","Furnariidae","Anumbius annumbi",19,"Alta",18,"Pequeño","LC","LC"
40160226,"2015-11-25","sdrov","visitante",18,-33743,"-53.78","Rocha","Aves","Tyrannidae","Tyrannus savana",19,"Alta",38,"Mediano","LC","LC"
40160227,"2015-11-25","sdrov","visitante",18,"-33.612103017","-53.6314687111","Rocha","Aves","Rheidae","Rhea americana",19,"Alta",140,"Grande","LC","NT"
40160231,"2015-11-25","sdrov","visitante",18,-33743,"-53.78","Rocha","Reptilia","Teiidae","Salvator merianae",19,"Alta",140,"Grande","LC","LC"
40162356,"2015-11-26","sdrov","visitante",18,"-33.7743228165","-53.6509941095","Rocha","Aves","Rheidae","Rhea americana",19,"Alta",140,"Grande","LC","NT"
40162357,"2015-11-26","sdrov","visitante",18,-33673,"-53.68","Rocha","Aves","Strigidae","Athene cunicularia",19,"Alta",25,"Mediano","NT","LC"
40162358,"2015-11-26","sdrov","visitante",18,-33673,"-53.68","Rocha","Aves","Threskiornithidae","Phimosus infuscatus",19,"Alta",40,"Mediano","LC","LC"
40162359,"2015-11-26","sdrov","visitante",18,-33673,"-53.68","Rocha","Aves","Jacanidae","Jacana jacana",19,"Alta",25,"Mediano","LC","LC"
40162360,"2015-11-26","sdrov","visitante",18,-33673,"-53.68","Rocha","Aves","Scolopacidae","Tringa flavipes",19,"Alta",25,"Mediano","LC","LC"
40162361,"2015-11-26","sdrov","visitante",18,-33673,"-53.68","Rocha","Aves","Anhimidae","Chauna torquata",19,"Alta",85,"Grande","LC","LC"
40165209,"2015-11-30","sdrov","visitante",18,-32009,-53858,"Cerro Largo","Aves","Strigidae","Megascops choliba",19,"Alta",23,"Mediano","LC","LC"
40165210,"2015-11-30","sdrov","visitante",18,-32009,-53858,"Cerro Largo","Aves","Thraupidae","Sicalis flaveola",19,"Alta",12,"Pequeño","LC","LC"
40165211,"2015-11-30","sdrov","visitante",18,-32009,-53858,"Cerro Largo","Aves","Thraupidae","Sicalis flaveola",19,"Alta",12,"Pequeño","LC","LC"
40165214,"2015-11-30","sdrov","visitante",18,-32009,-53858,"Cerro Largo","Aves","Tyrannidae","Xolmis irupero",19,"Alta",17,"Pequeño","LC","LC"
40165215,"2015-11-30","sdrov","visitante",18,-32009,-53858,"Cerro Largo","Aves","Falconidae","Falco sparverius",19,"Alta",26,"Mediano","LC","LC"
40165216,"2015-11-30","sdrov","visitante",18,-32009,-53858,"Cerro Largo","Aves","Caprimulgidae","Chordeiles nacunda",19,"Alta",28,"Mediano","LC","LC"
40165219,"2015-11-30","sdrov","visitante",18,-32009,-53858,"Cerro Largo","Aves","Tyrannidae","Machetornis rixosa",19,"Alta",17,"Pequeño","LC","LC"
40165220,"2015-11-30","sdrov","visitante",18,-32009,-53858,"Cerro Largo","Aves","Tyrannidae","Tyrannus savana",19,"Alta",38,"Mediano","LC","LC"
40165221,"2015-11-30","sdrov","visitante",18,-32009,-53858,"Cerro Largo","Aves","Icteridae","Agelaioides badius",19,"Alta",18,"Pequeño","LC","LC"
40165223,"2015-11-30","sdrov","visitante",18,-32009,-53858,"Cerro Largo","Aves","Tyrannidae","Pyrocephalus rubinus",19,"Alta",13,"Pequeño","LC","LC"
40165224,"2015-11-30","sdrov","visitante",18,-32009,-53858,"Cerro Largo","Aves","Tyrannidae","Tyrannus melancholicus",19,"Alta",20,"Mediano","LC","LC"
40165225,"2015-11-30","sdrov","visitante",18,-32009,-53858,"Cerro Largo","Aves","Icteridae","Agelaioides badius",19,"Alta",18,"Pequeño","LC","LC"
40165227,"2015-11-30","sdrov","visitante",18,-32009,-53858,"Cerro Largo","Aves","Columbidae","Zenaida auriculata",19,"Alta",23,"Mediano","LC","LC"
40165228,"2015-11-30","sdrov","visitante",18,-32009,-53858,"Cerro Largo","Aves","Trochilidae","Hylocharis chrysura",19,"Alta",8,"Pequeño","LC","LC"
40165229,"2015-11-30","sdrov","visitante",18,-32009,-53858,"Cerro Largo","Aves","Thraupidae","Saltator aurantiirostris",19,"Alta",18,"Pequeño","LC","LC"
40165230,"2015-11-30","sdrov","visitante",18,-32009,-53858,"Cerro Largo","Reptilia","Teiidae","Salvator merianae",19,"Alta",140,"Grande","LC","LC"
40165231,"2015-11-30","sdrov","visitante",18,-32009,-53858,"Cerro Largo","Aves","Caprimulgidae","Chordeiles nacunda",19,"Alta",28,"Mediano","LC","LC"
