"id","observado","usuario","nivel","ranking","latitude","longitude","departamento","clase","familia","especie","distribucion","distribucion_2","largo_cm","tamaño","status_regional","status_global"
30342079,"2019-08-06","sebastianlescano","visitante",25,"-34.8242092279","-54.6248885338","Maldonado","Aves","Turdidae","Turdus rufiventris",19,"Alta",23,"Mediano","LC","LC"
30342220,"2019-08-06","sebastianlescano","visitante",25,"-34.847836404","-54.6352390574","Maldonado","Aves","Haematopodidae","Haematopus palliatus",8,"Media",35,"Mediano","LC","LC"
30343628,"2019-08-06","sebastianlescano","visitante",25,"-34.8243881961","-54.6246727062","Maldonado","Aves","Thraupidae","Rauenia bonariensis",19,"Alta",17,"Pequeño","LC","LC"
30343664,"2019-08-06","sebastianlescano","visitante",25,"-34.8243289883","-54.6247455286","Maldonado","Aves","Thraupidae","Stephanophorus diadematus",19,"Alta",18,"Pequeño","LC","LC"
30384843,"2019-08-06","sebastianlescano","visitante",25,"-34.8479629654","-54.6355560927","Maldonado","Aves","Mimidae","Mimus saturninus",19,"Alta",25,"Mediano","LC","LC"
30384924,"2019-08-06","sebastianlescano","visitante",25,"-34.8437726071","-54.6405040645","Maldonado","Aves","Cathartidae","Cathartes aura",19,"Alta",60,"Grande","LC","LC"
30385016,"2019-08-06","sebastianlescano","visitante",25,"-34.8465619977","-54.6380884058","Maldonado","Aves","Furnariidae","Furnarius rufus",19,"Alta",18,"Pequeño","LC","LC"
30385133,"2019-08-06","sebastianlescano","visitante",25,"-34.8477652216","-54.6350606364","Maldonado","Aves","Recurvirostridae","Himantopus mexicanus",19,"Alta",38,"Mediano","LC","LC"
30385210,"2019-08-06","sebastianlescano","visitante",25,"-34.8469845488","-54.6346046541","Maldonado","Aves","Tyrannidae","Pitangus sulphuratus",19,"Alta",22,"Mediano","LC","LC"
30385293,"2019-08-06","sebastianlescano","visitante",25,"-34.8480148348","-54.6350430236","Maldonado","Aves","Charadriidae","Charadrius semipalmatus",5,"Baja",15,"Pequeño","LC","LC"
30385376,"2019-08-06","sebastianlescano","visitante",25,"-34.8474619306","-54.634405922","Maldonado","Aves","Phalacrocoracidae","Nannopterum brasilianum",19,"Alta",63,"Grande","LC","LC"
30385920,"2019-08-06","sebastianlescano","visitante",25,"-34.76292564","-54.5480012383","Rocha","Reptilia","Colubridae","Lygophis anomalus",19,"Alta",62,"Mediano","LC","NE"
30386264,"2019-08-06","sebastianlescano","visitante",25,"-34.8475917586","-54.6349789202","Maldonado","Aves","Laridae","Chroicocephalus maculipennis",19,"Alta",35,"Mediano","LC","LC"
30386388,"2019-08-06","sebastianlescano","visitante",25,"-34.8010658418","-54.5680234278","Maldonado","Aves","Ardeidae","Ardea alba",19,"Alta",65,"Grande","LC","LC"
30386395,"2019-08-06","sebastianlescano","visitante",25,"-34.8463751929","-54.6338225583","Maldonado","Aves","Charadriidae","Vanellus chilensis",19,"Alta",32,"Mediano","LC","LC"
30386463,"2019-08-06","sebastianlescano","visitante",25,"-34.8444744524","-54.6418932031","Maldonado","Aves","Podicipedidae","Podiceps major",19,"Alta",51,"Grande","LC","LC"
30447643,"2019-08-07","sebastianlescano","visitante",25,"-34.964392482","-54.9530482062","Maldonado","Aves","Haematopodidae","Haematopus palliatus",8,"Media",35,"Mediano","LC","LC"
30447787,"2019-08-07","sebastianlescano","visitante",25,"-34.9645017577","-54.949169231","Maldonado","Aves","Laridae","Sterna hirundinacea",9,"Media",38,"Mediano","LC","LC"
30447836,"2019-08-07","sebastianlescano","visitante",25,"-34.9603010048","-54.9503541604","Maldonado","Aves","Podicipedidae","Podiceps major",19,"Alta",51,"Grande","LC","LC"
30448007,"2019-08-07","sebastianlescano","visitante",25,"-34.9645794079","-54.9493311753","Maldonado","Mammalia","Otariidae","Otaria byronia",5,"Baja",210,"Grande","LC","LC"
30448674,"2019-08-07","sebastianlescano","visitante",25,"-34.9645868426","-54.9494543131","Maldonado","Aves","Laridae","Larus dominicanus",16,"Media",55,"Grande","LC","LC"
30505560,"2019-08-05","sebastianlescano","visitante",25,"-34.7438975495","-55.0169726896","Maldonado","Aves","Furnariidae","Furnarius rufus",19,"Alta",18,"Pequeño","LC","LC"
30505834,"2019-08-07","sebastianlescano","visitante",25,"-34.9183003968","-55.0488828689","Maldonado","Aves","Procellariidae","Macronectes giganteus",6,"Media",95,"Grande","LC","LC"
30623543,"2019-08-05","sebastianlescano","visitante",25,"-34.7443493172","-55.0167507833","Maldonado","Aves","Mimidae","Mimus saturninus",19,"Alta",25,"Mediano","LC","LC"
30659466,"2019-07-29","ska1","visitante",112,"-34.8595280294","-56.1994499993","Montevideo","Aves","Tyrannidae","Pitangus sulphuratus",19,"Alta",22,"Mediano","LC","LC"
30731100,"2019-01-07","ocsedetled","visitante",476,"-34.7792529946","-55.2316876128","Maldonado","Aves","Cathartidae","Coragyps atratus",19,"Alta",53,"Grande","LC","LC"
31060407,"2018-02-11","arnel","visitante",22,"-34.9119570455","-56.1986262185","Montevideo","Aves","Psittacidae","Myiopsitta monachus",19,"Alta",27,"Mediano","LC","LC"
31100448,"2018-02-16","arnel","visitante",22,"-34.9060869598","-56.2017402729","Montevideo","Aves","Furnariidae","Furnarius rufus",19,"Alta",18,"Pequeño","LC","LC"
31150557,"2018-01-14","dr_calamardo","visitante",180,"-34.7673793641","-55.6592494994","Canelones","Aves","Trochilidae","Leucochloris albicollis",19,"Alta",8,"Pequeño","LC","LC"
31161681,"2018-02-24","arnel","visitante",22,"-34.9281867277","-56.1644568267","Montevideo","Aves","Scolopacidae","Tringa melanoleuca",19,"Alta",33,"Mediano","LC","LC"
31161852,"2018-02-23","arnel","visitante",22,"-34.9106159504","-56.2020016803","Montevideo","Aves","Phalacrocoracidae","Nannopterum brasilianum",19,"Alta",63,"Grande","LC","LC"
31162189,"2018-02-18","arnel","visitante",22,"-34.9132279329","-56.1924677868","Montevideo","Aves","Laridae","Chroicocephalus maculipennis",19,"Alta",35,"Mediano","LC","LC"
31163921,"2018-02-18","arnel","visitante",22,"-34.9156457466","-56.1873696451","Montevideo","Aves","Laridae","Chroicocephalus maculipennis",19,"Alta",35,"Mediano","LC","LC"
31322608,"2018-02-18","arnel","visitante",22,"-34.914644079","-56.1754589169","Montevideo","Aves","Charadriidae","Vanellus chilensis",19,"Alta",32,"Mediano","LC","LC"
31349274,"2018-02-24","arnel","visitante",22,"-34.929765893","-56.1604949512","Montevideo","Aves","Columbidae","Patagioenas picazuro",19,"Alta",35,"Mediano","LC","LC"
31360681,"2014-12-17","dr_calamardo","visitante",180,"-34.8173171","-56.1588712","Montevideo","Aves","Ardeidae","Ardea alba",19,"Alta",65,"Grande","LC","LC"
31361286,"2014-12-20","dr_calamardo","visitante",180,"-34.9363205","-54.9377826","Maldonado","Aves","Psittacidae","Myiopsitta monachus",19,"Alta",27,"Mediano","LC","LC"
31387662,"2018-02-24","arnel","visitante",22,"-34.9293404898","-56.1606551742","Montevideo","Aves","Columbidae","Zenaida auriculata",19,"Alta",23,"Mediano","LC","LC"
31400846,"2018-02-23","arnel","visitante",22,"-34.9068769536","-56.2032204561","Montevideo","Aves","Passeridae","Passer domesticus",19,"Alta",13,"Pequeño","NE","LC"
32220355,"2019-08-06","mjfeldman","visitante",198,"-34.4625910338","-57.8306366543","Colonia","Aves","Podicipedidae","Podiceps major",19,"Alta",51,"Grande","LC","LC"
32408129,"2015-02-11","jbar82","visitante",69,"-34.7353483401","-54.4916501687","Maldonado","Aves","Falconidae","Milvago chimango",19,"Alta",37,"Mediano","LC","LC"
32408495,"2015-02-05","jbar82","visitante",69,"-34.7250847679","-54.4807851753","Rocha","Aves","Fringillidae","Spinus magellanicus",19,"Alta",12,"Pequeño","LC","LC"
32520732,"2019-09-10","sebastianlescano","visitante",25,"-34.8245824875","-54.6242374254","Maldonado","Aves","Polioptilidae","Polioptila dumicola",19,"Alta",11,"Pequeño","LC","LC"
32552729,"2019-09-10","sebastianlescano","visitante",25,"-34.8245688806","-54.624294021","Maldonado","Aves","Troglodytidae","Troglodytes aedon",19,"Alta",10,"Pequeño","LC","LC"
32553159,"2019-09-11","sebastianlescano","visitante",25,"-34.8243056842","-54.6243419978","Maldonado","Aves","Thraupidae","Stephanophorus diadematus",19,"Alta",18,"Pequeño","LC","LC"
32553217,"2019-09-10","sebastianlescano","visitante",25,"-34.8243660957","-54.6243581181","Maldonado","Aves","Trochilidae","Leucochloris albicollis",19,"Alta",8,"Pequeño","LC","LC"
32553252,"2019-09-11","sebastianlescano","visitante",25,"-34.8242083355","-54.624232444","Maldonado","Aves","Columbidae","Zenaida auriculata",19,"Alta",23,"Mediano","LC","LC"
32553283,"2019-09-10","sebastianlescano","visitante",25,"-34.8242544296","-54.6243220061","Maldonado","Aves","Passerellidae","Zonotrichia capensis",19,"Alta",12,"Pequeño","LC","LC"
32843562,"2019-09-16","alex-chama","visitante",303,"-34.8950004578","-56.1225013733","Montevideo","Aves","Furnariidae","Furnarius rufus",19,"Alta",18,"Pequeño","LC","LC"
33356196,"2018-02-11","arnel","visitante",22,"-34.9119499233","-56.1986779089","Montevideo","Aves","Columbidae","Zenaida auriculata",19,"Alta",23,"Mediano","LC","LC"
33358433,"2018-02-11","arnel","visitante",22,"-34.9119698046","-56.1987600575","Montevideo","Aves","Psittacidae","Myiopsitta monachus",19,"Alta",27,"Mediano","LC","LC"
33428138,"2018-02-10","arnel","visitante",22,"-34.9064282079","-56.1995245221","Montevideo","Aves","Columbidae","Patagioenas picazuro",19,"Alta",35,"Mediano","LC","LC"
33484511,"2018-02-17","arnel","visitante",22,"-34.8585704508","-56.1988149174","Montevideo","Aves","Columbidae","Leptotila rufaxilla",11,"Media",25,"Mediano","LC","LC"
33653152,"2018-02-24","arnel","visitante",22,"-34.9146515453","-56.1750301106","Montevideo","Aves","Laridae","Larus dominicanus",16,"Media",55,"Grande","LC","LC"
33705681,"2018-02-15","arnel","visitante",22,"-34.9134754862","-56.1933066302","Montevideo","Aves","Laridae","Thalasseus maximus",8,"Media",44,"Mediano","CR","LC"
33783407,"2018-02-15","arnel","visitante",22,"-34.9148878048","-56.1897180995","Montevideo","Aves","Podicipedidae","Podiceps major",19,"Alta",51,"Grande","LC","LC"
33844200,"2018-02-24","arnel","visitante",22,"-34.9294207453","-56.1623670697","Montevideo","Aves","Podicipedidae","Rollandia rolland",19,"Alta",25,"Mediano","LC","LC"
34061735,"2019-10-08","danielgonzalez2","visitante",179,"-34.8943556075","-56.1115587875","Montevideo","Aves","Furnariidae","Furnarius rufus",19,"Alta",18,"Pequeño","LC","LC"
34155672,"2018-02-18","arnel","visitante",22,"-34.9151449019","-56.1795719567","Montevideo","Aves","Laridae","Chroicocephalus maculipennis",19,"Alta",35,"Mediano","LC","LC"
34155821,"2018-02-18","arnel","visitante",22,"-34.9152232934","-56.1792814442","Montevideo","Aves","Laridae","Sterna trudeaui",13,"Media",32,"Mediano","LC","LC"
34167706,"2019-10-10","danielgonzalez2","visitante",179,"-34.91102446","-56.14515445","Montevideo","Aves","Furnariidae","Furnarius rufus",19,"Alta",18,"Pequeño","LC","LC"
34222864,"2018-02-17","arnel","visitante",22,"-34.8586443664","-56.2020075802","Montevideo","Aves","Psittacidae","Myiopsitta monachus",19,"Alta",27,"Mediano","LC","LC"
34308031,"2018-12-28","adrianowb","visitante",170,"-34.915426","-55.046953","Maldonado","Aves","Passerellidae","Zonotrichia capensis",19,"Alta",12,"Pequeño","LC","LC"
34308033,"2018-12-29","adrianowb","visitante",170,"-34.917657","-54.856483","Maldonado","Aves","Laridae","Larus dominicanus",16,"Media",55,"Grande","LC","LC"
34557859,"2012-02-01","cidawerneck","visitante",47,"-34.042339","-53.547332","Rocha","Aves","Tyrannidae","Tyrannus savana",19,"Alta",38,"Mediano","LC","LC"
34557908,"2012-02-01","cidawerneck","visitante",47,"-34.042339","-53.547332","Rocha","Aves","Tyrannidae","Tyrannus savana",19,"Alta",38,"Mediano","LC","LC"
34558016,"2012-02-01","cidawerneck","visitante",47,"-34.177091","-53.688659","Rocha","Aves","Tyrannidae","Tyrannus savana",19,"Alta",38,"Mediano","LC","LC"
34580726,"2017-12-30","adrianowb","visitante",170,"-34.951518","-54.94113","Maldonado","Mammalia","Otariidae","Otaria byronia",5,"Baja",210,"Grande","LC","LC"
35508707,"2019-11-03","jbreinbauer","visitante",405,"-34.9144133333","-54.8986883333","Maldonado","Aves","Parulidae","Setophaga pitiayumi",19,"Alta",9,"Pequeño","LC","LC"
35553601,"2019-10-12","alecuervo","visitante",301,"-34.4664282774","-57.8460012004","Colonia","Amphibia","Bufonidae","Rhinella dorbignyi",10,"Media",7,"Mediano","LC","LC"
35632880,"2019-11-09","diegoalmendras","visitante",16,"-34.892848","-56.159088","Montevideo","Aves","Furnariidae","Furnarius rufus",19,"Alta",18,"Pequeño","LC","LC"
35802554,"2019-11-09","diegoalmendras","visitante",16,"-34.7675565045","-55.7166718879","Canelones","Aves","Passerellidae","Zonotrichia capensis",19,"Alta",12,"Pequeño","LC","LC"
35802572,"2019-11-09","diegoalmendras","visitante",16,"-34.7701561827","-55.715592333","Canelones","Aves","Charadriidae","Vanellus chilensis",19,"Alta",32,"Mediano","LC","LC"
35840645,"2018-02-17","arnel","visitante",22,"-34.859657","-56.199592","Montevideo","Aves","Thraupidae","Paroaria coronata",19,"Alta",17,"Pequeño","LC","LC"
35855088,"2018-02-17","arnel","visitante",22,"-34.8587017439","-56.1990841822","Montevideo","Aves","Psittacidae","Myiopsitta monachus",19,"Alta",27,"Mediano","LC","LC"
35856334,"2019-11-09","diegoalmendras","visitante",16,"-34.7673130914","-55.7157789667","Canelones","Aves","Passerellidae","Zonotrichia capensis",19,"Alta",12,"Pequeño","LC","LC"
35892039,"2018-02-17","arnel","visitante",22,"-34.8587397014","-56.1986860913","Montevideo","Aves","Rallidae","Aramides cajaneus",19,"Alta",36,"Mediano","LC","LC"
35909315,"2018-02-17","arnel","visitante",22,"-34.8588660209","-56.1988188658","Montevideo","Aves","Passerellidae","Zonotrichia capensis",19,"Alta",12,"Pequeño","LC","LC"
35941277,"2018-02-17","arnel","visitante",22,"-34.859042","-56.199229","Montevideo","Aves","Turdidae","Turdus amaurochalinus",19,"Alta",21,"Mediano","LC","LC"
35958287,"2019-11-22","marina296","visitante",272,"-31.5345543955","-57.8001293913","Paysandú","Amphibia","Hylidae","Boana pulchella",19,"Alta",5,"Mediano","LC","LC"
35960313,"2018-02-17","arnel","visitante",22,"-34.858061059","-56.1994597821","Montevideo","Aves","Icteridae","Molothrus bonariensis",19,"Alta",19,"Pequeño","LC","LC"
35960878,"2019-11-18","remi_bigonneau","visitante",40,"-34.8143849254","-55.2484420932","Maldonado","Aves","Cracidae","Penelope obscura",19,"Alta",69,"Grande","LC","LC"
35961558,"2018-02-24","arnel","visitante",22,"-34.9146696226","-56.1741034721","Montevideo","Aves","Phalacrocoracidae","Nannopterum brasilianum",19,"Alta",63,"Grande","LC","LC"
35963122,"2018-02-24","arnel","visitante",22,"-34.9263019359","-56.1675103088","Montevideo","Aves","Furnariidae","Furnarius rufus",19,"Alta",18,"Pequeño","LC","LC"
36077481,"2019-11-23","rick-uhlen","visitante",19,"-34.8590041136","-56.2002235651","Montevideo","Aves","Tyrannidae","Camptostoma obsoletum",19,"Alta",9,"Pequeño","LC","LC"
36077535,"2019-11-21","rick-uhlen","visitante",19,"-34.8590041136","-56.2002235651","Montevideo","Aves","Tyrannidae","Pitangus sulphuratus",19,"Alta",22,"Mediano","LC","LC"
36077721,"2019-11-21","rick-uhlen","visitante",19,"-34.8590041136","-56.2002235651","Montevideo","Aves","Turdidae","Turdus rufiventris",19,"Alta",23,"Mediano","LC","LC"
36077781,"2019-11-21","rick-uhlen","visitante",19,"-34.8590041136","-56.2002235651","Montevideo","Aves","Furnariidae","Furnarius rufus",19,"Alta",18,"Pequeño","LC","LC"
36077831,"2019-11-20","rick-uhlen","visitante",19,"-34.8590041136","-56.2002235651","Montevideo","Aves","Psittacidae","Myiopsitta monachus",19,"Alta",27,"Mediano","LC","LC"
36174933,"2019-11-27","rick-uhlen","visitante",19,"-34.8590041136","-56.2002235651","Montevideo","Aves","Furnariidae","Furnarius rufus",19,"Alta",18,"Pequeño","LC","LC"
36175040,"2019-11-27","rick-uhlen","visitante",19,"-34.8590041136","-56.2002235651","Montevideo","Aves","Charadriidae","Vanellus chilensis",19,"Alta",32,"Mediano","LC","LC"
36175090,"2019-11-27","rick-uhlen","visitante",19,"-34.8590041136","-56.2002235651","Montevideo","Aves","Anatidae","Anas flavirostris",19,"Alta",34,"Mediano","LC","LC"
36175121,"2019-11-27","rick-uhlen","visitante",19,"-34.8590041136","-56.2002235651","Montevideo","Aves","Threskiornithidae","Phimosus infuscatus",19,"Alta",40,"Mediano","LC","LC"
36175167,"2019-11-27","rick-uhlen","visitante",19,"-34.8590041136","-56.2002235651","Montevideo","Aves","Icteridae","Molothrus bonariensis",19,"Alta",19,"Pequeño","LC","LC"
36176445,"2019-11-27","rick-uhlen","visitante",19,"-34.8590041136","-56.2002235651","Montevideo","Aves","Trochilidae","Hylocharis chrysura",19,"Alta",8,"Pequeño","LC","LC"
36176451,"2019-11-27","rick-uhlen","visitante",19,"-34.8590041136","-56.2002235651","Montevideo","Aves","Falconidae","Caracara plancus",19,"Alta",55,"Grande","LC","LC"
36176509,"2019-11-27","rick-uhlen","visitante",19,"-34.8590041136","-56.2002235651","Montevideo","Aves","Thraupidae","Paroaria coronata",19,"Alta",17,"Pequeño","LC","LC"
36176566,"2019-11-27","rick-uhlen","visitante",19,"-34.8590041136","-56.2002235651","Montevideo","Aves","Rallidae","Aramides cajaneus",19,"Alta",36,"Mediano","LC","LC"
36176651,"2019-11-27","rick-uhlen","visitante",19,"-34.8590041136","-56.2002235651","Montevideo","Aves","Trochilidae","Chlorostilbon lucidus",19,"Alta",7,"Pequeño","LC","LC"
36176675,"2019-11-27","rick-uhlen","visitante",19,"-34.8590041136","-56.2002235651","Montevideo","Aves","Turdidae","Turdus amaurochalinus",19,"Alta",21,"Mediano","LC","LC"
36249321,"2019-03-19","nic_venter","visitante",20,"-34.9484227497","-54.9371691097","Maldonado","Aves","Psittacidae","Myiopsitta monachus",19,"Alta",27,"Mediano","LC","LC"
36249441,"2019-03-19","nic_venter","visitante",20,"-34.9366839797","-54.9377353397","Maldonado","Aves","Charadriidae","Vanellus chilensis",19,"Alta",32,"Mediano","LC","LC"
36250186,"2019-03-20","nic_venter","visitante",20,"-34.9021428818","-55.2387974038","Maldonado","Reptilia","Colubridae","Philodryas patagoniensis",19,"Alta",150,"Grande","LC","LC"
36250404,"2019-03-20","nic_venter","visitante",20,"-34.8903411663","-55.2105545837","Maldonado","Mammalia","Caviidae","Cavia aperea",19,"Alta",24,"Pequeño","LC","LC"
36290561,"2019-11-09","diegoalmendras","visitante",16,"-34.7675565045","-55.7166718879","Canelones","Aves","Icteridae","Molothrus bonariensis",19,"Alta",19,"Pequeño","LC","LC"
36299941,"2019-11-30","rick-uhlen","visitante",19,"-34.6601693082","-54.1975894198","Rocha","Aves","Charadriidae","Vanellus chilensis",19,"Alta",32,"Mediano","LC","LC"
36299953,"2019-12-01","rick-uhlen","visitante",19,"-34.6576299065","-54.1957175732","Rocha","Aves","Tyrannidae","Tyrannus savana",19,"Alta",38,"Mediano","LC","LC"
36299964,"2019-11-30","rick-uhlen","visitante",19,"-34.6711117281","-54.2533032596","Rocha","Aves","Recurvirostridae","Himantopus mexicanus",19,"Alta",38,"Mediano","LC","LC"
36301801,"2019-11-30","rick-uhlen","visitante",19,"-34.6714282787","-54.2530350387","Rocha","Aves","Laridae","Chroicocephalus maculipennis",19,"Alta",35,"Mediano","LC","LC"
36301810,"2019-11-30","rick-uhlen","visitante",19,"-34.668991249","-54.2491334304","Rocha","Aves","Threskiornithidae","Plegadis chihi",19,"Alta",40,"Mediano","LC","LC"
36301820,"2019-11-30","rick-uhlen","visitante",19,"-34.6707212772","-54.2558064312","Rocha","Aves","Anatidae","Cygnus melancoryphus",19,"Alta",90,"Grande","LC","LC"
36345328,"2019-12-03","stephen_wv","visitante",17,"-34.4114815","-57.87956","Colonia","Aves","Furnariidae","Furnarius rufus",19,"Alta",18,"Pequeño","LC","LC"
36392712,"2019-12-04","stephen_wv","visitante",17,"-34.4114815","-57.87956","Colonia","Aves","Turdidae","Turdus rufiventris",19,"Alta",23,"Mediano","LC","LC"
36392959,"2019-12-05","stephen_wv","visitante",17,"-34.4114815","-57.87956","Colonia","Aves","Thraupidae","Sicalis flaveola",19,"Alta",12,"Pequeño","LC","LC"
36393179,"2019-12-05","stephen_wv","visitante",17,"-34.4114815","-57.87956","Colonia","Aves","Picidae","Dryobates spilogaster",19,"Alta",14,"Pequeño","LC","LC"
36420299,"2019-12-06","stephen_wv","visitante",17,"-33.8224706795","-58.5830484259","Colonia","Aves","Picidae","Dryobates mixtus",7,"Media",16,"Pequeño","NT","LC"
36429050,"2019-12-06","stephen_wv","visitante",17,"-33.9128969","-58.4118927","Colonia","Aves","Icteridae","Agelaioides badius",19,"Alta",18,"Pequeño","LC","LC"
36430174,"2019-12-04","stephen_wv","visitante",17,"-34.4114815","-57.87956","Colonia","Aves","Columbidae","Zenaida auriculata",19,"Alta",23,"Mediano","LC","LC"
36461206,"2019-12-07","stephen_wv","visitante",17,"-33.9128969","-58.4118927","Colonia","Aves","Furnariidae","Lepidocolaptes angustirostris",19,"Alta",18,"Pequeño","LC","LC"
36482354,"2019-12-07","stephen_wv","visitante",17,"-33.9145522472","-58.4160295911","Colonia","Aves","Ardeidae","Ardea cocoi",19,"Alta",75,"Grande","LC","LC"
36482833,"2019-12-08","stephen_wv","visitante",17,"-33.9499887687","-58.354496322","Colonia","Aves","Cuculidae","Guira guira",19,"Alta",36,"Mediano","LC","LC"
36483343,"2019-12-08","stephen_wv","visitante",17,"-33.9581604587","-58.3236562831","Colonia","Aves","Mimidae","Mimus saturninus",19,"Alta",25,"Mediano","LC","LC"
36483612,"2019-12-08","stephen_wv","visitante",17,"-33.9163677684","-58.4134702331","Colonia","Aves","Turdidae","Turdus amaurochalinus",19,"Alta",21,"Mediano","LC","LC"
36486355,"2019-12-08","stephen_wv","visitante",17,"-33.957234959","-58.3293211086","Colonia","Aves","Rallidae","Aramides ypecaha",19,"Alta",45,"Mediano","LC","LC"
36495553,"2019-12-08","stephen_wv","visitante",17,"-33.9620314305","-58.3164465027","Colonia","Aves","Accipitridae","Rupornis magnirostris",19,"Alta",38,"Mediano","LC","LC"
36514193,"2019-12-09","stephen_wv","visitante",17,"-33.9141604903","-58.4160939641","Colonia","Aves","Falconidae","Milvago chimango",19,"Alta",37,"Mediano","LC","LC"
36517447,"2019-12-08","stephen_wv","visitante",17,"-33.9128969","-58.4118927","Colonia","Aves","Threskiornithidae","Phimosus infuscatus",19,"Alta",40,"Mediano","LC","LC"
36517610,"2019-12-06","stephen_wv","visitante",17,"-33.9128969","-58.4118927","Colonia","Aves","Aramidae","Aramus guarauna",19,"Alta",55,"Grande","LC","LC"
36545914,"2019-12-07","marcos_anders","visitante",270,"-34.0106883978","-58.288794519","Colonia","Aves","Trochilidae","Chlorostilbon lucidus",19,"Alta",7,"Pequeño","LC","LC"
36546227,"2019-11-30","arnel","visitante",22,"-34.9054469473","-55.0057115936","Maldonado","Aves","Anatidae","Cygnus melancoryphus",19,"Alta",90,"Grande","LC","LC"
36546287,"2019-12-07","marcos_anders","visitante",270,"-34.0120688238","-58.2875939879","Colonia","Aves","Icteridae","Pseudoleistes virescens",19,"Alta",21,"Mediano","LC","LC"
36587574,"2019-11-26","arnel","visitante",22,"-34.9138606958","-56.1908549527","Montevideo","Aves","Columbidae","Columba livia",19,"Alta",33,"Mediano","NE","LC"
36591607,"2019-11-30","arnel","visitante",22,"-34.9161285667","-54.8958135343","Maldonado","Aves","Vireonidae","Vireo chivi",19,"Alta",14,"Pequeño","LC","LC"
36616670,"2019-11-30","arnel","visitante",22,"-34.9149740075","-54.8966862714","Maldonado","Aves","Threskiornithidae","Theristicus caerulescens",19,"Alta",62,"Grande","LC","LC"
36625706,"2019-12-09","stephen_wv","visitante",17,"-33.9138789139","-58.4158899483","Colonia","Aves","Alcedinidae","Megaceryle torquata",19,"Alta",36,"Mediano","LC","LC"
36654178,"2019-12-09","stephen_wv","visitante",17,"-33.9157486528","-58.415046043","Colonia","Aves","Columbidae","Patagioenas maculosa",19,"Alta",33,"Mediano","LC","LC"
36672797,"2019-11-18","licagus","visitante",438,"-34.78667","-55.4612616667","Canelones","Amphibia","Hylidae","Scinax granulatus",19,"Alta",4,"Pequeño","LC","LC"
36673435,"2019-11-30","arnel","visitante",22,"-34.9051467078","-55.0049127441","Maldonado","Aves","Threskiornithidae","Plegadis chihi",19,"Alta",40,"Mediano","LC","LC"
36716528,"2019-12-16","gantproductions","visitante",29,"-34.96583667","-54.94306167","Maldonado","Aves","Haematopodidae","Haematopus palliatus",8,"Media",35,"Mediano","LC","LC"
36716580,"2019-12-16","gantproductions","visitante",29,"-34.9656","-54.94293833","Maldonado","Aves","Hirundinidae","Progne tapera",19,"Alta",16,"Pequeño","LC","LC"
36724233,"2019-12-06","stephen_wv","visitante",17,"-34.0324818766","-58.2238783736","Colonia","Aves","Tyrannidae","Tyrannus savana",19,"Alta",38,"Mediano","LC","LC"
36776648,"2019-07-27","elbeltrocco","visitante",44,"-33.1633255","-58.3560037","NA","Reptilia","Colubridae","Erythrolamprus poecilogyrus",19,"Alta",70,"Mediano","LC","NE"
36804022,"2019-12-16","rick-uhlen","visitante",19,"-34.6580570985","-54.1970546544","Rocha","Aves","Trochilidae","Hylocharis chrysura",19,"Alta",8,"Pequeño","LC","LC"
36804033,"2019-12-11","rick-uhlen","visitante",19,"-34.6582981341","-54.1955023259","Rocha","Aves","Fringillidae","Spinus magellanicus",19,"Alta",12,"Pequeño","LC","LC"
36804058,"2019-12-08","rick-uhlen","visitante",19,"-34.6581265962","-54.1970811412","Rocha","Aves","Scolopacidae","Calidris fuscicollis",19,"Alta",16,"Pequeño","LC","LC"
36804076,"2019-12-06","rick-uhlen","visitante",19,"-34.6580984662","-54.195417501","Rocha","Aves","Hirundinidae","Progne chalybea",19,"Alta",18,"Pequeño","LC","LC"
36804084,"2019-12-06","rick-uhlen","visitante",19,"-34.6580984662","-54.195417501","Rocha","Aves","Tyrannidae","Myiophobus fasciatus",19,"Alta",12,"Pequeño","LC","LC"
36804087,"2019-12-04","rick-uhlen","visitante",19,"-34.6580984662","-54.195417501","Rocha","Aves","Hirundinidae","Progne tapera",19,"Alta",16,"Pequeño","LC","LC"
36804093,"2019-12-03","rick-uhlen","visitante",19,"-34.6580984662","-54.195417501","Rocha","Aves","Columbidae","Patagioenas maculosa",19,"Alta",33,"Mediano","LC","LC"
36838630,"2019-12-18","rick-uhlen","visitante",19,"-34.6580570985","-54.1970546544","Rocha","Aves","Tyrannidae","Tyrannus melancholicus",19,"Alta",20,"Mediano","LC","LC"
36838645,"2019-12-13","rick-uhlen","visitante",19,"-34.6617461912","-54.209071286","Rocha","Aves","Scolopacidae","Tringa flavipes",19,"Alta",25,"Mediano","LC","LC"
36838652,"2019-12-13","rick-uhlen","visitante",19,"-34.6314276001","-54.3464423382","Rocha","Aves","Accipitridae","Circus cinereus",19,"Alta",48,"Mediano","VU","LC"
36839154,"2019-12-13","rick-uhlen","visitante",19,"-34.6633371083","-54.2590508983","Rocha","Aves","Laridae","Rynchops niger",13,"Media",40,"Mediano","LC","LC"
36839809,"2019-12-13","rick-uhlen","visitante",19,"-34.6643855691","-54.2351078242","Rocha","Aves","Anatidae","Coscoroba coscoroba",19,"Alta",71,"Grande","LC","LC"
